gen, roulette_scalar1_uniform_best, roulette_scalar1_uniform_ave
1151,   0.5814, 0.401899
1152,   0.5814,  0.39105
1153,   0.5814, 0.400087
1154,   0.5814, 0.393455
1155,   0.5814, 0.396969
1156,   0.5814, 0.394228
1157,   0.5814, 0.402067
1158,   0.5814, 0.402667
1159,   0.5814, 0.406442
1160,   0.5814,  0.40477
1161,   0.5814, 0.404991
1162,   0.5814, 0.409133
1163,   0.5814,  0.40383
1164,   0.5814, 0.400728
1165,   0.5814, 0.404918
1166,   0.5814, 0.408498
1167,   0.5814, 0.408975
1168,   0.5814, 0.403066
1169,   0.5814,  0.41127
1170,   0.5814, 0.410794
1171,   0.5895, 0.412228
1172,   0.5895, 0.404812
1173,   0.5895, 0.405271
1174,   0.5895, 0.401249
1175,   0.5895, 0.393972
1176,   0.5895, 0.390278
1177,   0.5895, 0.402163
1178,   0.5895, 0.390463
1179,   0.5895, 0.388205
1180,   0.5895,  0.38597
1181,   0.5895, 0.386289
1182,   0.5895, 0.383145
1183,   0.5895, 0.392607
1184,   0.5895, 0.396044
1185,   0.5895, 0.401679
1186,   0.5895, 0.404267
1187,   0.5895, 0.409367
1188,   0.5895,  0.41299
1189,   0.5895, 0.409443
1190,   0.5895, 0.407324
1191,   0.5895, 0.403248
1192,   0.5895, 0.406372
1193,   0.5895, 0.414838
1194,   0.5895, 0.409666
1195,   0.5895, 0.399778
1196,   0.5895,  0.39751
1197,   0.5895, 0.400616
1198,   0.5895, 0.407189
1199,   0.5895,  0.40267
1200,   0.5895, 0.401538
1201,   0.5895, 0.399956
1202,   0.5895, 0.403802
1203,   0.5895, 0.402747
1204,   0.5895, 0.402656
1205,   0.5895, 0.395497
1206,   0.5895, 0.400631
1207,   0.5895, 0.400154
1208,   0.5895, 0.398262
1209,   0.5895, 0.400905
1210,   0.5895, 0.401875
1211,   0.5895, 0.402638
1212,   0.5895,  0.40845
1213,   0.5895, 0.408424
1214,   0.5895, 0.406929
1215,   0.5895, 0.403577
1216,   0.5895,  0.40631
1217,   0.5895, 0.401913
1218,   0.5895,  0.40643
1219,   0.5895, 0.401904
1220,   0.5895, 0.408297
1221,   0.5895, 0.410716
1222,   0.5895, 0.411955
1223,   0.5895, 0.408469
1224,   0.5895, 0.395934
1225,   0.5895, 0.402878
1226,   0.5895, 0.395396
1227,   0.5895, 0.395538
1228,   0.5895, 0.392047
1229,   0.5895, 0.392781
1230,   0.5895, 0.393342
1231,   0.5895, 0.390038
1232,   0.5895, 0.387357
1233,   0.5895, 0.398385
1234,   0.5895, 0.397991
1235,   0.5895, 0.394362
1236,   0.5895, 0.391599
1237,   0.5895, 0.393084
1238,   0.5895, 0.391588
1239,   0.5895, 0.396778
1240,   0.5895, 0.402431
1241,   0.5895, 0.396855
1242,   0.5895, 0.395516
1243,   0.5895, 0.397114
1244,   0.5895, 0.402124
1245,   0.5895, 0.409923
1246,   0.6111, 0.415679
1247,   0.6111, 0.410253
1248,   0.6111, 0.409821
1249,   0.6111, 0.411841
1250,   0.6111, 0.415765
1251,   0.6111, 0.415852
1252,   0.6111, 0.408789
1253,   0.6111, 0.415456
1254,   0.6111,  0.41875
1255,   0.6111, 0.415815
1256,   0.6111, 0.409454
1257,   0.6111, 0.409094
1258,   0.6111, 0.406694
1259,   0.6111, 0.404447
1260,   0.6111, 0.406438
1261,   0.6111, 0.405822
1262,   0.6111,  0.40846
1263,   0.6111, 0.407533
1264,   0.6111, 0.414456
1265,   0.6111, 0.410491
1266,   0.6111, 0.406528
1267,   0.6111, 0.409549
1268,   0.6111, 0.411828
1269,   0.6111, 0.416372
1270,   0.6111, 0.419593
1271,   0.6111,  0.42261
1272,   0.6111, 0.416637
1273,   0.6111, 0.421138
1274,   0.6111,  0.41321
1275,   0.6111, 0.417263
1276,   0.6111, 0.418132
1277,   0.6111, 0.417045
1278,   0.6111, 0.418325
1279,   0.6111, 0.421041
1280,   0.6111,  0.42675
1281,   0.6111, 0.423508
1282,   0.6111, 0.427034
1283,   0.6111, 0.419749
1284,   0.6111, 0.419662
1285,   0.6111, 0.420692
1286,   0.6111, 0.414755
1287,   0.6111, 0.408967
1288,   0.6111, 0.416238
1289,   0.6111,  0.42323
1290,   0.6111, 0.417215
1291,   0.6111, 0.418854
1292,   0.6111,  0.42241
1293,   0.6111, 0.416161
1294,   0.6111,  0.42074
1295,   0.6111, 0.422475
1296,   0.6111, 0.421572
1297,   0.6111, 0.417871
1298,   0.6111, 0.417015
1299,   0.6111, 0.411141
1300,   0.6111, 0.417888
1301,   0.6111, 0.420901
1302,   0.6111, 0.416674
1303,   0.6111, 0.416043
1304,   0.6111, 0.420279
1305,   0.6111, 0.420031
1306,   0.6111, 0.421923
1307,   0.6111, 0.424371
1308,   0.6111, 0.425629
1309,   0.6111, 0.414662
1310,   0.6111, 0.416329
1311,   0.6111,  0.41383
1312,   0.6111, 0.413774
1313,   0.6111, 0.412854
1314,   0.6111, 0.413348
1315,   0.6111, 0.413502
1316,   0.6111, 0.415459
1317,   0.6111,  0.41997
1318,   0.6111, 0.418785
1319,   0.6111, 0.416166
1320,   0.6111,   0.4183
1321,   0.6111, 0.416592
1322,   0.6111, 0.417054
1323,   0.6111, 0.415327
1324,   0.6111,  0.41509
1325,   0.6111, 0.420334
1326,    0.605, 0.415254
1327,    0.605, 0.421495
1328,    0.605, 0.424009
1329,    0.605, 0.430111
1330,    0.605, 0.428822
1331,    0.605, 0.433521
1332,    0.605, 0.427436
1333,    0.605, 0.424011
1334,    0.605, 0.423073
1335,    0.605, 0.424238
1336,    0.605, 0.422864
1337,    0.605,  0.42925
1338,    0.605, 0.427841
1339,    0.605,  0.43122
1340,    0.605, 0.422024
1341,    0.605, 0.424157
1342,    0.605, 0.421021
1343,    0.605, 0.427373
1344,   0.6258, 0.426508
1345,   0.6258, 0.423068
1346,   0.6258, 0.425702
1347,   0.6258, 0.425703
1348,   0.6258, 0.426963
1349,   0.6258, 0.425326
1350,   0.6258, 0.424778
1351,   0.6258, 0.426731
1352,   0.6258, 0.422092
1353,   0.6258, 0.420767
1354,   0.6172, 0.428087
1355,   0.6172, 0.425183
1356,   0.6172, 0.435486
1357,   0.6172, 0.425684
1358,   0.6172, 0.435218
1359,   0.6172,  0.43544
1360,   0.6172,  0.42725
1361,   0.6172, 0.422504
1362,   0.6172, 0.422436
1363,   0.6172, 0.419974
1364,   0.6172, 0.423755
1365,   0.6172, 0.425572
1366,   0.6172, 0.426761
1367,   0.6172, 0.424552
1368,   0.6172, 0.422711
1369,   0.6172, 0.426749
1370,   0.6172,  0.42857
1371,   0.6172, 0.427592
1372,   0.6172, 0.424722
1373,   0.6172, 0.429974
1374,   0.6172, 0.425717
1375,   0.6172, 0.427044
1376,   0.6172, 0.429716
1377,   0.6172, 0.426262
1378,   0.6172, 0.425403
1379,   0.6172, 0.422334
1380,   0.6172, 0.422298
1381,   0.6359, 0.428747
1382,   0.6359, 0.428366
1383,   0.6359, 0.429603
1384,   0.6359, 0.434291
1385,   0.6359, 0.437244
1386,   0.6359, 0.436796
1387,   0.6359, 0.431758
1388,   0.6359, 0.428204
1389,   0.6359, 0.434258
1390,   0.6359, 0.437607
1391,   0.6359, 0.438637
1392,   0.6359, 0.436554
1393,   0.6359, 0.435193
1394,   0.6359, 0.437695
1395,   0.6359, 0.435073
1396,   0.6359, 0.435398
1397,   0.6359, 0.438121
1398,   0.6359, 0.431854
1399,   0.6359, 0.432351
1400,   0.6359, 0.434635
1401,   0.6359, 0.439505
1402,   0.6359,  0.44178
1403,   0.6359, 0.444439
1404,   0.6359,  0.44646
1405,   0.6359,  0.44104
1406,   0.6359, 0.439576
1407,   0.6359, 0.437387
1408,   0.6359, 0.436177
1409,   0.6359, 0.441592
1410,   0.6359, 0.438293
1411,   0.6359, 0.433349
1412,   0.6359, 0.430809
1413,   0.6359,  0.42884
1414,   0.6359, 0.428276
1415,   0.6359, 0.433358
1416,   0.6359, 0.437235
1417,   0.6359, 0.436898
1418,   0.6359, 0.429947
1419,   0.6359, 0.428044
1420,   0.6359, 0.428874
1421,   0.6359, 0.430176
1422,   0.6359, 0.429422
1423,   0.6359, 0.430766
1424,   0.6359, 0.428786
1425,   0.6359, 0.427521
1426,   0.6359, 0.425471
1427,   0.6359, 0.424609
1428,   0.6359, 0.425631
1429,   0.6359, 0.426962
1430,   0.6359, 0.427781
1431,   0.6359, 0.431222
1432,   0.6359,  0.43489
1433,   0.6359, 0.432219
1434,   0.6359, 0.420676
1435,   0.6359, 0.425238
1436,   0.6359,  0.42654
1437,   0.6359, 0.427704
1438,   0.6359, 0.426316
1439,   0.6359, 0.429185
1440,   0.6359,  0.43147
1441,   0.6359, 0.428905
1442,   0.6359, 0.428656
1443,   0.6359, 0.429216
1444,   0.6359, 0.423625
1445,   0.6359, 0.422601
1446,   0.6359, 0.426106
1447,   0.6359,  0.42836
1448,   0.6359,  0.42701
1449,   0.6359, 0.430153
1450,   0.6359, 0.434011
1451,   0.6359, 0.431145
1452,   0.6359, 0.427297
1453,   0.6359, 0.430416
1454,   0.6359, 0.440102
1455,   0.6359, 0.435065
1456,   0.6359, 0.428262
1457,   0.6359, 0.423645
1458,   0.6359, 0.417976
1459,   0.6359,  0.42812
1460,   0.6359, 0.429762
1461,   0.6359, 0.429565
1462,   0.6359, 0.432364
1463,   0.6359, 0.432579
1464,   0.6359, 0.430738
1465,   0.6359, 0.431778
1466,   0.6359, 0.431496
1467,   0.6359, 0.428826
1468,   0.6359, 0.431511
1469,   0.6359,  0.43205
1470,   0.6359, 0.434579
1471,   0.6359, 0.432776
1472,   0.6359, 0.432435
1473,   0.6359, 0.431049
1474,   0.6359, 0.435502
1475,   0.6359, 0.439103
1476,   0.6359, 0.436079
1477,   0.6359, 0.428742
1478,   0.6359, 0.431807
1479,   0.6359, 0.428846
1480,   0.6359, 0.428728
1481,   0.6359, 0.427139
1482,   0.6359, 0.425545
1483,   0.6359, 0.432745
1484,   0.6359, 0.440297
1485,   0.6359, 0.435087
1486,   0.6359, 0.436035
1487,   0.6359, 0.430077
1488,   0.6359, 0.432047
1489,   0.6359, 0.434233
1490,   0.6359, 0.432459
1491,   0.6359, 0.428601
1492,   0.6359, 0.430916
1493,   0.6359, 0.438265
1494,   0.6359, 0.431096
1495,   0.6359, 0.434639
1496,   0.6359, 0.437489
1497,   0.6359, 0.448833
1498,   0.6359, 0.447906
1499,   0.6359, 0.443881
1500,   0.6359, 0.447909
1501,   0.6359, 0.452078
1502,   0.6359, 0.450291
1503,   0.6359, 0.446052
1504,   0.6359, 0.440408
1505,   0.6359, 0.442465
1506,   0.6359, 0.439481
1507,   0.6359, 0.433227
1508,   0.6359, 0.433602
1509,   0.6359, 0.440305
1510,   0.6359, 0.444039
1511,   0.6359, 0.435309
1512,   0.6359, 0.444564
1513,   0.6359, 0.446432
1514,   0.6359, 0.443993
1515,   0.6359, 0.435995
1516,   0.6359,  0.43496
1517,   0.6359, 0.440732
1518,   0.6359, 0.436115
1519,   0.6359, 0.431701
1520,   0.6359, 0.433421
1521,   0.6359, 0.428665
1522,   0.6359, 0.425701
1523,   0.6359, 0.427783
1524,   0.6359, 0.434788
1525,   0.6455, 0.432505
1526,   0.6455, 0.431786
1527,   0.6455,  0.43154
1528,   0.6455, 0.430608
1529,   0.6455, 0.434601
1530,   0.6455, 0.424573
1531,   0.6455,  0.43625
1532,   0.6455, 0.438204
1533,   0.6455, 0.436974
1534,   0.6455, 0.443127
1535,   0.6455, 0.447163
1536,   0.6455, 0.436732
1537,   0.6455, 0.437174
1538,   0.6455, 0.432958
1539,   0.6455, 0.436026
1540,   0.6455, 0.433111
1541,   0.6455, 0.433812
1542,   0.6455, 0.430234
1543,   0.6455, 0.426205
1544,   0.6375, 0.431331
1545,   0.6375,  0.43226
1546,   0.6375, 0.434619
1547,   0.6375, 0.434593
1548,   0.6375, 0.438287
1549,   0.6375, 0.441435
1550,   0.6375, 0.445297
1551,   0.6375, 0.442301
1552,   0.6375, 0.438231
1553,   0.6375, 0.436371
1554,   0.6375, 0.436258
1555,   0.6375, 0.439331
1556,   0.6375, 0.445575
1557,   0.6375, 0.443422
1558,   0.6375, 0.438393
1559,   0.6375, 0.446346
1560,   0.6375, 0.439983
1561,   0.6375, 0.443535
1562,   0.6375, 0.442674
1563,   0.6375, 0.435637
1564,   0.6375, 0.434927
1565,   0.6375, 0.437562
1566,   0.6375, 0.441458
1567,   0.6375,  0.43957
1568,   0.6375, 0.437502
1569,   0.6375, 0.434696
1570,   0.6375, 0.431479
1571,   0.6375, 0.430339
1572,   0.6375, 0.433358
1573,   0.6375, 0.440345
1574,   0.6375, 0.446068
1575,   0.6375, 0.435585
1576,   0.6375, 0.440532
1577,   0.6375, 0.441192
1578,   0.6375, 0.440114
1579,   0.6375, 0.440033
1580,   0.6375, 0.446274
1581,   0.6375, 0.445926
1582,   0.6375, 0.441368
1583,   0.6375, 0.438503
1584,   0.6375,  0.43203
1585,   0.6375,  0.43562
1586,   0.6375,  0.43152
1587,   0.6375, 0.428413
1588,   0.6375, 0.430876
1589,   0.6375, 0.433643
1590,   0.6375, 0.437409
1591,   0.6375, 0.438818
1592,   0.6375,  0.43749
1593,   0.6375, 0.435931
1594,   0.6375, 0.433171
1595,   0.6375, 0.442445
1596,   0.6375, 0.433219
1597,   0.6375, 0.432285
1598,   0.6375, 0.432271
1599,   0.6375, 0.429715
1600,   0.6375, 0.429957
1601,   0.6375,  0.43385
1602,   0.6375, 0.433542
1603,   0.6375, 0.431255
1604,   0.6375, 0.430607
1605,   0.6375, 0.430202
1606,   0.6375, 0.437976
1607,   0.6375, 0.440487
1608,   0.6375, 0.444336
1609,   0.6375,  0.43883
1610,   0.6375,  0.44882
1611,   0.6375, 0.448536
1612,   0.6375, 0.441714
1613,   0.6375, 0.443794
1614,   0.6375, 0.433922
1615,   0.6375, 0.438225
1616,   0.6375, 0.438226
1617,   0.6375, 0.443895
1618,   0.6375, 0.445311
1619,   0.6375, 0.445944
1620,   0.6375, 0.437519
1621,   0.6375, 0.432827
1622,   0.6375, 0.428983
1623,   0.6375, 0.438082
1624,   0.6375, 0.439716
1625,   0.6375, 0.439064
1626,   0.6375, 0.437185
1627,   0.6375, 0.445495
1628,   0.6375, 0.445122
1629,   0.6361, 0.441967
1630,   0.6361, 0.450998
1631,   0.6361, 0.457644
1632,   0.6361,  0.45028
1633,   0.6361, 0.448925
1634,   0.6361, 0.453619
1635,   0.6361, 0.457023
1636,   0.6361, 0.453438
1637,   0.6361, 0.445239
1638,   0.6361, 0.444642
1639,   0.6361, 0.440571
1640,   0.6361, 0.445245
1641,   0.6361,  0.44683
1642,   0.6361, 0.446772
1643,   0.6361, 0.444547
1644,   0.6361, 0.439429
1645,   0.6361, 0.451684
1646,   0.6361, 0.452337
1647,   0.6361, 0.453486
1648,   0.6361, 0.450693
1649,   0.6361, 0.446494
1650,   0.6361, 0.455215
1651,   0.6361, 0.449894
1652,   0.6361, 0.454582
1653,   0.6361, 0.456844
1654,   0.6361, 0.452686
1655,   0.6361, 0.451708
1656,   0.6361, 0.441332
1657,   0.6361, 0.440035
1658,   0.6361, 0.441996
1659,   0.6361, 0.439579
1660,   0.6361, 0.440454
1661,   0.6361, 0.436404
1662,   0.6361, 0.433816
1663,   0.6361, 0.437703
1664,   0.6361, 0.439851
1665,   0.6361, 0.428186
1666,   0.6361, 0.435338
1667,   0.6291, 0.438771
1668,   0.6291, 0.435932
1669,   0.6291, 0.433288
1670,   0.6291, 0.442889
1671,   0.6291, 0.445933
1672,   0.6291, 0.446319
1673,   0.6291, 0.441907
1674,   0.6291, 0.446909
1675,   0.6291, 0.451158
1676,   0.6291, 0.452479
1677,   0.6291, 0.450926
1678,   0.6291, 0.447715
1679,   0.6291,  0.44984
1680,   0.6291, 0.448772
1681,   0.6291, 0.441141
1682,   0.6291, 0.448265
1683,   0.6291, 0.440911
1684,   0.6291, 0.447055
1685,   0.6291, 0.443739
1686,   0.6291, 0.440323
1687,   0.6291, 0.444022
1688,   0.6291, 0.437224
1689,   0.6291, 0.437602
1690,   0.6291, 0.447192
1691,   0.6291, 0.445354
1692,   0.6291,  0.44454
1693,   0.6291, 0.442435
1694,   0.6291, 0.441148
1695,   0.6291, 0.443236
1696,   0.6291, 0.440244
1697,   0.6291,  0.43626
1698,   0.6291, 0.435558
1699,   0.6291,  0.43587
1700,   0.6291, 0.433998
1701,   0.6291, 0.435735
1702,   0.6291, 0.431454
1703,   0.6401, 0.428445
1704,   0.6401, 0.437768
1705,   0.6401, 0.440686
1706,   0.6401, 0.436762
1707,   0.6401, 0.442157
1708,   0.6401,  0.43828
1709,   0.6401, 0.440643
1710,   0.6401, 0.444987
1711,   0.6401,  0.44317
1712,   0.6401, 0.436626
1713,   0.6401, 0.433795
1714,   0.6401, 0.430436
1715,   0.6401, 0.443138
1716,   0.6401, 0.445745
1717,   0.6401, 0.443923
1718,   0.6401, 0.448587
1719,   0.6401, 0.448808
1720,   0.6401, 0.450114
1721,   0.6401, 0.451346
1722,   0.6401,  0.44958
1723,   0.6401, 0.444089
1724,   0.6401, 0.446797
1725,   0.6401, 0.439635
1726,   0.6401,  0.43304
1727,   0.6401, 0.437151
1728,   0.6401, 0.438105
1729,   0.6401, 0.437641
1730,   0.6401, 0.438547
1731,   0.6401, 0.438478
1732,   0.6401, 0.439653
1733,   0.6401, 0.429841
1734,   0.6401, 0.425646
1735,   0.6401, 0.426136
1736,   0.6401, 0.428546
1737,   0.6401, 0.428757
1738,   0.6401, 0.435196
1739,   0.6401,  0.43321
1740,   0.6401, 0.433145
1741,   0.6401, 0.432043
1742,   0.6401, 0.431139
1743,   0.6401, 0.431517
1744,   0.6401, 0.436306
1745,   0.6401, 0.436525
1746,   0.6401, 0.437833
1747,   0.6401,    0.435
1748,   0.6401, 0.438859
1749,   0.6401, 0.441809
1750,   0.6401, 0.437815
1751,   0.6401, 0.440771
1752,   0.6401, 0.442052
1753,   0.6401, 0.445807
1754,   0.6401,  0.44574
1755,   0.6401, 0.446287
1756,   0.6401, 0.440242
1757,   0.6401, 0.438066
1758,   0.6401, 0.442649
1759,   0.6401, 0.442234
1760,   0.6401, 0.444771
1761,   0.6401, 0.450807
1762,   0.6401, 0.453515
1763,   0.6401, 0.457008
1764,   0.6401, 0.454475
1765,   0.6401, 0.444635
1766,   0.6401, 0.446906
1767,   0.6401, 0.442109
1768,   0.6401, 0.446054
1769,   0.6401, 0.446751
1770,   0.6313, 0.440366
1771,   0.6313,  0.44427
1772,   0.6313, 0.444919
1773,   0.6313, 0.448122
1774,   0.6313, 0.443115
1775,   0.6313, 0.440015
1776,   0.6313, 0.440374
1777,   0.6313,  0.43897
1778,   0.6313, 0.441071
1779,   0.6313, 0.446664
1780,   0.6313, 0.445017
1781,   0.6313, 0.442863
1782,   0.6313,  0.44381
1783,   0.6313, 0.438512
1784,   0.6313, 0.436863
1785,   0.6313, 0.436642
1786,   0.6313, 0.434768
1787,    0.644, 0.435409
1788,    0.644, 0.442158
1789,    0.644, 0.443043
1790,    0.644,  0.44333
1791,    0.644,  0.44664
1792,    0.644, 0.447764
1793,    0.644, 0.435315
1794,    0.644, 0.435267
1795,    0.644, 0.431254
1796,    0.644, 0.430954
1797,    0.644, 0.444654
1798,    0.644, 0.444458
1799,    0.644, 0.447344
1800,    0.644, 0.446284
1801,    0.644, 0.450476
1802,    0.644, 0.454397
1803,    0.644, 0.450422
1804,    0.644, 0.445793
1805,   0.6454, 0.449235
1806,   0.6454, 0.446671
1807,   0.6454, 0.450922
1808,   0.6454, 0.444211
1809,   0.6454, 0.442383
1810,   0.6454, 0.448167
1811,   0.6454, 0.446101
1812,   0.6454, 0.447585
1813,   0.6454, 0.448408
1814,   0.6454,  0.45079
1815,   0.6454, 0.444556
1816,   0.6454, 0.442163
1817,   0.6454,  0.44188
1818,   0.6454,  0.44671
1819,   0.6454, 0.447441
1820,   0.6454, 0.445608
1821,   0.6454, 0.443268
1822,   0.6454, 0.441408
1823,   0.6454, 0.443101
1824,   0.6454, 0.448099
1825,   0.6454, 0.453175
1826,   0.6454, 0.455915
1827,   0.6323, 0.448425
1828,   0.6323, 0.446878
1829,   0.6323,  0.44736
1830,   0.6323, 0.442993
1831,   0.6323, 0.438666
1832,   0.6323,  0.44112
1833,   0.6323, 0.441814
1834,   0.6323, 0.439478
1835,   0.6323,  0.44521
1836,   0.6323, 0.443817
1837,   0.6323, 0.440295
1838,   0.6323, 0.440549
1839,   0.6323, 0.428102
1840,   0.6323, 0.429159
1841,   0.6323, 0.436544
1842,   0.6323, 0.435816
1843,   0.6323, 0.436259
1844,   0.6323, 0.431949
1845,   0.6323,   0.4328
1846,   0.6323, 0.440268
1847,    0.641, 0.436292
1848,    0.641, 0.441563
1849,    0.641, 0.444533
1850,    0.641,  0.44886
1851,    0.641, 0.445889
1852,    0.641, 0.448139
1853,    0.641, 0.447401
1854,    0.641,  0.45298
1855,    0.641, 0.450704
1856,   0.6338, 0.448226
1857,   0.6338, 0.447659
1858,   0.6338, 0.442146
1859,   0.6338, 0.443619
1860,   0.6338, 0.441191
1861,   0.6338, 0.438062
1862,   0.6338, 0.443024
1863,   0.6338, 0.444325
1864,   0.6338, 0.444303
1865,   0.6338, 0.436473
1866,   0.6338, 0.439135
1867,   0.6338, 0.437104
1868,   0.6338, 0.436853
1869,   0.6338, 0.434593
1870,   0.6366, 0.440882
1871,   0.6366, 0.437326
1872,   0.6366, 0.432177
1873,   0.6366, 0.442403
1874,   0.6366, 0.443957
1875,   0.6366, 0.444932
1876,   0.6366, 0.444989
1877,   0.6366, 0.444146
1878,   0.6366,  0.44453
1879,   0.6366, 0.443733
1880,   0.6366, 0.444557
1881,   0.6366, 0.444676
1882,   0.6366, 0.442273
1883,   0.6366, 0.444746
1884,   0.6366, 0.450991
1885,   0.6366,  0.45511
1886,   0.6366, 0.453178
1887,   0.6366, 0.447744
1888,   0.6366, 0.441842
1889,   0.6366, 0.440852
1890,   0.6366, 0.436321
1891,   0.6366, 0.436254
1892,   0.6366, 0.434624
1893,   0.6366,  0.43568
1894,   0.6366, 0.435261
1895,   0.6366, 0.429624
1896,   0.6366,    0.431
1897,   0.6623, 0.437517
1898,   0.6623, 0.443668
1899,   0.6623, 0.442394
1900,   0.6623, 0.443945
1901,   0.6623,  0.44215
1902,   0.6623, 0.451699
1903,   0.6623, 0.443886
1904,   0.6623, 0.447114
1905,   0.6623, 0.437018
1906,   0.6623, 0.448651
1907,   0.6623, 0.451635
1908,   0.6623, 0.440496
1909,   0.6623, 0.441738
1910,   0.6623, 0.439175
1911,   0.6623, 0.441624
1912,   0.6623,  0.44832
1913,   0.6623, 0.448517
1914,   0.6623, 0.454193
1915,   0.6623, 0.446688
1916,   0.6536,  0.45014
1917,   0.6536, 0.448883
1918,   0.6536, 0.447587
1919,   0.6536, 0.444506
1920,   0.6536, 0.439692
1921,   0.6536, 0.441168
1922,   0.6536, 0.440915
1923,   0.6536, 0.439304
1924,   0.6536, 0.443137
1925,   0.6536, 0.445651
1926,   0.6536, 0.439486
1927,   0.6536, 0.433871
1928,   0.6536, 0.434233
1929,   0.6536, 0.435908
1930,   0.6536, 0.434056
1931,   0.6536, 0.429866
1932,   0.6536,  0.42849
1933,   0.6536, 0.429549
1934,   0.6536, 0.437759
1935,   0.6536, 0.444259
1936,   0.6536, 0.450702
1937,   0.6536, 0.453728
1938,   0.6536, 0.446515
1939,   0.6536, 0.452827
1940,   0.6536, 0.448747
1941,   0.6536, 0.453257
1942,   0.6536, 0.453505
1943,   0.6536, 0.454459
1944,   0.6536, 0.453552
1945,   0.6536, 0.455362
1946,   0.6536,   0.4463
1947,   0.6536, 0.453687
1948,   0.6536, 0.455389
1949,   0.6536, 0.447889
1950,   0.6536, 0.448273
1951,   0.6536, 0.446379
1952,   0.6536,  0.44166
1953,   0.6536, 0.441472
1954,   0.6536, 0.443022
1955,   0.6536, 0.443737
1956,   0.6536,  0.44263
1957,   0.6536, 0.446947
1958,   0.6536, 0.445799
1959,   0.6536, 0.441331
1960,   0.6536, 0.443293
1961,   0.6536, 0.438536
1962,   0.6536, 0.434759
1963,   0.6536, 0.434014
1964,   0.6536, 0.440516
1965,   0.6536, 0.436897
1966,   0.6536, 0.439296
1967,   0.6536, 0.442394
1968,   0.6536, 0.442243
1969,   0.6536, 0.437395
1970,   0.6536, 0.444106
1971,   0.6536, 0.451845
1972,   0.6536, 0.453375
1973,   0.6536, 0.451948
1974,   0.6536, 0.446337
1975,   0.6536, 0.444283
1976,   0.6536, 0.445976
1977,   0.6536,  0.44416
1978,   0.6536, 0.451712
1979,   0.6536, 0.448553
1980,   0.6536, 0.443525
1981,   0.6536, 0.446598
1982,   0.6536,  0.43179
1983,   0.6536, 0.434958
1984,   0.6536, 0.436759
1985,   0.6536, 0.435501
1986,   0.6536, 0.436108
1987,   0.6536, 0.440676
1988,   0.6536, 0.441267
1989,   0.6536,  0.43701
1990,   0.6536,  0.44005
1991,   0.6536, 0.443877
1992,   0.6536, 0.446436
1993,   0.6536, 0.452696
1994,   0.6536, 0.449362
1995,   0.6536, 0.450388
1996,   0.6536, 0.450283
1997,   0.6536, 0.444144
1998,   0.6536, 0.436541
1999,   0.6536, 0.430906
2000,   0.6536, 0.435463
2001,   0.6536, 0.427785
2002,   0.6536, 0.429329
2003,   0.6536,  0.44219
2004,   0.6536, 0.441112
2005,   0.6536, 0.440214
2006,   0.6536, 0.441703
2007,   0.6536, 0.450701
2008,   0.6536, 0.447099
2009,   0.6536, 0.440499
2010,   0.6536, 0.434856
2011,   0.6536, 0.434895
2012,   0.6536,  0.43818
2013,   0.6536, 0.444929
2014,   0.6536, 0.449733
2015,   0.6536, 0.446281
2016,   0.6536, 0.438068
2017,   0.6536, 0.443929
2018,   0.6536, 0.440138
2019,   0.6536, 0.440917
2020,   0.6536, 0.444058
2021,   0.6536, 0.441894
2022,   0.6536, 0.438785
2023,   0.6536,  0.44658
2024,   0.6536, 0.450998
2025,   0.6536,  0.44277
2026,   0.6536, 0.439584
2027,   0.6536, 0.435676
2028,   0.6536, 0.439332
2029,   0.6536, 0.444844
2030,   0.6536, 0.440109
2031,   0.6536, 0.443252
2032,   0.6536,  0.44531
2033,   0.6536, 0.442755
2034,   0.6536, 0.442988
2035,   0.6536, 0.452457
2036,   0.6536, 0.452147
2037,   0.6536, 0.456655
2038,   0.6536, 0.461094
2039,   0.6536, 0.452766
2040,   0.6536, 0.450071
2041,   0.6536, 0.458437
2042,   0.6536, 0.453018
2043,   0.6536, 0.443763
2044,   0.6536, 0.444832
2045,   0.6536, 0.442785
2046,   0.6536, 0.439978
2047,   0.6536, 0.437105
2048,   0.6536, 0.441002
2049,   0.6536, 0.446135
2050,   0.6536, 0.444569
2051,   0.6536, 0.446637
2052,   0.6536,  0.44357
2053,   0.6536, 0.440105
2054,   0.6536, 0.446484
2055,   0.6536, 0.449234
2056,   0.6536, 0.448384
2057,   0.6536,   0.4475
2058,   0.6536, 0.442459
2059,   0.6536,  0.44505
2060,   0.6536, 0.451197
2061,   0.6536, 0.452825
2062,   0.6536, 0.444944
2063,   0.6536, 0.444299
2064,   0.6508, 0.448354
2065,   0.6508, 0.448268
2066,   0.6508, 0.454375
2067,   0.6508, 0.451021
2068,   0.6508, 0.447484
2069,   0.6508,  0.45047
2070,   0.6508, 0.453162
2071,   0.6508, 0.458538
2072,   0.6508, 0.455889
2073,   0.6508, 0.454515
2074,   0.6508, 0.442299
2075,   0.6508, 0.439799
2076,   0.6508, 0.443056
2077,   0.6508, 0.442819
2078,   0.6508,  0.44763
2079,   0.6508, 0.449246
2080,   0.6508, 0.455647
2081,   0.6508, 0.454518
2082,   0.6508, 0.455932
2083,   0.6508, 0.449473
2084,   0.6508, 0.450294
