gen, roulette_scalar3_uniform_best, roulette_scalar3_uniform_ave
 100,   0.4445, 0.259315
 101,   0.4445, 0.261333
 102,   0.4445, 0.263013
 103,   0.4445, 0.265207
 104,   0.4445,  0.26899
 105,   0.4445, 0.266424
 106,   0.4445, 0.269174
 107,   0.4445, 0.273739
 108,   0.4445, 0.270283
 109,   0.4445, 0.272856
 110,   0.4445, 0.277291
 111,   0.4548, 0.279926
 112,   0.4548, 0.279878
 113,   0.4548, 0.279277
 114,   0.4548, 0.282863
 115,   0.4548, 0.283562
 116,   0.4548, 0.284605
 117,   0.4548, 0.286005
 118,   0.4637, 0.288195
 119,   0.4637, 0.286424
 120,   0.4637, 0.282537
 121,   0.4637, 0.281675
 122,   0.4637, 0.277171
 123,   0.4637, 0.285006
 124,   0.4637, 0.289492
 125,   0.4637, 0.284382
 126,   0.4637, 0.288684
 127,   0.4656, 0.295236
 128,   0.4656, 0.293227
 129,   0.4656, 0.287674
 130,   0.4656, 0.286726
 131,   0.4616, 0.293987
 132,   0.4616, 0.293732
 133,   0.4616, 0.301172
 134,   0.4616, 0.301378
 135,   0.4616, 0.304721
 136,   0.4982, 0.306281
 137,   0.4982, 0.305759
 138,   0.4982,  0.30342
 139,   0.4982, 0.310805
 140,   0.4982, 0.307398
 141,   0.4982, 0.306332
 142,   0.4982, 0.303042
 143,   0.4982, 0.308345
 144,   0.4982,  0.30616
 145,   0.4982, 0.305091
 146,   0.4982, 0.310361
 147,   0.4982, 0.303275
 148,   0.4982, 0.307942
 149,   0.4982, 0.304193
 150,   0.4982, 0.303755
 151,   0.4982, 0.308028
 152,   0.4982, 0.311138
 153,   0.4982, 0.306127
 154,   0.4982, 0.303655
 155,   0.4982, 0.305722
 156,   0.4982, 0.309963
 157,   0.4982, 0.309457
 158,   0.4982, 0.311446
 159,   0.4982, 0.305422
 160,   0.4982, 0.308454
 161,   0.4982, 0.310586
 162,   0.4982, 0.306245
 163,   0.4982, 0.313434
 164,   0.4982, 0.307704
 165,   0.4982, 0.310871
 166,   0.4982, 0.311656
 167,   0.4982, 0.317782
 168,   0.4982, 0.313872
 169,   0.4982, 0.315694
 170,   0.4982, 0.318042
 171,   0.4982, 0.315836
 172,   0.4982, 0.318065
 173,   0.4982, 0.316285
 174,   0.4982,  0.31442
 175,   0.4982, 0.316445
 176,   0.4982, 0.318192
 177,   0.4982, 0.323893
 178,   0.4982, 0.322787
 179,   0.4982, 0.326532
 180,   0.4991, 0.320263
 181,   0.4991, 0.323572
 182,   0.4991, 0.322461
 183,   0.4991, 0.330633
 184,   0.4991, 0.327065
 185,   0.5089, 0.322235
 186,   0.5089, 0.319542
 187,   0.5089, 0.325068
 188,   0.5089, 0.328972
 189,   0.5089, 0.327687
 190,   0.5089, 0.323022
 191,   0.5089, 0.319615
 192,   0.5089, 0.323855
 193,   0.5089, 0.319545
 194,   0.5089, 0.320901
 195,   0.5089, 0.325099
 196,   0.5089, 0.329173
 197,   0.5089, 0.332793
 198,   0.5089, 0.326306
 199,   0.5089, 0.330086
 200,   0.5089, 0.327716
 201,   0.5089, 0.323892
 202,   0.5089,  0.32929
 203,   0.5089, 0.321458
 204,   0.5089, 0.324384
 205,   0.5089, 0.328686
 206,   0.5089, 0.329308
 207,   0.5229, 0.328731
 208,   0.5229,   0.3287
 209,   0.5229, 0.328645
 210,   0.5229, 0.326995
 211,   0.5229, 0.329767
 212,   0.5229, 0.331568
 213,   0.5229, 0.335957
 214,   0.5229, 0.335449
 215,   0.5229, 0.328438
 216,   0.5229,  0.33409
 217,   0.5229, 0.330835
 218,   0.5229, 0.334287
 219,   0.5229, 0.327401
 220,   0.5229, 0.328617
 221,   0.5229, 0.325958
 222,   0.5229, 0.324341
 223,   0.5229, 0.327992
 224,   0.5229, 0.328373
 225,   0.5229,  0.32689
 226,   0.5229, 0.325045
 227,   0.5229, 0.334587
 228,   0.5229, 0.332116
 229,   0.5229, 0.331334
 230,   0.5229, 0.331052
 231,   0.5229, 0.329697
 232,   0.5229, 0.328434
 233,   0.5229, 0.332138
 234,   0.5229, 0.328636
 235,   0.5229, 0.330442
 236,   0.5229, 0.326283
 237,   0.5229, 0.328086
 238,   0.5229, 0.330072
 239,   0.5229, 0.330434
 240,   0.5229, 0.327229
 241,   0.5229, 0.328664
 242,   0.5229, 0.337828
 243,   0.5229, 0.336634
 244,   0.5229, 0.340898
 245,   0.5229,   0.3327
 246,   0.5229, 0.337974
 247,   0.5229, 0.337426
 248,   0.5229, 0.334181
 249,   0.5229, 0.336445
 250,   0.5229, 0.334026
 251,   0.5229, 0.340117
 252,   0.5229, 0.336648
 253,   0.5229, 0.336272
 254,   0.5229, 0.336132
 255,   0.5229, 0.337852
 256,   0.5229, 0.340211
 257,   0.5229, 0.343421
 258,   0.5229, 0.344687
 259,   0.5229, 0.347121
 260,   0.5229, 0.344701
 261,   0.5229, 0.346767
 262,   0.5229, 0.350345
 263,   0.5229, 0.351594
 264,   0.5229, 0.352397
 265,   0.5229, 0.346301
 266,   0.5229, 0.346868
 267,   0.5229, 0.348354
 268,   0.5229, 0.344341
 269,   0.5229, 0.342175
 270,   0.5229, 0.349773
 271,   0.5229, 0.349738
 272,   0.5229, 0.345758
 273,   0.5229, 0.344358
 274,   0.5229, 0.345837
 275,   0.5229, 0.349739
 276,   0.5225, 0.353018
 277,   0.5225, 0.348334
 278,   0.5347, 0.349172
 279,   0.5347, 0.348218
 280,   0.5347, 0.353483
 281,   0.5347, 0.351595
 282,   0.5347, 0.351157
 283,   0.5347, 0.354572
 284,   0.5347, 0.356375
 285,   0.5347, 0.350852
 286,   0.5347, 0.350038
 287,   0.5347, 0.354551
 288,   0.5347,  0.35364
 289,   0.5347, 0.355757
 290,   0.5347, 0.353705
 291,   0.5347, 0.352161
 292,   0.5347, 0.343816
 293,   0.5347, 0.347989
 294,   0.5347, 0.349319
 295,   0.5347, 0.346738
 296,   0.5347, 0.347543
 297,   0.5347, 0.344806
 298,   0.5347, 0.351043
 299,   0.5347, 0.348555
 300,   0.5409,  0.34753
 301,   0.5409, 0.351291
 302,   0.5409, 0.352585
 303,   0.5409, 0.354063
 304,   0.5409, 0.351564
 305,   0.5409, 0.353493
 306,   0.5452, 0.346137
 307,   0.5452, 0.354905
 308,   0.5452, 0.361385
 309,   0.5452, 0.350622
 310,   0.5452, 0.354246
 311,   0.5452, 0.361863
 312,   0.5452, 0.365538
 313,   0.5452,  0.35612
 314,   0.5452, 0.364643
 315,   0.5452, 0.360042
 316,   0.5452, 0.365838
 317,   0.5452, 0.362246
 318,   0.5452, 0.358469
 319,   0.5404,  0.36197
 320,   0.5404, 0.356566
 321,   0.5404, 0.359397
 322,   0.5404, 0.359868
 323,   0.5404, 0.364621
 324,   0.5404, 0.367141
 325,   0.5593, 0.370164
 326,   0.5593, 0.370777
 327,   0.5593, 0.368304
 328,   0.5593, 0.371823
 329,   0.5593,  0.37498
 330,   0.5593, 0.380149
 331,   0.5593, 0.377007
 332,   0.5791,  0.37295
 333,   0.5791, 0.374444
 334,   0.5791, 0.373197
 335,   0.5791, 0.369422
 336,   0.5791, 0.368376
 337,   0.5791, 0.367497
 338,   0.5791, 0.372551
 339,   0.5791, 0.377232
 340,   0.5791, 0.378374
 341,   0.5791, 0.389176
 342,   0.5791, 0.386178
 343,   0.5791, 0.376823
 344,   0.5791, 0.382883
 345,   0.5791, 0.386885
 346,   0.5791, 0.387428
 347,   0.5791,  0.38855
 348,   0.5791, 0.395638
 349,   0.5791, 0.386787
 350,   0.5791, 0.384254
 351,   0.5791, 0.382189
 352,   0.5791, 0.382343
 353,   0.5791,  0.39141
 354,   0.5791, 0.389585
 355,   0.5791, 0.382345
 356,   0.5791, 0.387275
 357,   0.5791, 0.380372
 358,   0.5791, 0.381767
 359,   0.5791, 0.380026
 360,   0.5791, 0.384836
 361,   0.5791, 0.383177
 362,   0.5791, 0.382731
 363,   0.5791, 0.385579
 364,   0.5791, 0.384304
 365,   0.5791, 0.386181
 366,   0.5791, 0.382613
 367,   0.5791,  0.38821
 368,   0.5791, 0.380397
 369,   0.5791, 0.376253
 370,   0.5869, 0.383976
 371,   0.5869, 0.383186
 372,   0.5869, 0.384984
 373,   0.5869, 0.386459
 374,   0.5869, 0.385889
 375,   0.5869, 0.394581
 376,   0.5869, 0.394436
 377,   0.5869, 0.395506
 378,   0.5869,  0.39371
 379,   0.5869, 0.397723
 380,   0.5869, 0.397287
 381,   0.5869, 0.394933
 382,   0.5869, 0.390525
 383,   0.5869,  0.39182
 384,   0.5869, 0.392521
 385,   0.5869, 0.385472
 386,   0.5869, 0.388193
 387,   0.5869, 0.384337
 388,   0.5869, 0.377573
 389,   0.5869, 0.385823
 390,   0.5869, 0.383796
 391,   0.5869, 0.385564
 392,   0.5869, 0.387745
 393,   0.5869, 0.391119
 394,   0.5869, 0.388198
 395,   0.5869, 0.390524
 396,   0.5869, 0.390833
 397,   0.5869, 0.386172
 398,   0.5869, 0.392963
 399,   0.5869, 0.391031
 400,   0.5869,  0.39297
 401,   0.5869, 0.393556
 402,   0.5869, 0.397643
 403,   0.5869, 0.394565
 404,   0.5869, 0.394564
 405,   0.5869,  0.39625
 406,   0.5869, 0.394316
 407,   0.5869, 0.390543
 408,   0.5869, 0.392386
 409,   0.5869, 0.392997
 410,   0.5869, 0.397959
 411,   0.5869, 0.392489
 412,   0.5869, 0.393873
 413,   0.5869,  0.38941
 414,   0.5869, 0.394658
 415,   0.5869,  0.38905
 416,   0.5869, 0.385009
 417,   0.5869, 0.395774
 418,   0.5869, 0.394841
 419,   0.5869, 0.395764
 420,   0.5869, 0.391087
 421,   0.5869, 0.390732
 422,   0.5869, 0.388178
 423,   0.5869,  0.39222
 424,   0.5869, 0.396084
 425,   0.5869, 0.393395
 426,   0.5869, 0.394626
 427,   0.5869, 0.394896
 428,   0.5869, 0.401991
 429,   0.5869, 0.401577
 430,   0.5869, 0.393403
 431,   0.5869, 0.390859
 432,   0.5869, 0.395584
 433,   0.5932, 0.386607
 434,   0.5932,  0.38876
 435,   0.5932, 0.393713
 436,   0.5932, 0.383581
 437,   0.5932, 0.386008
 438,   0.5932, 0.388752
 439,   0.5932, 0.393163
 440,   0.5932, 0.392626
 441,   0.5932, 0.391249
 442,   0.5932, 0.394904
 443,   0.5932, 0.390243
 444,   0.5932, 0.387367
 445,   0.5932, 0.388359
 446,   0.5932, 0.389912
 447,   0.5932, 0.383308
 448,   0.5932, 0.382071
 449,   0.5932, 0.375328
 450,   0.5932,  0.38437
 451,   0.5932, 0.388709
 452,   0.5932, 0.393232
 453,   0.5932, 0.393165
 454,   0.5932, 0.388591
 455,   0.5932, 0.394278
 456,   0.5932,  0.39818
 457,   0.5932, 0.392228
 458,   0.5932, 0.396036
 459,   0.5932, 0.399574
 460,   0.5932, 0.397495
 461,   0.5932, 0.393764
 462,   0.5932, 0.396771
 463,   0.5932, 0.391395
 464,   0.5932,  0.39634
 465,   0.5932, 0.397855
 466,   0.5932, 0.400205
 467,   0.5932, 0.398906
 468,   0.5932,  0.39515
 469,   0.5932, 0.394828
 470,   0.5932, 0.395658
 471,   0.5932, 0.401955
 472,   0.5932, 0.402191
 473,   0.5932,   0.3987
 474,   0.5932, 0.396468
 475,   0.5932, 0.398692
 476,   0.5932, 0.398587
 477,   0.5932, 0.396892
 478,   0.5932, 0.396769
 479,   0.5932, 0.399517
 480,   0.5932, 0.396408
 481,   0.5932, 0.398741
 482,   0.5932, 0.397562
 483,   0.5932, 0.393281
 484,   0.5932, 0.396178
 485,   0.5932, 0.395508
 486,   0.5932, 0.397287
 487,   0.5932, 0.395023
 488,   0.5932, 0.392549
 489,   0.5932, 0.390713
 490,   0.5932, 0.386106
 491,   0.5932, 0.389894
 492,   0.5932,  0.38889
 493,   0.5932, 0.391483
 494,   0.5932, 0.395868
 495,   0.5932, 0.397831
 496,   0.5932, 0.395217
 497,   0.5932, 0.391033
 498,   0.5932, 0.395844
 499,   0.5932, 0.397802
 500,   0.5932, 0.393678
 501,   0.5932, 0.391261
 502,   0.5932, 0.394967
 503,   0.5932, 0.392825
 504,   0.5932, 0.393825
 505,   0.5932,  0.38749
 506,   0.5932, 0.388178
 507,   0.5932, 0.393977
 508,   0.5939, 0.392031
 509,   0.5939, 0.387084
 510,   0.5939, 0.389549
 511,   0.5939, 0.386288
 512,   0.5939, 0.385765
 513,   0.5939, 0.393597
 514,   0.5939, 0.391115
 515,   0.5939, 0.387666
 516,   0.5939, 0.385528
 517,   0.5939, 0.391838
 518,   0.5939, 0.397493
 519,   0.5939, 0.388094
 520,   0.5939,  0.39146
 521,   0.5939, 0.390244
 522,   0.5939, 0.392142
 523,   0.5939, 0.385765
 524,   0.5939, 0.389506
 525,   0.5939,  0.39046
 526,   0.5939, 0.386337
 527,   0.5939, 0.389497
 528,   0.5939, 0.394154
 529,   0.5939, 0.399297
 530,   0.5939,  0.39211
 531,   0.5939, 0.391719
 532,   0.5939, 0.394506
 533,   0.5939, 0.397036
 534,   0.5939, 0.394819
 535,   0.5939, 0.393508
 536,   0.5939,  0.39325
 537,   0.5939, 0.389794
 538,   0.5939, 0.396322
 539,   0.5939, 0.388834
 540,   0.5939, 0.396829
 541,   0.5939,  0.39555
 542,   0.5939, 0.397886
 543,   0.5939,  0.38942
 544,   0.5939, 0.392297
 545,   0.5939, 0.392253
 546,   0.5939, 0.392427
 547,   0.5939, 0.392894
 548,   0.5939, 0.398283
 549,   0.5939, 0.402803
 550,   0.5939,  0.40546
 551,   0.5939, 0.396786
 552,   0.5939, 0.400207
 553,   0.5939, 0.392807
 554,   0.5939, 0.395204
 555,   0.5939, 0.399305
 556,   0.5939, 0.396202
 557,   0.5939, 0.401242
 558,   0.5939, 0.405907
 559,   0.5939, 0.401521
 560,   0.5939, 0.401914
 561,   0.5939, 0.397945
 562,   0.5939, 0.406426
 563,   0.5939,  0.40808
 564,   0.5939, 0.404054
 565,   0.5939, 0.403478
 566,   0.5939,  0.40516
 567,   0.5939,  0.40394
 568,   0.5939,  0.40198
 569,   0.5939, 0.400832
 570,   0.5939, 0.405487
 571,   0.5939, 0.399491
 572,   0.5939, 0.402481
 573,   0.5939, 0.399069
 574,   0.5939, 0.399976
 575,   0.5939, 0.398975
 576,   0.5939, 0.400457
 577,   0.5939, 0.401553
 578,   0.5939, 0.401644
 579,   0.5939, 0.398017
 580,   0.5926, 0.396304
 581,   0.5926, 0.397702
 582,   0.5926, 0.394219
 583,   0.5926, 0.399092
 584,   0.5926, 0.398579
 585,   0.5926, 0.398933
 586,   0.5926, 0.399278
 587,   0.5926, 0.405284
 588,   0.5926,  0.40266
 589,   0.5926, 0.400578
 590,   0.5926, 0.397058
 591,   0.5926, 0.399417
 592,   0.5926, 0.397747
 593,   0.5926, 0.401104
 594,   0.5926, 0.398358
 595,   0.5926, 0.403438
 596,   0.5926, 0.397975
 597,   0.5926, 0.395566
 598,   0.5926, 0.392419
 599,   0.5926, 0.397061
 600,   0.5926, 0.397444
 601,   0.5926, 0.397336
 602,   0.5926, 0.395332
 603,   0.5926,  0.40195
 604,   0.5926, 0.397974
 605,   0.5926, 0.393415
 606,   0.5926, 0.393203
 607,   0.5926, 0.390321
 608,   0.5926, 0.395741
 609,   0.5926, 0.401227
 610,   0.5926, 0.403562
 611,   0.5926, 0.400079
 612,   0.5926, 0.405395
 613,   0.5926, 0.406397
 614,   0.5926, 0.407135
 615,   0.5926,   0.4081
 616,   0.5926, 0.405943
 617,   0.5926, 0.406555
 618,   0.5926, 0.400281
 619,   0.5926, 0.404031
 620,   0.5926, 0.401106
 621,   0.5926, 0.397307
 622,   0.5926, 0.398129
 623,   0.5926, 0.403022
 624,   0.5926, 0.400346
 625,   0.5926,  0.39727
 626,   0.5926, 0.395754
 627,   0.5926, 0.395422
 628,   0.5926, 0.396508
 629,   0.5926, 0.403223
 630,   0.5926,   0.3969
 631,   0.5926, 0.395427
 632,   0.5926, 0.394744
 633,   0.5926, 0.393958
 634,   0.5926, 0.399226
 635,   0.5926, 0.400553
 636,   0.5926, 0.403201
 637,   0.5926, 0.394803
 638,   0.5926, 0.396601
 639,   0.5926, 0.396941
 640,   0.5926, 0.395295
 641,   0.5926, 0.390572
 642,   0.5926, 0.391313
 643,   0.5926, 0.394365
 644,   0.5926, 0.394659
 645,   0.5926, 0.399153
 646,   0.5926,  0.39313
 647,   0.5926,  0.39647
 648,   0.5926, 0.397097
 649,   0.5926, 0.397013
 650,   0.5926,  0.39238
 651,   0.5926, 0.398144
 652,   0.5926,  0.40074
 653,   0.5926, 0.405358
 654,   0.5926,  0.40067
 655,   0.5926, 0.401895
 656,   0.5926, 0.404465
 657,   0.5926, 0.404882
 658,   0.5926,  0.40639
 659,   0.5926, 0.404429
 660,   0.5926, 0.407497
 661,   0.5926, 0.410905
 662,   0.5926, 0.414516
 663,   0.5926, 0.411996
 664,   0.5926, 0.402455
 665,   0.5926, 0.394957
 666,   0.6076, 0.396159
 667,   0.6076, 0.398669
 668,   0.6076, 0.405265
 669,   0.6076,   0.4058
 670,   0.6076, 0.404177
 671,   0.6076,  0.40973
 672,   0.6076, 0.409162
 673,   0.6076, 0.411084
 674,   0.6076,  0.40395
 675,   0.6076, 0.405569
 676,   0.6076, 0.401605
 677,   0.6076,  0.40127
 678,   0.6076, 0.407506
 679,   0.6076, 0.401064
 680,   0.6076, 0.398533
 681,   0.6076, 0.405644
 682,   0.6076,  0.40943
 683,   0.6076, 0.406781
 684,   0.6076, 0.402587
 685,   0.6076, 0.400319
 686,   0.6076, 0.407214
 687,   0.6076, 0.405758
 688,   0.6076, 0.403893
 689,   0.6076, 0.407531
 690,   0.6076, 0.410248
 691,   0.6076, 0.405777
 692,   0.6076, 0.399889
 693,   0.6076, 0.401787
 694,   0.6076, 0.405539
 695,   0.6076, 0.413793
 696,   0.6076, 0.417094
 697,   0.6076, 0.409812
 698,   0.6076, 0.408911
 699,   0.6076, 0.406134
 700,   0.6076, 0.404921
 701,   0.6076, 0.406572
 702,   0.6076, 0.406445
 703,   0.6076, 0.405408
 704,   0.6076, 0.401421
 705,   0.6076, 0.403195
 706,   0.6076, 0.399824
 707,   0.6076, 0.403191
 708,   0.6076, 0.403282
 709,   0.6076,  0.40557
 710,   0.6076, 0.403037
 711,   0.6076,  0.40404
 712,   0.6076, 0.403277
 713,   0.6076, 0.402785
 714,   0.6076, 0.402254
 715,   0.6076, 0.401103
 716,   0.6076, 0.404886
 717,   0.6076, 0.405123
 718,   0.6076, 0.411854
 719,   0.6076, 0.404851
 720,   0.6076, 0.406616
 721,   0.6076, 0.402715
 722,   0.6076, 0.399961
 723,   0.6076, 0.402017
 724,   0.6076, 0.405973
 725,   0.6076, 0.411164
 726,   0.6076, 0.411043
 727,   0.6076,  0.40957
 728,   0.6076, 0.411589
 729,   0.6076, 0.406269
 730,   0.6076, 0.411486
 731,   0.6076,  0.41048
 732,   0.6076, 0.406292
 733,   0.6076, 0.406846
 734,   0.6076, 0.405386
 735,   0.6076, 0.405591
 736,   0.6076,  0.40833
 737,   0.6076,  0.40685
 738,   0.6076, 0.400641
 739,   0.6076, 0.406781
 740,   0.6076, 0.403471
 741,   0.6076,  0.40782
 742,   0.6076, 0.404555
 743,   0.6076,  0.40754
 744,   0.6076, 0.409138
 745,   0.6076,  0.40664
 746,   0.6076, 0.403658
 747,   0.6076,  0.40363
 748,   0.6076, 0.407336
 749,   0.6076, 0.410068
 750,   0.6076, 0.403822
 751,   0.6076, 0.409831
 752,   0.6076,  0.40854
 753,   0.6076, 0.405742
 754,   0.6076, 0.406426
 755,   0.6076, 0.410159
 756,   0.6076, 0.413515
 757,   0.6076, 0.417052
 758,   0.6081, 0.412938
 759,   0.6081, 0.412775
 760,   0.6081, 0.416628
 761,   0.6081, 0.415765
 762,   0.6081, 0.422719
 763,   0.6081, 0.417507
 764,   0.6081, 0.421073
 765,   0.6081, 0.418138
 766,   0.6081, 0.414891
 767,   0.6081, 0.418689
 768,   0.6081, 0.413923
 769,   0.6081, 0.415073
 770,   0.6081, 0.415852
 771,   0.6081, 0.413823
 772,   0.6081, 0.405316
 773,   0.6081, 0.407389
 774,   0.6081, 0.403651
 775,   0.6081, 0.408419
 776,   0.6081, 0.407251
 777,   0.6081, 0.404276
 778,   0.6081, 0.405515
 779,   0.6081,  0.40863
 780,   0.6081, 0.411107
 781,   0.6123, 0.411987
 782,   0.6123, 0.407522
 783,   0.6123, 0.412214
 784,   0.6123, 0.406384
 785,   0.6123, 0.411478
 786,   0.6123, 0.411755
 787,   0.6123, 0.413911
 788,   0.6123,  0.41625
 789,   0.6123, 0.414207
 790,   0.6123, 0.406101
 791,   0.6123, 0.406028
 792,   0.6123, 0.408339
 793,   0.6123, 0.407657
 794,   0.6123, 0.407857
 795,   0.6123, 0.409667
 796,   0.6123, 0.410836
 797,   0.6123, 0.408376
 798,   0.6123, 0.408237
 799,   0.6123, 0.415012
 800,   0.6123, 0.415683
 801,   0.6123, 0.407071
 802,   0.6123, 0.408408
 803,   0.6123, 0.400066
 804,   0.6123, 0.405261
 805,   0.6123, 0.411052
 806,   0.6123, 0.407351
 807,   0.6123, 0.410893
 808,   0.6123,  0.40978
 809,   0.6123, 0.409244
 810,   0.6123, 0.404764
 811,   0.6123, 0.402664
 812,   0.6123, 0.404931
 813,   0.6123, 0.405081
 814,   0.6123, 0.406929
 815,   0.6123, 0.415367
 816,   0.6123, 0.412681
 817,   0.6123, 0.416316
 818,   0.6123, 0.415844
 819,   0.6123, 0.415292
 820,   0.6265, 0.425288
 821,   0.6265,  0.42751
 822,   0.6265, 0.421696
 823,   0.6265, 0.424388
 824,   0.6265, 0.425693
 825,   0.6265, 0.428332
 826,   0.6265, 0.426951
 827,   0.6265, 0.419688
 828,   0.6265, 0.421636
 829,   0.6265, 0.414134
 830,   0.6265, 0.410464
 831,   0.6265, 0.407254
 832,   0.6265, 0.418907
 833,   0.6265, 0.423423
 834,   0.6265, 0.416813
 835,   0.6265,  0.42191
 836,   0.6265, 0.418545
 837,   0.6265,  0.41949
 838,   0.6265, 0.411005
 839,   0.6265, 0.412385
 840,   0.6265,  0.41656
 841,   0.6265, 0.426618
 842,   0.6265, 0.426959
 843,   0.6265, 0.420494
 844,   0.6265, 0.420753
 845,   0.6265, 0.422036
 846,   0.6265, 0.429038
 847,   0.6265, 0.429486
 848,   0.6265, 0.423063
 849,   0.6265, 0.422799
 850,   0.6265, 0.423949
 851,   0.6265, 0.430309
 852,   0.6265, 0.432008
 853,   0.6265,   0.4299
 854,   0.6265, 0.431619
 855,   0.6265, 0.430827
 856,   0.6265, 0.422081
 857,   0.6265, 0.432255
 858,   0.6265, 0.425691
 859,   0.6265, 0.427027
 860,   0.6265, 0.430426
 861,   0.6265, 0.424665
 862,   0.6265, 0.422577
 863,   0.6265, 0.420736
 864,   0.6265, 0.421578
 865,   0.6265, 0.421445
 866,   0.6265, 0.429849
 867,   0.6265,  0.42334
 868,   0.6265, 0.421461
 869,   0.6265, 0.424892
 870,   0.6265, 0.429006
 871,   0.6265, 0.426934
 872,   0.6265, 0.428406
 873,   0.6265, 0.426552
 874,   0.6265, 0.422943
 875,   0.6265, 0.421445
 876,   0.6265, 0.431497
 877,   0.6265, 0.429094
 878,   0.6265, 0.430133
 879,   0.6265, 0.424769
 880,   0.6265, 0.434274
 881,   0.6265,  0.43465
 882,   0.6265,  0.43685
 883,   0.6265,  0.42959
 884,   0.6288, 0.431371
 885,   0.6288, 0.427538
 886,   0.6288, 0.429872
 887,   0.6288, 0.428692
 888,   0.6288,  0.43221
 889,   0.6288, 0.432972
 890,   0.6288, 0.432331
 891,   0.6288, 0.429914
 892,   0.6288, 0.435072
 893,   0.6288, 0.435013
 894,   0.6288, 0.429388
 895,   0.6288, 0.431135
 896,   0.6288, 0.428787
 897,   0.6288, 0.433478
 898,   0.6288, 0.432573
 899,   0.6288, 0.426345
 900,   0.6288, 0.430706
 901,   0.6288, 0.433244
 902,   0.6288, 0.436111
 903,   0.6288, 0.434604
 904,   0.6288, 0.430092
 905,   0.6288,  0.43288
 906,   0.6288, 0.432826
 907,   0.6288, 0.431195
 908,   0.6288, 0.427546
 909,   0.6304, 0.433346
 910,   0.6304, 0.432687
 911,   0.6304, 0.435094
 912,   0.6304, 0.436896
 913,   0.6304, 0.435386
 914,   0.6304, 0.429572
 915,   0.6304, 0.422074
 916,   0.6304, 0.420675
 917,   0.6304, 0.423411
 918,   0.6304,  0.43119
 919,   0.6304, 0.429437
 920,   0.6304, 0.434352
 921,   0.6304, 0.432818
 922,   0.6304,  0.43218
 923,   0.6304, 0.436329
 924,   0.6304, 0.433114
 925,   0.6304, 0.443995
 926,   0.6304, 0.443082
 927,   0.6304, 0.434242
 928,   0.6304, 0.437484
