gen, roulette_scalar1_twopoint_best, roulette_scalar1_twopoint_ave
 318,   0.5754, 0.418541
 319,   0.5754, 0.412377
 320,   0.5754, 0.413963
 321,   0.5754, 0.412461
 322,   0.5754, 0.415866
 323,   0.5754, 0.410693
 324,   0.5754, 0.420249
 325,   0.5754, 0.424023
 326,   0.5754,  0.42082
 327,   0.5754, 0.421738
 328,   0.5754,  0.42559
 329,   0.5754, 0.426336
 330,   0.5754, 0.424182
 331,   0.5993,  0.42261
 332,   0.5993,  0.42249
 333,   0.5993,  0.42103
 334,   0.5993, 0.413085
 335,   0.5993, 0.411473
 336,   0.5993, 0.420475
 337,   0.5993, 0.417877
 338,   0.5993, 0.422635
 339,   0.5993, 0.422426
 340,   0.5993, 0.420983
 341,   0.5993, 0.418126
 342,   0.5993, 0.419573
 343,   0.5993, 0.422871
 344,   0.5993, 0.427748
 345,   0.5993, 0.432837
 346,   0.5993, 0.425199
 347,   0.5993, 0.426726
 348,   0.5993, 0.427419
 349,   0.5993, 0.421689
 350,   0.5993, 0.424332
 351,   0.5993, 0.423713
 352,   0.5993, 0.431856
 353,   0.5993, 0.429426
 354,   0.5993, 0.426084
 355,   0.5993, 0.430235
 356,   0.5993, 0.424682
 357,   0.5993, 0.425898
 358,   0.5993, 0.425237
 359,   0.5993, 0.419495
 360,   0.5647, 0.414187
 361,   0.5647, 0.418531
 362,   0.5647, 0.424179
 363,   0.5647, 0.428221
 364,   0.5981,  0.43635
 365,   0.5981, 0.433733
 366,   0.5981, 0.433991
 367,   0.5981, 0.435095
 368,   0.5981, 0.426071
 369,   0.5981,  0.43507
 370,   0.5981, 0.434974
 371,   0.5981, 0.430607
 372,   0.5981, 0.425467
 373,   0.5981, 0.435021
 374,   0.6009, 0.429548
 375,   0.6009, 0.434567
 376,   0.6009, 0.435198
 377,   0.6009, 0.437961
 378,   0.6009, 0.437957
 379,   0.6009, 0.434691
 380,   0.6009, 0.429345
 381,   0.6009, 0.427552
 382,   0.6009, 0.429965
 383,   0.6009, 0.423345
 384,   0.6009,  0.42179
 385,   0.6009,  0.41794
 386,   0.6009,  0.42749
 387,   0.6009, 0.430957
 388,   0.5973, 0.433383
 389,   0.5973, 0.434975
 390,   0.5973, 0.438082
 391,   0.5973, 0.428407
 392,   0.5973, 0.435564
 393,   0.5973, 0.435177
 394,   0.5985, 0.440196
 395,   0.5985, 0.430088
 396,   0.5985,  0.42614
 397,   0.5985, 0.428106
 398,   0.5985,  0.42523
 399,   0.5985, 0.430083
 400,   0.5985, 0.425005
 401,   0.5985, 0.434649
 402,   0.5985, 0.435219
 403,   0.5985, 0.434704
 404,   0.6026, 0.434946
 405,   0.6026, 0.425865
 406,   0.6026, 0.429121
 407,   0.6026, 0.438031
 408,   0.6026, 0.439266
 409,   0.6026, 0.436814
 410,   0.6026,  0.43304
 411,   0.6026, 0.432388
 412,   0.6026, 0.430919
 413,   0.6026, 0.425778
 414,   0.6026,  0.42899
 415,   0.6026, 0.429122
 416,    0.605, 0.436759
 417,    0.605, 0.437101
 418,    0.605, 0.440882
 419,    0.605, 0.443138
 420,    0.605, 0.444689
 421,    0.605, 0.442229
 422,    0.605, 0.445716
 423,    0.605, 0.443841
 424,    0.605,  0.44645
 425,    0.605, 0.445933
 426,   0.5956,    0.446
 427,   0.6017, 0.446698
 428,   0.6017, 0.439952
 429,   0.6017, 0.432224
 430,   0.6017, 0.428888
 431,   0.6017, 0.433212
 432,   0.6017, 0.438619
 433,   0.6017, 0.444626
 434,   0.6017,  0.44075
 435,   0.6017, 0.438363
 436,   0.6017, 0.435752
 437,   0.6017, 0.428149
 438,   0.6017, 0.435221
 439,   0.6017, 0.439135
 440,   0.6017, 0.432878
 441,   0.6092, 0.434312
 442,   0.6092, 0.433497
 443,   0.6092, 0.435428
 444,   0.6092, 0.439559
 445,   0.6092, 0.443476
 446,   0.6092, 0.445161
 447,   0.6092, 0.444084
 448,   0.6098, 0.442109
 449,   0.6098, 0.440482
 450,   0.6098, 0.444995
 451,   0.6098, 0.439676
 452,   0.6098, 0.446845
 453,   0.6098, 0.442178
 454,   0.6098, 0.439109
 455,   0.6098, 0.437067
 456,   0.6098, 0.439007
 457,   0.6098, 0.439459
 458,   0.6098, 0.434961
 459,   0.6098, 0.433269
 460,   0.6134, 0.438835
 461,   0.6134, 0.441955
 462,   0.6134, 0.444898
 463,   0.6134, 0.439038
 464,   0.6134, 0.437321
 465,   0.6134, 0.434845
 466,   0.6134, 0.428318
 467,   0.6134, 0.428064
 468,   0.6134, 0.434326
 469,   0.6134, 0.436506
 470,   0.6134, 0.438386
 471,   0.6134, 0.438543
 472,   0.6134, 0.436538
 473,   0.6134, 0.436523
 474,   0.6134, 0.434409
 475,   0.6134, 0.427963
 476,   0.6134, 0.432783
 477,   0.6134, 0.433303
 478,   0.6134, 0.432856
 479,   0.6134, 0.430508
 480,   0.6134, 0.442623
 481,   0.6134, 0.440498
 482,   0.6134, 0.444346
 483,   0.6134, 0.444791
 484,   0.6134, 0.441472
 485,   0.6134, 0.439292
 486,   0.6134, 0.443634
 487,   0.6134, 0.439647
 488,   0.6134, 0.438457
 489,   0.6134, 0.443787
 490,   0.6193, 0.444749
 491,   0.6193, 0.443002
 492,   0.6193, 0.444194
 493,   0.6193, 0.441009
 494,   0.6193, 0.439041
 495,   0.6193, 0.443052
 496,   0.6193, 0.440632
 497,   0.6193, 0.440379
 498,   0.6193, 0.443561
 499,   0.6193, 0.443412
 500,   0.6193, 0.443016
 501,   0.6193, 0.445311
 502,   0.6193, 0.442612
 503,   0.6193, 0.439534
 504,   0.6193, 0.436027
 505,   0.6193, 0.435727
 506,   0.6193, 0.431633
 507,   0.6193, 0.431057
 508,   0.6193,  0.43622
 509,   0.6193, 0.437566
 510,   0.6193, 0.443065
 511,   0.6193, 0.445956
 512,   0.6193, 0.439347
 513,   0.6193, 0.438439
 514,   0.6193, 0.438785
 515,   0.6193, 0.442308
 516,   0.6193, 0.440913
 517,   0.6193, 0.437715
 518,   0.6175,  0.43045
 519,   0.6175, 0.432797
 520,   0.6175, 0.429894
 521,   0.6175, 0.427947
 522,   0.6175, 0.433372
 523,   0.6175, 0.431702
 524,   0.6175, 0.437683
 525,   0.6175, 0.434044
 526,   0.6239, 0.432051
 527,   0.6239, 0.436334
 528,   0.6239, 0.431102
 529,   0.6239, 0.429013
 530,   0.6234, 0.433335
 531,   0.6234, 0.438064
 532,   0.6234,  0.44159
 533,   0.6234, 0.443578
 534,   0.6234, 0.437348
 535,   0.6234, 0.436033
 536,   0.6234, 0.442042
 537,   0.6234, 0.442261
 538,   0.6234, 0.446228
 539,   0.6234, 0.446588
 540,   0.6234, 0.449652
 541,   0.6234,  0.45435
 542,   0.6234, 0.448512
 543,   0.6234, 0.448715
 544,   0.6234, 0.446476
 545,   0.6234, 0.444315
 546,   0.6234, 0.439148
 547,   0.6234, 0.436992
 548,   0.6234, 0.440942
 549,   0.6234, 0.446301
 550,   0.6234, 0.454934
 551,   0.6234, 0.449964
 552,   0.6234, 0.445531
 553,   0.6234, 0.444872
 554,   0.6234, 0.451506
 555,   0.6234, 0.452644
 556,   0.6234, 0.443761
 557,   0.6234, 0.443203
 558,   0.6234, 0.440564
 559,   0.6234, 0.434873
 560,   0.6234, 0.440666
 561,   0.6234, 0.437353
 562,   0.6234, 0.439328
 563,   0.6267, 0.436255
 564,   0.6075, 0.441684
 565,   0.6075, 0.443729
 566,   0.6075, 0.439723
 567,   0.6075, 0.441957
 568,   0.6075, 0.449266
 569,   0.6075,   0.4437
 570,   0.6075, 0.441763
 571,   0.6075, 0.439735
 572,   0.6075,  0.44926
 573,   0.6278, 0.451372
 574,   0.6278, 0.447776
 575,   0.6278, 0.451425
 576,   0.6278, 0.447165
 577,   0.6278, 0.448379
 578,   0.6278, 0.458329
 579,   0.6278, 0.454124
 580,   0.6278, 0.456768
 581,    0.628, 0.460005
 582,    0.628, 0.459298
 583,    0.628,  0.45298
 584,    0.628, 0.455683
 585,    0.628,  0.44986
 586,    0.628, 0.452744
 587,    0.628, 0.454801
 588,    0.628, 0.456282
 589,    0.628,  0.45692
 590,    0.628, 0.455328
 591,    0.628, 0.447594
 592,    0.628, 0.450903
 593,    0.628, 0.437795
 594,    0.628, 0.442316
 595,    0.628, 0.443901
 596,    0.628, 0.446054
 597,    0.628, 0.447119
 598,    0.628, 0.442273
 599,    0.628, 0.449482
 600,    0.628,  0.45122
 601,    0.628, 0.446418
 602,   0.6277, 0.443321
 603,   0.6277, 0.445273
 604,   0.6277, 0.445923
 605,   0.6277, 0.449624
 606,   0.6277, 0.448837
 607,   0.6277, 0.457276
 608,   0.6277, 0.458773
 609,   0.6277, 0.460521
 610,   0.6277, 0.456351
 611,   0.6277, 0.449632
 612,   0.6277, 0.450763
 613,   0.6277, 0.450921
 614,   0.6277, 0.455835
 615,   0.6277, 0.446625
 616,   0.6277, 0.451432
 617,   0.6277,  0.45303
 618,   0.6156, 0.454635
 619,   0.6156, 0.456111
 620,   0.6156,  0.45687
 621,   0.6156, 0.454587
 622,   0.6156, 0.457226
 623,   0.6156, 0.458459
 624,   0.6156, 0.450112
 625,   0.6156, 0.453767
 626,   0.6156,  0.45668
 627,   0.6156, 0.449212
 628,   0.6156, 0.458882
 629,   0.6156, 0.452043
 630,   0.6156, 0.455658
 631,   0.6156, 0.451803
 632,   0.6156, 0.455464
 633,    0.628, 0.458076
 634,    0.628, 0.456285
 635,    0.628, 0.454327
 636,    0.628, 0.451332
 637,    0.628, 0.446024
 638,    0.628, 0.456466
 639,    0.628, 0.452296
 640,    0.628, 0.451402
 641,    0.628, 0.449628
 642,    0.628, 0.449418
 643,    0.628, 0.449394
 644,    0.628,  0.45432
 645,     0.63,  0.45678
 646,     0.63, 0.455007
 647,     0.63, 0.451753
 648,     0.63,  0.45401
 649,     0.63, 0.456181
 650,     0.63, 0.454803
 651,     0.63, 0.458759
 652,     0.63, 0.462784
 653,     0.63, 0.462745
 654,     0.63, 0.462115
 655,     0.63, 0.460223
 656,     0.63, 0.448333
 657,     0.63, 0.440558
 658,     0.63, 0.446789
 659,     0.63,  0.45221
 660,     0.63,  0.45652
 661,     0.63, 0.460999
 662,     0.63, 0.470848
 663,     0.63, 0.465129
 664,     0.63, 0.460476
 665,     0.63, 0.456082
 666,     0.63, 0.453639
 667,     0.63, 0.449195
 668,     0.63, 0.450036
 669,     0.63, 0.444355
 670,     0.63, 0.451545
 671,     0.63, 0.453862
 672,     0.63, 0.451813
 673,     0.63, 0.452361
 674,     0.63, 0.446089
 675,     0.63, 0.450771
 676,     0.63, 0.447454
 677,     0.63, 0.452075
 678,     0.63, 0.447747
 679,     0.63,  0.44942
 680,     0.63, 0.448482
 681,     0.63, 0.453475
 682,     0.63, 0.448102
 683,     0.63, 0.444011
 684,     0.63, 0.442418
 685,     0.63, 0.451393
 686,     0.63, 0.452466
 687,     0.63, 0.448415
 688,     0.63, 0.453074
 689,     0.63, 0.452508
 690,     0.63, 0.451825
 691,     0.63, 0.451562
 692,   0.6246, 0.447944
 693,   0.6246, 0.445331
 694,   0.6246, 0.447105
 695,   0.6246, 0.441922
 696,   0.6246, 0.442517
 697,   0.6246, 0.439107
 698,   0.6246, 0.439048
 699,   0.6246, 0.441877
 700,   0.6246, 0.441148
 701,   0.6246, 0.446869
 702,   0.6246, 0.451824
 703,   0.6246, 0.453725
 704,   0.6246,  0.45127
 705,   0.6246, 0.446813
 706,   0.6246, 0.450689
 707,    0.629, 0.451286
 708,    0.629, 0.453086
 709,    0.629, 0.445879
 710,    0.629, 0.442403
 711,    0.629, 0.438951
 712,    0.629, 0.442528
 713,    0.629, 0.442888
 714,    0.629, 0.439845
 715,    0.629, 0.436115
 716,    0.629, 0.441853
 717,    0.629, 0.435226
 718,    0.629,  0.44108
 719,    0.629, 0.447061
 720,    0.629,  0.44543
 721,    0.629, 0.451618
 722,    0.629, 0.452181
 723,    0.629, 0.462972
 724,    0.629,  0.46172
 725,    0.629, 0.461791
 726,    0.629, 0.463538
 727,    0.629, 0.459731
 728,    0.629, 0.459865
 729,    0.629, 0.458521
 730,    0.629, 0.458893
 731,    0.629, 0.460844
 732,    0.629, 0.461389
 733,   0.6262, 0.456479
 734,   0.6262, 0.457384
 735,   0.6262, 0.463872
 736,   0.6262, 0.464444
 737,   0.6262, 0.464485
 738,   0.6262, 0.461128
 739,   0.6262,  0.45656
 740,   0.6372, 0.456126
 741,   0.6372, 0.455945
 742,   0.6372, 0.457687
 743,   0.6372, 0.456309
 744,   0.6372, 0.450345
 745,   0.6372, 0.449969
 746,   0.6299,  0.44951
 747,   0.6299, 0.450249
 748,   0.6299, 0.453086
 749,   0.6299, 0.457139
 750,   0.6299, 0.455951
 751,   0.6299, 0.464711
 752,   0.6299, 0.450718
 753,   0.6299, 0.457085
 754,   0.6299, 0.449265
 755,   0.6299, 0.458847
 756,   0.6299, 0.456762
 757,   0.6299,  0.45606
 758,   0.6299, 0.450217
 759,   0.6299, 0.452315
 760,   0.6299, 0.448529
 761,   0.6299, 0.457193
 762,   0.6299, 0.457263
 763,   0.6299, 0.461045
 764,   0.6299,  0.45859
 765,   0.6299, 0.469538
 766,   0.6299, 0.470544
 767,   0.6299, 0.470121
 768,   0.6299, 0.461107
 769,   0.6299, 0.455958
 770,   0.6299, 0.462703
 771,   0.6416, 0.460834
 772,   0.6416, 0.461704
 773,   0.6416,  0.45702
 774,   0.6299, 0.450378
 775,   0.6299, 0.450963
 776,   0.6299,  0.45201
 777,   0.6299, 0.450765
 778,   0.6299, 0.461116
 779,   0.6299, 0.462722
 780,   0.6299, 0.467222
 781,   0.6299, 0.468939
 782,   0.6299,  0.47178
 783,   0.6299, 0.465551
 784,   0.6299, 0.478301
 785,   0.6299, 0.470215
 786,   0.6299, 0.464695
 787,   0.6299, 0.468345
 788,   0.6299, 0.462391
 789,   0.6299, 0.471868
 790,   0.6299, 0.460693
 791,   0.6274,  0.45849
 792,   0.6274, 0.462949
 793,   0.6274,  0.45957
 794,   0.6274, 0.463906
 795,   0.6274,  0.46031
 796,   0.6274, 0.454806
 797,   0.6274, 0.462808
 798,   0.6274, 0.458496
 799,   0.6274,  0.45884
 800,   0.6274, 0.462446
 801,   0.6274, 0.463652
 802,   0.6274, 0.455265
 803,   0.6274, 0.456804
 804,   0.6274,  0.45794
 805,   0.6274, 0.463235
 806,   0.6274, 0.461051
 807,   0.6274, 0.457601
 808,   0.6274, 0.451113
 809,   0.6274, 0.457774
 810,   0.6274,  0.45241
 811,   0.6274, 0.450558
 812,   0.6274, 0.447113
 813,   0.6274, 0.457549
 814,   0.6274, 0.461342
 815,   0.6274, 0.457045
 816,   0.6274,  0.45948
 817,   0.6274, 0.463623
 818,   0.6274, 0.466067
 819,   0.6274,  0.46848
 820,   0.6274, 0.466852
 821,   0.6274, 0.470961
 822,   0.6274, 0.463452
 823,   0.6274, 0.460178
 824,   0.6274, 0.458839
 825,   0.6274, 0.459604
 826,   0.6274, 0.452677
 827,   0.6274, 0.453022
 828,   0.6274, 0.458444
 829,   0.6274, 0.461668
 830,   0.6274, 0.467478
 831,   0.6274, 0.463824
 832,   0.6274, 0.456064
 833,   0.6274, 0.448734
 834,   0.6274, 0.448972
 835,   0.6274, 0.447304
 836,   0.6274, 0.447471
 837,   0.6274, 0.454836
 838,   0.6274, 0.457931
 839,   0.6274, 0.454262
 840,   0.6274, 0.451914
 841,   0.6274, 0.454703
 842,   0.6274, 0.454751
 843,   0.6274, 0.449609
 844,   0.6274, 0.451763
 845,   0.6274, 0.453197
 846,   0.6274, 0.455997
 847,   0.6274, 0.458961
 848,   0.6274, 0.454769
 849,   0.6274, 0.454158
 850,   0.6274, 0.456656
 851,   0.6274, 0.454767
 852,   0.6274, 0.465754
 853,   0.6274, 0.468209
 854,   0.6274, 0.470984
 855,   0.6274, 0.467519
 856,   0.6274, 0.466141
 857,   0.6274, 0.468356
 858,   0.6274,  0.46371
 859,   0.6274, 0.456914
 860,   0.6274,  0.46444
 861,   0.6274, 0.461843
 862,   0.6274, 0.459721
 863,   0.6274, 0.465869
 864,   0.6274, 0.466843
 865,   0.6274, 0.465494
 866,   0.6274, 0.462278
 867,   0.6274,  0.45639
 868,   0.6274, 0.462588
 869,   0.6274, 0.458176
 870,   0.6274, 0.459259
 871,   0.6274, 0.472504
 872,   0.6274, 0.466704
 873,   0.6274, 0.462728
 874,   0.6274, 0.455267
 875,   0.6274, 0.451923
 876,   0.6274, 0.457052
 877,   0.6274,  0.44448
 878,   0.6274, 0.442495
 879,   0.6274, 0.450063
 880,   0.6274, 0.448133
 881,   0.6274, 0.456814
 882,   0.6274,  0.45904
 883,   0.6274, 0.455922
 884,   0.6274, 0.452024
 885,   0.6274, 0.453422
 886,   0.6274, 0.456104
 887,   0.6274, 0.466256
 888,   0.6274, 0.461572
 889,   0.6274, 0.457809
 890,   0.6274, 0.460811
 891,   0.6274, 0.463785
 892,   0.6274, 0.456565
 893,   0.6274, 0.458847
 894,   0.6274, 0.460221
 895,   0.6274, 0.464377
 896,   0.6274, 0.461663
 897,   0.6274, 0.457983
 898,   0.6274, 0.461078
 899,   0.6274, 0.464568
 900,   0.6274, 0.459928
 901,   0.6274, 0.455249
 902,   0.6274, 0.457356
 903,   0.6274,  0.45794
 904,   0.6274, 0.461766
 905,   0.6274, 0.460766
 906,   0.6274, 0.464606
 907,   0.6274,  0.46567
 908,   0.6274, 0.465241
 909,   0.6274, 0.468942
 910,   0.6274, 0.463125
 911,   0.6274, 0.467873
 912,   0.6274, 0.463158
 913,   0.6274, 0.457399
 914,   0.6274, 0.448301
 915,   0.6274,  0.45589
 916,   0.6274, 0.461612
 917,   0.6274, 0.460024
 918,   0.6274, 0.457169
 919,   0.6274, 0.459168
 920,   0.6274, 0.458234
 921,   0.6274, 0.460786
 922,   0.6274, 0.454161
 923,   0.6274, 0.461788
 924,   0.6274, 0.470042
 925,   0.6274, 0.471025
 926,   0.6274, 0.464564
 927,   0.6274, 0.460141
 928,   0.6274, 0.460284
 929,   0.6274,  0.46663
 930,   0.6274, 0.465418
 931,   0.6274,  0.46472
 932,   0.6274, 0.467557
 933,   0.6274, 0.463674
 934,   0.6274, 0.463557
 935,   0.6274, 0.456124
 936,   0.6274, 0.455429
 937,   0.6274, 0.458569
 938,   0.6274, 0.455542
 939,   0.6274,  0.46097
 940,   0.6274, 0.461594
