gen, roulette_scalar3_twopoint_best, roulette_scalar3_twopoint_ave
1045,   0.6573, 0.450244
1046,   0.6573, 0.450549
1047,   0.6573, 0.453283
1048,   0.6573, 0.451832
1049,   0.6573, 0.449826
1050,   0.6573, 0.454154
1051,   0.6573, 0.449094
1052,   0.6573, 0.440404
1053,   0.6573, 0.442046
1054,   0.6573,  0.44525
1055,   0.6573, 0.451271
1056,   0.6573, 0.459658
1057,   0.6573, 0.460389
1058,   0.6573,  0.46249
1059,   0.6573, 0.456255
1060,   0.6573, 0.455592
1061,   0.6573, 0.457883
1062,   0.6573, 0.453956
1063,   0.6573, 0.450999
1064,   0.6573, 0.447634
1065,   0.6573,  0.44181
1066,   0.6573, 0.449834
1067,   0.6573, 0.447729
1068,   0.6573, 0.453132
1069,   0.6573, 0.454683
1070,   0.6573, 0.454987
1071,   0.6573, 0.460898
1072,   0.6573, 0.454176
1073,   0.6573, 0.458482
1074,   0.6573, 0.456014
1075,   0.6573, 0.454237
1076,   0.6573, 0.444661
1077,   0.6573,  0.44275
1078,   0.6573, 0.449122
1079,   0.6573, 0.454446
1080,   0.6573, 0.456834
1081,   0.6573, 0.452367
1082,   0.6573, 0.452481
1083,   0.6573, 0.455615
1084,   0.6573, 0.447262
1085,   0.6573, 0.447215
1086,   0.6573, 0.444007
1087,   0.6573, 0.443327
1088,   0.6573, 0.446078
1089,   0.6573, 0.446805
1090,   0.6573, 0.451701
1091,   0.6573, 0.448112
1092,   0.6573, 0.451593
1093,   0.6573, 0.452186
1094,   0.6573, 0.451693
1095,   0.6573, 0.449023
1096,   0.6573, 0.448212
1097,   0.6573, 0.446413
1098,   0.6573, 0.445592
1099,   0.6573, 0.446405
1100,   0.6573, 0.442257
1101,   0.6573, 0.443887
1102,   0.6573, 0.449002
1103,   0.6573, 0.452008
1104,   0.6573, 0.451517
1105,   0.6573, 0.450945
1106,   0.6573, 0.455311
1107,   0.6573, 0.460158
1108,   0.6573, 0.451191
1109,   0.6614, 0.446862
1110,   0.6614,  0.44246
1111,   0.6614, 0.437887
1112,   0.6614, 0.448271
1113,   0.6614,  0.45205
1114,   0.6614,  0.44734
1115,   0.6614, 0.446398
1116,   0.6614,  0.44675
1117,   0.6614, 0.450273
1118,   0.6614, 0.453131
1119,   0.6614, 0.449425
1120,   0.6614, 0.452257
1121,   0.6614, 0.447074
1122,   0.6614, 0.457348
1123,   0.6614, 0.452493
1124,   0.6614,  0.44732
1125,   0.6614, 0.448429
1126,   0.6614, 0.450506
1127,   0.6614,   0.4521
1128,   0.6614, 0.444371
1129,   0.6614, 0.447861
1130,   0.6614, 0.452083
1131,   0.6614, 0.457083
1132,   0.6614, 0.455169
1133,   0.6614,   0.4529
1134,   0.6614, 0.456901
1135,   0.6614, 0.450711
1136,   0.6614, 0.447842
1137,   0.6614, 0.449654
1138,   0.6614, 0.445267
1139,   0.6614, 0.445177
1140,   0.6614, 0.443991
1141,   0.6614, 0.448157
1142,   0.6614, 0.452245
1143,   0.6587, 0.454065
1144,   0.6587, 0.454035
1145,   0.6587,  0.45057
1146,   0.6587, 0.453076
1147,   0.6587, 0.458971
1148,   0.6587,  0.44989
1149,   0.6587, 0.447218
1150,   0.6587, 0.451632
1151,   0.6587, 0.445388
1152,   0.6587,  0.45288
1153,   0.6587, 0.458534
1154,   0.6587,  0.46426
1155,   0.6587, 0.467024
1156,   0.6587, 0.458692
1157,   0.6587, 0.463914
1158,   0.6587, 0.467041
1159,   0.6587, 0.471103
1160,   0.6587, 0.469079
1161,   0.6587, 0.466814
1162,   0.6587, 0.465986
1163,   0.6587, 0.464126
1164,   0.6587, 0.459278
1165,   0.6587, 0.464955
1166,   0.6587, 0.454984
1167,   0.6587, 0.454147
1168,   0.6587,  0.45198
1169,   0.6587, 0.449461
1170,   0.6587,  0.44533
1171,   0.6587, 0.445567
1172,   0.6587, 0.440931
1173,   0.6587, 0.449979
1174,   0.6587, 0.450511
1175,   0.6587, 0.448797
1176,   0.6587, 0.450016
1177,   0.6587, 0.458634
1178,   0.6587, 0.458578
1179,   0.6587, 0.459053
1180,   0.6587, 0.449831
1181,   0.6587, 0.453608
1182,   0.6623, 0.463927
1183,   0.6623, 0.462394
1184,   0.6623, 0.456896
1185,   0.6623, 0.454729
1186,   0.6623, 0.450696
1187,   0.6623,  0.45202
1188,   0.6623, 0.446241
1189,   0.6623, 0.448011
1190,   0.6623, 0.444472
1191,   0.6623, 0.446911
1192,   0.6623, 0.451955
1193,   0.6623, 0.457875
1194,   0.6623, 0.455813
1195,   0.6623, 0.445482
1196,   0.6623, 0.443375
1197,   0.6623, 0.442992
1198,   0.6623, 0.437673
1199,   0.6623, 0.436803
1200,   0.6623, 0.443561
1201,   0.6623, 0.444043
1202,   0.6623, 0.448056
1203,   0.6623,  0.45046
1204,   0.6623, 0.449502
1205,   0.6623, 0.451299
1206,   0.6623, 0.446362
1207,   0.6623, 0.452997
1208,   0.6623,  0.45188
1209,   0.6642, 0.454733
1210,   0.6642, 0.458855
1211,   0.6642, 0.456363
1212,   0.6642, 0.446834
1213,   0.6642, 0.445871
1214,   0.6642, 0.444676
1215,   0.6642, 0.448705
1216,   0.6642,  0.45428
1217,   0.6642, 0.448292
1218,   0.6642, 0.453289
1219,   0.6642, 0.447739
1220,   0.6642, 0.449188
1221,   0.6642,  0.45433
1222,   0.6642, 0.457992
1223,   0.6642, 0.456556
1224,   0.6642, 0.463487
1225,   0.6642, 0.457666
1226,   0.6642, 0.460054
1227,   0.6642, 0.459625
1228,   0.6642, 0.467433
1229,   0.6642, 0.459523
1230,   0.6642, 0.460907
1231,   0.6642,  0.46115
1232,   0.6642, 0.461091
1233,   0.6642, 0.461924
1234,   0.6642, 0.453938
1235,   0.6642, 0.449817
1236,   0.6642, 0.449165
1237,   0.6642, 0.458252
1238,   0.6642,  0.45704
1239,   0.6642, 0.448689
1240,   0.6642, 0.455987
1241,   0.6642,  0.45218
1242,   0.6642, 0.455604
1243,   0.6642, 0.455298
1244,   0.6642, 0.449813
1245,   0.6642,  0.45772
1246,   0.6642,  0.45783
1247,   0.6642,  0.45878
1248,   0.6642, 0.463835
1249,   0.6642, 0.454794
1250,   0.6642,  0.46022
1251,   0.6642, 0.456215
1252,   0.6642, 0.452954
1253,   0.6642, 0.456428
1254,   0.6642, 0.464443
1255,   0.6642, 0.464315
1256,   0.6642, 0.468307
1257,   0.6642, 0.460606
1258,   0.6642, 0.459037
1259,   0.6642, 0.464736
1260,   0.6642, 0.466713
1261,   0.6642, 0.459557
1262,   0.6642,  0.46415
1263,   0.6648, 0.460965
1264,   0.6648, 0.458298
1265,   0.6648, 0.459794
1266,   0.6648, 0.451528
1267,   0.6648, 0.453906
1268,   0.6648, 0.450425
1269,   0.6648, 0.451723
1270,   0.6648, 0.452536
1271,   0.6648, 0.450925
1272,   0.6648, 0.448624
1273,   0.6648,  0.45088
1274,   0.6648, 0.446674
1275,   0.6648, 0.446366
1276,   0.6648, 0.446606
1277,   0.6648, 0.450411
1278,   0.6648, 0.449933
1279,   0.6648, 0.454954
1280,   0.6648, 0.453096
1281,   0.6648, 0.460253
1282,   0.6648, 0.460215
1283,   0.6648, 0.453828
1284,   0.6648, 0.459031
1285,   0.6648, 0.464639
1286,   0.6648, 0.459661
1287,   0.6648, 0.462006
1288,   0.6648, 0.460888
1289,   0.6648, 0.460541
1290,   0.6648, 0.464738
1291,   0.6648, 0.460781
1292,   0.6648, 0.452965
1293,   0.6648, 0.466751
1294,   0.6648, 0.474777
1295,   0.6648, 0.469829
1296,   0.6652, 0.470915
1297,   0.6652, 0.465994
1298,   0.6652,   0.4652
1299,   0.6652, 0.462455
1300,   0.6652, 0.466734
1301,   0.6652, 0.460742
1302,   0.6652, 0.461762
1303,   0.6652, 0.454684
1304,   0.6652, 0.454613
1305,   0.6681, 0.451124
1306,   0.6681, 0.452602
1307,   0.6681, 0.448033
1308,   0.6681, 0.451906
1309,   0.6681, 0.449011
1310,   0.6681, 0.452337
1311,   0.6681, 0.456196
1312,   0.6681, 0.446369
1313,   0.6681, 0.450819
1314,   0.6681, 0.452042
1315,   0.6681, 0.454125
1316,   0.6681, 0.455096
1317,   0.6681, 0.445394
1318,   0.6681, 0.451547
1319,   0.6681, 0.456989
1320,   0.6681, 0.460032
1321,   0.6681, 0.468369
1322,   0.6681, 0.467101
1323,   0.6681, 0.467581
1324,   0.6681, 0.464774
1325,   0.6681, 0.462826
1326,   0.6681, 0.463425
1327,   0.6681, 0.461179
1328,   0.6681, 0.466215
1329,   0.6681, 0.475314
1330,   0.6681, 0.475124
1331,   0.6681, 0.468947
1332,   0.6681, 0.463907
1333,   0.6681, 0.470236
1334,   0.6681, 0.472384
1335,   0.6681, 0.470276
1336,   0.6681, 0.468681
1337,   0.6681, 0.466802
1338,   0.6681, 0.462907
1339,   0.6681,  0.45841
1340,   0.6681,  0.46771
1341,   0.6681, 0.468023
1342,   0.6681, 0.458042
1343,   0.6681, 0.454045
1344,   0.6681, 0.452372
1345,   0.6681, 0.459564
1346,   0.6681, 0.458694
1347,   0.6681, 0.456901
1348,   0.6681, 0.456121
1349,   0.6681, 0.453101
1350,   0.6681, 0.463612
1351,   0.6681, 0.465551
1352,   0.6681, 0.458747
1353,   0.6681, 0.452236
1354,   0.6681, 0.452406
1355,   0.6681, 0.449542
1356,   0.6681, 0.450307
1357,   0.6681, 0.450842
1358,   0.6681, 0.453849
1359,   0.6681, 0.451228
1360,   0.6681, 0.453347
1361,   0.6681, 0.448839
1362,   0.6681, 0.451937
1363,   0.6664, 0.449864
1364,   0.6664, 0.451485
1365,   0.6664,  0.44971
1366,   0.6664, 0.453229
1367,   0.6664, 0.452453
1368,   0.6664, 0.450628
1369,   0.6664, 0.455222
1370,   0.6664, 0.461386
1371,   0.6664, 0.457617
1372,   0.6664, 0.460061
1373,   0.6664, 0.464682
1374,   0.6664, 0.461029
1375,   0.6664, 0.458847
1376,   0.6664, 0.465447
1377,   0.6664, 0.468713
1378,   0.6664, 0.463076
1379,   0.6664,  0.45943
1380,   0.6664, 0.455363
1381,   0.6664, 0.458277
1382,   0.6664, 0.456084
1383,   0.6664, 0.451763
1384,   0.6664, 0.454982
1385,   0.6664, 0.451997
1386,   0.6664,  0.45999
1387,   0.6664, 0.467936
1388,   0.6664, 0.462578
1389,   0.6664, 0.466091
1390,   0.6664, 0.461364
1391,   0.6664, 0.459038
1392,   0.6664, 0.458757
1393,   0.6664,  0.45561
1394,   0.6664, 0.456584
1395,   0.6664, 0.454652
1396,   0.6664, 0.462646
1397,   0.6664, 0.466642
1398,   0.6664, 0.473557
1399,   0.6664, 0.470988
1400,   0.6664, 0.470371
1401,   0.6664,  0.46433
1402,   0.6664, 0.463663
1403,   0.6664, 0.472228
1404,   0.6664, 0.474093
1405,   0.6664, 0.468284
1406,   0.6664, 0.470795
1407,   0.6664, 0.465445
1408,   0.6664,  0.46534
1409,   0.6664, 0.463957
1410,   0.6664, 0.462891
1411,   0.6664, 0.462907
1412,   0.6664,  0.46418
1413,   0.6664, 0.462478
1414,   0.6664, 0.471945
1415,   0.6664, 0.464958
1416,   0.6664, 0.465666
1417,   0.6675, 0.464485
1418,   0.6675, 0.464581
1419,   0.6675, 0.469457
1420,   0.6675, 0.464112
1421,   0.6675, 0.462578
1422,   0.6675,  0.46628
1423,   0.6675, 0.464582
1424,   0.6675, 0.461274
1425,   0.6675, 0.458116
1426,   0.6675, 0.456802
1427,   0.6675, 0.461157
1428,   0.6694, 0.464813
1429,   0.6694, 0.463429
1430,   0.6694, 0.457996
1431,   0.6694, 0.458931
1432,   0.6694, 0.458813
1433,   0.6694, 0.460891
1434,   0.6694, 0.465089
1435,   0.6694, 0.461619
1436,   0.6694, 0.467613
1437,   0.6694, 0.462661
1438,   0.6694, 0.456567
1439,   0.6694, 0.454618
1440,   0.6694, 0.454275
1441,   0.6694, 0.452879
1442,   0.6694, 0.455337
1443,   0.6694, 0.446348
1444,   0.6694, 0.460574
1445,   0.6694, 0.461379
1446,    0.669, 0.461416
1447,    0.669, 0.465454
1448,    0.669, 0.465239
1449,    0.669, 0.460392
1450,    0.669, 0.469098
1451,    0.669, 0.456458
1452,    0.669, 0.459974
1453,    0.669, 0.455369
1454,    0.669, 0.458149
1455,    0.669,   0.4565
1456,    0.669, 0.465771
1457,    0.669,    0.462
1458,    0.669, 0.461361
1459,    0.669, 0.465672
1460,    0.669, 0.468483
1461,    0.669, 0.462951
1462,    0.669, 0.462278
1463,    0.669, 0.467226
1464,    0.669, 0.465894
1465,    0.669, 0.465006
1466,    0.669, 0.470432
1467,    0.669, 0.462898
1468,    0.669, 0.467583
1469,    0.669, 0.456299
1470,    0.669, 0.455292
1471,    0.669, 0.455149
1472,    0.669,  0.45249
1473,    0.669, 0.462012
1474,    0.669, 0.463152
1475,    0.669, 0.460807
1476,    0.669,  0.46494
1477,    0.669, 0.454119
1478,    0.669, 0.452492
1479,    0.669, 0.458941
1480,    0.669, 0.457533
1481,    0.669, 0.459662
1482,    0.669, 0.453415
1483,    0.669, 0.458948
1484,    0.669, 0.464836
1485,    0.669, 0.467564
1486,    0.669,  0.46843
1487,    0.669, 0.464963
1488,    0.669,  0.46369
1489,    0.669,  0.47264
1490,    0.669, 0.477052
1491,    0.669, 0.464611
1492,    0.669, 0.460941
1493,    0.669, 0.458284
1494,    0.669, 0.457945
1495,    0.669, 0.458894
1496,    0.669, 0.455527
1497,    0.669, 0.449555
1498,    0.669, 0.452594
1499,    0.669,  0.45316
1500,    0.669, 0.456959
1501,    0.669, 0.450067
1502,    0.669,  0.45702
1503,    0.669,  0.45961
1504,    0.669,  0.46013
1505,    0.669, 0.456357
1506,    0.669, 0.454506
1507,    0.669, 0.453952
1508,    0.669, 0.454257
1509,    0.669, 0.451825
1510,    0.669, 0.453924
1511,    0.669, 0.461311
1512,    0.669, 0.464082
1513,    0.669, 0.466111
1514,    0.669, 0.469901
1515,    0.669,   0.4649
1516,    0.669, 0.459071
1517,    0.669, 0.464503
1518,    0.669, 0.466076
1519,    0.669, 0.462658
1520,    0.669, 0.460553
1521,    0.669, 0.465147
1522,    0.669, 0.461837
1523,    0.669, 0.455091
1524,    0.669, 0.460393
1525,    0.669, 0.456844
1526,    0.669, 0.459003
1527,    0.669, 0.458648
1528,    0.669, 0.461919
1529,    0.669, 0.469051
1530,    0.669, 0.472365
1531,    0.669, 0.463384
1532,   0.6705, 0.460613
1533,   0.6705, 0.468821
1534,   0.6705,  0.46365
1535,   0.6705, 0.465414
1536,   0.6705, 0.461401
1537,   0.6705, 0.463104
1538,   0.6705, 0.464651
1539,   0.6705, 0.462687
1540,   0.6705, 0.463921
1541,   0.6705, 0.458771
1542,   0.6707, 0.462277
1543,   0.6707, 0.464159
1544,   0.6707, 0.459702
1545,   0.6707, 0.457911
1546,   0.6707, 0.456785
1547,   0.6707, 0.455478
1548,   0.6707, 0.454803
1549,   0.6707, 0.466514
1550,   0.6707, 0.455323
1551,   0.6707, 0.457186
1552,   0.6707, 0.448211
1553,   0.6707, 0.455011
1554,   0.6707, 0.459239
1555,   0.6707, 0.465202
1556,   0.6707, 0.457545
1557,   0.6707, 0.463091
1558,   0.6707, 0.459669
1559,   0.6707, 0.456408
1560,   0.6707, 0.454069
1561,   0.6707, 0.460371
1562,   0.6707, 0.462599
1563,   0.6707, 0.463152
1564,   0.6688, 0.456175
1565,   0.6688, 0.453188
1566,   0.6688, 0.442488
1567,   0.6688, 0.457162
1568,   0.6688, 0.463111
1569,   0.6688, 0.471708
1570,   0.6688, 0.473067
1571,   0.6688, 0.469563
1572,   0.6688,  0.46253
1573,   0.6688, 0.461678
1574,   0.6688, 0.459111
1575,   0.6688, 0.464083
1576,   0.6688, 0.457015
1577,   0.6688, 0.466717
1578,   0.6688,  0.46599
1579,   0.6688, 0.469293
1580,   0.6688, 0.466089
1581,   0.6688, 0.460748
1582,   0.6688, 0.463959
1583,   0.6688, 0.460992
1584,   0.6688, 0.455421
1585,   0.6688, 0.457858
1586,   0.6688, 0.459216
1587,   0.6688, 0.464245
1588,   0.6688, 0.470058
1589,   0.6688,  0.46672
1590,   0.6688, 0.462433
1591,   0.6688, 0.466204
1592,   0.6688, 0.472742
1593,   0.6688, 0.474534
1594,   0.6688, 0.475453
1595,   0.6688, 0.474802
1596,   0.6688,  0.47221
1597,   0.6726, 0.473977
1598,   0.6726, 0.480857
1599,   0.6726, 0.475777
1600,   0.6726, 0.467563
1601,   0.6726, 0.466617
1602,   0.6726, 0.469134
1603,   0.6726, 0.472297
1604,   0.6726, 0.465622
1605,   0.6726, 0.463506
1606,   0.6726, 0.465607
1607,   0.6726,  0.46352
1608,   0.6726, 0.455263
1609,   0.6726, 0.454739
1610,   0.6726, 0.452722
1611,   0.6726,  0.45017
1612,   0.6726, 0.450316
1613,   0.6726, 0.456625
1614,   0.6726, 0.456348
1615,   0.6726, 0.453331
1616,   0.6726, 0.458526
1617,   0.6726, 0.452464
1618,   0.6726, 0.456198
1619,   0.6726, 0.458663
1620,   0.6726, 0.465649
1621,   0.6726, 0.468298
1622,   0.6726,  0.46877
1623,   0.6726, 0.468925
1624,   0.6726, 0.468715
1625,   0.6726, 0.464752
1626,   0.6726, 0.463262
1627,   0.6726, 0.459315
1628,   0.6726,   0.4631
1629,   0.6726, 0.469599
1630,   0.6726,  0.46968
1631,   0.6726, 0.477762
1632,   0.6726, 0.479698
1633,   0.6726, 0.475751
1634,   0.6726, 0.466928
1635,   0.6726, 0.474841
1636,   0.6726, 0.470924
1637,   0.6726,  0.46781
1638,   0.6726, 0.468768
1639,   0.6726,  0.46422
1640,   0.6726, 0.464816
1641,   0.6726, 0.461278
1642,   0.6726, 0.454402
1643,   0.6726, 0.457073
1644,   0.6726, 0.456748
1645,   0.6726,  0.45878
1646,   0.6726,  0.46033
1647,   0.6726, 0.459138
1648,   0.6726, 0.465948
1649,   0.6726, 0.462927
1650,   0.6726, 0.471329
1651,   0.6726,  0.46675
1652,   0.6726,  0.46397
1653,   0.6726, 0.469803
1654,   0.6726, 0.464108
1655,   0.6726, 0.468373
1656,   0.6726, 0.465999
1657,   0.6726, 0.470647
1658,   0.6726, 0.457881
1659,   0.6726, 0.458662
1660,   0.6726, 0.463486
1661,   0.6726, 0.466235
1662,   0.6726, 0.467824
1663,   0.6726, 0.464906
1664,   0.6726, 0.462928
1665,   0.6726, 0.466173
1666,   0.6726, 0.468247
1667,   0.6726, 0.459895
1668,   0.6726,  0.46562
1669,   0.6726, 0.460001
1670,   0.6726, 0.450769
1671,   0.6726, 0.457611
1672,   0.6726, 0.463182
1673,   0.6726, 0.461762
1674,   0.6726, 0.464523
1675,   0.6726, 0.460456
1676,   0.6726,  0.45871
1677,   0.6726, 0.467418
1678,   0.6726, 0.460499
1679,   0.6726,  0.46754
1680,   0.6726, 0.468755
1681,   0.6726, 0.474748
1682,   0.6726, 0.473778
1683,   0.6726, 0.468777
1684,   0.6726, 0.466698
1685,   0.6726, 0.469403
1686,   0.6726, 0.472201
1687,   0.6726, 0.464868
1688,   0.6726, 0.463365
1689,   0.6726,  0.47073
1690,   0.6726, 0.473176
1691,   0.6726, 0.466397
1692,   0.6726, 0.469483
1693,   0.6726, 0.466027
1694,   0.6726, 0.459356
1695,   0.6726, 0.462044
1696,   0.6726, 0.460611
1697,   0.6726,  0.46606
1698,   0.6726, 0.467597
1699,   0.6726, 0.464785
1700,   0.6726, 0.459895
1701,   0.6726, 0.469305
1702,   0.6726, 0.471487
1703,   0.6726, 0.471002
1704,   0.6726,  0.47007
1705,   0.6726, 0.471139
1706,   0.6726, 0.473113
1707,   0.6726, 0.468736
1708,   0.6726, 0.465587
1709,   0.6726, 0.466132
1710,   0.6726, 0.464236
1711,   0.6726, 0.460096
1712,   0.6726, 0.462781
1713,   0.6726, 0.459318
1714,   0.6726, 0.465988
1715,   0.6726, 0.462698
1716,   0.6726, 0.468972
1717,   0.6726, 0.465124
1718,   0.6726, 0.467007
1719,   0.6726, 0.456878
1720,   0.6726, 0.458684
1721,   0.6726, 0.456941
1722,   0.6726, 0.462019
1723,   0.6726, 0.465477
1724,   0.6726, 0.468904
1725,   0.6726, 0.469621
1726,   0.6726,  0.45915
1727,   0.6726, 0.465824
1728,   0.6726, 0.466864
1729,   0.6726, 0.468038
1730,   0.6726, 0.479214
1731,   0.6726, 0.472548
1732,   0.6726, 0.464011
1733,   0.6726,  0.45714
1734,   0.6726, 0.458559
1735,   0.6726, 0.460144
1736,   0.6726, 0.455417
1737,   0.6726,  0.45401
1738,   0.6726, 0.458593
1739,   0.6726, 0.464582
1740,   0.6726, 0.470606
1741,   0.6726, 0.469307
1742,   0.6726, 0.466021
1743,   0.6726, 0.464151
1744,   0.6726, 0.462135
1745,   0.6726, 0.465335
1746,   0.6726, 0.469851
1747,   0.6726, 0.464579
1748,   0.6726, 0.460325
1749,   0.6726, 0.458389
1750,   0.6726, 0.457218
1751,   0.6726,  0.45411
1752,   0.6726, 0.459056
1753,   0.6726, 0.459561
1754,   0.6726, 0.467536
1755,   0.6726, 0.468305
1756,   0.6726,  0.46496
1757,   0.6726, 0.461359
1758,   0.6726, 0.463945
1759,   0.6726, 0.468042
1760,   0.6726, 0.474126
1761,   0.6726, 0.473286
1762,   0.6726, 0.462086
1763,   0.6726, 0.465238
1764,   0.6726, 0.467559
1765,   0.6726, 0.468319
1766,   0.6722, 0.468737
1767,   0.6722, 0.458197
1768,   0.6722,   0.4542
1769,   0.6722, 0.445731
1770,   0.6722, 0.449616
1771,   0.6722, 0.450601
1772,   0.6725, 0.448729
1773,   0.6725, 0.455144
1774,   0.6725, 0.448801
1775,   0.6725, 0.447982
1776,   0.6725, 0.457563
1777,   0.6725, 0.461101
1778,   0.6725, 0.462148
1779,   0.6725,  0.46466
1780,   0.6725, 0.462614
1781,   0.6725, 0.462992
1782,   0.6725, 0.463832
1783,   0.6725, 0.468649
1784,   0.6725, 0.470329
1785,   0.6725, 0.465372
1786,   0.6725, 0.467883
1787,   0.6725,  0.46487
1788,   0.6725, 0.457822
1789,   0.6725, 0.455189
1790,   0.6725, 0.458604
1791,   0.6725, 0.460961
1792,   0.6725, 0.459583
1793,   0.6725, 0.468866
1794,   0.6725, 0.478205
1795,   0.6725, 0.469967
1796,   0.6725, 0.473779
1797,   0.6725, 0.476092
1798,   0.6725, 0.474942
1799,   0.6725, 0.470742
1800,   0.6725, 0.468011
1801,   0.6725, 0.466442
1802,   0.6725, 0.463699
1803,   0.6725, 0.461753
1804,   0.6725, 0.456618
1805,   0.6725, 0.457182
1806,   0.6725, 0.454566
1807,   0.6725, 0.451631
1808,   0.6725,  0.46508
1809,   0.6725, 0.468106
1810,   0.6725, 0.461157
1811,   0.6725, 0.469192
1812,   0.6725, 0.476425
1813,   0.6725, 0.469549
1814,   0.6725, 0.466724
1815,   0.6725, 0.466568
1816,   0.6725,  0.45649
1817,   0.6725, 0.465366
1818,   0.6762, 0.470679
1819,   0.6762, 0.470546
1820,   0.6762, 0.475624
1821,   0.6762, 0.477204
1822,   0.6762,  0.47264
1823,   0.6762, 0.465688
1824,   0.6762, 0.463569
1825,   0.6762, 0.461625
1826,   0.6762, 0.457385
1827,   0.6762, 0.463715
1828,   0.6762, 0.461832
1829,   0.6762, 0.463899
1830,   0.6762, 0.464912
1831,   0.6762, 0.469577
1832,   0.6762, 0.469711
1833,   0.6762, 0.476745
1834,   0.6762, 0.473142
1835,   0.6762, 0.468519
1836,   0.6762, 0.463174
1837,   0.6762, 0.452788
1838,   0.6762, 0.454504
1839,   0.6762, 0.457577
1840,   0.6762, 0.460002
1841,   0.6762, 0.453346
1842,   0.6762, 0.455689
1843,   0.6762, 0.466358
1844,   0.6762, 0.461555
1845,   0.6762, 0.471635
1846,   0.6762, 0.469422
1847,   0.6762, 0.468302
1848,   0.6762, 0.470882
1849,   0.6762,  0.46701
1850,   0.6762, 0.468431
1851,   0.6762, 0.468312
1852,   0.6762, 0.460515
1853,   0.6762, 0.459813
1854,   0.6762, 0.464696
1855,   0.6762, 0.461991
1856,   0.6762, 0.463969
1857,   0.6762, 0.462249
1858,   0.6762, 0.468244
1859,   0.6762, 0.473278
1860,   0.6762, 0.478086
1861,   0.6762, 0.471989
1862,   0.6762, 0.467989
1863,   0.6762, 0.471006
1864,   0.6762, 0.469642
1865,   0.6762, 0.469916
1866,   0.6762, 0.472862
1867,   0.6762, 0.472172
1868,   0.6762, 0.469674
1869,   0.6762,  0.46555
1870,   0.6762, 0.472308
1871,   0.6762, 0.470118
1872,   0.6762, 0.472685
1873,   0.6762,  0.47576
1874,   0.6762, 0.475703
1875,   0.6762, 0.472125
1876,   0.6762, 0.471924
1877,   0.6762, 0.473359
1878,   0.6762, 0.468904
1879,   0.6762, 0.474517
1880,   0.6762, 0.474912
1881,   0.6762, 0.474625
1882,   0.6762,   0.4739
1883,   0.6762, 0.471057
1884,   0.6762, 0.467705
1885,   0.6762, 0.461527
1886,   0.6762, 0.466456
1887,   0.6762, 0.470233
1888,   0.6762, 0.476274
1889,   0.6762, 0.478114
1890,   0.6762, 0.477562
1891,    0.675,  0.46702
1892,    0.675, 0.462935
1893,    0.675, 0.465396
1894,    0.675, 0.464567
1895,    0.675, 0.472421
1896,    0.675, 0.466277
1897,    0.675, 0.469016
1898,    0.675, 0.484319
1899,    0.675, 0.480191
1900,    0.675, 0.470338
1901,    0.675, 0.465979
1902,    0.675, 0.463414
1903,    0.675, 0.463612
1904,    0.675, 0.461168
1905,    0.675, 0.466381
1906,    0.675, 0.474349
1907,    0.675, 0.473653
1908,    0.675, 0.476566
1909,    0.675, 0.475123
1910,    0.675, 0.469523
1911,    0.675,  0.46981
1912,    0.675, 0.486339
1913,    0.675, 0.480846
1914,    0.675, 0.475666
1915,    0.675, 0.461858
1916,   0.6796, 0.465711
1917,   0.6796, 0.462866
1918,   0.6796, 0.461988
1919,   0.6796, 0.469617
1920,   0.6796, 0.465697
1921,   0.6796, 0.462423
1922,   0.6796, 0.467465
1923,   0.6796, 0.463835
1924,   0.6796, 0.469949
1925,   0.6796, 0.473913
1926,   0.6796, 0.473444
1927,   0.6796, 0.480241
1928,   0.6796, 0.473258
1929,   0.6796, 0.473897
1930,   0.6796, 0.466122
1931,   0.6796, 0.470502
1932,   0.6796,  0.46619
1933,   0.6796, 0.463454
1934,   0.6796, 0.467744
1935,   0.6796, 0.465363
1936,   0.6796, 0.460041
1937,   0.6796, 0.463962
1938,   0.6796, 0.463348
1939,   0.6796, 0.464594
1940,   0.6796, 0.462943
1941,   0.6796, 0.465788
1942,   0.6796, 0.469721
1943,   0.6796, 0.479625
1944,   0.6796, 0.470456
1945,   0.6796,  0.46758
1946,   0.6796, 0.471016
1947,   0.6796,  0.47442
1948,   0.6796, 0.475283
1949,   0.6796, 0.471273
1950,   0.6796, 0.464839
1951,   0.6796, 0.464391
1952,   0.6796, 0.466574
1953,   0.6796, 0.471034
1954,   0.6796, 0.465431
1955,   0.6796, 0.469484
1956,   0.6796, 0.467802
1957,   0.6796, 0.471227
1958,   0.6796, 0.478943
1959,   0.6796, 0.477994
1960,   0.6796, 0.472509
1961,   0.6796, 0.465768
1962,   0.6796, 0.467426
1963,   0.6796, 0.469337
1964,   0.6796, 0.467215
1965,   0.6796, 0.463262
1966,   0.6796, 0.467397
1967,   0.6796, 0.471262
1968,   0.6796, 0.475361
1969,   0.6796,  0.47507
1970,   0.6796, 0.473264
1971,   0.6796, 0.477515
1972,   0.6796, 0.478419
1973,   0.6796, 0.471238
1974,   0.6796, 0.463581
1975,   0.6796, 0.466697
1976,   0.6796, 0.463044
1977,   0.6796, 0.464928
1978,   0.6796, 0.461112
1979,   0.6796, 0.469917
1980,   0.6796, 0.468198
1981,   0.6796, 0.467286
1982,   0.6796, 0.471087
