gen, roulette_scalar1_onepoint_best, roulette_scalar1_onepoint_ave
 207,   0.4888, 0.358455
 208,   0.4888, 0.356052
 209,   0.4888, 0.355718
 210,   0.4957, 0.358192
 211,   0.4957, 0.364855
 212,   0.4957, 0.359675
 213,   0.4957, 0.357569
 214,   0.4957, 0.353034
 215,   0.4957, 0.356037
 216,   0.4957, 0.356774
 217,   0.5027, 0.354628
 218,   0.5027, 0.354271
 219,   0.5027, 0.364327
 220,   0.5027, 0.364787
 221,   0.5027, 0.365504
 222,   0.5027, 0.365805
 223,   0.5027, 0.366356
 224,   0.5027,  0.36836
 225,   0.5027, 0.370593
 226,   0.5027, 0.371983
 227,   0.5027, 0.374364
 228,   0.5027, 0.374677
 229,   0.5027,   0.3693
 230,   0.5027, 0.371604
 231,   0.5027,  0.36768
 232,   0.5027, 0.373017
 233,   0.5027, 0.376124
 234,   0.5027, 0.377063
 235,   0.4971, 0.377075
 236,   0.4971, 0.378798
 237,   0.4971, 0.377304
 238,   0.4971, 0.376619
 239,   0.4971, 0.377602
 240,   0.4971, 0.375441
 241,    0.515, 0.374026
 242,    0.515,  0.37303
 243,    0.515, 0.373526
 244,   0.5064, 0.374344
 245,   0.5064, 0.375083
 246,   0.5064, 0.375949
 247,   0.5064, 0.379841
 248,   0.5057, 0.382923
 249,   0.5057, 0.381944
 250,   0.5057, 0.380183
 251,   0.5057, 0.381351
 252,   0.5057, 0.377779
 253,   0.5057, 0.371184
 254,    0.494, 0.378471
 255,   0.5076, 0.373531
 256,   0.5076, 0.372772
 257,   0.5076, 0.374187
 258,    0.526,  0.37473
 259,    0.526, 0.376956
 260,    0.526, 0.376276
 261,    0.526,  0.37677
 262,    0.526, 0.377798
 263,    0.526, 0.371583
 264,    0.526, 0.375221
 265,    0.526, 0.379836
 266,    0.526, 0.375083
 267,    0.526, 0.378363
 268,    0.526, 0.367189
 269,    0.526, 0.364995
 270,    0.526, 0.368919
 271,   0.5084, 0.367205
 272,   0.5084, 0.362393
 273,   0.5084, 0.361597
 274,   0.5084, 0.365089
 275,   0.5084,  0.36966
 276,   0.5084, 0.368948
 277,   0.5015, 0.367879
 278,   0.4845,  0.37292
 279,   0.4845, 0.366496
 280,   0.4845, 0.367635
 281,   0.4953, 0.377621
 282,   0.4953, 0.377398
 283,   0.4953, 0.385191
 284,   0.4953, 0.380074
 285,   0.4953, 0.381303
 286,   0.4812, 0.381379
 287,   0.4812, 0.382613
 288,   0.4812, 0.375111
 289,   0.4812,  0.38012
 290,   0.4812, 0.379837
 291,   0.4812, 0.378866
 292,   0.4812, 0.370182
 293,   0.4812, 0.372463
 294,   0.4812, 0.379106
 295,   0.4997, 0.381626
 296,   0.4997, 0.379873
 297,   0.5176, 0.378395
 298,   0.5176, 0.378945
 299,    0.506, 0.379059
 300,    0.506, 0.377169
 301,    0.506, 0.374101
 302,    0.506, 0.375997
 303,    0.506, 0.376595
 304,    0.506, 0.375641
 305,    0.506, 0.374062
 306,   0.5146, 0.373926
 307,   0.5146, 0.374535
 308,   0.5146, 0.366971
 309,   0.5146, 0.372109
 310,   0.5146, 0.373969
 311,   0.5146, 0.373504
 312,   0.5146, 0.376098
 313,    0.514,  0.37352
 314,   0.5265, 0.377018
 315,   0.5265,  0.37822
 316,   0.5265, 0.379326
 317,   0.5265, 0.376002
 318,   0.5334, 0.373331
 319,   0.5334,  0.37705
 320,   0.5334, 0.379238
 321,   0.5334, 0.375843
 322,   0.5334, 0.377083
 323,   0.5334, 0.375849
 324,   0.5334, 0.377946
 325,   0.5334, 0.381536
 326,   0.5334, 0.379359
 327,   0.5175, 0.388685
 328,   0.5175, 0.385209
 329,   0.5175, 0.384772
 330,   0.5175, 0.381134
 331,   0.5175,  0.38348
 332,   0.5175, 0.383036
 333,   0.5175, 0.379971
 334,   0.5352, 0.381928
 335,   0.5352, 0.387275
 336,   0.5352, 0.390851
 337,   0.5352, 0.392157
 338,   0.5352, 0.400272
 339,   0.5352, 0.393284
 340,   0.5352, 0.390776
 341,   0.5352, 0.391156
 342,   0.5352, 0.391481
 343,   0.5352, 0.397207
 344,   0.5352, 0.397467
 345,   0.5421, 0.399858
 346,   0.5421, 0.397812
 347,   0.5457, 0.400658
 348,   0.5457, 0.393164
 349,   0.5457,  0.39576
 350,   0.5457, 0.395118
 351,   0.5457, 0.393896
 352,   0.5457, 0.395291
 353,   0.5457, 0.394925
 354,   0.5457, 0.395224
 355,   0.5457, 0.392465
 356,   0.5457, 0.398497
 357,   0.5457, 0.396406
 358,   0.5355, 0.392895
 359,   0.5355, 0.391007
 360,   0.5355, 0.388241
 361,   0.5355,  0.38932
 362,   0.5355, 0.388994
 363,   0.5355, 0.387025
 364,   0.5355, 0.389401
 365,   0.5355, 0.396652
 366,   0.5355, 0.396962
 367,   0.5701, 0.401306
 368,   0.5701, 0.394906
 369,   0.5701, 0.390728
 370,   0.5701,  0.39459
 371,   0.5701, 0.388995
 372,   0.5701, 0.389197
 373,   0.5701, 0.386611
 374,   0.5701, 0.385987
 375,   0.5701, 0.387526
 376,   0.5701, 0.391694
 377,   0.5701, 0.391131
 378,   0.5701, 0.394671
 379,   0.5701, 0.393296
 380,   0.5701, 0.391822
 381,   0.5701, 0.399274
 382,   0.5701, 0.391602
 383,   0.5701, 0.392309
 384,   0.5701, 0.394248
 385,   0.5701, 0.393454
 386,   0.5701, 0.391107
 387,   0.5701,  0.38839
 388,   0.5701, 0.390731
 389,   0.5701, 0.388263
 390,   0.5701, 0.387561
 391,   0.5791, 0.396212
 392,   0.5791, 0.399033
 393,   0.5791, 0.395024
 394,   0.5791, 0.393058
 395,   0.5791, 0.394042
 396,   0.5791, 0.390587
 397,   0.5791, 0.389466
 398,   0.5791,  0.39007
 399,   0.5791, 0.394837
 400,   0.5791, 0.395867
 401,   0.5791, 0.397246
 402,   0.5791, 0.397029
 403,   0.5791, 0.399458
 404,   0.5791, 0.401929
 405,   0.5791,  0.40001
 406,   0.5791, 0.400047
 407,   0.5791, 0.400908
 408,   0.5791, 0.394983
 409,   0.5791, 0.395601
 410,   0.5791, 0.394615
 411,   0.5791, 0.393585
 412,   0.5791, 0.401397
 413,   0.5791, 0.401718
 414,   0.5791, 0.399154
 415,   0.5791, 0.396721
 416,   0.5791, 0.397632
 417,   0.5791,  0.39698
 418,   0.5791, 0.401576
 419,   0.5791, 0.408195
 420,   0.5791, 0.410618
 421,   0.5791, 0.418653
 422,   0.5791, 0.416584
 423,   0.5791, 0.412065
 424,     0.56, 0.404602
 425,     0.56, 0.407921
 426,     0.56, 0.406902
 427,     0.56, 0.408186
 428,     0.56, 0.404034
 429,   0.5634, 0.407525
 430,   0.5634, 0.401065
 431,   0.5688, 0.403822
 432,   0.5688, 0.396308
 433,   0.5688, 0.398045
 434,   0.5688, 0.398368
 435,   0.5688, 0.398062
 436,   0.5688,  0.40503
 437,   0.5688, 0.408547
 438,   0.5688, 0.408362
 439,   0.5688, 0.407139
 440,   0.5688, 0.402274
 441,   0.5688, 0.404797
 442,   0.5688, 0.396146
 443,   0.5688,  0.39764
 444,   0.5688, 0.395604
 445,   0.5688, 0.398241
 446,   0.5688,  0.39589
 447,   0.5688, 0.400993
 448,   0.5688, 0.401759
 449,   0.5688, 0.394534
 450,   0.5688, 0.398441
 451,   0.5688, 0.404479
 452,   0.5688, 0.398484
 453,   0.5688, 0.405364
 454,   0.5688, 0.398157
 455,   0.5688, 0.395615
 456,   0.5688, 0.401727
 457,   0.5688, 0.400223
 458,   0.5688, 0.401763
 459,   0.5688, 0.398099
 460,   0.5688, 0.403192
 461,   0.5688, 0.396723
 462,   0.5688, 0.397543
 463,   0.5688, 0.401718
 464,   0.5688, 0.397791
 465,   0.5688, 0.399581
 466,   0.5688, 0.399563
 467,   0.5688, 0.398095
 468,   0.5536, 0.402256
 469,   0.5536, 0.396086
 470,   0.5536, 0.398282
 471,   0.5536, 0.394983
 472,   0.5536, 0.392144
 473,   0.5536, 0.397062
 474,   0.5536, 0.399926
 475,   0.5536, 0.395225
 476,   0.5536, 0.395311
 477,   0.5536, 0.387618
 478,   0.5536, 0.396447
 479,   0.5536, 0.396794
 480,   0.5536, 0.404885
 481,   0.5536, 0.398527
 482,   0.5536, 0.398834
 483,   0.5536, 0.397253
 484,   0.5502, 0.394475
 485,   0.5502, 0.397842
 486,   0.5502, 0.392623
 487,   0.5502, 0.393999
 488,   0.5502, 0.383792
 489,   0.5502, 0.385951
 490,   0.5502, 0.382401
 491,   0.5502, 0.386276
 492,   0.5502,  0.38827
 493,   0.5502, 0.386658
 494,   0.5502, 0.386371
 495,   0.5502, 0.393337
 496,   0.5502, 0.391991
 497,   0.5732, 0.394174
 498,   0.5732, 0.397531
 499,   0.5732, 0.398634
 500,   0.5732, 0.395844
 501,   0.5732, 0.391367
 502,   0.5732, 0.397073
 503,   0.5732, 0.400895
 504,   0.5654, 0.401051
 505,   0.5654, 0.400499
 506,   0.5601, 0.402429
 507,   0.5601, 0.402041
 508,   0.5601, 0.402828
 509,   0.5601, 0.399058
 510,   0.5601, 0.399045
 511,   0.5601, 0.406013
 512,   0.5601, 0.397521
 513,   0.5601, 0.391834
 514,   0.5601, 0.395602
 515,   0.5601,  0.39563
 516,   0.5601, 0.389438
 517,   0.5601, 0.387038
 518,   0.5601, 0.385564
 519,   0.5601, 0.391404
 520,   0.5601, 0.389483
 521,   0.5601, 0.386986
 522,   0.5601, 0.386349
 523,   0.5601, 0.388007
 524,   0.5601, 0.390456
 525,   0.5601, 0.397632
 526,   0.5601, 0.393937
 527,   0.5601, 0.397329
 528,   0.5601, 0.396856
 529,   0.5698, 0.400028
 530,   0.5698, 0.401796
 531,   0.5698, 0.398772
 532,   0.5698,  0.40512
 533,   0.5698, 0.410158
 534,   0.5698, 0.413921
 535,     0.58, 0.407477
 536,     0.58, 0.401561
 537,     0.58, 0.399566
 538,     0.58, 0.403717
 539,     0.58, 0.399582
 540,     0.58, 0.397295
 541,     0.58, 0.399918
 542,     0.58, 0.397832
 543,     0.58, 0.396415
 544,     0.58, 0.400299
 545,     0.58, 0.396257
 546,     0.58, 0.398838
 547,     0.58, 0.400147
 548,     0.58,  0.41148
 549,     0.58, 0.407894
 550,     0.58, 0.400541
 551,     0.58, 0.397084
 552,     0.58, 0.390806
 553,     0.58, 0.400665
 554,     0.58, 0.398102
 555,     0.58, 0.394376
 556,     0.58, 0.398802
 557,     0.58, 0.396847
 558,     0.58, 0.400023
 559,     0.58, 0.398368
 560,     0.58, 0.397281
 561,     0.58, 0.397056
 562,     0.58, 0.392149
 563,     0.58, 0.387968
 564,     0.58, 0.395505
 565,     0.58, 0.395105
 566,     0.58, 0.393828
 567,     0.58, 0.392951
 568,     0.58,  0.39841
 569,     0.58, 0.400159
 570,     0.58, 0.391848
 571,     0.58, 0.391005
 572,     0.58, 0.393906
 573,     0.58, 0.387725
 574,     0.58, 0.392068
 575,     0.58, 0.391264
 576,     0.58, 0.387364
 577,     0.58, 0.387881
 578,     0.58, 0.392286
 579,     0.58, 0.394133
 580,   0.5827, 0.395174
 581,   0.5827, 0.397608
 582,   0.5827, 0.401625
 583,   0.5827, 0.403654
 584,   0.5827, 0.403643
 585,   0.5827, 0.400944
 586,   0.5827, 0.395674
 587,   0.5827, 0.393131
 588,   0.5827, 0.391846
 589,   0.5827, 0.389074
 590,   0.5788, 0.396954
 591,   0.5788, 0.399746
 592,   0.5788, 0.399703
 593,   0.5788, 0.399904
 594,   0.5788, 0.400465
 595,   0.5788, 0.407368
 596,   0.5788,  0.40743
 597,   0.5788, 0.412477
 598,   0.5788, 0.411097
 599,   0.5788, 0.414615
 600,   0.5788, 0.407026
 601,   0.5788, 0.411684
 602,   0.5788, 0.407124
 603,   0.5788, 0.404109
 604,   0.5788, 0.410493
 605,   0.5788, 0.413771
 606,   0.5788,  0.41631
 607,   0.5788, 0.408439
 608,   0.5788,  0.40953
 609,   0.5788, 0.409959
 610,   0.5788, 0.407988
 611,   0.5788, 0.404373
 612,   0.5788, 0.401644
 613,   0.5788, 0.400681
 614,   0.5788, 0.404817
 615,   0.5788, 0.405632
 616,   0.5788, 0.400864
 617,   0.5788, 0.407449
 618,   0.5788, 0.406316
 619,   0.5788, 0.409702
 620,   0.5788, 0.412122
 621,   0.5788, 0.407196
 622,   0.5697, 0.405723
 623,   0.5697,  0.40509
 624,   0.5697, 0.406143
 625,   0.5697, 0.411337
 626,   0.5697, 0.413257
 627,   0.5697, 0.413852
 628,   0.5697,  0.40996
 629,   0.5697, 0.406051
 630,   0.5697,  0.40946
 631,   0.5697, 0.415283
 632,   0.5754, 0.416368
 633,   0.5754, 0.415772
 634,   0.5754, 0.408964
 635,   0.5754, 0.406326
 636,   0.5754, 0.405509
 637,   0.5754, 0.409872
 638,   0.5754, 0.415485
 639,   0.5754, 0.408006
 640,   0.5754, 0.409703
 641,   0.5754, 0.411357
 642,   0.5754, 0.411803
 643,   0.5754, 0.412049
 644,   0.5754, 0.411512
 645,   0.5754, 0.415821
 646,   0.5754, 0.416441
 647,   0.5754,  0.41993
 648,   0.5754, 0.413002
 649,   0.5754, 0.412632
 650,   0.5754, 0.410628
 651,   0.5754, 0.418183
 652,   0.5761, 0.413822
 653,   0.5761, 0.412039
 654,   0.5761, 0.410228
 655,   0.5761, 0.405887
 656,   0.5761, 0.408933
 657,   0.5761, 0.405644
 658,   0.5761, 0.409437
 659,   0.5761, 0.418496
 660,   0.5761, 0.415771
 661,   0.5761, 0.413083
 662,   0.5761,  0.41561
 663,   0.5761, 0.414111
 664,   0.5894, 0.418032
 665,   0.5894, 0.424397
 666,   0.5894, 0.425651
 667,   0.5894, 0.422704
 668,   0.5894, 0.419419
 669,   0.5894, 0.419885
 670,   0.5894, 0.426548
 671,   0.5894, 0.422208
 672,   0.5894, 0.421119
 673,   0.5894, 0.422742
 674,   0.5894, 0.427799
 675,   0.5894, 0.423318
 676,   0.5894, 0.416623
 677,   0.5894, 0.420688
 678,   0.5894, 0.422998
 679,   0.5894, 0.416957
 680,   0.5894,  0.41886
 681,   0.5894, 0.415384
 682,   0.5894, 0.412955
 683,   0.5894, 0.411013
 684,   0.5894, 0.403262
 685,   0.5894, 0.404472
 686,   0.5894, 0.408207
 687,   0.5894, 0.411833
 688,   0.5894, 0.417796
 689,   0.5894, 0.413811
 690,   0.5894, 0.413859
 691,   0.5894, 0.415903
 692,   0.5894, 0.424377
 693,   0.5894, 0.420708
 694,   0.5894, 0.414981
 695,   0.5894, 0.417816
 696,   0.5894, 0.416221
 697,   0.5894, 0.417935
 698,   0.5894, 0.420983
 699,   0.5894, 0.424639
 700,   0.5894, 0.420279
 701,   0.5894, 0.419479
 702,   0.5894, 0.426198
 703,   0.5894, 0.426788
 704,   0.5894, 0.425988
 705,   0.5894, 0.422945
 706,   0.5894, 0.421334
 707,   0.5894,  0.42049
 708,   0.5894, 0.420794
 709,   0.5894, 0.417834
 710,   0.5894, 0.421576
 711,   0.5894, 0.420898
 712,   0.5894, 0.421815
 713,   0.5894, 0.424143
 714,   0.5894, 0.426891
 715,   0.5894,  0.42143
 716,   0.5894, 0.418023
 717,   0.5894,  0.41844
 718,   0.5894, 0.422293
 719,   0.5894, 0.424818
 720,   0.5894, 0.424487
 721,   0.5894, 0.424233
 722,   0.5894, 0.418993
 723,   0.5894, 0.422475
 724,   0.5894, 0.428141
 725,   0.5894, 0.429192
 726,   0.5894, 0.429705
 727,   0.5894, 0.423435
 728,   0.5894, 0.422075
 729,   0.5894, 0.423487
 730,   0.5894, 0.416798
 731,   0.5894, 0.412445
 732,   0.5894, 0.414456
 733,   0.5894, 0.413276
 734,   0.5894, 0.413953
 735,   0.5894, 0.414081
 736,   0.5894, 0.421562
 737,   0.5894, 0.418894
 738,   0.5894, 0.421243
 739,   0.5894, 0.418635
 740,   0.5894, 0.423221
 741,   0.5891,  0.42459
 742,   0.5891, 0.418676
 743,   0.5891, 0.420418
 744,   0.5891,  0.41713
 745,   0.5891, 0.429782
 746,   0.5891, 0.431541
 747,   0.5891,  0.42787
 748,   0.5891, 0.426197
 749,   0.5891, 0.428041
 750,   0.5891, 0.425335
 751,   0.5891, 0.425022
 752,   0.5891, 0.422361
 753,   0.5891, 0.421619
 754,   0.5891, 0.422868
 755,   0.5891, 0.415832
 756,   0.5891, 0.409123
 757,   0.5891, 0.414517
 758,   0.5891, 0.411688
 759,   0.5891, 0.412714
 760,   0.5891, 0.416419
 761,   0.5891, 0.416469
 762,   0.5891, 0.418768
 763,   0.5891, 0.419241
 764,   0.5891, 0.412502
 765,   0.5891, 0.412265
 766,   0.5891,  0.41085
 767,   0.5891, 0.421986
 768,   0.5891, 0.424764
 769,   0.5891, 0.424474
 770,   0.5945, 0.417776
 771,   0.5945, 0.422026
 772,   0.5945, 0.425126
 773,   0.5945, 0.426388
 774,   0.5945, 0.427015
 775,   0.5945, 0.427051
 776,   0.5945, 0.421784
 777,   0.5945, 0.427086
 778,   0.5945, 0.420558
 779,   0.5945, 0.421771
 780,   0.5945, 0.424253
 781,   0.5972, 0.426959
 782,   0.5972, 0.424048
 783,   0.5972, 0.423548
 784,   0.5972, 0.419326
 785,   0.5972, 0.413944
 786,   0.5972,  0.40752
 787,   0.6001, 0.410217
 788,   0.6001, 0.418311
 789,   0.6001, 0.420486
 790,   0.6001, 0.411323
 791,   0.6001, 0.413279
 792,   0.5864, 0.416292
 793,   0.5864, 0.417913
 794,   0.5864, 0.419712
 795,   0.5864, 0.422841
 796,   0.5864, 0.426703
 797,   0.5864, 0.428394
 798,   0.5864, 0.425404
 799,   0.5864, 0.422935
 800,   0.5864, 0.421845
 801,   0.5864, 0.426263
 802,   0.5864, 0.432494
 803,   0.5864, 0.428955
 804,   0.5864, 0.424509
 805,   0.5864, 0.413889
 806,   0.5864, 0.416971
 807,   0.5864, 0.423301
 808,   0.5864, 0.422547
 809,   0.5864, 0.425566
 810,   0.5864, 0.419279
 811,   0.5864, 0.416267
 812,   0.5864, 0.417527
 813,   0.5864, 0.417784
 814,   0.5864, 0.418808
 815,   0.5864, 0.425034
 816,   0.5864, 0.423817
 817,   0.5864, 0.427314
 818,   0.5864, 0.427346
 819,   0.5864, 0.429146
 820,   0.5864, 0.431564
 821,   0.5864, 0.428261
 822,   0.5864, 0.427774
 823,   0.5864, 0.429355
 824,   0.5864, 0.429536
 825,   0.5864, 0.425898
 826,   0.5864, 0.424107
 827,   0.5864, 0.426158
 828,   0.5864, 0.429292
 829,   0.5864, 0.424852
 830,   0.5864, 0.422219
 831,   0.5864, 0.423738
 832,   0.5864, 0.423223
 833,   0.5864, 0.418965
 834,   0.5864, 0.418103
 835,   0.5864, 0.417817
 836,   0.5864, 0.421019
 837,   0.5864, 0.422994
 838,   0.5864, 0.422235
 839,   0.5864,  0.41504
 840,   0.5864, 0.413769
 841,   0.5864, 0.417558
 842,   0.5864, 0.419735
 843,   0.5864, 0.423384
 844,   0.5864, 0.417792
 845,   0.5864, 0.420757
 846,   0.5864, 0.417053
 847,   0.5864, 0.420904
 848,   0.5864,  0.41942
 849,   0.5864, 0.422976
 850,   0.5864, 0.427015
 851,   0.5864,   0.4306
 852,   0.5716, 0.435645
 853,   0.5716, 0.433085
 854,   0.5716, 0.424532
 855,   0.5716, 0.426937
 856,   0.5716, 0.422186
 857,   0.5716, 0.425847
 858,   0.5716, 0.425857
 859,   0.5716, 0.426405
 860,   0.5716, 0.429846
 861,   0.5716, 0.428186
 862,   0.5716, 0.420823
 863,   0.5716, 0.421333
 864,   0.5716, 0.418732
 865,   0.5716, 0.418056
 866,   0.5716, 0.413227
 867,   0.5716, 0.416862
 868,   0.5716, 0.419048
 869,   0.5716,  0.42204
 870,   0.5716, 0.419953
 871,   0.5716, 0.424201
 872,   0.5716, 0.427481
 873,   0.5716, 0.422654
 874,   0.5716, 0.421446
 875,   0.5736, 0.416262
 876,   0.5736, 0.416122
 877,   0.5736, 0.417113
 878,   0.5736, 0.412652
 879,   0.5736,  0.41827
 880,   0.5736, 0.421165
 881,   0.5736, 0.416023
 882,   0.5736,  0.41341
 883,   0.5736,  0.41777
 884,   0.5736, 0.419072
 885,   0.5736, 0.419823
 886,   0.5736, 0.422836
 887,   0.5736, 0.420382
 888,   0.5736, 0.417374
 889,   0.5736, 0.413475
 890,   0.5736, 0.406755
 891,   0.5736, 0.419649
 892,   0.5817, 0.418303
 893,   0.5817, 0.420653
 894,   0.5817, 0.418097
 895,   0.5817, 0.416716
 896,   0.5817, 0.416481
 897,   0.5817, 0.411849
 898,    0.584, 0.407914
 899,    0.584, 0.406527
 900,    0.584, 0.407191
 901,    0.584, 0.404511
 902,    0.584, 0.410465
 903,    0.584, 0.408359
 904,    0.584, 0.413015
 905,    0.584, 0.411994
 906,    0.584, 0.417097
 907,    0.584, 0.413634
 908,   0.5904, 0.415148
 909,   0.5904, 0.414742
 910,   0.5904, 0.413601
 911,   0.5725, 0.412121
 912,   0.5725, 0.413016
 913,   0.5725,  0.41839
 914,   0.5725,  0.42085
 915,   0.5725, 0.422233
 916,   0.5725, 0.426089
 917,   0.5725, 0.427673
 918,   0.5725, 0.425528
 919,   0.5725, 0.425513
 920,   0.5725, 0.424343
 921,   0.5725, 0.423087
 922,   0.5725, 0.425862
 923,   0.5918, 0.419146
 924,   0.5918, 0.413687
 925,   0.5918, 0.409418
 926,   0.5918, 0.409964
 927,   0.5918, 0.420329
 928,   0.5918,   0.4141
 929,   0.5918, 0.418302
 930,   0.5918, 0.416586
 931,   0.5918, 0.421955
 932,   0.5918, 0.418913
 933,   0.5918, 0.427202
 934,   0.5918, 0.423443
 935,   0.5918, 0.418436
