gen, roulette_scalar3_onepoint_best, roulette_scalar3_onepoint_ave
1501,   0.7226, 0.495928
1502,   0.7226, 0.493875
1503,   0.7226, 0.489155
1504,   0.7226,   0.4868
1505,   0.7226, 0.485251
1506,   0.7226, 0.482331
1507,   0.7248, 0.490481
1508,   0.7248, 0.493127
1509,   0.7248, 0.504298
1510,   0.7248,  0.50038
1511,   0.7248, 0.496235
1512,   0.7248, 0.498664
1513,   0.7248, 0.506414
1514,   0.7248, 0.505264
1515,   0.7248, 0.503342
1516,   0.7248, 0.500832
1517,   0.7248, 0.506227
1518,   0.7248, 0.498641
1519,   0.7248, 0.494931
1520,   0.7248, 0.503924
1521,   0.7248, 0.504004
1522,   0.7248, 0.504071
1523,   0.7248,   0.5011
1524,   0.7248, 0.501933
1525,   0.7248, 0.490245
1526,   0.7248, 0.488914
1527,   0.7248, 0.487204
1528,   0.7248, 0.490291
1529,   0.7248, 0.491158
1530,   0.7248, 0.494644
1531,   0.7248, 0.485589
1532,   0.7248, 0.484019
1533,   0.7248, 0.492238
1534,   0.7248, 0.490127
1535,   0.7248,   0.4909
1536,   0.7248, 0.492821
1537,   0.7248, 0.492752
1538,   0.7248, 0.499849
1539,   0.7248, 0.496071
1540,   0.7248, 0.494604
1541,   0.7248, 0.498515
1542,   0.7248, 0.503788
1543,   0.7248, 0.500043
1544,   0.7248, 0.487863
1545,   0.7248, 0.482071
1546,   0.7248, 0.483291
1547,   0.7248, 0.490023
1548,   0.7248, 0.481956
1549,   0.7248, 0.485716
1550,   0.7248, 0.482252
1551,   0.7248, 0.477797
1552,   0.7248, 0.485251
1553,   0.7248, 0.478433
1554,   0.7248, 0.486113
1555,   0.7248, 0.494933
1556,   0.7248, 0.495927
1557,   0.7248, 0.496857
1558,   0.7248, 0.494116
1559,   0.7248, 0.490808
1560,   0.7285, 0.485621
1561,   0.7285, 0.486399
1562,   0.7285, 0.491621
1563,   0.7285, 0.488419
1564,   0.7285, 0.486364
1565,   0.7285, 0.481371
1566,   0.7285, 0.489615
1567,   0.7285, 0.493828
1568,   0.7285, 0.494826
1569,   0.7285, 0.496103
1570,   0.7285, 0.498047
1571,   0.7285, 0.500781
1572,   0.7285, 0.509553
1573,   0.7285, 0.497058
1574,   0.7285, 0.493937
1575,   0.7285, 0.488894
1576,   0.7285, 0.485203
1577,   0.7285, 0.482929
1578,   0.7285,  0.48381
1579,   0.7285, 0.489389
1580,   0.7285, 0.494342
1581,   0.7285, 0.491049
1582,   0.7285, 0.488717
1583,   0.7285, 0.491252
1584,   0.7285, 0.497614
1585,   0.7285, 0.494821
1586,   0.7285, 0.490627
1587,   0.7311, 0.491711
1588,   0.7311, 0.492369
1589,   0.7311, 0.490741
1590,   0.7311, 0.495254
1591,   0.7311, 0.506088
1592,   0.7311, 0.506927
1593,   0.7311, 0.504629
1594,   0.7311, 0.500458
1595,   0.7311,  0.49332
1596,   0.7311, 0.497066
1597,   0.7311, 0.496019
1598,   0.7311, 0.485027
1599,   0.7311, 0.487289
1600,   0.7311, 0.491385
1601,   0.7311, 0.489933
1602,   0.7311,  0.49308
1603,   0.7311,  0.48013
1604,   0.7311, 0.480404
1605,   0.7311, 0.482856
1606,   0.7311, 0.500188
1607,   0.7311, 0.497761
1608,   0.7311, 0.505268
1609,   0.7311, 0.497645
1610,   0.7311, 0.500581
1611,   0.7311, 0.493011
1612,   0.7311, 0.497699
1613,   0.7311, 0.504167
1614,   0.7311,  0.49995
1615,   0.7311, 0.500436
1616,   0.7311, 0.503444
1617,   0.7311, 0.499954
1618,   0.7311, 0.505973
1619,   0.7311,  0.49979
1620,   0.7311, 0.497833
1621,   0.7311, 0.500366
1622,   0.7311, 0.502945
1623,   0.7311, 0.501416
1624,   0.7311, 0.505862
1625,   0.7311, 0.503864
1626,   0.7311, 0.493223
1627,   0.7311, 0.492375
1628,   0.7311, 0.494812
1629,   0.7311, 0.491854
1630,   0.7311, 0.491224
1631,   0.7311, 0.489585
1632,   0.7311, 0.492263
1633,   0.7311, 0.494398
1634,   0.7341, 0.491753
1635,   0.7341, 0.493194
1636,   0.7341, 0.502293
1637,   0.7341, 0.508072
1638,   0.7341, 0.505686
1639,   0.7341, 0.503617
1640,   0.7341, 0.497569
1641,   0.7341, 0.498451
1642,   0.7341, 0.495831
1643,   0.7341, 0.493796
1644,   0.7341, 0.490462
1645,   0.7341, 0.484379
1646,   0.7341, 0.491021
1647,   0.7341, 0.492084
1648,   0.7341, 0.499466
1649,   0.7341, 0.495791
1650,   0.7341, 0.489482
1651,   0.7341, 0.489411
1652,   0.7341, 0.491343
1653,   0.7341, 0.493057
1654,   0.7341, 0.494653
1655,   0.7341, 0.509441
1656,   0.7341, 0.503131
1657,   0.7341, 0.504492
1658,   0.7341, 0.505065
1659,   0.7341,  0.50026
1660,   0.7341,  0.49971
1661,   0.7341, 0.504523
1662,   0.7341, 0.502971
1663,   0.7341, 0.503051
1664,   0.7341, 0.506455
1665,   0.7341, 0.499643
1666,   0.7341, 0.491889
1667,   0.7341, 0.484913
1668,   0.7341, 0.485917
1669,   0.7341, 0.498132
1670,   0.7341, 0.495692
1671,   0.7341, 0.501769
1672,   0.7341, 0.499579
1673,   0.7341, 0.501312
1674,   0.7341,  0.50299
1675,   0.7341, 0.502679
1676,   0.7341, 0.507711
1677,   0.7341, 0.507988
1678,   0.7341,  0.50341
1679,   0.7341, 0.497035
1680,   0.7341, 0.495265
1681,   0.7341, 0.501314
1682,   0.7341, 0.510295
1683,   0.7341, 0.502576
1684,   0.7341, 0.500385
1685,   0.7341, 0.503184
1686,   0.7341, 0.506725
1687,   0.7341, 0.507511
1688,   0.7341, 0.512641
1689,   0.7341, 0.508453
1690,   0.7341, 0.507228
1691,   0.7341, 0.507573
1692,   0.7341,  0.50511
1693,   0.7341, 0.496231
1694,   0.7341, 0.497778
1695,   0.7341, 0.491556
1696,   0.7341, 0.502307
1697,   0.7341, 0.501532
1698,   0.7341, 0.506314
1699,   0.7341, 0.499847
1700,   0.7342, 0.501545
1701,   0.7342, 0.503321
1702,   0.7342, 0.510023
1703,   0.7342, 0.509101
1704,   0.7342, 0.504396
1705,   0.7342, 0.498437
1706,   0.7342, 0.499045
1707,   0.7342, 0.493936
1708,   0.7342, 0.499598
1709,   0.7342, 0.498877
1710,   0.7342,    0.501
1711,   0.7342, 0.497401
1712,   0.7342, 0.498143
1713,   0.7342, 0.500648
1714,   0.7342, 0.496935
1715,   0.7342, 0.498957
1716,   0.7342, 0.497677
1717,   0.7342, 0.505001
1718,   0.7342, 0.504108
1719,   0.7342, 0.505759
1720,   0.7342, 0.510854
1721,   0.7342,  0.51072
1722,   0.7342, 0.519774
1723,   0.7342,  0.51356
1724,   0.7342, 0.515947
1725,   0.7342, 0.508136
1726,   0.7342, 0.506263
1727,   0.7342, 0.508869
1728,   0.7342, 0.505292
1729,   0.7342, 0.504759
1730,   0.7342, 0.501311
1731,   0.7342, 0.500927
1732,   0.7342, 0.512265
1733,   0.7342, 0.509827
1734,   0.7342,  0.50549
1735,   0.7342, 0.508745
1736,   0.7342, 0.503923
1737,   0.7342, 0.511765
1738,   0.7342,  0.50803
1739,   0.7342, 0.498919
1740,   0.7342,  0.50151
1741,   0.7342, 0.505668
1742,   0.7342, 0.506373
1743,   0.7342, 0.511246
1744,   0.7342, 0.509495
1745,   0.7342, 0.513777
1746,   0.7342, 0.518815
1747,   0.7342,  0.51867
1748,   0.7342, 0.508354
1749,   0.7342, 0.507093
1750,   0.7342, 0.510841
1751,   0.7342, 0.508129
1752,   0.7342, 0.509996
1753,   0.7342, 0.512128
1754,   0.7342, 0.503869
1755,   0.7342, 0.508207
1756,   0.7388, 0.507314
1757,   0.7388, 0.509269
1758,   0.7388,  0.51197
1759,   0.7388, 0.518313
1760,   0.7388, 0.516473
1761,   0.7388, 0.507261
1762,   0.7388, 0.501045
1763,   0.7388, 0.504706
1764,   0.7388, 0.507543
1765,   0.7427, 0.509921
1766,   0.7427, 0.511033
1767,   0.7427, 0.514342
1768,   0.7427, 0.512354
1769,   0.7427, 0.508132
1770,   0.7427, 0.519072
1771,   0.7427, 0.516276
1772,   0.7427, 0.518264
1773,   0.7427, 0.515253
1774,   0.7427, 0.516003
1775,   0.7427, 0.513588
1776,   0.7427, 0.519673
1777,   0.7427, 0.517026
1778,   0.7427, 0.508771
1779,   0.7427, 0.504895
1780,   0.7427, 0.510831
1781,   0.7427, 0.502769
1782,   0.7427, 0.503597
1783,   0.7427, 0.501775
1784,   0.7427, 0.506127
1785,   0.7427, 0.502019
1786,   0.7427, 0.506339
1787,   0.7427,  0.50668
1788,   0.7427, 0.499178
1789,   0.7427, 0.503542
1790,   0.7427, 0.503974
1791,   0.7427, 0.505308
1792,   0.7427, 0.512943
1793,   0.7427, 0.511329
1794,   0.7427, 0.512892
1795,   0.7427, 0.522742
1796,   0.7427, 0.527231
1797,   0.7427, 0.521571
1798,   0.7427, 0.524129
1799,   0.7427, 0.519683
1800,   0.7427, 0.509694
1801,   0.7427, 0.505583
1802,   0.7427, 0.504224
1803,   0.7427, 0.499531
1804,   0.7427, 0.503263
1805,   0.7427, 0.504743
1806,   0.7427, 0.508416
1807,   0.7427, 0.508754
1808,   0.7427, 0.515952
1809,   0.7427, 0.510489
1810,   0.7427, 0.516884
1811,   0.7427, 0.508134
1812,   0.7427, 0.501679
1813,   0.7427,  0.49919
1814,   0.7427, 0.502824
1815,   0.7427, 0.506025
1816,   0.7427, 0.507618
1817,   0.7427, 0.503396
1818,   0.7427, 0.505036
1819,   0.7427, 0.511139
1820,   0.7427, 0.511153
1821,   0.7427, 0.514049
1822,   0.7427, 0.510673
1823,   0.7427, 0.508823
1824,   0.7427,  0.51435
1825,   0.7427, 0.516995
1826,   0.7427, 0.517728
1827,   0.7427, 0.524903
1828,   0.7427, 0.519041
1829,   0.7427, 0.506484
1830,   0.7427, 0.504359
1831,   0.7427,  0.50732
1832,   0.7427, 0.510934
1833,   0.7427,  0.50879
1834,   0.7427, 0.511557
1835,   0.7427, 0.515252
1836,   0.7427, 0.513018
1837,   0.7427, 0.511881
1838,   0.7427, 0.517779
1839,   0.7427, 0.507224
1840,   0.7427, 0.507094
1841,   0.7427, 0.503761
1842,   0.7427, 0.498084
1843,   0.7427, 0.503783
1844,   0.7427, 0.505215
1845,   0.7427, 0.502959
1846,   0.7427, 0.506487
1847,   0.7427, 0.510173
1848,   0.7427, 0.506021
1849,   0.7427, 0.512542
1850,   0.7427, 0.503523
1851,   0.7427, 0.508453
1852,   0.7427, 0.508408
1853,   0.7427, 0.511365
1854,   0.7427, 0.513479
1855,   0.7428,  0.51136
1856,   0.7428, 0.513748
1857,   0.7428, 0.510135
1858,   0.7428,  0.50626
1859,   0.7428, 0.513516
1860,   0.7428, 0.514267
1861,   0.7428, 0.512219
1862,   0.7428, 0.512494
1863,   0.7428, 0.509444
1864,   0.7428, 0.511709
1865,   0.7428, 0.511411
1866,   0.7428,  0.50804
1867,   0.7428, 0.511299
1868,   0.7428, 0.503235
1869,   0.7428, 0.507158
1870,   0.7428, 0.507887
1871,   0.7428, 0.506432
1872,   0.7428, 0.514066
1873,   0.7428,  0.51385
1874,   0.7428, 0.517015
1875,   0.7428, 0.520246
1876,   0.7428, 0.509938
1877,   0.7428, 0.515006
1878,   0.7428, 0.523699
1879,   0.7428, 0.519033
1880,   0.7428, 0.508664
1881,   0.7428,  0.50375
1882,   0.7428, 0.501452
1883,   0.7428, 0.492608
1884,   0.7428, 0.504276
1885,   0.7428, 0.496677
1886,   0.7428, 0.500189
1887,   0.7428, 0.500335
1888,   0.7428, 0.500388
1889,   0.7428, 0.501645
1890,   0.7428,  0.50682
1891,   0.7428, 0.505786
1892,   0.7428, 0.508217
1893,   0.7428, 0.508462
1894,   0.7428, 0.508659
1895,   0.7428, 0.508967
1896,   0.7428, 0.515903
1897,   0.7428, 0.509996
1898,   0.7428, 0.508562
1899,   0.7428, 0.514687
1900,   0.7428, 0.512792
1901,   0.7428, 0.506209
1902,   0.7428, 0.514436
1903,   0.7428, 0.510755
1904,   0.7428, 0.510082
1905,   0.7428, 0.512818
1906,   0.7428, 0.517187
1907,   0.7428, 0.512199
1908,   0.7428, 0.509652
1909,   0.7428, 0.501196
1910,   0.7428, 0.505772
1911,   0.7428, 0.508233
1912,   0.7428, 0.500172
1913,   0.7428, 0.509835
1914,   0.7428, 0.508101
1915,   0.7428, 0.509547
1916,   0.7428, 0.508941
1917,   0.7428, 0.510691
1918,   0.7428, 0.508709
1919,   0.7428, 0.504174
1920,   0.7428, 0.510543
1921,   0.7428,  0.51084
1922,   0.7428, 0.504575
1923,   0.7428, 0.496644
1924,   0.7428, 0.500901
1925,   0.7428, 0.498927
1926,   0.7428, 0.505322
1927,   0.7428, 0.504777
1928,   0.7428,  0.52246
1929,   0.7428, 0.523269
1930,   0.7428, 0.511319
1931,   0.7428, 0.518625
1932,   0.7428, 0.519592
1933,   0.7428, 0.529022
1934,   0.7428, 0.527214
1935,   0.7428, 0.519278
1936,   0.7428, 0.520298
1937,   0.7428, 0.510104
1938,   0.7428, 0.504155
1939,   0.7428,  0.51084
1940,   0.7428, 0.513749
1941,   0.7428, 0.524625
1942,   0.7428, 0.526157
1943,   0.7428, 0.517546
1944,   0.7428, 0.519468
1945,   0.7428, 0.517269
1946,   0.7428, 0.517093
1947,   0.7428, 0.510664
1948,   0.7428, 0.502363
1949,   0.7428,  0.49965
1950,   0.7428, 0.504817
1951,   0.7428, 0.511124
1952,   0.7428, 0.517295
1953,   0.7428, 0.512337
1954,   0.7428, 0.516733
1955,   0.7428, 0.531519
1956,   0.7428,  0.52928
1957,   0.7428, 0.527217
1958,   0.7428, 0.519907
1959,   0.7428, 0.516534
1960,   0.7428, 0.513933
1961,   0.7428, 0.512781
1962,   0.7428, 0.507257
1963,   0.7428, 0.504256
1964,   0.7428, 0.502582
1965,   0.7428, 0.504101
1966,   0.7428, 0.503211
1967,   0.7428, 0.514655
1968,   0.7428, 0.515624
1969,   0.7428, 0.515145
1970,   0.7428, 0.508308
1971,   0.7428, 0.511378
1972,   0.7428, 0.504506
1973,   0.7451, 0.500629
1974,   0.7451, 0.503201
1975,   0.7451, 0.508644
1976,   0.7451, 0.501646
1977,   0.7451, 0.497308
1978,   0.7451, 0.502013
1979,   0.7451, 0.502731
1980,   0.7451, 0.506687
1981,   0.7451, 0.503715
1982,   0.7451, 0.509093
1983,   0.7451, 0.503453
1984,   0.7451, 0.502107
1985,   0.7451, 0.499992
1986,   0.7451, 0.508501
1987,   0.7451, 0.504707
1988,   0.7451, 0.507379
1989,   0.7451, 0.509131
1990,   0.7451, 0.512982
1991,   0.7451, 0.511071
1992,   0.7451, 0.513977
1993,   0.7451, 0.509291
1994,   0.7451, 0.503455
1995,   0.7451,  0.50826
1996,   0.7451, 0.499168
1997,   0.7451, 0.495442
1998,   0.7451, 0.502714
1999,   0.7451, 0.505283
2000,   0.7451, 0.506634
2001,   0.7451, 0.501879
2002,   0.7451, 0.504486
2003,   0.7451, 0.511614
2004,   0.7451, 0.511563
2005,   0.7451, 0.516187
2006,   0.7451, 0.514666
2007,   0.7451, 0.507008
2008,   0.7451, 0.507839
2009,   0.7451, 0.510309
2010,   0.7451, 0.512795
2011,   0.7451, 0.508335
2012,   0.7451, 0.512377
2013,   0.7451, 0.514745
2014,   0.7451, 0.521487
2015,   0.7451, 0.522388
2016,   0.7451, 0.515781
2017,   0.7451, 0.515339
2018,   0.7468, 0.512673
2019,   0.7468, 0.513984
2020,   0.7468, 0.511888
2021,   0.7468, 0.503626
2022,   0.7468, 0.503943
2023,   0.7468, 0.507884
2024,   0.7468,  0.50597
2025,   0.7468, 0.503358
2026,   0.7468, 0.505345
2027,   0.7468, 0.497947
2028,   0.7468, 0.512155
2029,   0.7468, 0.516083
2030,   0.7468, 0.507835
2031,   0.7468, 0.508481
2032,   0.7468, 0.507235
2033,   0.7468, 0.513225
2034,   0.7468, 0.506519
2035,   0.7468, 0.501297
2036,   0.7468, 0.500433
2037,   0.7468, 0.504478
2038,   0.7468,  0.50775
2039,   0.7468,  0.51416
2040,   0.7468, 0.512473
2041,   0.7468,   0.5097
2042,   0.7468, 0.518319
2043,   0.7468, 0.513666
2044,   0.7468, 0.516034
2045,   0.7468, 0.516543
2046,   0.7468, 0.511247
2047,   0.7468, 0.513031
2048,   0.7468, 0.506252
2049,   0.7468, 0.507387
2050,   0.7468, 0.506169
2051,   0.7468, 0.506614
2052,   0.7468, 0.509712
2053,   0.7468, 0.508893
2054,   0.7468,   0.5043
2055,   0.7468, 0.513687
2056,   0.7468, 0.511936
2057,   0.7468, 0.510378
2058,   0.7468, 0.513342
2059,   0.7468, 0.515199
2060,   0.7468, 0.509648
2061,   0.7468, 0.516903
2062,   0.7468, 0.515397
2063,   0.7468, 0.517206
2064,   0.7468, 0.517456
2065,   0.7468, 0.514847
2066,   0.7468, 0.517973
2067,   0.7468, 0.516001
2068,   0.7468, 0.520959
2069,   0.7468, 0.516592
2070,   0.7468, 0.529426
2071,   0.7468,  0.53305
2072,   0.7468, 0.527784
2073,   0.7468, 0.524191
2074,   0.7468, 0.525502
2075,   0.7468, 0.525896
2076,   0.7468, 0.518281
2077,   0.7468,  0.50437
2078,   0.7468, 0.520591
2079,   0.7468, 0.522782
2080,   0.7468, 0.523706
2081,   0.7468, 0.518675
2082,   0.7468, 0.523847
2083,   0.7468, 0.515729
2084,   0.7468, 0.519701
2085,   0.7468,  0.52089
2086,   0.7468, 0.526198
2087,   0.7468, 0.525543
2088,   0.7468, 0.517696
2089,   0.7468,  0.52029
2090,   0.7468, 0.516065
2091,   0.7468, 0.507987
2092,   0.7468, 0.507697
2093,   0.7468, 0.511855
2094,   0.7468, 0.515597
2095,   0.7468, 0.516765
2096,   0.7468, 0.515342
2097,   0.7468, 0.514352
2098,   0.7468, 0.511301
2099,   0.7468, 0.501505
2100,   0.7468, 0.506728
2101,   0.7468,  0.50856
2102,   0.7468,  0.51054
2103,   0.7468, 0.509833
2104,   0.7468, 0.509245
2105,   0.7468, 0.513153
2106,   0.7468, 0.516486
2107,   0.7468, 0.509579
2108,   0.7468, 0.514708
2109,   0.7468, 0.519775
2110,   0.7468, 0.518168
2111,   0.7468, 0.522101
2112,   0.7468, 0.528483
2113,   0.7468, 0.530654
2114,   0.7468, 0.523278
2115,   0.7468, 0.522295
2116,   0.7468, 0.519197
2117,   0.7468, 0.517457
2118,   0.7468, 0.529658
2119,   0.7468,  0.52751
2120,   0.7468, 0.526521
2121,   0.7468, 0.524993
2122,   0.7468, 0.528109
2123,   0.7468, 0.526699
2124,   0.7468, 0.520775
2125,   0.7468, 0.527576
2126,   0.7468, 0.523709
2127,   0.7468, 0.519193
2128,   0.7468, 0.513189
2129,   0.7468,  0.51393
2130,   0.7468, 0.513041
2131,   0.7468, 0.520083
2132,   0.7468, 0.523357
2133,   0.7468, 0.521962
2134,   0.7468, 0.518242
2135,   0.7468, 0.522785
2136,   0.7468, 0.521032
2137,   0.7468,  0.51826
2138,   0.7468, 0.527588
2139,   0.7468, 0.527136
2140,   0.7468, 0.530008
2141,   0.7468, 0.522127
2142,   0.7468, 0.524072
2143,   0.7468, 0.517891
2144,   0.7468, 0.516047
2145,   0.7468, 0.509903
2146,   0.7468, 0.507083
2147,   0.7468, 0.508292
2148,   0.7468, 0.508503
2149,   0.7468, 0.503638
2150,   0.7468, 0.512791
2151,   0.7468, 0.516866
2152,   0.7468, 0.513052
2153,   0.7468, 0.516427
2154,   0.7468, 0.519179
2155,   0.7468, 0.516144
2156,   0.7468, 0.522146
2157,   0.7468, 0.518914
2158,   0.7468, 0.509824
2159,   0.7468, 0.512312
2160,   0.7468, 0.515171
2161,   0.7468, 0.516688
2162,   0.7468, 0.514468
2163,   0.7468, 0.514874
2164,   0.7468, 0.517821
2165,   0.7468,  0.51637
2166,   0.7468, 0.526044
2167,   0.7468, 0.521488
2168,   0.7468,   0.5243
2169,   0.7468, 0.522218
2170,   0.7468, 0.521257
2171,   0.7468, 0.532747
2172,   0.7468, 0.532751
2173,   0.7468, 0.531263
2174,   0.7468, 0.518813
2175,   0.7468, 0.515701
2176,   0.7468, 0.508942
2177,   0.7468,  0.51037
2178,   0.7468, 0.514004
2179,   0.7468, 0.513468
2180,   0.7468, 0.512779
2181,   0.7468, 0.517134
2182,   0.7468, 0.513465
2183,   0.7468, 0.517493
2184,   0.7468, 0.524324
2185,   0.7468, 0.522271
2186,   0.7468, 0.524481
2187,   0.7468, 0.518113
2188,   0.7468, 0.517169
2189,   0.7468, 0.517483
2190,   0.7468, 0.515127
2191,   0.7468, 0.514191
2192,   0.7468, 0.519849
2193,   0.7468, 0.522525
2194,   0.7468, 0.523184
2195,   0.7468,  0.52531
2196,   0.7468, 0.521736
2197,   0.7468, 0.519131
2198,   0.7468, 0.520872
2199,   0.7468, 0.525779
2200,   0.7468, 0.526527
2201,   0.7468, 0.523664
2202,   0.7468, 0.516886
2203,   0.7468,  0.51574
2204,   0.7468, 0.517835
2205,   0.7468, 0.514521
2206,   0.7468, 0.515392
2207,   0.7468, 0.515402
2208,   0.7468, 0.510556
2209,   0.7468, 0.508713
2210,   0.7468, 0.504667
2211,   0.7468, 0.508233
2212,   0.7468, 0.510585
2213,   0.7468,  0.51665
2214,   0.7468, 0.524718
2215,   0.7468, 0.522807
2216,   0.7468, 0.536044
2217,   0.7468, 0.534256
2218,   0.7468, 0.529979
2219,   0.7468, 0.529937
2220,   0.7468, 0.538943
2221,   0.7468, 0.533057
2222,   0.7468, 0.529612
2223,    0.746,  0.52357
2224,    0.746, 0.530661
2225,    0.746, 0.532462
2226,    0.746, 0.521071
2227,    0.746, 0.510649
2228,    0.746, 0.510449
2229,    0.746, 0.505771
2230,    0.746, 0.505291
2231,    0.746, 0.502095
2232,    0.746, 0.502025
2233,    0.746, 0.500405
2234,    0.746, 0.507498
2235,    0.746, 0.509027
2236,    0.746, 0.510885
2237,    0.746, 0.513277
2238,    0.746, 0.521653
2239,    0.746, 0.518253
2240,    0.746, 0.516225
2241,    0.746, 0.508649
2242,    0.746, 0.511832
2243,    0.746,  0.51349
2244,    0.746, 0.513413
2245,    0.746, 0.513677
2246,    0.746, 0.504019
2247,    0.746, 0.503894
2248,    0.746, 0.501011
2249,    0.746, 0.508941
2250,    0.746,  0.50952
2251,    0.746,  0.50609
2252,    0.746, 0.515811
2253,    0.746, 0.505898
2254,    0.746, 0.510429
2255,    0.746, 0.516126
2256,    0.746, 0.515666
2257,    0.746, 0.523242
2258,    0.746,  0.51316
2259,    0.746, 0.504135
2260,    0.746,  0.49925
2261,    0.746, 0.500127
2262,    0.746, 0.500154
2263,    0.746, 0.509554
2264,    0.746, 0.519851
2265,    0.746, 0.516463
2266,    0.746, 0.524551
2267,    0.746, 0.521176
2268,    0.746, 0.531713
2269,    0.746, 0.529317
2270,   0.7465, 0.522929
2271,   0.7465, 0.516473
2272,   0.7465, 0.515801
2273,   0.7465, 0.508836
2274,   0.7465, 0.506572
2275,   0.7465, 0.508396
2276,   0.7465, 0.506637
2277,   0.7465, 0.506633
2278,   0.7465, 0.507982
2279,   0.7465, 0.508946
2280,   0.7465,  0.51751
2281,   0.7465,  0.52599
2282,   0.7465, 0.528385
2283,   0.7465, 0.530737
2284,   0.7465, 0.529577
2285,   0.7465, 0.530396
2286,   0.7465, 0.531872
2287,   0.7465, 0.539765
2288,   0.7465, 0.533405
2289,   0.7465, 0.530555
2290,   0.7465, 0.526322
2291,   0.7465, 0.523553
2292,   0.7465,  0.52962
2293,   0.7465, 0.536839
2294,   0.7465, 0.526655
2295,   0.7465, 0.537069
2296,   0.7465, 0.533127
2297,   0.7465, 0.528841
2298,   0.7465, 0.533091
2299,   0.7465, 0.527229
2300,   0.7465, 0.521408
2301,   0.7465, 0.521396
2302,   0.7465, 0.517105
2303,   0.7465, 0.511705
2304,   0.7465, 0.511047
2305,   0.7465, 0.515114
2306,   0.7465, 0.510028
2307,   0.7465, 0.511208
2308,   0.7465, 0.519094
2309,   0.7465, 0.514353
2310,   0.7465, 0.522422
2311,   0.7465, 0.522631
2312,   0.7465, 0.524197
2313,   0.7465, 0.524369
2314,   0.7465, 0.527539
2315,   0.7465,  0.52855
2316,   0.7465, 0.530617
2317,   0.7465, 0.522669
2318,   0.7465, 0.513468
2319,   0.7465, 0.518233
2320,   0.7465, 0.516352
2321,   0.7465, 0.509776
2322,   0.7465, 0.517199
2323,   0.7465, 0.518497
2324,   0.7465, 0.523735
2325,   0.7465, 0.529339
2326,   0.7465, 0.521275
2327,   0.7465, 0.514903
2328,   0.7465, 0.517835
2329,   0.7465, 0.522569
2330,   0.7465, 0.530482
2331,   0.7465,  0.51676
2332,   0.7465, 0.510238
2333,   0.7465, 0.512766
2334,   0.7465, 0.506914
2335,   0.7465, 0.506549
2336,   0.7465, 0.509838
2337,   0.7465, 0.524459
2338,   0.7465, 0.535586
2339,   0.7465, 0.539158
2340,   0.7465, 0.544273
2341,   0.7465, 0.537516
2342,   0.7465, 0.531381
2343,   0.7465, 0.527161
2344,   0.7465, 0.521267
2345,   0.7465, 0.523723
2346,   0.7465, 0.525397
2347,   0.7465, 0.524695
2348,   0.7465, 0.517195
2349,   0.7465, 0.511388
2350,   0.7465, 0.513402
2351,   0.7465, 0.518756
2352,   0.7465, 0.523903
2353,   0.7465, 0.523458
2354,   0.7465, 0.525044
2355,   0.7465, 0.517608
2356,   0.7465, 0.525813
2357,   0.7465, 0.528384
2358,   0.7465, 0.524439
2359,   0.7465, 0.522117
2360,   0.7465, 0.520249
2361,   0.7465, 0.512303
2362,   0.7465, 0.509731
2363,   0.7465, 0.513156
2364,   0.7465, 0.519103
2365,   0.7465, 0.523686
2366,   0.7465,   0.5201
2367,   0.7465, 0.524103
2368,   0.7465, 0.524048
2369,   0.7465, 0.518903
2370,   0.7465, 0.523872
2371,   0.7465, 0.516824
2372,   0.7465, 0.522788
2373,   0.7465, 0.516998
2374,   0.7465, 0.516674
2375,   0.7465, 0.519526
2376,   0.7465, 0.519869
2377,   0.7465, 0.505717
2378,   0.7465, 0.517504
2379,   0.7465, 0.506962
2380,   0.7465, 0.501741
2381,   0.7465,  0.50308
2382,   0.7465, 0.518822
2383,   0.7465, 0.522926
2384,   0.7465, 0.516018
2385,   0.7465,  0.51844
2386,   0.7465, 0.518053
2387,   0.7465, 0.516021
2388,   0.7465, 0.524092
2389,   0.7465, 0.522212
2390,   0.7465, 0.525206
2391,   0.7465, 0.519424
2392,   0.7465, 0.515881
2393,   0.7465, 0.512914
2394,   0.7465, 0.525951
2395,   0.7465, 0.531643
2396,   0.7465, 0.530634
2397,   0.7465, 0.532429
2398,   0.7465, 0.532367
2399,   0.7465, 0.524156
2400,   0.7465, 0.515895
2401,   0.7465, 0.518384
2402,   0.7465, 0.524761
2403,   0.7465, 0.520323
2404,   0.7465, 0.529622
2405,   0.7465,  0.52135
2406,   0.7495, 0.529763
2407,   0.7495, 0.530962
2408,   0.7495, 0.518114
2409,   0.7495, 0.526537
2410,   0.7495,  0.51479
2411,   0.7495,  0.52648
2412,   0.7495, 0.524244
2413,   0.7495, 0.523823
2414,   0.7495, 0.526268
2415,   0.7495, 0.525355
2416,   0.7495, 0.528815
2417,   0.7495, 0.530518
2418,   0.7495, 0.529709
2419,   0.7505, 0.528835
2420,   0.7505, 0.520208
2421,   0.7505, 0.515367
2422,   0.7505, 0.511047
2423,   0.7505, 0.503706
2424,   0.7505, 0.510319
2425,   0.7505, 0.510822
2426,   0.7536, 0.511877
2427,   0.7536, 0.513973
2428,   0.7536, 0.509931
2429,   0.7536, 0.512062
2430,   0.7536, 0.516005
2431,   0.7536, 0.521206
2432,   0.7602, 0.522922
2433,   0.7602, 0.525549
2434,   0.7602, 0.532154
