gen, roulette_hypot_uniform_best, roulette_hypot_uniform_ave
1858,   0.6659,  0.48985
1859,   0.6659, 0.490012
1860,   0.6659, 0.483215
1861,   0.6659, 0.486667
1862,   0.6659, 0.484947
1863,   0.6659, 0.481344
1864,   0.6659, 0.469534
1865,   0.6659, 0.465075
1866,   0.6659, 0.464744
1867,   0.6659, 0.462764
1868,   0.6659, 0.471744
1869,   0.6659,   0.4797
1870,   0.6659, 0.484448
1871,   0.6659, 0.488984
1872,   0.6659, 0.486945
1873,   0.6659, 0.486086
1874,   0.6659, 0.487501
1875,   0.6659, 0.488137
1876,   0.6659, 0.491399
1877,   0.6659, 0.486697
1878,   0.6659, 0.486802
1879,   0.6697,  0.48743
1880,   0.6697, 0.489875
1881,   0.6697, 0.492444
1882,   0.6697, 0.494471
1883,   0.6697, 0.489296
1884,   0.6697,  0.49059
1885,   0.6697, 0.489295
1886,   0.6697, 0.483815
1887,   0.6697, 0.488454
1888,   0.6697, 0.480753
1889,   0.6697, 0.485449
1890,   0.6697, 0.484113
1891,   0.6697, 0.490542
1892,   0.6697, 0.488133
1893,   0.6697,  0.48752
1894,   0.6697, 0.490631
1895,   0.6697, 0.493429
1896,   0.6697, 0.491628
1897,   0.6697, 0.492025
1898,   0.6697, 0.491701
1899,   0.6697, 0.493668
1900,   0.6697, 0.501231
1901,   0.6697, 0.499849
1902,   0.6697, 0.505265
1903,   0.6697, 0.504606
1904,   0.6697, 0.501198
1905,   0.6697, 0.498142
1906,   0.6697, 0.488125
1907,   0.6697, 0.493342
1908,   0.6697, 0.492606
1909,   0.6697,   0.4861
1910,   0.6697, 0.483097
1911,   0.6697, 0.485868
1912,   0.6697, 0.481506
1913,   0.6697, 0.486741
1914,   0.6697, 0.491311
1915,   0.6697,  0.48664
1916,   0.6697, 0.488681
1917,   0.6697, 0.481016
1918,   0.6697, 0.480166
1919,   0.6697, 0.479342
1920,   0.6666, 0.479729
1921,   0.6666, 0.479122
1922,   0.6666, 0.486834
1923,   0.6666, 0.477262
1924,   0.6666, 0.473078
1925,   0.6666, 0.475021
1926,   0.6666, 0.484587
1927,   0.6666, 0.477535
1928,   0.6666, 0.479146
1929,   0.6666, 0.476178
1930,   0.6666, 0.473348
1931,   0.6666, 0.482473
1932,   0.6666, 0.473873
1933,   0.6666, 0.485922
1934,   0.6666,  0.48762
1935,   0.6666, 0.482258
1936,   0.6666, 0.484441
1937,   0.6666, 0.491339
1938,   0.6666, 0.491162
1939,   0.6666, 0.489208
1940,   0.6666, 0.485227
1941,   0.6666, 0.479667
1942,   0.6666, 0.482691
1943,   0.6666, 0.480595
1944,   0.6666, 0.479831
1945,   0.6666, 0.483046
1946,   0.6666,  0.48673
1947,   0.6666, 0.492052
1948,   0.6691, 0.485505
1949,   0.6691, 0.492246
1950,   0.6691, 0.494838
1951,   0.6691, 0.488888
1952,   0.6691, 0.486481
1953,    0.673,  0.48566
1954,    0.673, 0.485525
1955,    0.673, 0.492487
1956,    0.673, 0.489403
1957,    0.673, 0.489116
1958,    0.673, 0.493612
1959,    0.673, 0.491691
1960,    0.673, 0.488235
1961,    0.673, 0.489943
1962,    0.673, 0.485665
1963,    0.673, 0.476525
1964,    0.673, 0.483535
1965,    0.673, 0.479901
1966,    0.673, 0.476889
1967,    0.673, 0.481777
1968,    0.673, 0.480973
1969,    0.673,  0.48128
1970,    0.673,  0.48348
1971,    0.673, 0.490634
1972,    0.673, 0.486436
1973,    0.673,  0.48542
1974,    0.673, 0.482943
1975,   0.6684, 0.489161
1976,   0.6684, 0.486261
1977,   0.6684, 0.485598
1978,   0.6684, 0.484969
1979,   0.6684, 0.491195
1980,   0.6684, 0.492088
1981,   0.6684, 0.490686
1982,   0.6684,   0.4942
1983,   0.6684, 0.503792
1984,   0.6684, 0.500473
1985,   0.6684,  0.49674
1986,   0.6728, 0.493208
1987,   0.6728, 0.494093
1988,   0.6728, 0.492495
1989,   0.6728, 0.493188
1990,   0.6728, 0.496222
1991,   0.6728, 0.495505
1992,   0.6728, 0.499168
1993,   0.6728, 0.495005
1994,   0.6747, 0.497701
1995,   0.6747, 0.496466
1996,   0.6747, 0.490561
1997,   0.6747, 0.481235
1998,   0.6747, 0.485183
1999,   0.6747, 0.486889
2000,   0.6747,  0.48663
2001,   0.6747, 0.482801
2002,   0.6747, 0.485646
2003,   0.6747, 0.481363
2004,   0.6747, 0.479857
2005,   0.6747, 0.485997
2006,   0.6747, 0.482004
2007,   0.6747, 0.484518
2008,   0.6747, 0.487291
2009,   0.6747, 0.485364
2010,   0.6747, 0.488555
2011,   0.6747, 0.482602
2012,   0.6747, 0.482091
2013,   0.6747, 0.482853
2014,   0.6747, 0.488074
2015,   0.6747, 0.486239
2016,   0.6747, 0.482753
2017,   0.6809,  0.48473
2018,   0.6809, 0.484158
2019,   0.6809, 0.482407
2020,   0.6809, 0.480552
2021,   0.6809, 0.481148
2022,   0.6809, 0.478595
2023,   0.6809, 0.483414
2024,   0.6809, 0.484558
2025,   0.6809,  0.48817
2026,   0.6809, 0.486722
2027,   0.6809, 0.480776
2028,   0.6809, 0.480011
2029,   0.6809,  0.47906
2030,   0.6809, 0.481784
2031,   0.6809, 0.478346
2032,   0.6809, 0.474973
2033,   0.6809, 0.475518
2034,   0.6809, 0.480264
2035,   0.6809, 0.475578
2036,   0.6809, 0.481536
2037,   0.6809, 0.481542
2038,   0.6809, 0.481656
2039,   0.6809, 0.480104
2040,   0.6809, 0.476674
2041,   0.6809,   0.4833
2042,   0.6809, 0.483955
2043,   0.6809, 0.487235
2044,   0.6809, 0.484641
2045,   0.6809, 0.484441
2046,   0.6809,  0.48516
2047,   0.6809, 0.481809
2048,   0.6809, 0.481407
2049,   0.6809, 0.481558
2050,   0.6809,  0.47917
2051,   0.6809, 0.486555
2052,   0.6809, 0.488701
2053,   0.6809,  0.48608
2054,   0.6809, 0.484994
2055,   0.6809, 0.489651
2056,   0.6768,   0.4872
2057,   0.6768, 0.493976
2058,   0.6768, 0.486729
2059,   0.6768, 0.485026
2060,   0.6768, 0.485775
2061,   0.6768, 0.478593
2062,   0.6768, 0.483319
2063,   0.6768, 0.477847
2064,   0.6768, 0.479856
2065,   0.6768, 0.478691
2066,   0.6768, 0.484594
2067,   0.6768, 0.480466
2068,   0.6768, 0.479901
2069,   0.6768, 0.479556
2070,   0.6768, 0.484502
2071,   0.6768, 0.492455
2072,   0.6768, 0.488726
2073,   0.6768,  0.48578
2074,   0.6768, 0.480325
2075,   0.6768, 0.476596
2076,   0.6768, 0.475817
2077,   0.6768, 0.477755
2078,   0.6768,  0.47908
2079,   0.6768, 0.482768
2080,   0.6768, 0.479631
2081,   0.6768,  0.48138
2082,   0.6768, 0.479345
2083,   0.6768, 0.483326
2084,   0.6768, 0.487056
2085,   0.6768,  0.49347
2086,   0.6768, 0.493184
2087,   0.6768, 0.499959
2088,   0.6768, 0.499735
2089,   0.6768, 0.498825
2090,   0.6768, 0.495745
2091,   0.6768, 0.494404
2092,   0.6768, 0.503447
2093,   0.6768, 0.505288
2094,   0.6768, 0.496447
2095,   0.6768,  0.49863
2096,   0.6768, 0.498462
2097,   0.6768, 0.486963
2098,   0.6768, 0.487262
2099,   0.6768, 0.487363
2100,   0.6768, 0.492762
2101,   0.6768, 0.494504
2102,   0.6768, 0.489266
2103,   0.6768, 0.484728
2104,   0.6768, 0.490265
2105,   0.6768, 0.491189
2106,   0.6768, 0.491661
2107,   0.6768, 0.487451
2108,   0.6768, 0.488849
2109,   0.6768, 0.492564
2110,   0.6768, 0.481674
2111,   0.6768,  0.48877
2112,   0.6768, 0.488167
2113,   0.6768, 0.488436
2114,   0.6768, 0.493686
2115,   0.6768, 0.488687
2116,   0.6768, 0.480843
2117,   0.6768, 0.486398
2118,   0.6768, 0.486558
2119,   0.6768, 0.484454
2120,   0.6768,  0.48437
2121,   0.6768, 0.483785
2122,   0.6768, 0.488666
2123,   0.6768, 0.494851
2124,   0.6768, 0.494154
2125,   0.6768, 0.495984
2126,   0.6768, 0.489621
2127,   0.6768, 0.492453
2128,   0.6768, 0.497557
2129,   0.6768, 0.492203
2130,   0.6768, 0.487358
2131,   0.6768, 0.489143
2132,   0.6768, 0.488157
2133,   0.6768, 0.486524
2134,   0.6768, 0.486356
2135,   0.6768, 0.489027
2136,   0.6768,  0.48338
2137,   0.6768, 0.479935
2138,   0.6768, 0.485391
2139,   0.6768, 0.482935
2140,   0.6768, 0.484849
2141,   0.6768, 0.484701
2142,   0.6768,  0.48702
2143,   0.6768, 0.488717
2144,   0.6768, 0.482158
2145,   0.6768, 0.479408
2146,   0.6768, 0.482163
2147,   0.6768, 0.485129
2148,   0.6768, 0.490716
2149,   0.6768, 0.487444
2150,   0.6768, 0.487651
2151,   0.6768, 0.489168
2152,   0.6768, 0.492685
2153,   0.6768, 0.500399
2154,   0.6768, 0.496947
2155,   0.6768, 0.495845
2156,   0.6768,  0.50089
2157,   0.6768, 0.488932
2158,   0.6768, 0.487336
2159,   0.6768, 0.488133
2160,   0.6768, 0.490828
2161,   0.6768, 0.491058
2162,   0.6768, 0.489653
2163,   0.6768, 0.491627
2164,   0.6768,  0.49654
2165,   0.6768, 0.502786
2166,   0.6768, 0.505444
2167,   0.6768, 0.497977
2168,   0.6768, 0.498646
2169,   0.6768, 0.489947
2170,   0.6768, 0.488887
2171,   0.6768,  0.50048
2172,   0.6768, 0.495147
2173,   0.6768, 0.496383
2174,   0.6768, 0.492691
2175,   0.6768, 0.493935
2176,   0.6768, 0.493952
2177,   0.6768, 0.486389
2178,   0.6768, 0.487045
2179,   0.6768, 0.487877
2180,   0.6768, 0.482817
2181,   0.6768, 0.480464
2182,   0.6823, 0.487498
2183,   0.6823,  0.48901
2184,   0.6823, 0.483631
2185,   0.6823, 0.478493
2186,   0.6823, 0.477712
2187,   0.6823, 0.475629
2188,   0.6823, 0.474568
2189,   0.6823, 0.474745
2190,   0.6823, 0.478952
2191,   0.6823, 0.479807
2192,   0.6823, 0.484901
2193,   0.6823, 0.480564
2194,   0.6823, 0.490817
2195,   0.6823,   0.4832
2196,   0.6823, 0.485634
2197,   0.6823, 0.483728
2198,   0.6823, 0.490167
2199,   0.6823, 0.486235
2200,   0.6823, 0.492909
2201,   0.6823, 0.493947
2202,   0.6823, 0.492588
2203,   0.6823, 0.493241
2204,   0.6823, 0.493663
2205,   0.6823, 0.490729
2206,   0.6823, 0.496826
2207,   0.6823, 0.489859
2208,   0.6823, 0.489185
2209,   0.6823, 0.489296
2210,   0.6823, 0.491649
2211,   0.6823, 0.491434
2212,   0.6823, 0.495274
2213,   0.6823, 0.496217
2214,   0.6848, 0.494431
2215,   0.6848, 0.492289
2216,   0.6848, 0.492098
2217,   0.6848,  0.48805
2218,   0.6848, 0.480109
2219,   0.6848, 0.478978
2220,   0.6848, 0.481525
2221,   0.6848, 0.485761
2222,   0.6848, 0.488016
2223,   0.6848, 0.486107
2224,   0.6848, 0.481244
2225,   0.6848, 0.477141
2226,   0.6848, 0.475665
2227,   0.6848, 0.479057
2228,   0.6848,   0.4794
2229,   0.6848, 0.484005
2230,   0.6848, 0.487924
2231,   0.6848, 0.490867
2232,   0.6848, 0.491549
2233,   0.6848, 0.488875
2234,   0.6848, 0.488557
2235,   0.6848,   0.4937
2236,   0.6848, 0.497737
2237,   0.6848, 0.493335
2238,   0.6848, 0.490852
2239,   0.6848, 0.496276
2240,   0.6848, 0.492032
2241,   0.6848, 0.493064
2242,   0.6848, 0.493711
2243,   0.6848, 0.491413
2244,   0.6848, 0.495341
2245,   0.6848, 0.489756
2246,   0.6848, 0.485089
2247,   0.6848, 0.488042
2248,   0.6848, 0.490876
2249,   0.6848, 0.496594
2250,   0.6848, 0.496872
2251,   0.6848, 0.490764
2252,   0.6848,  0.48684
2253,   0.6848, 0.489071
2254,   0.6848, 0.488136
2255,   0.6848,  0.48638
2256,   0.6848, 0.486786
2257,   0.6848, 0.487134
2258,   0.6848, 0.487478
2259,   0.6848, 0.490162
2260,   0.6848, 0.488102
2261,   0.6848, 0.489428
2262,   0.6848, 0.496443
2263,   0.6848, 0.490577
2264,   0.6848,  0.49046
2265,   0.6848, 0.486143
2266,   0.6848, 0.488836
2267,   0.6848, 0.488075
2268,   0.6848, 0.485727
2269,   0.6848, 0.487365
2270,   0.6848, 0.492388
2271,   0.6848, 0.497776
2272,   0.6848, 0.496753
2273,   0.6848, 0.501795
2274,   0.6848, 0.497658
2275,   0.6848, 0.497582
2276,   0.6848, 0.496644
2277,   0.6848, 0.495161
2278,   0.6848, 0.488763
2279,   0.6848, 0.497282
2280,   0.6848, 0.493406
2281,   0.6848, 0.494517
2282,   0.6848, 0.488785
2283,   0.6848, 0.488171
2284,   0.6848, 0.484284
2285,   0.6848, 0.490324
2286,   0.6848, 0.488768
2287,   0.6848, 0.490688
2288,   0.6848, 0.490288
2289,   0.6848, 0.486906
2290,   0.6848,  0.49077
2291,   0.6848, 0.488305
2292,   0.6848, 0.489204
2293,   0.6848, 0.482515
2294,   0.6848,  0.48608
2295,   0.6848,  0.48718
2296,   0.6848,  0.49387
2297,   0.6848, 0.490382
2298,   0.6848, 0.487799
2299,   0.6848, 0.485984
2300,   0.6848, 0.488421
2301,   0.6848, 0.486647
2302,   0.6848,  0.48442
2303,   0.6848, 0.492784
2304,   0.6848, 0.492319
2305,   0.6848, 0.490288
2306,   0.6848, 0.490183
2307,   0.6848, 0.487079
2308,   0.6848, 0.487101
2309,   0.6848, 0.491315
2310,   0.6848, 0.492441
2311,   0.6848, 0.490781
2312,   0.6848, 0.490181
2313,   0.6848, 0.486213
2314,   0.6848,  0.48411
2315,   0.6848, 0.482394
2316,   0.6848, 0.482186
2317,   0.6848, 0.486385
2318,   0.6848, 0.492991
2319,   0.6848, 0.492069
2320,   0.6848, 0.494453
2321,   0.6848,   0.4914
2322,   0.6848, 0.484975
2323,   0.6848, 0.490246
2324,   0.6848, 0.483092
2325,   0.6848, 0.487262
2326,   0.6848,  0.48192
2327,   0.6848, 0.485011
2328,   0.6848, 0.490134
2329,   0.6848, 0.487157
2330,   0.6848, 0.485276
2331,   0.6848, 0.481587
2332,   0.6848, 0.482198
2333,   0.6848, 0.482662
2334,   0.6848, 0.475713
2335,   0.6848, 0.482682
2336,   0.6859, 0.487048
2337,   0.6859, 0.489668
2338,   0.6859, 0.490773
2339,   0.6859, 0.483746
2340,   0.6859,  0.49142
2341,   0.6859,  0.49115
2342,   0.6859,  0.48937
2343,   0.6859, 0.490674
2344,   0.6859,  0.49041
2345,   0.6859,  0.49347
2346,   0.6859, 0.490969
2347,   0.6859, 0.495448
2348,   0.6859,  0.49262
2349,   0.6859, 0.491616
2350,   0.6859, 0.495937
2351,   0.6859, 0.494088
2352,   0.6859, 0.495321
2353,   0.6859, 0.484198
2354,   0.6859, 0.480257
2355,   0.6859, 0.487779
2356,   0.6859, 0.483874
2357,   0.6859, 0.485475
2358,   0.6859, 0.488508
2359,   0.6859, 0.488375
2360,   0.6859, 0.488551
2361,   0.6859,   0.4897
2362,   0.6859, 0.489595
2363,   0.6859, 0.484406
2364,   0.6859, 0.480946
2365,   0.6859, 0.480332
2366,   0.6859, 0.482695
2367,   0.6859,  0.48438
2368,   0.6859, 0.486162
2369,   0.6859, 0.487687
2370,   0.6859, 0.483187
2371,   0.6859, 0.488763
2372,   0.6859, 0.491107
2373,   0.6859, 0.496406
2374,   0.6859, 0.494249
2375,   0.6859, 0.494702
2376,   0.6859, 0.494169
2377,   0.6859, 0.492954
2378,   0.6859,  0.49731
2379,   0.6859,  0.49278
2380,   0.6859, 0.494907
2381,   0.6859, 0.488244
2382,   0.6859, 0.489473
2383,   0.6859, 0.487816
2384,   0.6859, 0.490015
2385,   0.6859, 0.492406
2386,   0.6859, 0.498168
2387,   0.6859, 0.485005
2388,   0.6859, 0.490733
2389,   0.6859, 0.488539
2390,   0.6859, 0.490858
2391,   0.6859, 0.486797
2392,   0.6859, 0.492853
2393,   0.6859,  0.49485
2394,   0.6859, 0.494411
2395,   0.6859, 0.493125
2396,   0.6859, 0.493027
2397,   0.6859, 0.497866
2398,   0.6859, 0.493709
2399,   0.6859, 0.499011
2400,   0.6859, 0.493453
2401,   0.6859, 0.496776
2402,   0.6859, 0.495471
2403,   0.6859, 0.494249
2404,   0.6859, 0.487372
2405,   0.6859, 0.486854
2406,   0.6909, 0.492898
2407,   0.6909, 0.490575
2408,   0.6838, 0.494485
2409,   0.6838, 0.498029
2410,   0.6838, 0.493625
2411,   0.6838, 0.492748
2412,   0.6838, 0.499233
2413,   0.6838, 0.498394
2414,   0.6838, 0.498176
2415,   0.6838,  0.49456
2416,   0.6838, 0.494099
2417,   0.6838, 0.493118
2418,   0.6838, 0.494976
2419,   0.6838, 0.498323
2420,   0.6838, 0.500166
2421,   0.6838, 0.494537
2422,   0.6838, 0.498064
2423,   0.6838, 0.502019
2424,   0.6838, 0.492637
2425,   0.6838, 0.495555
2426,   0.6838, 0.491519
2427,   0.6838, 0.493754
2428,   0.6838, 0.501792
2429,   0.6838, 0.496332
2430,   0.6838, 0.495526
2431,   0.6838, 0.494728
2432,   0.6838, 0.504413
2433,   0.6838,  0.50113
2434,   0.6838, 0.501716
2435,   0.6838, 0.492817
2436,   0.6838, 0.493154
2437,   0.6838, 0.493526
2438,   0.6838, 0.498144
2439,   0.6838, 0.490148
2440,   0.6838, 0.488742
2441,   0.6838, 0.496828
2442,   0.6838,  0.49367
2443,   0.6838, 0.491599
2444,   0.6838, 0.495108
2445,   0.6838, 0.490554
2446,   0.6838,  0.49307
2447,   0.6838, 0.493975
2448,   0.6838, 0.495294
2449,   0.6838,  0.49366
2450,   0.6838, 0.494784
2451,   0.6838, 0.499146
2452,   0.6838, 0.495747
2453,   0.6838, 0.497458
2454,   0.6838, 0.494972
2455,   0.6838,  0.49714
2456,   0.6838, 0.495258
2457,   0.6838, 0.498642
2458,   0.6946, 0.495402
2459,   0.6946, 0.488671
2460,   0.6946, 0.486918
2461,   0.6946, 0.495923
2462,   0.6946,  0.49344
2463,   0.6946, 0.496169
2464,   0.6946, 0.496781
2465,   0.6946, 0.496279
2466,   0.6946, 0.496522
2467,   0.6946, 0.498845
2468,   0.6946, 0.489406
2469,   0.6946, 0.491173
2470,   0.6946, 0.490443
2471,   0.6946,  0.49551
2472,   0.6946, 0.488954
2473,   0.6946,  0.49613
2474,   0.6946, 0.494476
2475,   0.6946, 0.497018
2476,   0.6946, 0.495188
2477,   0.6946, 0.497309
2478,   0.6946, 0.494893
2479,   0.6946, 0.504867
2480,   0.6946, 0.504178
2481,   0.6946, 0.500777
2482,   0.6946, 0.502035
2483,   0.6946, 0.495551
2484,   0.6946, 0.489902
2485,   0.6946, 0.492286
2486,   0.6946, 0.485749
2487,   0.6946, 0.484799
2488,   0.6946, 0.489138
2489,   0.6946, 0.487073
2490,   0.6946, 0.490793
2491,   0.6946, 0.502862
2492,   0.6946,  0.50045
2493,   0.6946, 0.493403
2494,   0.6946, 0.490703
2495,   0.6946, 0.495162
2496,   0.6946, 0.498114
2497,   0.6946, 0.494047
2498,   0.6946, 0.489987
2499,   0.6991,  0.49277
2500,   0.6991, 0.498266
2501,   0.6991, 0.493467
2502,   0.6991,  0.49243
2503,   0.6991, 0.502085
2504,   0.6991, 0.501016
2505,   0.6991, 0.497977
2506,   0.6991, 0.508085
2507,   0.6991, 0.505915
2508,   0.6991, 0.507203
2509,   0.6991, 0.499403
2510,   0.6991, 0.495205
2511,   0.6991, 0.502283
2512,   0.6991, 0.500286
2513,   0.6991, 0.493818
2514,   0.6991,  0.49836
2515,   0.6991, 0.498413
2516,   0.6991, 0.498081
2517,   0.6991, 0.503854
2518,   0.7013,  0.50472
2519,   0.7013, 0.504154
2520,   0.7013,   0.5043
2521,   0.7013, 0.506573
2522,   0.7013, 0.507304
2523,   0.7013,  0.49718
2524,   0.7013, 0.500586
2525,   0.7013, 0.503659
2526,   0.7013, 0.503402
2527,   0.7013, 0.494336
2528,   0.7013, 0.493789
2529,   0.7013, 0.497357
2530,   0.7013, 0.499834
2531,   0.7013, 0.495102
2532,   0.7013, 0.499312
2533,   0.7013, 0.496043
2534,   0.7013, 0.489251
2535,   0.7013,  0.49032
2536,   0.7013, 0.488603
2537,   0.7013,  0.49335
2538,   0.7013, 0.492341
2539,   0.7013, 0.494877
2540,   0.7013,  0.49308
2541,   0.7013, 0.488077
2542,   0.7013, 0.489635
2543,   0.7013, 0.488255
2544,   0.7013, 0.490732
2545,   0.7013, 0.494954
2546,   0.7013, 0.499424
2547,   0.7013, 0.498986
2548,   0.7013, 0.493504
2549,   0.7013, 0.501932
2550,   0.7013,  0.49593
2551,   0.7013, 0.497131
2552,   0.7013, 0.489504
2553,   0.7013, 0.491389
2554,   0.7013, 0.482228
2555,   0.7013,  0.49062
2556,   0.7013, 0.482558
2557,   0.7013, 0.492386
2558,   0.7013, 0.494669
2559,   0.7013, 0.494037
2560,   0.7013, 0.496179
2561,   0.7013, 0.492278
2562,   0.7013, 0.487213
2563,   0.7013, 0.479374
2564,   0.7013,  0.48259
2565,   0.7013, 0.483944
2566,   0.7013,  0.49416
2567,   0.7013, 0.502894
2568,   0.7013,  0.50721
2569,   0.6978, 0.498163
2570,   0.6978, 0.492664
2571,   0.6978, 0.496645
2572,   0.6978, 0.503092
2573,   0.6978, 0.501737
2574,   0.6978, 0.498626
2575,   0.6978, 0.490706
2576,   0.6978, 0.487713
2577,   0.6978, 0.492038
2578,   0.6978, 0.497519
2579,   0.6978, 0.496401
2580,   0.6978, 0.492813
2581,   0.6978, 0.486338
2582,   0.6978, 0.489413
2583,   0.6978, 0.482594
2584,   0.6978, 0.480227
2585,   0.6978, 0.484585
2586,   0.6978, 0.492873
2587,   0.6978, 0.497461
2588,   0.6978, 0.490308
2589,   0.6978, 0.488804
2590,   0.6978, 0.496468
2591,   0.6978, 0.502102
2592,   0.6978,  0.49426
2593,   0.6978, 0.488526
2594,   0.6978, 0.490545
2595,   0.7058, 0.493481
2596,   0.7058, 0.497695
2597,   0.7058, 0.500005
2598,   0.7058, 0.495214
2599,   0.7058,  0.49556
2600,   0.7058, 0.499434
2601,   0.7058, 0.503751
2602,   0.7058, 0.499484
2603,   0.7058, 0.498808
2604,   0.7058, 0.492314
2605,   0.7058, 0.497555
2606,   0.7058, 0.497056
2607,   0.7058,  0.49599
2608,   0.7058, 0.492022
2609,   0.7058, 0.489022
2610,   0.7058, 0.501325
2611,   0.7058, 0.498599
2612,   0.7058,  0.50019
2613,   0.7058, 0.496944
2614,   0.7058, 0.503398
2615,   0.7058, 0.499174
2616,   0.7058, 0.508274
2617,   0.7058, 0.502654
2618,   0.7058, 0.505902
2619,   0.7058, 0.500704
2620,   0.7058, 0.497369
2621,   0.7058, 0.500386
2622,   0.7058, 0.500878
2623,   0.7058, 0.499842
2624,   0.7058, 0.498706
2625,   0.7058, 0.502079
2626,   0.7058, 0.495772
2627,   0.7058, 0.501165
2628,   0.7058, 0.500427
2629,   0.7058, 0.495556
2630,   0.7058, 0.498853
2631,   0.7058, 0.500529
2632,   0.7058, 0.502572
2633,   0.7058, 0.510619
2634,   0.7058, 0.504215
2635,   0.7058, 0.508474
2636,   0.7058,  0.50952
2637,   0.7058, 0.509426
2638,   0.7058, 0.508698
2639,   0.7058, 0.504964
2640,   0.7058, 0.500893
2641,   0.7058, 0.500251
2642,   0.7058, 0.499335
2643,   0.7058, 0.496426
2644,   0.7058, 0.494904
2645,   0.7058, 0.501661
2646,   0.7058, 0.500904
2647,   0.7058,   0.4971
2648,   0.7058, 0.495626
2649,   0.7058, 0.496244
2650,   0.7058, 0.500166
2651,   0.7058, 0.500138
2652,   0.7058, 0.500937
2653,   0.7058, 0.505765
2654,   0.7058, 0.505398
2655,   0.7058, 0.510805
2656,   0.7058, 0.508703
2657,   0.7058, 0.510135
2658,   0.7058, 0.513501
2659,   0.7058, 0.513056
2660,   0.7058, 0.518532
2661,   0.7058, 0.510209
2662,   0.7058, 0.507246
2663,   0.7058, 0.509623
2664,   0.7058, 0.505638
2665,   0.7058, 0.511246
2666,   0.7058, 0.508372
2667,   0.7058, 0.506365
2668,   0.7058, 0.511912
2669,   0.7058, 0.500175
2670,   0.7058, 0.497145
2671,   0.7058, 0.495571
2672,   0.7058, 0.495835
2673,   0.7058, 0.494887
2674,   0.7058, 0.497825
2675,   0.7058, 0.496248
2676,   0.7058, 0.492462
2677,   0.7058, 0.492508
2678,   0.7058, 0.490101
2679,   0.7058, 0.492299
2680,   0.7058, 0.487033
2681,   0.7058, 0.495339
2682,   0.7058, 0.501836
2683,   0.7058,  0.50391
2684,   0.7058, 0.505897
2685,   0.7058, 0.499633
2686,   0.7058, 0.497992
2687,   0.7058, 0.501372
2688,   0.7058, 0.498042
2689,   0.7058, 0.506778
2690,   0.7058, 0.503308
2691,   0.7058, 0.495421
2692,   0.7058, 0.501086
2693,   0.7058, 0.503169
2694,   0.7058, 0.502008
2695,   0.7058, 0.507383
2696,   0.7058, 0.497566
2697,   0.7058, 0.501978
2698,   0.7058, 0.504266
2699,   0.7058,  0.50291
2700,   0.7058, 0.501929
2701,   0.7058, 0.499328
2702,   0.7058, 0.499797
2703,   0.7058, 0.506059
2704,   0.7058, 0.502108
2705,   0.7058, 0.505581
2706,   0.7058, 0.510316
2707,   0.7058, 0.495491
2708,   0.7058, 0.493777
2709,   0.7058, 0.500761
2710,   0.7058, 0.503846
2711,   0.7058, 0.498171
2712,   0.7058, 0.500391
2713,   0.7058, 0.505498
2714,   0.7058, 0.500347
2715,   0.7058,  0.49979
2716,   0.7058, 0.495454
2717,   0.7058, 0.503606
2718,   0.7058,  0.50381
2719,   0.7058, 0.498428
2720,   0.7058, 0.501378
2721,   0.7058, 0.502198
2722,   0.7058, 0.505306
2723,   0.7058,  0.50272
2724,   0.7058,  0.50757
2725,   0.7058, 0.505722
2726,   0.7058, 0.498149
2727,   0.7058, 0.502943
2728,   0.7058, 0.503057
2729,   0.7058,  0.49969
2730,   0.7064, 0.499215
2731,   0.7064, 0.501463
2732,   0.7064, 0.502122
2733,   0.7064, 0.499725
2734,   0.7064, 0.498653
2735,   0.7064, 0.503286
2736,   0.7064, 0.497018
2737,   0.7064,  0.50046
2738,   0.7064, 0.495793
2739,   0.7064, 0.498459
2740,   0.7064, 0.493735
2741,   0.7064, 0.497674
2742,   0.7064, 0.493175
2743,   0.7064,  0.48805
2744,   0.7064, 0.490196
2745,   0.7064, 0.491122
2746,   0.7064, 0.488718
2747,   0.7064, 0.501809
2748,   0.7064, 0.503731
2749,   0.7064, 0.498387
2750,   0.7064, 0.496002
2751,   0.7064, 0.500264
2752,   0.7064, 0.507314
2753,   0.7064, 0.503974
2754,   0.7064,  0.50958
2755,   0.7064, 0.503117
2756,   0.7064, 0.504895
2757,   0.7064, 0.503501
2758,   0.7064, 0.495788
2759,   0.7064, 0.492302
2760,   0.7064,  0.49218
2761,   0.7064, 0.495147
2762,   0.7064, 0.495252
2763,   0.7064, 0.501667
2764,   0.7064, 0.498838
2765,   0.7064, 0.501588
2766,   0.7064, 0.499727
2767,   0.7064, 0.495815
2768,   0.7064, 0.505606
2769,   0.7064, 0.506853
2770,   0.7064,  0.50343
2771,   0.7064, 0.500513
2772,   0.7064,  0.50405
2773,   0.7064, 0.504013
2774,   0.7064, 0.505285
2775,   0.7064, 0.504148
2776,   0.7064, 0.500416
2777,   0.7064, 0.501557
2778,   0.7064, 0.502331
2779,   0.7064, 0.501948
2780,   0.7064,    0.507
2781,   0.7064, 0.503721
2782,   0.7064, 0.503604
2783,   0.7064, 0.500947
2784,   0.7064, 0.508336
2785,   0.7064, 0.507831
2786,   0.7064, 0.503296
2787,   0.7064, 0.509414
2788,   0.7064, 0.506539
2789,   0.7064, 0.505071
