gen, roulette_hypot_uniform_best, roulette_hypot_uniform_ave
 916,   0.6273,  0.45537
 917,   0.6273, 0.447452
 918,   0.6273, 0.449575
 919,   0.6273, 0.446071
 920,   0.6273, 0.450323
 921,   0.6273, 0.454933
 922,   0.6273, 0.456092
 923,   0.6273, 0.453986
 924,   0.6273, 0.455494
 925,   0.6273, 0.456012
 926,   0.6273, 0.452248
 927,   0.6273, 0.453169
 928,   0.6273, 0.452732
 929,   0.6273, 0.452556
 930,   0.6273, 0.451145
 931,   0.6273,  0.45076
 932,   0.6273, 0.447503
 933,   0.6273, 0.449834
 934,   0.6273, 0.453288
 935,   0.6273, 0.443096
 936,   0.6273, 0.444221
 937,   0.6273, 0.442952
 938,   0.6273, 0.449827
 939,   0.6273, 0.450004
 940,   0.6273, 0.450679
 941,   0.6273, 0.452897
 942,   0.6273, 0.456163
 943,   0.6273, 0.445921
 944,   0.6273, 0.445009
 945,   0.6273, 0.451611
 946,   0.6273, 0.445693
 947,   0.6273, 0.449864
 948,   0.6273, 0.455888
 949,   0.6273, 0.460597
 950,   0.6273, 0.457849
 951,   0.6273, 0.460042
 952,   0.6273, 0.463046
 953,   0.6273, 0.456488
 954,   0.6273, 0.463755
 955,   0.6273, 0.459518
 956,   0.6273, 0.458039
 957,   0.6273, 0.464694
 958,   0.6273,  0.46421
 959,   0.6273,  0.46234
 960,   0.6273, 0.460637
 961,   0.6273, 0.456339
 962,   0.6273, 0.454648
 963,   0.6273, 0.456641
 964,   0.6273, 0.457212
 965,   0.6273, 0.465875
 966,   0.6273, 0.459427
 967,   0.6273, 0.455411
 968,   0.6273, 0.457455
 969,   0.6273, 0.460733
 970,   0.6273, 0.460686
 971,   0.6273, 0.451227
 972,   0.6273, 0.451306
 973,   0.6273, 0.448504
 974,   0.6273, 0.451602
 975,   0.6273, 0.448472
 976,   0.6273, 0.451953
 977,   0.6273, 0.452386
 978,   0.6273, 0.460593
 979,   0.6273, 0.455035
 980,   0.6273, 0.454661
 981,   0.6273, 0.448995
 982,   0.6273, 0.445776
 983,   0.6273, 0.454664
 984,   0.6273, 0.449761
 985,   0.6273, 0.451508
 986,   0.6273, 0.459952
 987,   0.6273, 0.457396
 988,   0.6273, 0.460156
 989,   0.6273, 0.457985
 990,   0.6273, 0.454935
 991,   0.6273, 0.457643
 992,   0.6273,  0.45175
 993,   0.6273, 0.449772
 994,   0.6273, 0.453809
 995,   0.6273, 0.451992
 996,   0.6273,  0.44278
 997,   0.6273, 0.445666
 998,   0.6273, 0.451084
 999,   0.6273, 0.450154
1000,   0.6273, 0.450484
1001,   0.6273, 0.455673
1002,   0.6273, 0.448826
1003,   0.6273, 0.456909
1004,   0.6273, 0.452169
1005,   0.6273, 0.452989
1006,   0.6273, 0.456895
1007,   0.6273, 0.455764
1008,   0.6273, 0.453485
1009,   0.6273, 0.453255
1010,   0.6273, 0.458247
1011,   0.6273, 0.451634
1012,   0.6273, 0.455437
1013,   0.6273, 0.461237
1014,   0.6273, 0.461418
1015,   0.6273,  0.46262
1016,   0.6273,   0.4631
1017,   0.6354, 0.458638
1018,   0.6354, 0.461393
1019,   0.6354, 0.458759
1020,   0.6354, 0.455849
1021,   0.6354, 0.449111
1022,   0.6354, 0.450895
1023,   0.6354, 0.449276
1024,   0.6354, 0.448642
1025,   0.6354,  0.44499
1026,   0.6354, 0.453192
1027,   0.6354,  0.44982
1028,   0.6354, 0.449749
1029,   0.6354, 0.453717
1030,   0.6354, 0.447672
1031,   0.6354, 0.449638
1032,   0.6354, 0.446744
1033,   0.6354, 0.449699
1034,   0.6354, 0.443283
1035,   0.6354, 0.436496
1036,   0.6354, 0.446243
1037,   0.6354, 0.445926
1038,   0.6354,  0.45052
1039,   0.6354, 0.452302
1040,   0.6354, 0.450226
1041,   0.6354, 0.456985
1042,   0.6354, 0.451701
1043,   0.6354, 0.446736
1044,   0.6354, 0.449544
1045,   0.6354,  0.45165
1046,   0.6354, 0.447478
1047,   0.6354, 0.454931
1048,   0.6354, 0.448002
1049,   0.6354, 0.444805
1050,   0.6354, 0.443598
1051,   0.6335,   0.4496
1052,   0.6335, 0.455956
1053,   0.6335, 0.462844
1054,   0.6335, 0.457366
1055,   0.6335, 0.454878
1056,   0.6335, 0.452695
1057,   0.6335, 0.448688
1058,   0.6335, 0.453281
1059,   0.6335, 0.450328
1060,   0.6335, 0.453963
1061,   0.6335, 0.446844
1062,   0.6335, 0.453968
1063,   0.6335, 0.451104
1064,   0.6335, 0.452792
1065,   0.6335,  0.45128
1066,   0.6335, 0.452707
1067,   0.6335, 0.445902
1068,   0.6335, 0.451305
1069,   0.6335, 0.450768
1070,   0.6335, 0.459804
1071,   0.6335, 0.449604
1072,   0.6335, 0.448364
1073,   0.6335, 0.452848
1074,   0.6335, 0.447804
1075,   0.6335,  0.45118
1076,   0.6335, 0.456616
1077,   0.6335, 0.454139
1078,   0.6335, 0.449849
1079,   0.6335, 0.452989
1080,   0.6335, 0.455393
1081,   0.6335, 0.454951
1082,   0.6335, 0.453677
1083,   0.6335,  0.46176
1084,   0.6335, 0.455969
1085,   0.6335, 0.461896
1086,   0.6335, 0.462287
1087,   0.6335,  0.45566
1088,   0.6335, 0.454453
1089,   0.6335, 0.452661
1090,   0.6335, 0.454704
1091,   0.6335, 0.456868
1092,   0.6335, 0.452716
1093,   0.6335, 0.451898
1094,   0.6335, 0.458016
1095,   0.6335, 0.463363
1096,   0.6335, 0.460874
1097,   0.6335, 0.461249
1098,   0.6335,  0.45475
1099,   0.6335, 0.452605
1100,   0.6335, 0.449791
1101,   0.6335, 0.449023
1102,   0.6335, 0.451286
1103,   0.6335, 0.451908
1104,   0.6335, 0.453807
1105,   0.6335, 0.442409
1106,   0.6335, 0.455394
1107,    0.645, 0.455515
1108,    0.645,   0.4548
1109,    0.645,  0.45432
1110,    0.645, 0.455239
1111,    0.645,  0.46175
1112,    0.645, 0.465845
1113,    0.645, 0.460202
1114,    0.645,  0.45673
1115,    0.651, 0.462209
1116,    0.651, 0.455536
1117,    0.651, 0.463292
1118,    0.651,  0.46784
1119,   0.6535, 0.457801
1120,   0.6535, 0.458163
1121,   0.6535, 0.454999
1122,   0.6535, 0.458225
1123,   0.6535, 0.463538
1124,   0.6535, 0.461244
1125,   0.6535, 0.462196
1126,   0.6535, 0.465016
1127,   0.6535, 0.462371
1128,   0.6535, 0.458915
1129,    0.656, 0.466592
1130,    0.656, 0.456609
1131,    0.656, 0.456202
1132,    0.656, 0.455318
1133,    0.656, 0.454265
1134,    0.656, 0.452948
1135,    0.656, 0.455664
1136,    0.656, 0.459266
1137,    0.656, 0.465382
1138,    0.656, 0.470645
1139,    0.656, 0.462446
1140,    0.656, 0.458906
1141,    0.656, 0.458973
1142,    0.656, 0.455101
1143,    0.656, 0.458579
1144,    0.656, 0.451599
1145,    0.656, 0.450967
1146,    0.656, 0.459732
1147,    0.656, 0.455581
1148,    0.656, 0.461206
1149,    0.656, 0.457696
1150,    0.656, 0.458201
1151,    0.656,  0.46855
1152,    0.656, 0.466433
1153,    0.656,  0.45927
1154,    0.656, 0.459522
1155,    0.656, 0.460193
1156,    0.656, 0.459629
1157,    0.656, 0.464556
1158,    0.656, 0.453804
1159,    0.656, 0.457115
1160,    0.656, 0.460255
1161,    0.656, 0.461217
1162,    0.656, 0.459334
1163,    0.656, 0.455462
1164,    0.656,  0.45774
1165,    0.656,  0.45884
1166,    0.656, 0.454474
1167,    0.656, 0.451394
1168,    0.656, 0.457514
1169,    0.656, 0.453654
1170,    0.656, 0.454652
1171,    0.656, 0.456007
1172,    0.656,  0.46172
1173,    0.656,  0.46119
1174,    0.656, 0.461475
1175,    0.656, 0.462549
1176,    0.656, 0.462335
1177,    0.656, 0.459778
1178,    0.656, 0.464685
1179,    0.656, 0.470608
1180,    0.656, 0.466033
1181,    0.656, 0.463699
1182,    0.656, 0.460444
1183,    0.656, 0.462023
1184,    0.656, 0.467863
1185,    0.656, 0.461117
1186,    0.656, 0.462578
1187,    0.656, 0.463201
1188,    0.656, 0.462177
1189,    0.656, 0.460888
1190,    0.656,  0.46556
1191,    0.656, 0.460969
1192,    0.656, 0.459702
1193,    0.656, 0.457939
1194,    0.656, 0.461708
1195,    0.656, 0.465169
1196,    0.656, 0.469747
1197,    0.656, 0.465833
1198,    0.656, 0.469312
1199,    0.656, 0.469121
1200,    0.656, 0.470498
1201,    0.656, 0.467966
1202,    0.656, 0.462501
1203,    0.656, 0.462489
1204,    0.656, 0.459778
1205,    0.656, 0.464597
1206,    0.656, 0.467765
1207,    0.656, 0.468183
1208,    0.656, 0.474685
1209,    0.656,  0.47416
1210,    0.656, 0.472062
1211,    0.656, 0.473459
1212,    0.656,  0.47088
1213,    0.656, 0.472387
1214,    0.656, 0.473562
1215,    0.656, 0.474171
1216,    0.656, 0.482822
1217,    0.656, 0.482739
1218,    0.656,   0.4803
1219,    0.656, 0.477187
1220,    0.656, 0.475809
1221,    0.656, 0.477857
1222,    0.656, 0.472303
1223,    0.656, 0.474928
1224,    0.656, 0.475733
1225,    0.656, 0.470955
1226,    0.656, 0.473983
1227,    0.656, 0.466808
1228,    0.656, 0.468208
1229,    0.656, 0.475399
1230,    0.656, 0.473903
1231,    0.656, 0.474323
1232,    0.656, 0.471672
1233,    0.656, 0.472456
1234,    0.656, 0.479189
1235,    0.656, 0.471837
1236,    0.656, 0.470597
1237,    0.656, 0.471613
1238,    0.656, 0.469104
1239,    0.656, 0.467514
1240,    0.656, 0.461513
1241,    0.656, 0.467985
1242,    0.656, 0.473551
1243,    0.656, 0.465929
1244,    0.656, 0.470928
1245,    0.656, 0.466936
1246,    0.656, 0.474574
1247,    0.656, 0.468865
1248,    0.656, 0.469193
1249,    0.656,  0.46652
1250,    0.656, 0.476871
1251,    0.656, 0.476697
1252,    0.656, 0.471956
1253,    0.656, 0.477459
1254,    0.656, 0.478702
1255,    0.656, 0.477786
1256,    0.656, 0.481366
1257,    0.656, 0.484009
1258,    0.656, 0.480354
1259,    0.656,  0.47764
1260,    0.656, 0.479234
1261,    0.656, 0.475675
1262,    0.656, 0.476486
1263,    0.656, 0.474961
1264,    0.656, 0.469766
1265,    0.656, 0.472388
1266,    0.656,  0.47295
1267,    0.656, 0.472682
1268,    0.656, 0.472435
1269,    0.656, 0.475004
1270,    0.656, 0.474762
1271,    0.656, 0.473228
1272,    0.656, 0.477814
1273,    0.656, 0.470329
1274,    0.656, 0.467896
1275,    0.656, 0.468659
1276,    0.656, 0.471808
1277,    0.656, 0.476724
1278,    0.656,  0.47655
1279,    0.656, 0.477991
1280,    0.656, 0.477432
1281,    0.656, 0.469305
1282,    0.656, 0.462624
1283,    0.656, 0.460188
1284,   0.6529, 0.471545
1285,   0.6529, 0.465813
1286,   0.6529, 0.470076
1287,   0.6529, 0.471362
1288,   0.6529, 0.467093
1289,   0.6529, 0.470922
1290,   0.6529, 0.470163
1291,   0.6529,  0.46509
1292,   0.6529, 0.468221
1293,   0.6529, 0.468245
1294,   0.6529, 0.475768
1295,   0.6529, 0.479614
1296,   0.6529, 0.470582
1297,   0.6529, 0.466745
1298,   0.6529, 0.470433
1299,   0.6529, 0.464469
1300,   0.6529, 0.471068
1301,   0.6529, 0.465023
1302,   0.6529, 0.469449
1303,   0.6529, 0.471307
1304,   0.6529, 0.472497
1305,   0.6529,  0.47037
1306,   0.6529, 0.477752
1307,   0.6529, 0.469781
1308,   0.6529,  0.47511
1309,   0.6529, 0.473218
1310,   0.6529, 0.472045
1311,   0.6529, 0.470897
1312,   0.6529, 0.469977
1313,   0.6529, 0.469864
1314,   0.6529, 0.471786
1315,   0.6529, 0.470214
1316,   0.6529,  0.47322
1317,   0.6529,  0.47265
1318,   0.6529, 0.474915
1319,   0.6529, 0.468204
1320,   0.6529, 0.465484
1321,   0.6529, 0.470446
1322,   0.6529, 0.470796
1323,   0.6529,  0.47382
1324,   0.6529, 0.473497
1325,   0.6529, 0.469208
1326,   0.6529, 0.471319
1327,   0.6529, 0.473286
1328,   0.6529, 0.467581
1329,   0.6529, 0.467351
1330,   0.6566, 0.468857
1331,   0.6566, 0.469564
1332,   0.6566, 0.472786
1333,   0.6566, 0.471785
1334,   0.6566, 0.471823
1335,   0.6566,  0.47841
1336,   0.6566, 0.475099
1337,   0.6566, 0.472164
1338,   0.6566, 0.473413
1339,   0.6566, 0.473852
1340,   0.6566,  0.47967
1341,   0.6566, 0.477544
1342,   0.6566,  0.46828
1343,   0.6566, 0.469441
1344,   0.6566, 0.471956
1345,   0.6566, 0.474454
1346,   0.6566, 0.476519
1347,   0.6566,  0.48575
1348,   0.6566, 0.480458
1349,   0.6566, 0.479407
1350,   0.6566, 0.477664
1351,   0.6566, 0.482737
1352,   0.6566, 0.477243
1353,   0.6566, 0.476662
1354,   0.6566, 0.482706
1355,   0.6566, 0.482169
1356,   0.6566, 0.485657
1357,   0.6566, 0.491175
1358,   0.6566, 0.486374
1359,   0.6566,  0.48557
1360,   0.6566, 0.488314
1361,   0.6566, 0.488732
1362,   0.6566, 0.484456
1363,   0.6566, 0.479757
1364,   0.6566, 0.479277
1365,   0.6566, 0.479786
1366,   0.6566, 0.479003
1367,   0.6566, 0.476872
1368,   0.6566, 0.478515
1369,   0.6566, 0.479147
1370,   0.6566, 0.481126
1371,   0.6566, 0.478979
1372,   0.6566, 0.472156
1373,   0.6566,   0.4681
1374,   0.6566, 0.475404
1375,   0.6566, 0.476591
1376,   0.6566, 0.474841
1377,   0.6566, 0.475733
1378,   0.6566, 0.474567
1379,   0.6566, 0.474526
1380,   0.6566, 0.480435
1381,   0.6566, 0.481784
1382,   0.6566, 0.486728
1383,   0.6566, 0.483909
1384,   0.6566, 0.488539
1385,   0.6566, 0.487299
1386,   0.6566, 0.491149
1387,   0.6566, 0.486609
1388,   0.6566, 0.481402
1389,   0.6566,  0.48232
1390,   0.6566, 0.483937
1391,   0.6566, 0.485119
1392,   0.6566, 0.481422
1393,   0.6566, 0.478765
1394,   0.6566, 0.479986
1395,   0.6566, 0.469686
1396,   0.6566, 0.466468
1397,   0.6566, 0.467157
1398,   0.6566, 0.471305
1399,   0.6566, 0.469747
1400,   0.6566, 0.472185
1401,   0.6566,  0.46714
1402,   0.6566, 0.460126
1403,   0.6566, 0.462858
1404,   0.6566, 0.465124
1405,   0.6566, 0.474079
1406,   0.6566,  0.48415
1407,   0.6566, 0.478893
1408,   0.6566, 0.475433
1409,   0.6566, 0.476416
1410,   0.6566, 0.475435
1411,   0.6566, 0.482284
1412,   0.6566, 0.487046
1413,   0.6566, 0.482775
1414,   0.6566, 0.478258
1415,   0.6566, 0.479773
1416,   0.6566, 0.478826
1417,   0.6566,  0.47418
1418,   0.6566,  0.48055
1419,   0.6566, 0.480947
1420,   0.6566, 0.475824
1421,   0.6566, 0.472976
1422,   0.6566, 0.472831
1423,   0.6566, 0.469476
1424,   0.6566, 0.467565
1425,   0.6566,   0.4681
1426,   0.6566, 0.468622
1427,   0.6593, 0.466253
1428,   0.6593, 0.473922
1429,   0.6593,  0.46722
1430,   0.6593,  0.46621
1431,   0.6574, 0.464298
1432,   0.6574, 0.471942
1433,   0.6574, 0.465939
1434,   0.6574, 0.470848
1435,   0.6574, 0.465627
1436,   0.6574,  0.46868
1437,   0.6574,  0.46742
1438,   0.6574,  0.46926
1439,   0.6574, 0.470259
1440,   0.6574, 0.473127
1441,   0.6574,  0.47719
1442,   0.6574, 0.479448
1443,   0.6574, 0.482214
1444,   0.6574, 0.477734
1445,   0.6574, 0.480307
1446,   0.6574,  0.47296
1447,   0.6574, 0.480781
1448,   0.6574, 0.479859
1449,   0.6574, 0.473204
1450,   0.6574, 0.483829
1451,   0.6574,  0.48202
1452,   0.6574, 0.469784
1453,   0.6574, 0.463138
1454,   0.6574, 0.464489
1455,   0.6574, 0.464689
1456,   0.6574, 0.468881
1457,   0.6574, 0.470039
1458,   0.6574, 0.468374
1459,   0.6574, 0.465764
1460,   0.6574, 0.466377
1461,   0.6574, 0.470547
1462,   0.6574, 0.476748
1463,   0.6574, 0.480874
1464,   0.6574,  0.47697
1465,   0.6574, 0.480785
1466,   0.6574, 0.483211
1467,   0.6574, 0.481249
1468,   0.6574,  0.47942
1469,   0.6574, 0.483766
1470,   0.6574, 0.486425
1471,   0.6574, 0.489212
1472,   0.6574, 0.485925
1473,   0.6574, 0.483754
1474,   0.6574, 0.478777
1475,   0.6574, 0.472928
1476,   0.6574, 0.479035
1477,   0.6574, 0.483812
1478,   0.6574, 0.484901
1479,   0.6574, 0.477613
1480,   0.6574, 0.472597
1481,   0.6574, 0.471393
1482,   0.6574, 0.479362
1483,   0.6574, 0.474957
1484,   0.6574, 0.470502
1485,   0.6628, 0.471027
1486,   0.6628, 0.469636
1487,   0.6628, 0.467061
1488,   0.6628, 0.472147
1489,   0.6628, 0.478314
1490,   0.6628, 0.487709
1491,   0.6628, 0.482875
1492,   0.6628,  0.48533
1493,   0.6628, 0.484291
1494,   0.6628, 0.482067
1495,   0.6628,  0.48373
1496,   0.6628, 0.484548
1497,   0.6628, 0.481505
1498,   0.6628, 0.483606
1499,   0.6628, 0.488826
1500,   0.6628, 0.487267
1501,   0.6628, 0.493892
1502,   0.6628, 0.490726
1503,   0.6628,  0.48287
1504,   0.6628, 0.481923
1505,   0.6628, 0.486683
1506,   0.6628, 0.486468
1507,   0.6628, 0.481721
1508,   0.6628, 0.489884
1509,   0.6628, 0.494661
1510,   0.6628, 0.493266
1511,   0.6628, 0.483751
1512,   0.6628, 0.480595
1513,   0.6628, 0.487155
1514,   0.6628, 0.487707
1515,   0.6628, 0.486112
1516,   0.6628, 0.488978
1517,   0.6628, 0.491681
1518,   0.6628, 0.490129
1519,   0.6628, 0.490888
1520,   0.6628, 0.488047
1521,   0.6628, 0.486856
1522,   0.6628, 0.485434
1523,   0.6628,  0.48553
1524,   0.6628, 0.485287
1525,   0.6628, 0.481058
1526,   0.6628, 0.481519
1527,   0.6628, 0.476999
1528,   0.6628, 0.479038
1529,   0.6628, 0.480878
1530,   0.6628, 0.483995
1531,   0.6628,  0.48111
1532,   0.6628, 0.482964
1533,   0.6628,  0.48847
1534,   0.6628,  0.48789
1535,   0.6628, 0.481846
1536,   0.6628,  0.48851
1537,   0.6628, 0.477463
1538,   0.6628, 0.478873
1539,   0.6628,  0.48017
1540,   0.6628, 0.484655
1541,   0.6628, 0.481652
1542,   0.6628, 0.480393
1543,   0.6628,  0.47971
1544,   0.6628, 0.478787
1545,   0.6628, 0.477881
1546,   0.6628, 0.477017
1547,   0.6628, 0.478517
1548,   0.6628, 0.480464
1549,   0.6628, 0.482651
1550,   0.6628, 0.484036
1551,   0.6628, 0.486045
1552,   0.6628, 0.484394
1553,   0.6628, 0.485115
1554,   0.6628, 0.483143
1555,   0.6628, 0.476348
1556,   0.6628,  0.47788
1557,   0.6628, 0.477421
1558,   0.6628, 0.481722
1559,   0.6628, 0.480685
1560,   0.6628, 0.489289
1561,   0.6628, 0.482032
1562,   0.6628,  0.47909
1563,   0.6628, 0.481449
1564,   0.6628, 0.484435
1565,   0.6628, 0.484053
1566,   0.6628, 0.491814
1567,   0.6628,  0.48645
1568,   0.6628, 0.484139
1569,   0.6628, 0.486003
1570,   0.6628, 0.484701
1571,   0.6628,  0.48219
1572,   0.6628, 0.476611
1573,   0.6628, 0.472697
1574,   0.6628, 0.477464
1575,   0.6628, 0.475545
1576,   0.6628, 0.482277
1577,   0.6628, 0.481251
1578,   0.6628, 0.480042
1579,   0.6628, 0.476219
1580,   0.6628, 0.479701
1581,   0.6628,  0.47504
1582,   0.6628, 0.478788
1583,   0.6628, 0.475429
1584,   0.6628, 0.475773
1585,   0.6628, 0.471358
1586,   0.6628, 0.476176
1587,   0.6628, 0.479442
1588,   0.6628,  0.47514
1589,   0.6628, 0.481564
1590,   0.6628, 0.481685
1591,   0.6628, 0.479413
1592,   0.6628, 0.481386
1593,   0.6628, 0.479206
1594,   0.6628,   0.4779
1595,   0.6628, 0.478221
1596,   0.6628, 0.478101
1597,   0.6628, 0.474977
1598,   0.6628, 0.478596
1599,   0.6628, 0.469088
1600,   0.6628,  0.47301
1601,   0.6628, 0.475887
1602,   0.6628, 0.476342
1603,   0.6628, 0.475148
1604,   0.6628, 0.477565
1605,   0.6628, 0.479732
1606,   0.6628, 0.479432
1607,   0.6628, 0.480467
1608,   0.6628, 0.484498
1609,   0.6628, 0.480291
1610,   0.6628, 0.482613
1611,   0.6628, 0.486746
1612,   0.6628, 0.486146
1613,   0.6628, 0.493196
1614,   0.6628, 0.489466
1615,   0.6628, 0.491699
1616,   0.6628, 0.489947
1617,   0.6628, 0.485866
1618,   0.6628, 0.495932
1619,   0.6628, 0.495575
1620,   0.6628,  0.49062
1621,   0.6628, 0.481494
1622,   0.6628, 0.486476
1623,   0.6628, 0.486745
1624,   0.6628, 0.482933
1625,   0.6628, 0.477374
1626,   0.6628,  0.48038
1627,   0.6628, 0.473643
1628,   0.6628, 0.475801
1629,   0.6628, 0.473945
1630,   0.6628,  0.46958
1631,   0.6628, 0.475398
1632,   0.6628,  0.48416
1633,   0.6628, 0.483887
1634,   0.6628, 0.485834
1635,   0.6628, 0.489848
1636,   0.6628, 0.493715
1637,   0.6628, 0.489634
1638,   0.6628,   0.4894
1639,   0.6628, 0.485027
1640,   0.6628, 0.481867
1641,   0.6628, 0.486118
1642,   0.6628, 0.486057
1643,   0.6628, 0.488896
1644,   0.6628,   0.4887
1645,   0.6628,  0.49041
1646,   0.6628, 0.484515
1647,   0.6628, 0.485529
1648,   0.6628, 0.476748
1649,   0.6628, 0.483623
1650,   0.6628, 0.477352
1651,   0.6628, 0.479515
1652,   0.6628, 0.477337
1653,   0.6628, 0.476575
1654,   0.6628, 0.478077
1655,   0.6628, 0.479598
1656,   0.6628, 0.488834
1657,   0.6628, 0.482313
1658,   0.6628, 0.480886
1659,   0.6628, 0.484563
1660,   0.6628, 0.480694
1661,   0.6628, 0.478545
1662,   0.6628, 0.477868
1663,   0.6628, 0.480537
1664,   0.6628, 0.479713
1665,   0.6628, 0.476284
1666,   0.6628, 0.481066
1667,   0.6628, 0.482475
1668,   0.6628,  0.47893
1669,   0.6628, 0.483213
1670,   0.6628, 0.486573
1671,   0.6628, 0.483157
1672,   0.6628, 0.483001
1673,   0.6628, 0.481699
1674,   0.6628, 0.484206
1675,   0.6628, 0.481376
1676,   0.6628, 0.480018
1677,   0.6628, 0.473444
1678,   0.6628, 0.485262
1679,   0.6628, 0.479172
1680,   0.6628, 0.481644
1681,   0.6628, 0.477285
1682,   0.6628, 0.477497
1683,   0.6628,  0.47524
1684,   0.6628, 0.478397
1685,   0.6628, 0.476187
1686,   0.6628, 0.472566
1687,   0.6628, 0.477167
1688,   0.6628, 0.481238
1689,   0.6628, 0.477972
1690,   0.6628, 0.480711
1691,   0.6628, 0.482693
1692,   0.6628, 0.476177
1693,   0.6628, 0.482098
1694,   0.6628, 0.476212
1695,   0.6628, 0.481077
1696,   0.6628, 0.481786
1697,   0.6628, 0.481789
1698,   0.6628, 0.485592
1699,   0.6628, 0.487766
1700,   0.6628, 0.489886
1701,   0.6628,  0.48824
1702,   0.6628, 0.485514
1703,   0.6628, 0.484681
1704,   0.6628, 0.486345
1705,   0.6628, 0.480107
1706,   0.6628, 0.480991
1707,   0.6628, 0.479986
1708,   0.6628, 0.486145
1709,   0.6628, 0.482138
1710,   0.6628, 0.478427
1711,   0.6628, 0.477163
1712,   0.6628, 0.468025
1713,   0.6628, 0.471924
1714,   0.6628, 0.470912
1715,   0.6628, 0.471611
1716,   0.6628, 0.470789
1717,   0.6628, 0.474006
1718,   0.6628, 0.482366
1719,   0.6628, 0.481478
1720,   0.6628, 0.483243
1721,   0.6628, 0.480011
1722,   0.6628,  0.49275
1723,   0.6628, 0.492097
1724,   0.6628, 0.490669
1725,   0.6628, 0.496427
1726,   0.6628, 0.492876
1727,   0.6628, 0.489213
1728,   0.6628, 0.490092
1729,   0.6628,  0.49374
1730,   0.6628, 0.488404
1731,   0.6628, 0.484673
1732,   0.6628, 0.477621
1733,   0.6628, 0.480594
1734,   0.6628, 0.481418
1735,   0.6628, 0.487572
1736,   0.6628, 0.486825
1737,   0.6628, 0.480947
1738,   0.6628, 0.482668
1739,   0.6628, 0.485337
1740,   0.6628, 0.488515
1741,   0.6628, 0.487904
1742,   0.6628, 0.490779
1743,   0.6628, 0.485619
1744,   0.6628,  0.48199
1745,   0.6628, 0.489989
1746,   0.6628,  0.48603
1747,   0.6628, 0.494526
1748,   0.6628, 0.488122
1749,   0.6628, 0.488241
1750,   0.6628, 0.488681
1751,   0.6628, 0.491331
1752,   0.6628, 0.493031
1753,   0.6628, 0.491044
1754,   0.6628, 0.484409
1755,   0.6628, 0.490174
1756,   0.6628, 0.488102
1757,   0.6628, 0.490297
1758,   0.6628, 0.494292
1759,   0.6628, 0.489904
1760,   0.6628, 0.490154
1761,   0.6628, 0.489573
1762,   0.6628, 0.489367
1763,   0.6628,   0.4877
1764,   0.6628, 0.495267
1765,   0.6628, 0.489539
1766,   0.6628, 0.488422
1767,   0.6628, 0.495511
1768,   0.6628, 0.487475
1769,   0.6628, 0.483306
1770,   0.6628,  0.48761
1771,   0.6628, 0.488169
1772,   0.6628, 0.486713
1773,   0.6628, 0.480507
1774,   0.6628, 0.477078
1775,   0.6628, 0.478497
1776,   0.6628,  0.48006
1777,   0.6628, 0.481793
1778,   0.6628, 0.483903
1779,   0.6628, 0.485825
1780,   0.6628, 0.488523
1781,   0.6628, 0.484029
1782,   0.6628, 0.484208
1783,   0.6628, 0.484321
1784,   0.6628, 0.482281
1785,   0.6628, 0.482018
1786,   0.6628, 0.488978
1787,   0.6628, 0.485383
1788,   0.6628, 0.482343
1789,   0.6628, 0.479671
1790,   0.6628, 0.484622
1791,   0.6628, 0.482888
1792,   0.6628, 0.483359
1793,   0.6628, 0.477393
1794,   0.6628, 0.478706
1795,   0.6628, 0.475182
1796,   0.6628, 0.475383
1797,   0.6628, 0.481048
1798,   0.6628, 0.492723
1799,   0.6628, 0.493855
1800,   0.6628, 0.494747
1801,   0.6628, 0.490191
1802,   0.6628, 0.490685
1803,   0.6628, 0.483489
1804,   0.6628, 0.487199
1805,   0.6628, 0.489049
1806,   0.6628, 0.489207
1807,   0.6628, 0.482335
1808,   0.6628, 0.482935
1809,   0.6628, 0.478742
1810,   0.6628, 0.483195
1811,   0.6628, 0.478816
1812,   0.6628,  0.47756
1813,   0.6628, 0.480652
1814,   0.6628, 0.485149
1815,   0.6628, 0.480247
1816,   0.6628, 0.482203
1817,   0.6659, 0.478242
1818,   0.6659, 0.482173
1819,   0.6659, 0.490158
1820,   0.6659, 0.486344
1821,   0.6659, 0.489459
1822,   0.6659,  0.48298
1823,   0.6659, 0.481595
1824,   0.6659, 0.480238
1825,   0.6659, 0.484561
1826,   0.6659,   0.4913
1827,   0.6659, 0.491792
1828,   0.6659, 0.492438
1829,   0.6659, 0.487203
1830,   0.6659, 0.485234
1831,   0.6659, 0.489723
1832,   0.6659, 0.491946
1833,   0.6659, 0.489535
1834,   0.6659,  0.48682
1835,   0.6659, 0.487598
1836,   0.6659,   0.4884
1837,   0.6659, 0.491015
1838,   0.6659, 0.491047
1839,   0.6659, 0.487502
1840,   0.6659, 0.485435
1841,   0.6659,  0.48483
1842,   0.6659, 0.488816
1843,   0.6659, 0.485274
1844,   0.6659, 0.488335
1845,   0.6659, 0.487445
1846,   0.6659, 0.487731
1847,   0.6659, 0.491688
1848,   0.6659, 0.490567
1849,   0.6659, 0.495021
1850,   0.6659, 0.491732
1851,   0.6659, 0.491393
1852,   0.6659, 0.490927
1853,   0.6659, 0.489863
1854,   0.6659, 0.488433
1855,   0.6659, 0.482923
1856,   0.6659,  0.48513
1857,   0.6659,  0.49082
