jen, ranking_hypot_twopoint_best, ranking_hypot_twopoint_ave
 927,   0.7637, 0.656792
 928,   0.7637, 0.649923
 929,   0.7637, 0.649687
 930,   0.7637, 0.654585
 931,   0.7637,  0.65824
 932,   0.7637, 0.660291
 933,   0.7637,  0.65552
 934,   0.7637, 0.654509
 935,   0.7637, 0.648494
 936,   0.7637, 0.648695
 937,   0.7637, 0.650028
 938,   0.7637,  0.65072
 939,   0.7637,  0.66039
 940,   0.7637, 0.657037
 941,   0.7621, 0.656629
 942,   0.7621, 0.658702
 943,   0.7621,  0.65239
 944,   0.7621,  0.65283
 945,   0.7621, 0.655747
 946,   0.7621, 0.653498
 947,   0.7621, 0.655984
 948,   0.7621, 0.658868
 949,   0.7621, 0.654869
 950,   0.7621, 0.654459
 951,   0.7621, 0.646981
 952,   0.7621, 0.652737
 953,   0.7621, 0.656394
 954,   0.7621, 0.657512
 955,   0.7621, 0.653689
 956,   0.7621, 0.663098
 957,   0.7621, 0.650974
 958,   0.7621,  0.64966
 959,   0.7621, 0.653793
 960,   0.7621, 0.654473
 961,   0.7621, 0.656738
 962,   0.7621, 0.663037
 963,   0.7621, 0.657967
 964,   0.7621, 0.660582
 965,   0.7621, 0.654893
 966,   0.7621,  0.66216
 967,   0.7647, 0.667327
 968,   0.7647, 0.655806
 969,   0.7647, 0.650221
 970,   0.7647, 0.657593
 971,   0.7647, 0.653769
 972,   0.7647, 0.660088
 973,   0.7647, 0.651558
 974,   0.7647, 0.655999
 975,   0.7647, 0.661275
 976,   0.7647, 0.652175
 977,   0.7647, 0.650232
 978,   0.7647, 0.653718
 979,   0.7647, 0.657878
 980,   0.7647, 0.661591
 981,   0.7647, 0.663575
 982,   0.7647, 0.657691
 983,   0.7647, 0.652332
 984,   0.7647, 0.645727
 985,   0.7647, 0.647165
 986,   0.7647, 0.654382
 987,   0.7647, 0.648008
 988,   0.7647, 0.657599
 989,   0.7647, 0.658762
 990,   0.7647,   0.6614
 991,   0.7647, 0.653471
 992,   0.7647, 0.663256
 993,   0.7647, 0.668602
 994,   0.7647, 0.670622
 995,   0.7647, 0.661121
 996,   0.7647,  0.66288
 997,   0.7647, 0.651217
 998,   0.7647, 0.655987
 999,   0.7647, 0.658023
1000,   0.7647, 0.664882
1001,   0.7647, 0.659503
1002,   0.7647, 0.664262
1003,   0.7647, 0.668267
1004,   0.7647,     0.66
1005,   0.7647,  0.65859
1006,   0.7647, 0.656748
1007,   0.7647, 0.655602
1008,   0.7647, 0.661322
1009,   0.7647, 0.653624
1010,   0.7647, 0.659792
1011,   0.7647, 0.657518
1012,   0.7647,  0.65125
1013,   0.7647, 0.650216
1014,   0.7654,  0.66029
1015,   0.7654,  0.64448
1016,   0.7654, 0.650231
1017,   0.7654, 0.652561
1018,   0.7654, 0.652698
1019,   0.7654, 0.656939
1020,   0.7654, 0.657446
1021,   0.7654, 0.650104
1022,   0.7654, 0.648938
1023,   0.7654, 0.653218
1024,   0.7654, 0.659251
1025,   0.7654, 0.651304
1026,   0.7654, 0.654899
1027,   0.7654, 0.654548
1028,   0.7654, 0.654774
1029,   0.7654, 0.649558
1030,   0.7654, 0.652435
1031,   0.7654, 0.665612
1032,   0.7654, 0.661009
1033,   0.7654, 0.653032
1034,   0.7654, 0.656728
1035,   0.7654, 0.658572
1036,   0.7654, 0.658382
1037,   0.7646, 0.660024
1038,   0.7646, 0.653076
1039,   0.7646, 0.664642
1040,   0.7646, 0.663956
1041,   0.7646, 0.661414
1042,   0.7646, 0.660227
1043,   0.7646, 0.660307
1044,   0.7646, 0.666399
1045,   0.7646, 0.662535
1046,   0.7646, 0.666981
1047,   0.7646, 0.668604
1048,   0.7646, 0.660009
1049,   0.7646,  0.65765
1050,   0.7646, 0.665682
1051,   0.7646, 0.665557
1052,   0.7646, 0.663911
1053,   0.7646, 0.661735
1054,   0.7646, 0.657787
1055,   0.7646, 0.655188
1056,   0.7646, 0.674264
1057,   0.7646,  0.66508
1058,   0.7646, 0.665567
1059,   0.7644, 0.660591
1060,   0.7644,  0.65928
1061,   0.7644,  0.65997
1062,   0.7644, 0.662958
1063,   0.7644, 0.665424
1064,   0.7644, 0.670887
1065,   0.7644, 0.667747
1066,   0.7644, 0.666646
1067,   0.7644, 0.671068
1068,   0.7644, 0.676233
1069,   0.7644, 0.674301
1070,   0.7644, 0.677626
1071,   0.7644, 0.669546
1072,   0.7644, 0.669622
1073,   0.7644, 0.663769
1074,   0.7644,  0.66541
1075,   0.7644, 0.665019
1076,   0.7644, 0.663946
1077,   0.7644, 0.673483
1078,   0.7644, 0.681298
1079,   0.7644, 0.675819
1080,   0.7644, 0.669574
1081,   0.7644, 0.668809
1082,   0.7644, 0.659423
1083,   0.7653, 0.660805
1084,   0.7653, 0.662365
1085,   0.7653, 0.664343
1086,   0.7653, 0.664867
1087,   0.7653,  0.66841
1088,   0.7653, 0.666113
1089,   0.7653, 0.672381
1090,   0.7653, 0.674353
1091,   0.7653, 0.679478
1092,   0.7653, 0.672825
1093,   0.7653, 0.666862
1094,   0.7653, 0.670282
1095,   0.7653, 0.671429
1096,   0.7653,  0.67821
1097,   0.7653, 0.673405
1098,   0.7653,  0.67137
1099,   0.7653, 0.672012
1100,   0.7653, 0.669719
1101,   0.7653, 0.665178
1102,   0.7653, 0.667257
1103,   0.7653,  0.66663
1104,   0.7653, 0.674351
1105,   0.7653, 0.662758
1106,   0.7653, 0.670196
1107,   0.7653, 0.675034
1108,   0.7653, 0.673586
1109,   0.7653,  0.66533
1110,   0.7653,  0.67126
1111,   0.7653, 0.674579
1112,   0.7653,  0.66959
1113,   0.7653, 0.663514
1114,   0.7653, 0.669786
1115,   0.7653, 0.674574
1116,   0.7653, 0.673215
1117,   0.7653, 0.668902
1118,   0.7653, 0.669185
1119,   0.7653, 0.669297
1120,   0.7653, 0.671798
1121,   0.7653,  0.66623
1122,   0.7653, 0.667703
1123,   0.7653, 0.664756
1124,   0.7653, 0.665318
1125,   0.7653, 0.668788
1126,   0.7661, 0.668053
1127,   0.7661, 0.671303
1128,   0.7661, 0.673535
1129,   0.7661, 0.669448
1130,   0.7661, 0.663484
1131,   0.7661, 0.667986
1132,   0.7661,  0.66386
1133,   0.7661, 0.665963
1134,   0.7662, 0.671523
1135,   0.7662, 0.667617
1136,   0.7662, 0.667933
1137,   0.7662, 0.669901
1138,   0.7662, 0.675755
1139,   0.7662, 0.671038
1140,   0.7662, 0.671277
1141,   0.7661, 0.666938
1142,   0.7661, 0.660344
1143,   0.7661, 0.660677
1144,   0.7661, 0.656637
1145,   0.7661, 0.647585
1146,   0.7661, 0.656561
1147,   0.7661, 0.655375
1148,   0.7661, 0.660827
1149,   0.7661, 0.656528
1150,   0.7661, 0.662971
1151,   0.7661, 0.665029
1152,   0.7661,  0.66822
1153,   0.7661, 0.676548
1154,   0.7661, 0.664685
1155,   0.7661, 0.654031
1156,   0.7661,  0.66177
1157,   0.7661, 0.666079
1158,   0.7661, 0.668254
1159,   0.7661,  0.65607
1160,   0.7661, 0.663676
1161,   0.7661, 0.659343
1162,   0.7661, 0.663226
1163,   0.7661,  0.66173
1164,   0.7661, 0.659075
1165,   0.7661, 0.666929
1166,   0.7661, 0.658526
1167,   0.7661, 0.658356
1168,   0.7661, 0.671941
1169,   0.7661, 0.664244
1170,   0.7661, 0.662785
1171,   0.7661, 0.670589
1172,   0.7661, 0.674076
1173,   0.7661, 0.665665
1174,   0.7661, 0.665321
1175,   0.7661, 0.659405
1176,   0.7661, 0.659664
1177,   0.7661, 0.661115
1178,   0.7661, 0.658356
1179,   0.7661, 0.667421
1180,   0.7661, 0.668982
1181,   0.7661, 0.659958
1182,   0.7661, 0.664438
1183,   0.7661, 0.659733
1184,   0.7661,  0.65379
1185,   0.7661, 0.667159
1186,   0.7661, 0.663027
1187,   0.7661, 0.665658
1188,   0.7661, 0.665533
1189,   0.7661, 0.662389
1190,   0.7661,  0.65902
1191,   0.7661, 0.656473
1192,   0.7661,  0.66321
1193,   0.7661, 0.661932
1194,   0.7661, 0.660599
1195,    0.766, 0.664437
1196,    0.766,  0.66642
1197,    0.766, 0.664009
1198,    0.766, 0.657831
1199,    0.766, 0.662311
1200,    0.766, 0.653716
1201,    0.766, 0.654868
1202,    0.766, 0.660619
1203,   0.7678, 0.660817
1204,   0.7678, 0.666201
1205,   0.7678,  0.66665
1206,   0.7678,  0.65527
1207,   0.7678, 0.658105
1208,   0.7678, 0.662268
1209,   0.7678, 0.660295
1210,   0.7678, 0.664122
1211,   0.7678, 0.664177
1212,   0.7678, 0.665646
1213,   0.7678, 0.666496
1214,   0.7678,  0.66384
1215,   0.7678, 0.658157
1216,   0.7678, 0.663191
1217,   0.7678, 0.662052
1218,   0.7678, 0.659375
1219,   0.7678, 0.655653
1220,   0.7678, 0.663748
1221,   0.7678, 0.655873
1222,   0.7678, 0.651357
1223,   0.7678, 0.653426
1224,   0.7678, 0.652583
1225,   0.7678, 0.648573
1226,   0.7678, 0.658106
1227,   0.7678,  0.66083
1228,   0.7678, 0.659316
1229,   0.7686,  0.66758
1230,   0.7686, 0.663041
1231,   0.7686, 0.665127
1232,   0.7686, 0.659543
1233,   0.7686, 0.661111
1234,   0.7686, 0.663398
1235,   0.7686, 0.667819
1236,   0.7686,  0.66571
1237,   0.7686, 0.665999
1238,   0.7686, 0.662387
1239,   0.7661, 0.664099
1240,   0.7661, 0.659911
1241,   0.7661, 0.657242
1242,   0.7661, 0.659558
1243,   0.7661, 0.669855
1244,   0.7661, 0.657862
1245,   0.7661,  0.66476
1246,   0.7661, 0.669879
1247,   0.7661, 0.668347
1248,   0.7661, 0.665398
1249,   0.7661, 0.663328
1250,   0.7661, 0.665431
1251,   0.7661, 0.661409
1252,   0.7661, 0.661775
1253,   0.7661, 0.663175
1254,   0.7661, 0.667002
1255,   0.7661,  0.66504
1256,   0.7661, 0.669574
1257,   0.7661, 0.659662
1258,   0.7661, 0.660829
1259,   0.7661, 0.658083
1260,   0.7661, 0.665973
1261,   0.7638, 0.655682
1262,   0.7638, 0.667234
1263,   0.7653, 0.666466
1264,   0.7653, 0.666385
1265,   0.7653, 0.666501
1266,   0.7653, 0.665594
1267,   0.7653, 0.665021
1268,   0.7653, 0.668137
1269,   0.7653, 0.665361
1270,   0.7653, 0.665525
1271,   0.7653, 0.660465
1272,   0.7653, 0.659914
1273,   0.7653, 0.660034
1274,   0.7653, 0.661184
1275,   0.7653, 0.658625
1276,   0.7653, 0.663485
1277,   0.7653, 0.659589
1278,   0.7653, 0.665381
1279,   0.7653, 0.662992
1280,   0.7653, 0.664302
1281,   0.7653, 0.661102
1282,   0.7653,  0.66247
1283,   0.7653, 0.661852
1284,   0.7653, 0.659184
1285,   0.7653, 0.662766
1286,   0.7653, 0.664721
1287,   0.7653, 0.661257
1288,   0.7653,  0.65863
1289,   0.7653, 0.667541
1290,   0.7653, 0.667993
1291,   0.7653, 0.663687
1292,   0.7653, 0.663165
1293,   0.7653, 0.651302
1294,   0.7653, 0.660184
1295,   0.7653, 0.648291
1296,   0.7653, 0.665863
1297,   0.7653, 0.658418
1298,   0.7653, 0.655858
1299,   0.7653, 0.655244
1300,   0.7653,  0.65558
1301,   0.7653, 0.656582
1302,   0.7653, 0.658497
1303,   0.7653, 0.663233
1304,   0.7653, 0.657002
1305,   0.7653, 0.664551
1306,   0.7653, 0.663067
1307,   0.7653, 0.667867
1308,   0.7653, 0.663872
1309,   0.7653, 0.659153
1310,   0.7653, 0.656186
1311,   0.7653, 0.662193
1312,   0.7653, 0.656642
1313,   0.7653, 0.661334
1314,   0.7653, 0.660886
1315,   0.7653, 0.663026
1316,   0.7653, 0.659046
1317,   0.7653, 0.658285
1318,   0.7653, 0.666564
1319,   0.7653, 0.661119
1320,   0.7653,  0.66119
1321,   0.7653, 0.663048
1322,   0.7653, 0.658821
1323,   0.7653, 0.651061
1324,   0.7653, 0.655973
1325,   0.7653, 0.656955
1326,    0.765, 0.665392
1327,    0.765, 0.665983
1328,    0.765, 0.663004
1329,    0.765,  0.66259
1330,    0.765, 0.660496
1331,   0.7652, 0.652257
1332,   0.7652, 0.657551
1333,   0.7652, 0.652696
1334,   0.7652, 0.662973
1335,   0.7652, 0.661573
1336,   0.7652, 0.671309
1337,   0.7652, 0.670618
1338,   0.7652, 0.661565
1339,   0.7652, 0.653611
1340,   0.7652,  0.65528
1341,   0.7663, 0.658308
1342,   0.7663, 0.658967
1343,   0.7663, 0.663184
1344,   0.7663, 0.664245
1345,   0.7663, 0.664792
1346,   0.7663, 0.674716
1347,   0.7663, 0.666964
1348,   0.7663, 0.667059
1349,   0.7663, 0.667494
1350,   0.7663, 0.657687
1351,   0.7663, 0.658885
1352,   0.7663, 0.661779
1353,   0.7663, 0.660623
1354,   0.7663, 0.663908
1355,   0.7663, 0.659994
1356,   0.7663, 0.657501
1357,   0.7663,  0.65766
1358,   0.7663, 0.658752
1359,   0.7663, 0.661174
1360,   0.7663, 0.661416
1361,   0.7663, 0.651408
1362,   0.7663, 0.648653
1363,   0.7663, 0.655364
1364,   0.7663, 0.663679
1365,   0.7663, 0.666828
1366,   0.7663,  0.65706
1367,   0.7663, 0.667727
1368,   0.7663, 0.659676
1369,   0.7663, 0.675009
1370,   0.7663, 0.666525
1371,   0.7663, 0.661534
1372,   0.7673, 0.665639
1373,   0.7673, 0.667226
1374,   0.7673,   0.6598
1375,   0.7673, 0.656349
1376,   0.7661, 0.672487
1377,   0.7661, 0.667069
1378,   0.7661, 0.661668
1379,   0.7661, 0.658051
1380,   0.7661, 0.658553
1381,   0.7661, 0.657676
1382,   0.7661, 0.658462
1383,   0.7661, 0.669837
1384,   0.7661, 0.664183
1385,   0.7661, 0.658876
1386,   0.7661, 0.654965
1387,   0.7661, 0.662746
1388,   0.7661, 0.663223
1389,   0.7661, 0.663123
1390,   0.7661, 0.659733
1391,   0.7661, 0.661443
1392,   0.7661, 0.656964
1393,   0.7661, 0.656843
1394,   0.7661, 0.660664
1395,   0.7661, 0.662675
1396,   0.7661, 0.664719
1397,   0.7661, 0.661866
1398,   0.7661, 0.662519
1399,   0.7661, 0.659716
1400,   0.7661, 0.663574
1401,   0.7661,  0.66505
1402,   0.7661, 0.667118
1403,   0.7661, 0.662602
1404,   0.7671, 0.662229
1405,   0.7671, 0.668656
1406,   0.7671, 0.671831
1407,   0.7671, 0.672864
1408,   0.7671, 0.660385
1409,   0.7659, 0.664072
1410,   0.7659, 0.661187
1411,   0.7649, 0.665261
1412,   0.7649, 0.663193
1413,   0.7649, 0.659927
1414,   0.7649, 0.658045
1415,   0.7649, 0.658059
1416,   0.7649,  0.65871
1417,   0.7649, 0.662381
1418,   0.7649, 0.656848
1419,   0.7649, 0.662854
1420,   0.7649,  0.65977
1421,   0.7649, 0.656208
1422,   0.7649, 0.660019
1423,   0.7678, 0.658183
1424,   0.7678, 0.666022
1425,   0.7678, 0.662709
1426,   0.7678, 0.664474
1427,   0.7678, 0.668152
1428,   0.7678, 0.664153
1429,   0.7678, 0.654109
1430,   0.7678,  0.65599
1431,   0.7678,  0.65155
1432,   0.7678, 0.652597
1433,   0.7678, 0.655734
1434,   0.7678, 0.665425
1435,   0.7678, 0.656295
1436,   0.7678, 0.656698
1437,   0.7679, 0.659818
1438,   0.7679, 0.667368
1439,   0.7679, 0.667176
1440,   0.7679, 0.661182
1441,   0.7679,  0.66825
1442,   0.7679, 0.658588
1443,   0.7679, 0.657459
1444,   0.7679, 0.656259
1445,   0.7679, 0.648442
1446,   0.7679, 0.656265
1447,   0.7679, 0.661019
1448,   0.7679, 0.658379
1449,   0.7679, 0.659761
1450,   0.7684,  0.65505
1451,   0.7684, 0.657852
1452,   0.7684, 0.655598
1453,   0.7684, 0.665839
1454,   0.7684, 0.660908
1455,   0.7684, 0.666472
1456,   0.7684, 0.667038
1457,   0.7684, 0.667803
1458,   0.7684, 0.657504
1459,   0.7684, 0.658684
1460,   0.7684, 0.667443
1461,   0.7684, 0.661679
1462,   0.7684,  0.65919
1463,   0.7684, 0.664307
1464,   0.7684, 0.663219
1465,   0.7684, 0.663529
1466,   0.7684, 0.658548
1467,   0.7684, 0.662662
1468,   0.7684, 0.663679
1469,   0.7684, 0.660708
1470,   0.7684,  0.66948
1471,   0.7684, 0.663707
1472,   0.7684, 0.659838
1473,   0.7684, 0.664404
1474,   0.7684, 0.656818
1475,   0.7684, 0.653504
1476,   0.7684, 0.662065
1477,   0.7684, 0.656672
1478,   0.7684, 0.659078
1479,   0.7684, 0.663927
1480,   0.7684, 0.670417
1481,   0.7684, 0.665931
1482,   0.7684, 0.665069
1483,   0.7684, 0.665452
1484,   0.7684,  0.66785
1485,   0.7684, 0.664246
1486,   0.7684, 0.661832
1487,   0.7684, 0.660515
1488,   0.7684, 0.659058
1489,   0.7684,  0.65901
1490,   0.7684,  0.66228
1491,   0.7684, 0.658135
1492,   0.7684, 0.662711
1493,   0.7684, 0.652466
1494,   0.7684, 0.662873
1495,   0.7684, 0.668863
1496,   0.7684, 0.666245
1497,   0.7684, 0.665164
1498,   0.7684, 0.660501
1499,   0.7684, 0.665425
1500,   0.7684, 0.666772
1501,   0.7684, 0.662764
1502,   0.7684, 0.662951
1503,   0.7684, 0.666937
1504,   0.7684, 0.667585
1505,   0.7684, 0.660518
1506,   0.7684, 0.657645
1507,   0.7684, 0.658864
1508,   0.7684, 0.665134
1509,   0.7684,  0.66464
1510,   0.7684, 0.665788
1511,   0.7684, 0.666147
1512,   0.7684, 0.665193
1513,   0.7684, 0.663077
1514,   0.7684,  0.66551
1515,   0.7684, 0.660092
1516,   0.7684, 0.663471
1517,   0.7684, 0.663429
1518,   0.7684, 0.668271
1519,   0.7684, 0.660749
1520,   0.7684, 0.661949
1521,   0.7684,  0.66204
1522,   0.7684, 0.665674
1523,   0.7684, 0.664379
1524,   0.7684, 0.664221
1525,   0.7684,  0.66192
1526,   0.7684, 0.661293
1527,   0.7684, 0.660186
1528,   0.7684, 0.659146
1529,   0.7684, 0.665115
1530,   0.7684, 0.659859
1531,   0.7684, 0.664144
1532,   0.7684, 0.663118
1533,    0.769, 0.664111
1534,   0.7672, 0.664321
1535,   0.7691, 0.658444
1536,   0.7691,  0.66217
1537,   0.7691, 0.664662
1538,   0.7691, 0.665018
1539,   0.7691, 0.664801
1540,   0.7681, 0.658936
1541,   0.7681, 0.656607
1542,   0.7681, 0.665901
1543,   0.7681, 0.661018
1544,   0.7681, 0.665329
1545,   0.7681, 0.657462
1546,   0.7681, 0.661205
1547,   0.7681, 0.658739
1548,   0.7681, 0.662509
1549,   0.7681, 0.668724
1550,   0.7681, 0.654441
1551,   0.7681, 0.664048
1552,   0.7681, 0.654201
1553,   0.7681, 0.660614
1554,   0.7681, 0.656192
1555,   0.7681, 0.653867
1556,   0.7681, 0.652347
1557,   0.7681, 0.661783
1558,   0.7681, 0.665311
1559,   0.7681,  0.65501
1560,   0.7681, 0.659343
1561,   0.7681, 0.654764
1562,   0.7681, 0.664467
1563,   0.7681,  0.65319
1564,   0.7681,  0.67008
1565,   0.7681, 0.655994
1566,   0.7681, 0.664835
1567,   0.7681, 0.663572
1568,   0.7681, 0.660773
1569,   0.7677, 0.659648
1570,   0.7677, 0.661757
1571,   0.7677, 0.658985
1572,   0.7702, 0.653904
1573,   0.7702, 0.656972
1574,   0.7702, 0.657034
1575,   0.7702, 0.670001
1576,   0.7702, 0.668186
1577,   0.7699, 0.664469
1578,   0.7699, 0.667567
1579,   0.7699, 0.665738
1580,   0.7699, 0.661237
1581,   0.7699, 0.657739
1582,   0.7699, 0.664949
1583,   0.7699, 0.665026
1584,   0.7699, 0.664349
1585,   0.7699,  0.65579
1586,   0.7699, 0.659262
1587,   0.7699, 0.658316
1588,   0.7699, 0.673987
1589,   0.7699, 0.671664
1590,   0.7699, 0.661151
1591,   0.7699, 0.667247
1592,   0.7699, 0.665704
1593,   0.7699, 0.670351
1594,   0.7699, 0.670151
1595,   0.7699, 0.662095
1596,   0.7699, 0.665869
1597,   0.7699, 0.666153
1598,   0.7699, 0.665395
1599,   0.7699, 0.673621
1600,   0.7699, 0.667013
1601,   0.7699, 0.654508
1602,   0.7699, 0.665031
1603,   0.7673, 0.668917
1604,   0.7673, 0.673163
1605,   0.7673, 0.665698
1606,   0.7673, 0.660978
1607,   0.7673, 0.668416
1608,   0.7673, 0.661634
1609,   0.7673, 0.652591
1610,   0.7673, 0.658574
1611,   0.7673, 0.663872
1612,   0.7673, 0.670304
1613,   0.7673,  0.66333
1614,   0.7673, 0.669617
1615,   0.7673, 0.673544
1616,   0.7673,  0.66867
1617,   0.7673, 0.665698
1618,   0.7673, 0.661016
1619,   0.7673, 0.663696
1620,   0.7673, 0.662359
1621,   0.7673, 0.661707
1622,   0.7673, 0.672852
1623,   0.7673, 0.663983
1624,   0.7673, 0.670918
1625,   0.7674, 0.667891
1626,   0.7674, 0.666546
1627,   0.7674, 0.667297
1628,   0.7674, 0.668438
1629,   0.7674, 0.668096
1630,   0.7674, 0.659444
1631,   0.7674, 0.659998
1632,   0.7674, 0.657172
1633,   0.7674, 0.657782
1634,   0.7708, 0.666023
1635,   0.7708, 0.666098
1636,   0.7708,  0.66721
1637,   0.7708, 0.662348
1638,   0.7708, 0.661583
1639,   0.7708, 0.668026
1640,   0.7708, 0.659265
1641,   0.7708, 0.661055
1642,   0.7708, 0.655488
1643,   0.7708, 0.665636
1644,   0.7708, 0.657027
1645,   0.7708, 0.659379
1646,   0.7708,  0.66851
1647,   0.7708,  0.67074
1648,   0.7708, 0.666112
1649,   0.7708,  0.67148
1650,   0.7708, 0.669695
1651,   0.7708, 0.673833
1652,   0.7681, 0.671205
1653,   0.7681, 0.660363
1654,   0.7681, 0.667888
1655,   0.7681,  0.66252
1656,   0.7681, 0.661544
1657,   0.7681, 0.665184
1658,   0.7681, 0.665811
1659,   0.7681, 0.659193
1660,   0.7681, 0.662475
1661,   0.7681, 0.656819
1662,   0.7681, 0.659643
1663,   0.7695, 0.661141
1664,   0.7695,  0.66086
1665,   0.7695, 0.667255
1666,   0.7695, 0.661882
1667,   0.7695, 0.663194
1668,   0.7695, 0.662448
1669,   0.7695, 0.664762
1670,   0.7695, 0.664236
1671,   0.7695, 0.670412
1672,   0.7695, 0.662879
1673,   0.7695, 0.664924
1674,   0.7695, 0.661901
1675,   0.7695,  0.66537
1676,   0.7695, 0.667841
1677,   0.7695, 0.672503
1678,   0.7695,  0.67412
1679,   0.7695, 0.677554
1680,   0.7695, 0.664239
1681,   0.7695, 0.667749
1682,   0.7695, 0.658325
1683,   0.7695, 0.671102
1684,   0.7695, 0.669052
1685,   0.7695, 0.671359
1686,   0.7695, 0.668458
1687,   0.7695, 0.659675
1688,   0.7695, 0.670446
1689,   0.7695, 0.662553
1690,   0.7695, 0.669422
1691,   0.7695, 0.662872
1692,   0.7695,  0.66149
1693,   0.7695, 0.668689
1694,   0.7695, 0.669269
1695,   0.7695, 0.660959
1696,   0.7695, 0.665348
1697,   0.7695, 0.669844
1698,   0.7695, 0.664892
1699,   0.7695, 0.668862
1700,   0.7695, 0.659964
1701,   0.7695, 0.665039
1702,   0.7695, 0.666461
1703,   0.7695, 0.667394
1704,   0.7695,  0.66409
1705,   0.7695, 0.661386
1706,   0.7695, 0.668473
1707,   0.7695,  0.66363
1708,   0.7695, 0.664137
1709,   0.7695,  0.67164
1710,   0.7695, 0.670525
1711,   0.7695, 0.669052
1712,   0.7695, 0.662181
1713,   0.7685, 0.663044
1714,   0.7685, 0.659825
1715,   0.7685, 0.663053
1716,   0.7685, 0.658623
1717,   0.7685, 0.666616
1718,   0.7685, 0.664403
1719,   0.7685, 0.666229
1720,   0.7685, 0.669652
1721,   0.7685, 0.668595
1722,   0.7685, 0.669998
1723,   0.7685, 0.673382
1724,   0.7685,  0.66322
1725,   0.7685, 0.667594
1726,   0.7685, 0.663276
1727,   0.7685, 0.669205
1728,   0.7685,  0.66471
1729,   0.7685, 0.663734
1730,   0.7685, 0.661101
1731,   0.7685, 0.666763
1732,   0.7691, 0.665193
1733,   0.7691, 0.672877
1734,   0.7691, 0.673098
1735,   0.7691, 0.667809
1736,   0.7691, 0.661976
1737,   0.7691, 0.658665
1738,   0.7691, 0.653452
1739,   0.7691, 0.651432
1740,   0.7691, 0.655149
1741,   0.7691, 0.659313
1742,   0.7691, 0.661677
1743,   0.7691, 0.668425
1744,   0.7691, 0.667285
1745,   0.7691,  0.67468
1746,   0.7691,  0.67292
1747,   0.7691, 0.667135
1748,   0.7703, 0.667506
1749,   0.7703, 0.663356
1750,   0.7703, 0.666946
1751,   0.7703,   0.6539
1752,   0.7703, 0.657388
1753,   0.7703, 0.668526
1754,   0.7703, 0.667617
1755,   0.7703, 0.665962
1756,   0.7703, 0.657852
1757,   0.7703, 0.659377
1758,   0.7703, 0.660434
1759,   0.7703, 0.667388
1760,   0.7703, 0.671953
1761,   0.7703, 0.673719
1762,   0.7703, 0.669443
1763,   0.7703, 0.662879
1764,   0.7703, 0.655595
1765,   0.7703, 0.662548
1766,   0.7703, 0.675487
1767,   0.7703, 0.666195
1768,   0.7703, 0.658975
1769,   0.7703,  0.66239
1770,   0.7703, 0.662504
1771,   0.7703, 0.656899
1772,   0.7703, 0.661254
1773,   0.7703, 0.660022
1774,   0.7703,  0.66547
1775,   0.7703, 0.664453
1776,   0.7703, 0.673651
1777,   0.7703, 0.665177
1778,   0.7703, 0.665474
1779,   0.7703, 0.661276
1780,   0.7703,  0.66208
1781,   0.7703, 0.664564
1782,   0.7703, 0.668927
1783,   0.7703,  0.66486
1784,   0.7703, 0.660156
1785,   0.7703, 0.666097
1786,   0.7703, 0.669365
1787,   0.7703, 0.667711
1788,   0.7703, 0.663564
1789,   0.7703, 0.670904
1790,   0.7703, 0.673159
1791,   0.7703, 0.671221
1792,   0.7703,  0.66103
1793,   0.7703, 0.670128
1794,   0.7703, 0.662724
1795,   0.7703,   0.6602
1796,   0.7703, 0.663683
1797,   0.7703, 0.664795
1798,   0.7703, 0.667322
1799,   0.7703, 0.667593
1800,   0.7686,  0.66558
1801,   0.7686,  0.66531
1802,   0.7686, 0.661201
1803,   0.7686, 0.660511
1804,   0.7686, 0.666517
1805,   0.7686,  0.66527
1806,   0.7686, 0.663658
1807,   0.7686,  0.67558
1808,   0.7686, 0.669815
1809,   0.7686, 0.675629
1810,   0.7686, 0.674191
1811,   0.7686, 0.669469
1812,   0.7686,  0.67034
1813,   0.7686, 0.661313
1814,   0.7686, 0.668944
1815,   0.7686, 0.666979
1816,   0.7686,  0.66678
1817,   0.7686, 0.663747
1818,   0.7686, 0.668792
1819,   0.7686,  0.66963
1820,   0.7686, 0.672141
1821,   0.7686, 0.669475
1822,   0.7686, 0.667225
1823,   0.7686, 0.671176
1824,   0.7686,  0.66248
1825,   0.7686, 0.665167
1826,   0.7686, 0.662902
1827,   0.7686, 0.663807
1828,   0.7686, 0.666148
1829,   0.7686,  0.67579
1830,   0.7686, 0.668105
1831,   0.7686,  0.66604
1832,   0.7686, 0.666364
1833,   0.7686, 0.671108
1834,   0.7686, 0.673307
1835,   0.7686, 0.670419
1836,   0.7686, 0.665853
1837,   0.7686, 0.662265
1838,   0.7686,  0.66999
1839,   0.7686, 0.670165
1840,   0.7686, 0.664517
1841,   0.7686, 0.666911
1842,   0.7686, 0.666635
1843,   0.7686,     0.67
1844,   0.7686,  0.66498
1845,   0.7686, 0.675102
1846,   0.7686, 0.672513
1847,   0.7686, 0.669961
1848,   0.7686, 0.676402
1849,   0.7686, 0.673377
1850,   0.7686, 0.671417
1851,   0.7686, 0.676681
1852,   0.7686, 0.669421
1853,   0.7686,   0.6664
1854,   0.7686, 0.670671
1855,   0.7686, 0.667338
1856,   0.7686, 0.663815
1857,   0.7687, 0.671204
1858,   0.7687, 0.673512
