jen, ranking_hypot_twopoint_best, ranking_hypot_twopoint_ave
1859,   0.7687, 0.672725
1860,   0.7687, 0.671734
1861,   0.7687, 0.671541
1862,   0.7687,  0.67201
1863,   0.7687, 0.671964
1864,   0.7687, 0.672822
1865,   0.7687, 0.671134
1866,   0.7687,  0.66536
1867,   0.7687, 0.667392
1868,   0.7687,  0.66731
1869,   0.7687, 0.668941
1870,   0.7687, 0.669738
1871,   0.7687, 0.665105
1872,   0.7687, 0.666919
1873,   0.7687, 0.673475
1874,   0.7687, 0.670008
1875,   0.7687,  0.66972
1876,   0.7687, 0.666173
1877,   0.7687, 0.675261
1878,   0.7687, 0.666445
1879,   0.7687, 0.664824
1880,   0.7687,  0.67013
1881,   0.7687, 0.673203
1882,   0.7687, 0.671196
1883,   0.7687, 0.676217
1884,   0.7687, 0.667831
1885,   0.7687, 0.669372
1886,   0.7687, 0.670133
1887,   0.7687, 0.659424
1888,   0.7687, 0.663841
1889,   0.7687, 0.671427
1890,   0.7687, 0.670895
1891,   0.7687, 0.672129
1892,   0.7687, 0.673601
1893,   0.7685, 0.678945
1894,   0.7685, 0.673877
1895,   0.7685, 0.673583
1896,   0.7685, 0.674287
1897,   0.7682, 0.670015
1898,   0.7682, 0.672366
1899,   0.7682,  0.66375
1900,   0.7682, 0.666781
1901,   0.7682, 0.666384
1902,   0.7682, 0.662813
1903,   0.7682,  0.66867
1904,   0.7682,  0.66786
1905,   0.7682, 0.673479
1906,   0.7682, 0.674464
1907,   0.7682, 0.670197
1908,   0.7707,  0.66889
1909,   0.7707, 0.666562
1910,   0.7707, 0.675801
1911,   0.7707,  0.67226
1912,   0.7707,  0.67233
1913,   0.7707, 0.670843
1914,   0.7707,  0.67113
1915,   0.7707, 0.672047
1916,   0.7707,  0.66421
1917,   0.7707, 0.665897
1918,   0.7707, 0.667195
1919,   0.7707,  0.67481
1920,   0.7707, 0.680994
1921,   0.7707, 0.672278
1922,   0.7707, 0.669504
1923,   0.7707, 0.659203
1924,   0.7707,  0.66388
1925,   0.7707,  0.66285
1926,   0.7707, 0.668258
1927,   0.7707, 0.666587
1928,   0.7707, 0.672301
1929,   0.7707, 0.670791
1930,   0.7707, 0.665995
1931,   0.7707,  0.66838
1932,   0.7707, 0.674305
1933,   0.7707, 0.663199
1934,   0.7707, 0.672661
1935,   0.7707, 0.671041
1936,   0.7707, 0.667278
1937,   0.7707,  0.67186
1938,   0.7707, 0.670936
1939,   0.7707, 0.672089
1940,   0.7707,  0.66931
1941,   0.7707, 0.672126
1942,   0.7707,  0.66227
1943,   0.7707, 0.667984
1944,   0.7707, 0.667122
1945,   0.7707, 0.670147
1946,   0.7707, 0.672304
1947,   0.7707,  0.67398
1948,   0.7707, 0.674273
1949,   0.7707, 0.662893
1950,   0.7707, 0.661825
1951,   0.7707,  0.66314
1952,   0.7707, 0.660289
1953,   0.7707, 0.670097
1954,   0.7707, 0.669887
1955,   0.7707, 0.665601
1956,   0.7707, 0.672989
1957,   0.7707, 0.673666
1958,   0.7707, 0.671299
1959,   0.7707, 0.673151
1960,   0.7707, 0.670807
1961,   0.7707, 0.670197
1962,   0.7707, 0.664896
1963,   0.7707, 0.668128
1964,   0.7707, 0.666413
1965,   0.7707, 0.673464
1966,   0.7707, 0.662724
1967,   0.7707, 0.674865
1968,   0.7707, 0.670497
1969,   0.7707, 0.669654
1970,   0.7701, 0.676009
1971,   0.7701, 0.669241
1972,   0.7701, 0.664938
1973,   0.7701, 0.673011
1974,   0.7701, 0.677046
1975,   0.7701, 0.674704
1976,   0.7701, 0.671918
1977,   0.7701,  0.66587
1978,   0.7701, 0.678466
1979,   0.7701, 0.676148
1980,   0.7701, 0.679599
1981,   0.7701, 0.683756
1982,   0.7701, 0.673018
1983,   0.7701, 0.677663
1984,   0.7701, 0.675931
1985,   0.7701, 0.681424
1986,   0.7701, 0.676204
1987,   0.7701, 0.673084
1988,   0.7701, 0.675446
1989,   0.7701, 0.667705
1990,   0.7701, 0.671496
1991,   0.7701, 0.669006
1992,   0.7701, 0.663588
1993,   0.7701, 0.673733
1994,   0.7701, 0.665954
1995,   0.7701,  0.66603
1996,   0.7701, 0.678688
1997,   0.7701, 0.675056
1998,   0.7701, 0.677113
1999,   0.7701, 0.678442
2000,   0.7701, 0.681322
2001,   0.7701, 0.671534
2002,   0.7701, 0.663114
2003,   0.7701,  0.67004
2004,   0.7701,  0.66971
2005,   0.7701, 0.675739
2006,   0.7701, 0.675023
2007,   0.7701,  0.67947
2008,   0.7701, 0.666977
2009,   0.7701, 0.676696
2010,   0.7701, 0.676216
2011,   0.7701, 0.674615
2012,   0.7701, 0.670333
2013,   0.7709, 0.664081
2014,   0.7709, 0.666768
2015,   0.7709, 0.666174
2016,   0.7709, 0.662715
2017,   0.7709, 0.671778
2018,   0.7709, 0.678752
2019,   0.7709,  0.67072
2020,   0.7709, 0.669133
2021,   0.7709, 0.671386
2022,   0.7709, 0.667844
2023,   0.7709, 0.669887
2024,   0.7709, 0.671298
2025,   0.7709, 0.675381
2026,   0.7709, 0.674113
2027,   0.7709, 0.674366
2028,   0.7709, 0.663876
2029,   0.7709, 0.669715
2030,   0.7709, 0.677224
2031,   0.7709, 0.673468
2032,   0.7709, 0.674626
2033,   0.7709, 0.669447
2034,   0.7709, 0.674677
2035,   0.7709, 0.663811
2036,   0.7709, 0.662933
2037,   0.7709, 0.669573
2038,   0.7709, 0.673187
2039,   0.7709, 0.673336
2040,   0.7709,   0.6627
2041,   0.7709, 0.670588
2042,   0.7709, 0.675994
2043,   0.7709, 0.671633
2044,   0.7709, 0.670201
2045,   0.7709, 0.665915
2046,   0.7709, 0.671814
2047,   0.7709, 0.669747
2048,   0.7709, 0.667941
2049,   0.7709, 0.662552
2050,   0.7709, 0.672772
2051,   0.7709, 0.667835
2052,   0.7709, 0.669574
2053,   0.7709, 0.663428
2054,   0.7709, 0.670249
2055,   0.7709, 0.669192
2056,   0.7709, 0.676531
2057,   0.7709, 0.672955
2058,   0.7709, 0.673029
2059,   0.7709, 0.668172
2060,   0.7709, 0.664943
2061,   0.7709, 0.663009
2062,   0.7709, 0.663998
2063,   0.7709, 0.665794
2064,   0.7709, 0.675191
2065,   0.7709, 0.669396
2066,   0.7709,  0.67593
2067,   0.7709, 0.672905
2068,   0.7709, 0.669485
2069,   0.7709, 0.672424
2070,   0.7709, 0.668952
2071,   0.7709,   0.6632
2072,   0.7709, 0.664036
2073,   0.7709, 0.676888
2074,   0.7709, 0.662091
2075,   0.7709, 0.668494
2076,   0.7709, 0.667998
2077,   0.7709, 0.668724
2078,   0.7709, 0.668664
2079,   0.7709, 0.671611
2080,   0.7709,  0.67223
2081,   0.7709, 0.666486
2082,   0.7709, 0.668985
2083,   0.7709, 0.667956
2084,   0.7709, 0.671156
2085,   0.7709,  0.67356
2086,   0.7709, 0.666966
2087,   0.7704, 0.668682
2088,   0.7704, 0.672461
2089,   0.7704, 0.668718
2090,   0.7704, 0.672996
2091,   0.7704, 0.668756
2092,   0.7704, 0.669061
2093,   0.7704, 0.668521
2094,   0.7704, 0.672154
2095,   0.7704, 0.665428
2096,   0.7704,  0.66666
2097,   0.7704, 0.674322
2098,   0.7704, 0.671617
2099,   0.7704, 0.671139
2100,   0.7704,   0.6709
2101,   0.7704, 0.671583
2102,   0.7704, 0.671841
2103,   0.7704, 0.668211
2104,   0.7704, 0.668368
2105,   0.7704, 0.674282
2106,   0.7704, 0.676682
2107,   0.7704, 0.671925
2108,   0.7704, 0.669588
2109,   0.7704, 0.669999
2110,   0.7704, 0.675141
2111,   0.7704, 0.675171
2112,   0.7704, 0.678205
2113,   0.7704, 0.668352
2114,   0.7704, 0.671136
2115,   0.7704, 0.674429
2116,   0.7704,  0.67622
2117,   0.7704, 0.675178
2118,   0.7704, 0.671168
2119,   0.7704,  0.66903
2120,   0.7704, 0.676489
2121,   0.7704, 0.668612
2122,   0.7704, 0.664585
2123,   0.7704, 0.673074
2124,   0.7704, 0.674898
2125,   0.7704,  0.67477
2126,   0.7704, 0.669457
2127,   0.7704, 0.665443
2128,   0.7704, 0.663022
2129,   0.7704, 0.668991
2130,   0.7704, 0.670973
2131,   0.7704, 0.672661
2132,   0.7704, 0.667026
2133,   0.7704, 0.681802
2134,   0.7704, 0.671992
2135,   0.7704, 0.671844
2136,   0.7704,  0.67561
2137,   0.7704, 0.670402
2138,   0.7704, 0.670793
2139,   0.7704, 0.667828
2140,   0.7704,   0.6675
2141,   0.7704, 0.677738
2142,   0.7704, 0.679454
2143,   0.7704, 0.669245
2144,   0.7704, 0.671745
2145,   0.7704,  0.67081
2146,   0.7704, 0.670986
2147,   0.7704, 0.664517
2148,   0.7702, 0.667425
2149,   0.7702, 0.670044
2150,   0.7702, 0.671123
2151,   0.7702, 0.672245
2152,   0.7702, 0.670829
2153,   0.7702,  0.67232
2154,   0.7702, 0.675095
2155,    0.769, 0.669896
2156,    0.769, 0.667961
2157,    0.769, 0.668154
2158,    0.769, 0.667759
2159,    0.769, 0.667479
2160,    0.769, 0.669443
2161,    0.769, 0.674744
2162,    0.769, 0.675438
2163,    0.769, 0.671497
2164,    0.769, 0.670927
2165,    0.769, 0.670362
2166,    0.769, 0.666555
2167,    0.769, 0.673222
2168,    0.769, 0.674903
2169,    0.769, 0.677516
2170,    0.769, 0.669779
2171,    0.769, 0.672051
2172,    0.769,  0.66942
2173,    0.769, 0.667032
2174,    0.769, 0.668599
2175,    0.769, 0.673518
2176,    0.769, 0.662879
2177,    0.769, 0.669173
2178,    0.769, 0.676526
2179,    0.769, 0.670014
2180,    0.769, 0.666489
2181,    0.769, 0.674417
2182,    0.769,  0.67572
2183,    0.769, 0.674168
2184,    0.769, 0.670851
2185,    0.769, 0.667507
2186,    0.769, 0.675391
2187,    0.769,  0.67665
2188,    0.769, 0.674446
2189,    0.769, 0.669486
2190,    0.769, 0.675217
2191,    0.769, 0.668145
2192,    0.769, 0.667118
2193,    0.769, 0.667096
2194,    0.769, 0.656303
2195,    0.769, 0.659733
2196,    0.769, 0.666799
2197,    0.769,  0.66507
2198,    0.769, 0.670741
2199,    0.769, 0.669833
2200,    0.769, 0.665386
2201,    0.769, 0.675457
2202,    0.769, 0.672659
2203,    0.769, 0.672944
2204,    0.769, 0.668714
2205,    0.769, 0.668219
2206,    0.769, 0.665633
2207,    0.769, 0.676194
2208,    0.769, 0.669873
2209,    0.769, 0.675766
2210,    0.769, 0.671171
2211,    0.769,  0.67798
2212,    0.769, 0.677442
2213,    0.769, 0.672319
2214,    0.769, 0.673697
2215,    0.769, 0.671405
2216,    0.769,  0.66819
2217,    0.769, 0.674162
2218,    0.769, 0.660806
2219,    0.769, 0.666717
2220,    0.769, 0.669088
2221,    0.769,  0.66618
2222,    0.769,  0.66363
2223,    0.769, 0.672673
2224,    0.769, 0.667208
2225,    0.769,  0.66949
2226,    0.769, 0.674512
2227,    0.769, 0.673943
2228,    0.769, 0.675264
2229,    0.769, 0.677113
2230,    0.769,  0.66806
2231,    0.769, 0.671782
2232,    0.769, 0.670812
2233,    0.769, 0.672072
2234,    0.769, 0.679324
2235,    0.769, 0.670766
2236,    0.769, 0.668732
2237,    0.769, 0.675007
2238,    0.769, 0.663893
2239,    0.769, 0.670428
2240,    0.769, 0.677406
2241,    0.769, 0.679812
2242,    0.769, 0.671445
2243,    0.769, 0.676238
2244,    0.769, 0.676378
2245,    0.769, 0.669907
2246,    0.769, 0.669321
2247,    0.769, 0.674618
2248,    0.769, 0.676106
2249,    0.769, 0.668863
2250,    0.769, 0.673607
2251,    0.769, 0.669596
2252,    0.769, 0.669774
2253,    0.769, 0.673051
2254,    0.769, 0.667329
2255,    0.769, 0.671889
2256,    0.769, 0.670833
2257,    0.769, 0.666664
2258,    0.769, 0.669384
2259,    0.769, 0.667107
2260,    0.769, 0.673512
2261,    0.769, 0.667277
2262,    0.769, 0.660508
2263,    0.769, 0.666709
2264,   0.7696, 0.675103
2265,   0.7696, 0.667855
2266,   0.7696, 0.679384
2267,   0.7696, 0.671505
2268,   0.7696, 0.678778
2269,   0.7696, 0.669147
2270,   0.7696, 0.666459
2271,   0.7696, 0.666995
2272,   0.7696, 0.676017
2273,   0.7696, 0.672089
2274,   0.7696, 0.674308
2275,   0.7696, 0.669012
2276,   0.7687, 0.667925
2277,   0.7687, 0.670938
2278,   0.7687, 0.664662
2279,   0.7687, 0.668495
2280,   0.7687, 0.666447
2281,   0.7687, 0.671574
2282,   0.7687, 0.666757
2283,   0.7687, 0.667128
2284,   0.7687, 0.673036
2285,   0.7687, 0.667218
2286,   0.7687,  0.67717
2287,   0.7687, 0.674313
2288,   0.7687, 0.670882
2289,   0.7687, 0.674288
2290,   0.7687,  0.67926
2291,   0.7687, 0.678191
2292,   0.7687,  0.68081
2293,   0.7687, 0.663774
2294,   0.7687, 0.672467
2295,   0.7687, 0.675234
2296,   0.7687,  0.67752
2297,   0.7699, 0.673899
2298,   0.7699, 0.670535
2299,   0.7699,  0.66581
2300,   0.7699, 0.671566
2301,   0.7699,   0.6724
2302,   0.7699, 0.672499
2303,   0.7699, 0.669966
2304,   0.7699, 0.665167
2305,   0.7699, 0.664176
2306,   0.7699, 0.661893
2307,   0.7691, 0.664356
2308,   0.7691, 0.666614
2309,   0.7691, 0.671704
2310,   0.7691, 0.670487
2311,   0.7691, 0.671714
2312,   0.7691, 0.662483
2313,   0.7691, 0.666426
2314,   0.7691, 0.675373
2315,   0.7691, 0.676255
2316,   0.7691, 0.669181
2317,   0.7691, 0.669734
2318,   0.7691, 0.671926
2319,   0.7691, 0.669763
2320,   0.7691, 0.672432
2321,   0.7691, 0.665319
2322,   0.7691, 0.664871
2323,   0.7691, 0.666431
2324,   0.7691, 0.671291
2325,   0.7691, 0.679136
2326,   0.7691, 0.676878
2327,   0.7691, 0.665429
2328,   0.7691, 0.668952
2329,   0.7691, 0.672625
2330,   0.7691,  0.67527
2331,   0.7708, 0.670892
2332,   0.7708, 0.674299
2333,   0.7708, 0.675709
2334,   0.7708, 0.665984
2335,   0.7708, 0.669036
2336,   0.7708, 0.674608
2337,   0.7708, 0.676674
2338,   0.7708, 0.668128
2339,   0.7708, 0.666035
2340,   0.7708, 0.668607
2341,   0.7708, 0.668502
2342,   0.7708, 0.661144
2343,   0.7708, 0.670334
2344,   0.7708, 0.671052
2345,   0.7708,  0.66691
2346,   0.7708,  0.66596
2347,   0.7708, 0.669039
2348,   0.7708, 0.671781
2349,   0.7708, 0.674633
2350,   0.7708, 0.667492
2351,   0.7708, 0.671225
2352,   0.7709, 0.672842
2353,   0.7709, 0.670664
2354,   0.7709, 0.669297
2355,   0.7709, 0.670227
2356,   0.7709, 0.673601
2357,   0.7709, 0.664048
2358,   0.7709, 0.657179
2359,   0.7709, 0.656663
2360,   0.7709, 0.671107
2361,   0.7709,  0.66237
2362,   0.7709, 0.659581
2363,   0.7709, 0.675221
2364,   0.7709, 0.670371
2365,   0.7709,  0.66552
2366,   0.7709, 0.664629
2367,   0.7709, 0.669149
2368,   0.7709, 0.667333
2369,   0.7709, 0.669182
2370,   0.7709, 0.662003
2371,   0.7709, 0.665462
2372,   0.7709, 0.667103
2373,   0.7709, 0.666318
2374,   0.7709, 0.665268
2375,   0.7709, 0.669711
2376,   0.7709, 0.669263
2377,   0.7709, 0.662014
2378,   0.7709, 0.672325
2379,   0.7709, 0.671214
2380,   0.7709,  0.66915
2381,   0.7709, 0.671304
2382,   0.7709, 0.675644
2383,   0.7709, 0.672206
2384,   0.7709, 0.669928
2385,   0.7709, 0.667497
2386,   0.7709, 0.667602
2387,   0.7709, 0.675534
2388,   0.7709, 0.669628
2389,   0.7709, 0.674631
2390,   0.7709, 0.667681
2391,   0.7709, 0.664586
2392,   0.7709, 0.665443
2393,   0.7709, 0.667943
2394,   0.7709, 0.668106
2395,   0.7709, 0.656645
2396,   0.7709, 0.663805
2397,   0.7709, 0.667018
2398,   0.7709, 0.672463
2399,   0.7709, 0.677587
2400,   0.7709, 0.680486
2401,   0.7709, 0.674337
2402,   0.7709, 0.663659
2403,   0.7709,  0.67034
2404,   0.7709, 0.669041
2405,   0.7709, 0.675713
2406,   0.7709, 0.671759
2407,   0.7709, 0.680351
2408,   0.7709, 0.669486
2409,   0.7709, 0.671465
2410,   0.7709, 0.674573
2411,   0.7709, 0.674051
2412,   0.7709, 0.673457
2413,   0.7709, 0.676122
2414,   0.7709, 0.673306
2415,   0.7709, 0.678608
2416,   0.7709, 0.671134
2417,   0.7709, 0.676061
2418,   0.7709, 0.672239
2419,   0.7709, 0.677051
2420,   0.7709, 0.667279
2421,   0.7709, 0.671818
2422,   0.7709, 0.674805
2423,   0.7709, 0.670793
2424,   0.7709, 0.667728
2425,   0.7709,  0.67848
2426,   0.7709, 0.680008
2427,   0.7709, 0.675599
2428,   0.7709, 0.668223
2429,   0.7709,  0.67347
2430,   0.7709, 0.673697
2431,   0.7709, 0.678769
2432,   0.7709, 0.672071
2433,   0.7709, 0.670244
2434,   0.7709, 0.674425
2435,   0.7709, 0.671884
2436,   0.7709, 0.675891
2437,   0.7709, 0.672868
2438,   0.7709, 0.672734
2439,   0.7709, 0.681098
2440,   0.7709, 0.674648
2441,   0.7709, 0.674564
2442,   0.7709, 0.672883
2443,   0.7709, 0.670815
2444,   0.7709,  0.67648
2445,   0.7709, 0.679944
2446,   0.7709, 0.676507
2447,   0.7709, 0.675318
2448,   0.7709, 0.669647
2449,   0.7709, 0.675184
2450,   0.7709, 0.672507
2451,   0.7709, 0.677567
2452,   0.7709, 0.675254
2453,   0.7709, 0.673408
2454,   0.7709, 0.676877
2455,   0.7709, 0.672557
2456,   0.7709,  0.67177
2457,   0.7709, 0.668773
2458,   0.7709, 0.672534
2459,   0.7709, 0.670172
2460,   0.7709, 0.672935
2461,   0.7709, 0.669232
2462,   0.7709, 0.670336
2463,   0.7709, 0.675727
2464,   0.7709, 0.677004
2465,   0.7709, 0.675682
2466,   0.7709, 0.676318
2467,   0.7709, 0.677718
2468,   0.7709, 0.678986
2469,   0.7709, 0.682213
2470,   0.7715, 0.680119
2471,   0.7715, 0.681342
2472,   0.7715, 0.679557
2473,   0.7715, 0.676699
2474,   0.7715, 0.678325
2475,   0.7715, 0.680595
2476,   0.7715, 0.678771
2477,   0.7715, 0.671622
2478,   0.7715, 0.665979
2479,   0.7715, 0.671602
2480,   0.7715, 0.677219
2481,   0.7715, 0.683034
2482,   0.7715, 0.675511
2483,   0.7715,  0.67351
2484,   0.7715, 0.675683
2485,   0.7715, 0.672738
2486,   0.7715, 0.673542
2487,   0.7715, 0.681834
2488,   0.7715, 0.683223
2489,   0.7715, 0.681875
2490,   0.7715, 0.672158
2491,   0.7715, 0.677669
2492,   0.7715, 0.676356
2493,   0.7715, 0.675111
2494,   0.7715, 0.680392
2495,   0.7715, 0.682813
2496,   0.7715, 0.677104
2497,   0.7715, 0.679081
2498,   0.7715, 0.674854
2499,   0.7715, 0.681618
2500,   0.7715, 0.676598
2501,   0.7715, 0.673059
2502,   0.7715, 0.676444
2503,   0.7715, 0.686817
2504,   0.7715,   0.6855
2505,   0.7715, 0.679383
2506,   0.7715, 0.670322
2507,   0.7715, 0.665699
2508,   0.7715, 0.677356
2509,   0.7715, 0.681128
2510,   0.7715, 0.679205
2511,   0.7715,  0.68517
2512,   0.7715, 0.675744
2513,   0.7715, 0.681592
2514,   0.7701,  0.67935
2515,   0.7701,  0.67686
2516,   0.7701,  0.67439
2517,   0.7701, 0.679551
2518,   0.7701, 0.681073
2519,   0.7701, 0.672581
2520,   0.7701, 0.666016
2521,   0.7701, 0.676855
2522,   0.7701, 0.675029
2523,   0.7701, 0.685552
2524,   0.7701, 0.683683
2525,   0.7701, 0.678836
2526,   0.7701, 0.680262
2527,   0.7701, 0.679321
2528,   0.7701, 0.675961
2529,   0.7701, 0.680465
2530,   0.7701, 0.681096
2531,   0.7701, 0.679308
2532,   0.7701, 0.675936
2533,   0.7701, 0.679017
2534,   0.7701, 0.673095
2535,   0.7701, 0.673765
2536,   0.7701, 0.669883
2537,   0.7701, 0.670107
2538,   0.7701, 0.679734
2539,   0.7701, 0.680059
2540,   0.7701, 0.675419
2541,   0.7701, 0.670032
2542,   0.7701, 0.677764
2543,   0.7701, 0.672003
2544,   0.7701,  0.67659
2545,   0.7701, 0.672772
2546,   0.7701,  0.67203
2547,   0.7701, 0.667572
2548,   0.7701, 0.676336
2549,   0.7701, 0.674376
2550,   0.7701, 0.683292
2551,   0.7699, 0.686575
2552,   0.7699, 0.685159
2553,   0.7699,   0.6867
2554,   0.7699, 0.683249
2555,   0.7699, 0.675434
2556,   0.7699, 0.680412
2557,   0.7699, 0.679157
2558,   0.7699, 0.679842
2559,   0.7699, 0.673832
2560,   0.7699, 0.675389
2561,   0.7699, 0.678807
2562,   0.7699, 0.677857
2563,   0.7699, 0.680456
2564,   0.7699, 0.678572
2565,   0.7699, 0.678273
2566,   0.7699, 0.674912
2567,   0.7699, 0.682579
2568,   0.7699, 0.672443
2569,   0.7699, 0.673804
2570,   0.7699, 0.677498
2571,   0.7699, 0.679856
2572,   0.7699, 0.678738
2573,   0.7699, 0.679061
2574,   0.7699, 0.675302
2575,   0.7699, 0.676602
2576,   0.7699, 0.680817
2577,   0.7699, 0.682084
2578,   0.7699, 0.677194
2579,   0.7699, 0.676506
2580,   0.7699, 0.672339
2581,   0.7699, 0.681524
2582,   0.7699, 0.684497
2583,   0.7699, 0.674748
2584,   0.7699, 0.681859
2585,   0.7699, 0.677581
2586,   0.7699,  0.68141
2587,   0.7699, 0.682255
2588,   0.7699, 0.680331
2589,   0.7699, 0.675288
2590,   0.7699, 0.672179
2591,   0.7699, 0.672889
2592,   0.7699, 0.676164
2593,   0.7699,  0.67198
2594,   0.7699, 0.679479
2595,   0.7699, 0.676913
2596,   0.7699, 0.673223
2597,   0.7699, 0.672641
2598,   0.7699, 0.672433
2599,   0.7699, 0.670893
2600,   0.7699, 0.670617
2601,   0.7699, 0.667363
2602,   0.7699, 0.672934
2603,   0.7699,  0.67337
2604,   0.7699,  0.67877
2605,   0.7699,  0.67806
2606,   0.7699, 0.672476
2607,   0.7699, 0.675137
2608,   0.7699, 0.670471
2609,   0.7699, 0.664482
2610,   0.7699, 0.671594
2611,   0.7699, 0.671682
2612,   0.7699, 0.674411
2613,   0.7699, 0.678961
2614,   0.7699, 0.677164
2615,   0.7699, 0.678808
2616,   0.7699, 0.672352
2617,   0.7699, 0.670431
2618,   0.7699,  0.67001
2619,   0.7699, 0.677995
2620,   0.7699, 0.685336
2621,   0.7699, 0.674908
2622,   0.7699, 0.678192
2623,   0.7699, 0.676081
2624,   0.7699, 0.675062
2625,   0.7699,  0.66845
2626,   0.7699, 0.678831
2627,   0.7699, 0.669371
2628,   0.7699, 0.670058
2629,   0.7699, 0.678191
2630,   0.7699, 0.681451
2631,   0.7699,   0.6797
2632,   0.7699, 0.677147
2633,   0.7699, 0.682359
2634,   0.7699, 0.676663
2635,   0.7699, 0.672587
2636,   0.7675, 0.670804
2637,   0.7675, 0.671213
2638,   0.7675,  0.67498
2639,   0.7675, 0.676602
2640,   0.7675, 0.671122
2641,   0.7675,  0.67496
2642,   0.7675,  0.67085
2643,   0.7675, 0.665081
2644,   0.7675, 0.663027
2645,   0.7675, 0.673223
2646,   0.7675, 0.671477
2647,   0.7675, 0.675999
2648,   0.7675, 0.676698
2649,   0.7675, 0.677536
2650,   0.7675, 0.674527
2651,   0.7675, 0.680882
2652,   0.7675, 0.672312
2653,   0.7675,  0.67572
2654,   0.7675, 0.672577
2655,   0.7675, 0.676485
2656,   0.7675,  0.67947
2657,   0.7675, 0.680546
2658,   0.7675, 0.672433
2659,   0.7675, 0.673756
2660,   0.7675, 0.673807
2661,   0.7697, 0.681568
2662,   0.7697, 0.679806
2663,   0.7697, 0.677114
2664,   0.7697, 0.677664
2665,   0.7697,  0.68138
2666,   0.7697, 0.670614
2667,   0.7697, 0.670214
2668,   0.7697, 0.672768
2669,   0.7697, 0.672356
2670,   0.7697, 0.675014
2671,   0.7697,  0.67406
2672,   0.7697, 0.679282
2673,   0.7697, 0.677883
2674,   0.7697,  0.67912
2675,   0.7697, 0.677126
2676,   0.7697, 0.673517
2677,   0.7697, 0.665068
2678,   0.7697, 0.673156
2679,   0.7697, 0.674061
2680,   0.7697, 0.669481
2681,   0.7697,  0.67417
2682,   0.7697, 0.678828
2683,   0.7697, 0.680066
2684,   0.7697, 0.673969
2685,   0.7697, 0.674222
2686,   0.7697,   0.6745
2687,   0.7697,  0.66479
2688,   0.7697, 0.668711
2689,   0.7697,  0.66902
2690,   0.7697, 0.670378
2691,   0.7697, 0.672303
2692,   0.7697, 0.671663
2693,   0.7697, 0.665954
2694,   0.7697, 0.669585
2695,   0.7697, 0.668032
2696,   0.7697, 0.677956
2697,   0.7697, 0.669611
2698,   0.7697, 0.670632
2699,   0.7697, 0.669746
2700,   0.7697, 0.672113
2701,   0.7697, 0.671203
2702,   0.7697, 0.669918
2703,   0.7697, 0.674052
2704,   0.7697, 0.677118
2705,   0.7697, 0.682955
2706,   0.7697, 0.676995
2707,   0.7697,   0.6795
2708,   0.7697, 0.677419
2709,   0.7697, 0.679253
2710,   0.7697, 0.674417
2711,   0.7697, 0.675302
2712,   0.7697, 0.681516
2713,   0.7697, 0.675512
2714,   0.7697, 0.666877
2715,   0.7697, 0.670088
2716,   0.7697, 0.670346
2717,   0.7697, 0.671937
2718,   0.7697, 0.676232
2719,   0.7697, 0.677689
2720,   0.7697, 0.673389
2721,   0.7697,  0.67836
2722,   0.7697, 0.667503
2723,   0.7697, 0.672845
2724,   0.7697, 0.668842
2725,   0.7697, 0.671602
2726,   0.7697, 0.667356
2727,   0.7697, 0.670914
2728,   0.7697, 0.671236
2729,   0.7697, 0.672773
2730,   0.7663, 0.675004
2731,   0.7663,  0.67147
2732,   0.7663, 0.678099
2733,   0.7663, 0.680031
2734,   0.7663, 0.677165
2735,   0.7663, 0.672612
2736,   0.7663, 0.668853
2737,   0.7663, 0.671743
2738,   0.7663, 0.676543
2739,   0.7663, 0.675366
2740,   0.7663, 0.664284
2741,   0.7663,  0.67576
2742,   0.7663, 0.677943
2743,   0.7663, 0.677441
2744,   0.7663, 0.676033
2745,   0.7666, 0.664555
2746,   0.7666,  0.67218
2747,   0.7666, 0.676542
2748,   0.7666, 0.672364
2749,   0.7666, 0.666655
2750,   0.7666, 0.678898
2751,   0.7666, 0.682561
2752,   0.7666, 0.677872
2753,   0.7666, 0.667431
2754,   0.7666, 0.668099
2755,   0.7666, 0.669354
2756,   0.7666, 0.671551
2757,   0.7666, 0.674334
2758,   0.7666, 0.671231
2759,   0.7666, 0.673688
2760,   0.7666, 0.671526
2761,   0.7666, 0.671762
2762,   0.7666, 0.675969
2763,   0.7666, 0.675664
2764,   0.7666,  0.66517
2765,   0.7666, 0.664248
2766,   0.7666, 0.663703
2767,   0.7666, 0.670129
2768,   0.7666, 0.670619
2769,   0.7666,  0.66815
2770,   0.7666, 0.675771
2771,   0.7666, 0.667186
2772,   0.7666, 0.672346
2773,   0.7666, 0.671687
2774,   0.7666, 0.670787
2775,   0.7666,  0.66654
2776,   0.7666, 0.664666
2777,   0.7666, 0.659934
2778,   0.7666, 0.662866
2779,   0.7666, 0.669643
2780,   0.7666, 0.673886
2781,   0.7666,  0.67752
2782,   0.7666, 0.672698
2783,   0.7666, 0.670418
2784,   0.7666, 0.667232
2785,   0.7666, 0.672224
2786,   0.7666,  0.67173
2787,   0.7666, 0.663216
2788,   0.7666, 0.667029
2789,   0.7666, 0.673232
2790,   0.7666, 0.663789
2791,   0.7666, 0.668167
2792,   0.7666, 0.663003
2793,   0.7666, 0.669119
2794,   0.7666, 0.668884
2795,   0.7666, 0.673757
2796,   0.7666, 0.670404
