gen, ranking_scalar3_twopoint_best, ranking_scalar3_twopoint_ave
2585,   0.8488, 0.762876
2586,   0.8488, 0.760402
2587,   0.8488, 0.753673
2588,   0.8488, 0.757651
2589,   0.8488, 0.756927
2590,   0.8488, 0.750955
2591,   0.8488, 0.753219
2592,   0.8488, 0.755132
2593,   0.8488, 0.755419
2594,   0.8488, 0.750564
2595,   0.8488, 0.756877
2596,   0.8488,  0.75709
2597,   0.8488, 0.756516
2598,   0.8488, 0.754381
2599,   0.8488,  0.75617
2600,   0.8488, 0.757327
2601,   0.8488, 0.756846
2602,   0.8488, 0.759193
2603,   0.8488, 0.748119
2604,   0.8488, 0.759792
2605,   0.8488,   0.7521
2606,   0.8488, 0.750447
2607,   0.8488, 0.750771
2608,   0.8488, 0.749389
2609,   0.8488, 0.744972
2610,   0.8488, 0.753313
2611,   0.8488, 0.752979
2612,   0.8488, 0.756737
2613,   0.8488, 0.757385
2614,   0.8488, 0.755253
2615,   0.8488, 0.758428
2616,   0.8488, 0.757806
2617,   0.8488, 0.752823
2618,   0.8488, 0.754255
2619,   0.8488, 0.762318
2620,   0.8488, 0.770031
2621,   0.8488, 0.756918
2622,   0.8488, 0.754999
2623,   0.8488, 0.751172
2624,   0.8488, 0.752136
2625,   0.8488, 0.745625
2626,   0.8488, 0.756267
2627,   0.8488,  0.75716
2628,   0.8488, 0.754054
2629,   0.8488, 0.759275
2630,   0.8488, 0.753991
2631,   0.8488, 0.760922
2632,   0.8488, 0.751826
2633,   0.8488, 0.761202
2634,   0.8488, 0.755835
2635,   0.8488, 0.749705
2636,   0.8488, 0.745293
2637,   0.8488,  0.74716
2638,   0.8488, 0.757084
2639,   0.8488, 0.761866
2640,   0.8488, 0.763454
2641,   0.8488, 0.760518
2642,   0.8488, 0.752953
2643,   0.8488, 0.752065
2644,   0.8488, 0.747954
2645,   0.8488, 0.755872
2646,   0.8488, 0.758026
2647,   0.8488, 0.759359
2648,   0.8488, 0.759394
2649,   0.8488, 0.764624
2650,   0.8488, 0.763014
2651,   0.8488, 0.754811
2652,   0.8488, 0.754885
2653,   0.8488, 0.759003
2654,   0.8488, 0.755766
2655,   0.8488, 0.757649
2656,   0.8488, 0.754781
2657,   0.8488, 0.747649
2658,   0.8488, 0.747697
2659,   0.8488, 0.748888
2660,   0.8488, 0.754102
2661,   0.8488, 0.758101
2662,   0.8488, 0.757384
2663,   0.8488, 0.758107
2664,   0.8488,  0.75309
2665,   0.8488, 0.748675
2666,   0.8488, 0.751925
2667,   0.8488, 0.749453
2668,   0.8488, 0.753023
2669,   0.8488, 0.749303
2670,   0.8488, 0.756477
2671,   0.8488, 0.762035
2672,   0.8488, 0.760411
2673,   0.8488, 0.760802
2674,   0.8488, 0.760769
2675,   0.8488, 0.757557
2676,   0.8488, 0.757093
2677,   0.8488, 0.755059
2678,   0.8488, 0.753787
2679,   0.8488, 0.752531
2680,   0.8488, 0.751894
2681,   0.8488,   0.7523
2682,   0.8488, 0.750681
2683,   0.8488, 0.746846
2684,   0.8488,  0.75451
2685,   0.8488, 0.756632
2686,   0.8488, 0.755778
2687,   0.8488, 0.751036
2688,   0.8488, 0.743178
2689,   0.8488, 0.754532
2690,   0.8488, 0.752693
2691,   0.8488, 0.756404
2692,   0.8488, 0.756885
2693,   0.8488, 0.752607
2694,   0.8488, 0.752604
2695,   0.8488, 0.753515
2696,   0.8488,  0.76268
2697,   0.8488, 0.755055
2698,   0.8488, 0.756289
2699,   0.8488, 0.751179
2700,   0.8488, 0.752495
2701,   0.8488,  0.75007
2702,   0.8488, 0.758115
2703,   0.8488, 0.756918
2704,   0.8488, 0.756406
2705,   0.8488, 0.759063
2706,   0.8488, 0.759061
2707,   0.8488, 0.758075
2708,   0.8488, 0.757612
2709,   0.8488, 0.751049
2710,   0.8488, 0.754144
2711,   0.8488, 0.749565
2712,   0.8488,   0.7557
2713,   0.8488, 0.754238
2714,   0.8488, 0.749047
2715,   0.8488, 0.752201
2716,   0.8488, 0.741356
2717,   0.8488, 0.755481
2718,   0.8488, 0.751394
2719,   0.8488,  0.75686
2720,   0.8488, 0.758344
2721,   0.8488, 0.755656
2722,   0.8488, 0.751261
2723,   0.8488, 0.754749
2724,   0.8488,  0.75942
2725,   0.8488, 0.751268
2726,   0.8488, 0.751248
2727,   0.8488, 0.755821
2728,   0.8488,  0.75979
2729,   0.8488, 0.751919
2730,   0.8488, 0.758093
2731,   0.8488, 0.756566
2732,   0.8488, 0.758259
2733,   0.8488, 0.762177
2734,   0.8488,   0.7644
2735,   0.8488, 0.755875
2736,   0.8488, 0.746797
2737,   0.8488, 0.747911
2738,   0.8488, 0.754353
2739,   0.8488, 0.749879
2740,   0.8488, 0.744304
2741,   0.8488, 0.748931
2742,   0.8488, 0.753551
2743,   0.8488, 0.750164
2744,   0.8488, 0.751918
2745,   0.8488, 0.750985
2746,   0.8488, 0.755131
2747,   0.8488, 0.753817
2748,   0.8488,  0.75827
2749,   0.8488, 0.751755
2750,   0.8488,  0.75904
2751,   0.8488, 0.765853
2752,   0.8488, 0.762703
2753,   0.8488, 0.762089
2754,   0.8488, 0.757836
2755,   0.8488, 0.751474
2756,   0.8488, 0.749671
2757,   0.8488, 0.748992
2758,   0.8488, 0.751152
2759,   0.8488, 0.749332
2760,   0.8488, 0.753209
2761,   0.8488, 0.755692
2762,   0.8488, 0.759946
2763,   0.8488, 0.758344
2764,   0.8488, 0.751568
2765,   0.8488, 0.758923
2766,   0.8488, 0.752005
2767,   0.8488, 0.754818
2768,   0.8488, 0.749768
2769,   0.8488, 0.747961
2770,   0.8488, 0.757847
2771,   0.8488, 0.755265
2772,   0.8488, 0.754182
2773,   0.8488, 0.753838
2774,   0.8493, 0.755427
2775,   0.8493,  0.75953
2776,   0.8493, 0.757624
2777,   0.8493,  0.75454
2778,   0.8493, 0.748958
2779,   0.8493, 0.756156
2780,   0.8493, 0.763075
2781,   0.8493, 0.758162
2782,   0.8493, 0.753347
2783,   0.8493,  0.75824
2784,   0.8493, 0.755073
2785,   0.8493, 0.755279
2786,   0.8493, 0.754468
2787,   0.8493, 0.755126
2788,   0.8493, 0.755472
2789,   0.8493, 0.755843
2790,   0.8493, 0.751245
2791,   0.8493, 0.752434
2792,   0.8493, 0.741833
2793,   0.8493, 0.751432
2794,   0.8493, 0.752515
2795,   0.8493, 0.759162
2796,   0.8493, 0.760116
2797,   0.8493, 0.756638
2798,   0.8493, 0.757515
2799,   0.8493, 0.761873
2800,   0.8493, 0.756384
2801,   0.8493, 0.760698
2802,   0.8493, 0.753944
2803,   0.8493, 0.761093
2804,   0.8493, 0.756727
2805,   0.8493, 0.758839
2806,   0.8493, 0.748819
2807,   0.8493, 0.750024
2808,   0.8493, 0.749687
2809,   0.8493,   0.7544
2810,   0.8493, 0.759565
2811,   0.8493,  0.75747
2812,   0.8493, 0.749243
2813,   0.8493, 0.751766
2814,   0.8493,  0.74833
2815,   0.8493, 0.750494
2816,   0.8493, 0.749312
2817,   0.8493, 0.755497
2818,   0.8493,   0.7543
2819,   0.8493, 0.758008
2820,   0.8493, 0.762953
2821,   0.8493, 0.763279
2822,   0.8493, 0.760434
2823,   0.8493, 0.752702
2824,   0.8493, 0.758618
2825,   0.8493, 0.755323
2826,   0.8493, 0.754261
2827,   0.8493, 0.753505
2828,   0.8493, 0.754777
2829,   0.8493, 0.753435
2830,   0.8493, 0.753843
2831,   0.8493,  0.75677
2832,   0.8493, 0.760929
2833,   0.8493, 0.758262
2834,   0.8493, 0.754489
2835,   0.8493, 0.754074
2836,   0.8493, 0.761057
2837,   0.8493, 0.756323
2838,   0.8493, 0.751754
2839,   0.8493, 0.754945
2840,   0.8493, 0.751486
2841,   0.8493,  0.75054
2842,   0.8493, 0.747653
2843,   0.8493, 0.748718
2844,   0.8493, 0.753748
2845,   0.8493, 0.756059
2846,   0.8493, 0.755107
2847,   0.8493, 0.756421
2848,   0.8513, 0.757209
2849,   0.8513, 0.753388
2850,   0.8489, 0.757226
2851,   0.8489, 0.753076
2852,   0.8489, 0.749651
2853,   0.8489, 0.753305
2854,   0.8489, 0.753652
2855,   0.8489, 0.757326
2856,   0.8489, 0.761828
2857,   0.8489, 0.760019
2858,   0.8489, 0.763029
2859,   0.8489, 0.758654
2860,   0.8489, 0.757349
2861,   0.8489, 0.754478
2862,   0.8489, 0.750066
2863,   0.8489, 0.751293
2864,   0.8489,  0.75141
2865,   0.8489, 0.749693
2866,   0.8489, 0.753985
2867,   0.8489, 0.757308
2868,   0.8489, 0.761194
2869,   0.8489,  0.75704
2870,   0.8489, 0.754417
2871,   0.8489, 0.755228
2872,   0.8489, 0.751454
2873,   0.8489, 0.749327
2874,   0.8489, 0.753456
2875,   0.8489, 0.751272
2876,   0.8489, 0.756057
2877,   0.8489, 0.755621
2878,   0.8489, 0.754161
2879,   0.8489, 0.753113
2880,   0.8489, 0.749351
2881,   0.8489, 0.751039
2882,   0.8489, 0.753772
2883,   0.8489, 0.753475
2884,   0.8489,   0.7575
2885,   0.8489,  0.75946
2886,   0.8489, 0.754378
2887,   0.8489, 0.753798
2888,   0.8489, 0.758551
2889,   0.8489, 0.758879
2890,   0.8489, 0.757367
2891,   0.8489,  0.75465
2892,   0.8489, 0.753924
2893,   0.8489, 0.760071
2894,   0.8489, 0.752487
2895,   0.8489, 0.752776
2896,   0.8489, 0.747652
2897,   0.8489, 0.753085
2898,   0.8489, 0.753814
2899,   0.8489, 0.761311
2900,   0.8489, 0.756078
2901,   0.8489, 0.751666
2902,   0.8489, 0.754553
2903,   0.8489, 0.753819
2904,   0.8489, 0.756776
2905,   0.8489, 0.756897
2906,   0.8489, 0.755219
2907,   0.8489, 0.759102
2908,   0.8489, 0.756792
2909,   0.8489, 0.761995
2910,   0.8489, 0.756427
2911,   0.8489, 0.751674
2912,   0.8489, 0.757999
2913,   0.8489, 0.759467
2914,   0.8489, 0.745953
2915,   0.8489, 0.758095
2916,   0.8489, 0.761598
2917,   0.8489, 0.754805
2918,   0.8489, 0.753228
2919,   0.8489,  0.75247
2920,   0.8489, 0.755613
2921,   0.8489, 0.756232
2922,   0.8489,  0.75756
2923,   0.8489, 0.753659
2924,   0.8489, 0.754592
2925,   0.8489, 0.759381
2926,   0.8489, 0.751618
2927,   0.8489, 0.753352
2928,   0.8489, 0.750901
2929,   0.8489, 0.747531
2930,   0.8489, 0.755759
2931,   0.8489, 0.750861
2932,   0.8489, 0.750701
2933,   0.8489, 0.757684
2934,   0.8489, 0.756262
2935,   0.8489,  0.74935
2936,   0.8489, 0.751589
2937,   0.8489, 0.755449
2938,   0.8489,  0.75752
2939,   0.8489, 0.755833
2940,   0.8489, 0.756141
2941,   0.8489, 0.753227
2942,   0.8489, 0.752059
2943,   0.8489,  0.74956
2944,   0.8489, 0.756775
2945,   0.8489, 0.754134
2946,   0.8489,  0.75447
2947,   0.8489, 0.754466
2948,   0.8489, 0.759577
2949,   0.8505, 0.757201
2950,   0.8505, 0.758296
2951,   0.8505,  0.75447
2952,   0.8505, 0.753852
2953,   0.8505, 0.756966
2954,   0.8505, 0.754427
2955,   0.8505, 0.753689
2956,   0.8505, 0.755455
2957,   0.8505, 0.754525
2958,   0.8505,  0.75213
2959,   0.8505, 0.753477
2960,   0.8505, 0.753044
2961,   0.8505, 0.756731
2962,   0.8505, 0.760019
2963,   0.8505, 0.754137
2964,   0.8505, 0.755729
2965,   0.8505, 0.757647
2966,   0.8505,  0.75492
2967,   0.8505, 0.753293
2968,   0.8505,   0.7517
2969,   0.8505, 0.753811
2970,   0.8505, 0.761431
2971,   0.8505,  0.76051
2972,   0.8505, 0.760075
2973,   0.8505, 0.760463
2974,   0.8505, 0.760449
2975,   0.8505, 0.755233
2976,   0.8505, 0.757111
2977,   0.8505, 0.753435
2978,   0.8505, 0.758968
2979,   0.8505, 0.757868
2980,   0.8505, 0.759583
2981,   0.8505, 0.759358
2982,   0.8505, 0.758968
2983,   0.8505, 0.757781
2984,   0.8505, 0.759087
2985,   0.8505, 0.758655
2986,   0.8505, 0.749733
2987,   0.8505, 0.750684
2988,   0.8505, 0.750963
2989,   0.8505, 0.749912
2990,   0.8505, 0.756921
2991,   0.8505, 0.754362
2992,   0.8505, 0.756391
2993,   0.8505, 0.757525
2994,   0.8505, 0.759389
2995,   0.8505, 0.758529
2996,   0.8505, 0.755567
2997,   0.8505, 0.751488
2998,   0.8505, 0.755098
2999,   0.8505, 0.751059
3000,   0.8505, 0.759671
3001,   0.8505, 0.757592
3002,   0.8505, 0.755639
3003,   0.8505, 0.750811
3004,   0.8505, 0.756567
3005,   0.8505, 0.753667
3006,   0.8505, 0.760174
3007,   0.8505, 0.753045
3008,   0.8505, 0.753699
3009,   0.8505, 0.760485
3010,   0.8505, 0.752089
3011,   0.8505, 0.759863
3012,   0.8505, 0.758847
3013,   0.8505, 0.762971
3014,   0.8505, 0.757077
3015,   0.8505, 0.754675
3016,   0.8505, 0.751052
3017,   0.8505, 0.753821
3018,   0.8505, 0.750319
3019,   0.8506, 0.759444
3020,   0.8506, 0.753568
3021,   0.8506, 0.760118
3022,   0.8506, 0.761967
3023,   0.8506, 0.762979
3024,   0.8506, 0.756491
3025,   0.8506, 0.744768
3026,   0.8506, 0.753475
3027,   0.8506, 0.757316
3028,   0.8506, 0.759542
3029,   0.8506, 0.757566
3030,   0.8509, 0.756498
3031,   0.8509, 0.761935
3032,   0.8509, 0.760674
3033,   0.8509, 0.758627
3034,   0.8509, 0.751516
3035,   0.8509, 0.756766
3036,   0.8509,  0.75804
3037,   0.8509, 0.751164
3038,   0.8509, 0.757802
3039,   0.8509, 0.760073
3040,   0.8509, 0.756109
3041,   0.8509, 0.750781
3042,   0.8509, 0.755459
3043,   0.8509, 0.755603
3044,   0.8509, 0.759799
3045,   0.8509, 0.763664
3046,   0.8509, 0.763592
3047,   0.8509,  0.75808
3048,   0.8509, 0.751643
3049,   0.8509, 0.758495
3050,   0.8509, 0.757257
3051,   0.8509, 0.751717
3052,   0.8509,  0.75358
3053,   0.8509, 0.754259
3054,   0.8509, 0.758728
3055,   0.8509, 0.757625
3056,   0.8509, 0.754013
3057,   0.8509, 0.761975
3058,   0.8509, 0.764664
3059,   0.8509, 0.758959
3060,   0.8509, 0.762753
3061,   0.8509, 0.760315
3062,   0.8509, 0.761653
3063,   0.8509, 0.762646
3064,   0.8509, 0.754711
3065,   0.8509,  0.74945
3066,   0.8509, 0.761488
3067,   0.8509, 0.755162
3068,   0.8509, 0.758549
3069,   0.8509,  0.75992
3070,   0.8509,   0.7525
3071,   0.8509, 0.761528
3072,   0.8509, 0.763148
3073,   0.8509,   0.7572
3074,   0.8509, 0.763356
3075,   0.8509, 0.753479
3076,   0.8509, 0.756871
3077,   0.8509, 0.752783
3078,   0.8509,  0.75148
3079,   0.8509, 0.755679
3080,   0.8509, 0.750358
3081,   0.8509, 0.752797
3082,   0.8509, 0.747406
3083,   0.8509, 0.752455
3084,   0.8509, 0.751225
3085,   0.8509, 0.751732
3086,   0.8509, 0.756779
3087,   0.8509, 0.756936
3088,   0.8509, 0.754256
3089,   0.8509, 0.756862
3090,   0.8509, 0.759006
3091,   0.8509, 0.761121
3092,   0.8509, 0.762771
3093,   0.8509, 0.756497
3094,   0.8509, 0.756517
3095,   0.8509, 0.765716
3096,   0.8509, 0.757833
3097,   0.8509, 0.756009
3098,   0.8509, 0.762026
3099,   0.8509, 0.760464
3100,   0.8509, 0.758386
3101,   0.8513, 0.756476
3102,   0.8513, 0.756733
3103,   0.8513, 0.758744
3104,   0.8513,  0.76531
3105,   0.8513, 0.762603
3106,   0.8513, 0.757906
3107,   0.8513, 0.757991
3108,   0.8513, 0.755028
3109,   0.8513, 0.756491
3110,   0.8513,  0.75229
3111,   0.8513, 0.760335
3112,   0.8513, 0.761974
3113,   0.8513, 0.758482
3114,   0.8513, 0.751888
3115,   0.8513, 0.751324
3116,   0.8513, 0.751516
3117,   0.8513, 0.758366
3118,   0.8513, 0.757222
3119,   0.8513, 0.756041
3120,   0.8513, 0.759452
3121,   0.8513, 0.759067
3122,   0.8513,  0.75378
3123,   0.8513, 0.754616
3124,   0.8513, 0.754428
3125,   0.8513, 0.757038
3126,   0.8513,  0.75613
3127,   0.8513, 0.759145
3128,   0.8513, 0.759274
3129,   0.8513, 0.753597
3130,   0.8513, 0.758143
3131,   0.8513, 0.752398
3132,   0.8513, 0.755183
3133,   0.8513, 0.753674
3134,   0.8513, 0.756027
3135,   0.8513, 0.755733
3136,   0.8513, 0.760126
3137,   0.8513, 0.757946
3138,   0.8513, 0.754149
3139,   0.8513, 0.757378
3140,   0.8513,  0.75652
3141,   0.8513, 0.757186
3142,   0.8513, 0.755198
3143,   0.8513, 0.755654
3144,   0.8513, 0.757734
3145,   0.8513, 0.758185
3146,   0.8513,  0.76362
3147,   0.8513, 0.758095
3148,   0.8513, 0.754501
3149,   0.8513, 0.758316
3150,   0.8513, 0.751944
3151,   0.8513, 0.749063
3152,   0.8513, 0.758564
3153,   0.8513, 0.754353
3154,   0.8513, 0.754623
3155,   0.8513, 0.752743
3156,   0.8513, 0.753106
3157,   0.8513, 0.750714
3158,   0.8513, 0.754292
3159,   0.8513, 0.759734
3160,   0.8513, 0.751013
3161,   0.8513, 0.751712
3162,   0.8513, 0.751045
3163,   0.8513,  0.75737
3164,   0.8513, 0.753305
3165,   0.8513, 0.756324
3166,   0.8513, 0.759027
3167,   0.8513, 0.758728
3168,   0.8513,  0.75021
3169,   0.8513, 0.757049
3170,   0.8513, 0.759515
3171,   0.8513, 0.758169
3172,   0.8513, 0.761335
3173,   0.8513, 0.759432
3174,   0.8513, 0.756086
3175,   0.8513, 0.756136
3176,   0.8513, 0.755119
3177,     0.85, 0.758626
3178,     0.85, 0.755534
3179,     0.85, 0.758111
3180,     0.85, 0.757539
3181,     0.85,  0.75352
3182,     0.85, 0.755544
3183,     0.85, 0.758402
3184,   0.8506, 0.755631
3185,   0.8506, 0.754785
3186,   0.8506, 0.755612
3187,   0.8506, 0.752331
3188,   0.8506, 0.759735
3189,   0.8506, 0.756986
3190,   0.8506, 0.761553
3191,   0.8506, 0.764571
3192,   0.8506, 0.761553
3193,   0.8506, 0.762693
3194,   0.8506, 0.760611
3195,   0.8506, 0.765317
3196,   0.8506, 0.759574
3197,   0.8506, 0.758635
3198,   0.8506, 0.755668
3199,   0.8506, 0.757522
3200,   0.8506, 0.755818
3201,   0.8506, 0.761421
3202,   0.8506, 0.761105
3203,   0.8506, 0.757111
3204,   0.8506, 0.753715
3205,   0.8506, 0.757596
3206,   0.8506, 0.762312
3207,   0.8506, 0.757955
3208,   0.8506, 0.757304
3209,   0.8506,  0.76127
3210,   0.8506, 0.754605
3211,   0.8506, 0.754003
3212,   0.8506, 0.748315
3213,   0.8506, 0.746437
3214,   0.8506, 0.750896
3215,   0.8506, 0.745836
3216,   0.8506, 0.754103
3217,   0.8506, 0.758725
3218,   0.8506, 0.758152
3219,   0.8506, 0.759219
3220,   0.8506,  0.76155
3221,   0.8506, 0.758357
3222,   0.8506, 0.761585
3223,   0.8506, 0.757261
3224,   0.8506, 0.757056
3225,   0.8506, 0.761566
3226,   0.8506, 0.763618
3227,   0.8506, 0.761333
3228,   0.8506, 0.759992
3229,   0.8506, 0.752233
3230,   0.8506,  0.74858
3231,   0.8506, 0.758578
3232,   0.8506, 0.757496
3233,   0.8506, 0.754375
3234,   0.8506, 0.759027
3235,   0.8506, 0.757297
3236,   0.8506, 0.765203
3237,   0.8512, 0.758405
3238,   0.8512, 0.762143
3239,   0.8512, 0.751938
3240,   0.8512,  0.75109
3241,   0.8512, 0.757489
3242,   0.8512, 0.753354
3243,   0.8512, 0.761079
3244,   0.8512, 0.759162
3245,   0.8512, 0.757949
3246,   0.8512, 0.758313
3247,   0.8512, 0.759542
3248,   0.8512, 0.761549
3249,   0.8512, 0.753917
3250,   0.8512, 0.750946
3251,   0.8512, 0.759425
3252,   0.8512, 0.751804
3253,   0.8512, 0.753634
3254,   0.8512, 0.752365
3255,   0.8512, 0.754982
3256,   0.8512, 0.748012
3257,   0.8512, 0.752541
3258,   0.8512, 0.753378
3259,   0.8512, 0.757576
3260,   0.8512, 0.751634
3261,   0.8512, 0.750433
3262,   0.8512, 0.751951
3263,   0.8512, 0.749763
3264,   0.8512, 0.755714
3265,   0.8512, 0.755218
3266,   0.8512, 0.753238
3267,   0.8512, 0.754885
3268,   0.8512, 0.753458
3269,   0.8512, 0.755268
3270,   0.8512, 0.752075
3271,   0.8512, 0.757765
3272,   0.8512, 0.757077
3273,   0.8512, 0.747891
3274,   0.8512, 0.754659
3275,   0.8512, 0.753693
3276,   0.8512, 0.756759
3277,   0.8512, 0.757262
3278,   0.8512,  0.76002
3279,   0.8512, 0.749692
3280,   0.8512, 0.758359
3281,   0.8512, 0.758455
3282,   0.8512, 0.758986
3283,   0.8512, 0.754652
3284,   0.8512, 0.758702
3285,   0.8512, 0.762451
3286,   0.8512, 0.761095
3287,   0.8512, 0.759376
3288,   0.8512, 0.759232
3289,   0.8512, 0.755269
3290,   0.8512, 0.755611
3291,   0.8512, 0.752475
3292,   0.8512, 0.756875
3293,   0.8512, 0.763774
3294,   0.8512, 0.758135
3295,   0.8512, 0.757397
3296,   0.8512, 0.754306
3297,   0.8512, 0.757199
3298,   0.8512, 0.756548
3299,   0.8512, 0.761172
3300,   0.8512, 0.759624
3301,   0.8512, 0.750212
3302,   0.8512, 0.762585
3303,   0.8512, 0.760483
3304,   0.8512, 0.761653
3305,   0.8512, 0.753645
3306,   0.8512, 0.754294
3307,   0.8512,  0.75352
3308,   0.8512,   0.7567
3309,   0.8512, 0.750314
3310,   0.8512, 0.751743
3311,   0.8512, 0.761698
3312,   0.8512,  0.75763
3313,   0.8512, 0.757974
3314,   0.8512, 0.756856
3315,   0.8512,  0.75587
3316,   0.8512, 0.762517
3317,   0.8512, 0.756178
3318,   0.8512, 0.761585
3319,   0.8512, 0.754396
3320,   0.8512, 0.754644
3321,   0.8512, 0.760889
3322,   0.8512, 0.758298
3323,   0.8512, 0.765584
3324,   0.8512, 0.760141
3325,   0.8512, 0.753165
3326,   0.8512, 0.758195
3327,   0.8512, 0.763612
3328,   0.8512, 0.758673
3329,    0.851, 0.753728
3330,    0.851, 0.754729
3331,    0.851, 0.748626
3332,    0.851, 0.753004
3333,    0.851, 0.757266
3334,    0.851, 0.758509
3335,    0.851, 0.754448
3336,    0.851, 0.759081
3337,    0.851,  0.75777
3338,    0.851, 0.760715
3339,    0.851, 0.756961
3340,    0.851, 0.761846
3341,    0.851, 0.758107
3342,    0.851, 0.751984
3343,    0.851, 0.757418
3344,    0.851, 0.759109
3345,    0.851,  0.74534
3346,    0.851, 0.754185
3347,    0.851, 0.751635
3348,    0.851, 0.755693
3349,    0.851,   0.7558
3350,    0.851, 0.758524
3351,    0.851,  0.75509
3352,    0.851,  0.75623
3353,    0.851, 0.754789
3354,    0.851, 0.753617
3355,    0.851, 0.758704
3356,    0.851, 0.760113
3357,    0.851, 0.755975
3358,    0.851,  0.76077
3359,    0.851, 0.758034
3360,    0.851, 0.753066
3361,    0.851, 0.760441
3362,    0.851, 0.760706
3363,    0.851, 0.758798
3364,    0.851, 0.753296
3365,    0.851, 0.750554
3366,    0.851, 0.757587
3367,    0.851, 0.756893
3368,    0.851, 0.759018
3369,    0.851, 0.745725
3370,    0.851,  0.75344
3371,    0.851, 0.754801
3372,    0.851, 0.761158
3373,    0.851, 0.762906
3374,    0.851, 0.757627
3375,    0.851, 0.750113
3376,    0.851,  0.75856
3377,    0.851, 0.762318
3378,    0.851, 0.765949
3379,    0.851, 0.762041
3380,    0.851, 0.754966
3381,    0.851, 0.753657
3382,    0.851, 0.758563
3383,    0.851, 0.764115
3384,    0.851, 0.761891
3385,    0.851, 0.761648
3386,    0.851, 0.756351
3387,    0.851, 0.756843
3388,    0.851, 0.752883
3389,   0.8512,  0.75591
3390,   0.8512, 0.760674
3391,   0.8512, 0.759412
3392,   0.8512,  0.75511
3393,   0.8512, 0.759599
3394,   0.8512, 0.754978
3395,   0.8512, 0.759256
3396,   0.8512, 0.755121
3397,   0.8512, 0.757581
3398,   0.8512,  0.75439
3399,   0.8512, 0.752902
3400,   0.8512, 0.754242
3401,   0.8512, 0.759069
3402,   0.8512, 0.763138
3403,   0.8512, 0.763353
3404,   0.8512, 0.760701
3405,   0.8512, 0.752924
3406,   0.8512, 0.756139
3407,   0.8512,  0.75408
3408,   0.8512, 0.761771
3409,   0.8512, 0.757743
3410,   0.8512, 0.762424
3411,   0.8512,  0.75941
3412,   0.8512, 0.761015
3413,   0.8512, 0.762065
3414,   0.8512, 0.765803
3415,   0.8512, 0.759494
3416,   0.8512, 0.756251
3417,   0.8512, 0.757336
3418,   0.8512, 0.755199
3419,   0.8512, 0.756736
3420,   0.8512,  0.75518
3421,   0.8512, 0.756251
3422,   0.8512,  0.75854
3423,   0.8512, 0.755569
3424,   0.8512, 0.752669
3425,   0.8512, 0.756877
3426,   0.8512, 0.756352
3427,   0.8512,    0.752
3428,   0.8512, 0.752473
3429,   0.8512, 0.752555
3430,   0.8512, 0.757561
3431,   0.8512, 0.757327
3432,   0.8512, 0.752601
3433,   0.8512, 0.753015
3434,   0.8512, 0.753371
3435,   0.8512, 0.758107
3436,   0.8512, 0.760359
3437,   0.8512, 0.764656
3438,   0.8512, 0.760259
3439,   0.8512, 0.761616
3440,   0.8512, 0.761268
3441,   0.8512, 0.763082
3442,   0.8512, 0.760302
3443,   0.8512,  0.75188
3444,   0.8512, 0.757257
3445,   0.8512, 0.756906
3446,   0.8512, 0.745075
3447,   0.8512, 0.752894
3448,   0.8512,  0.75803
3449,   0.8512, 0.763186
3450,   0.8512, 0.753513
3451,   0.8512,  0.74943
3452,   0.8512,  0.75262
3453,   0.8512, 0.764814
3454,   0.8512, 0.757513
3455,   0.8512, 0.758349
3456,   0.8512,  0.76028
3457,   0.8512, 0.754568
3458,   0.8512, 0.756235
3459,   0.8512, 0.756441
3460,   0.8512,  0.75189
3461,   0.8512, 0.759665
3462,   0.8512, 0.757338
3463,   0.8512, 0.752689
3464,   0.8512, 0.756813
3465,   0.8512, 0.756175
3466,   0.8512, 0.758772
3467,   0.8512, 0.755379
3468,   0.8512, 0.752087
3469,   0.8512, 0.760922
3470,   0.8512, 0.764616
3471,   0.8512, 0.757092
3472,   0.8512, 0.763807
3473,   0.8512, 0.760008
3474,   0.8512, 0.754599
3475,   0.8512, 0.757028
3476,   0.8512, 0.760893
3477,   0.8512, 0.752752
3478,   0.8512, 0.748891
3479,   0.8512, 0.754911
3480,   0.8512, 0.756079
3481,   0.8512, 0.756353
3482,   0.8512,  0.75558
3483,   0.8512, 0.758298
3484,   0.8512, 0.760616
3485,   0.8512, 0.757471
3486,   0.8512, 0.762081
3487,   0.8512, 0.769595
3488,   0.8512, 0.761899
3489,   0.8512, 0.757636
3490,   0.8512, 0.758156
3491,   0.8512, 0.757365
3492,   0.8512, 0.759484
3493,   0.8512, 0.760285
3494,   0.8512, 0.752621
3495,   0.8512, 0.760017
3496,   0.8512,  0.76419
3497,   0.8512,  0.76046
3498,   0.8512, 0.757404
3499,   0.8512, 0.753371
3500,   0.8512, 0.757846
3501,   0.8512, 0.758479
3502,   0.8512, 0.762081
3503,   0.8512, 0.754842
3504,   0.8512, 0.754524
3505,   0.8512, 0.753313
3506,   0.8512,  0.75621
3507,   0.8512, 0.751784
3508,   0.8512, 0.754478
3509,   0.8512,  0.75998
3510,   0.8512, 0.762537
3511,   0.8512, 0.758394
3512,   0.8512, 0.759296
3513,   0.8512, 0.764683
3514,   0.8512, 0.759841
3515,   0.8512, 0.757719
3516,   0.8512, 0.751945
3517,   0.8512, 0.752577
3518,   0.8512, 0.756786
3519,   0.8512, 0.757168
