gen, ranking_scalar3_twopoint_best, ranking_scalar3_twopoint_ave
3520,   0.8512,  0.75272
3521,   0.8512, 0.760581
3522,   0.8512, 0.760516
3523,   0.8512, 0.757614
3524,   0.8512, 0.752012
3525,   0.8512, 0.759322
3526,   0.8512, 0.759257
3527,   0.8512, 0.760932
3528,   0.8528, 0.758273
3529,   0.8528, 0.759703
3530,   0.8528,  0.75215
3531,   0.8528, 0.748376
3532,   0.8528, 0.751372
3533,   0.8528, 0.756207
3534,   0.8528, 0.762926
3535,   0.8528, 0.762308
3536,   0.8528, 0.757448
3537,   0.8528, 0.754535
3538,   0.8528, 0.759605
3539,   0.8528, 0.758479
3540,   0.8528, 0.756778
3541,   0.8528, 0.758228
3542,   0.8528,  0.76454
3543,   0.8528, 0.762981
3544,   0.8528, 0.763932
3545,   0.8528, 0.759487
3546,   0.8528, 0.766242
3547,   0.8528, 0.763337
3548,   0.8528, 0.764054
3549,   0.8528, 0.762712
3550,   0.8528, 0.764695
3551,   0.8528, 0.758063
3552,   0.8528, 0.755521
3553,   0.8528, 0.758043
3554,   0.8528, 0.756827
3555,   0.8528, 0.762107
3556,   0.8528, 0.761146
3557,   0.8528, 0.757144
3558,   0.8528,  0.75933
3559,   0.8528, 0.760041
3560,   0.8528, 0.764708
3561,   0.8528, 0.760866
3562,   0.8528, 0.757085
3563,   0.8528, 0.759413
3564,   0.8528, 0.760005
3565,   0.8528, 0.755403
3566,   0.8528, 0.753311
3567,   0.8528, 0.760984
3568,   0.8528, 0.760005
3569,   0.8528, 0.764001
3570,   0.8528, 0.762952
3571,   0.8528,  0.75278
3572,   0.8528, 0.757241
3573,   0.8531, 0.760565
3574,   0.8531, 0.755419
3575,   0.8531, 0.762539
3576,   0.8531, 0.762983
3577,   0.8531, 0.767068
3578,   0.8531, 0.751838
3579,   0.8531, 0.759899
3580,   0.8531, 0.758483
3581,   0.8531,  0.75573
3582,   0.8531,  0.76616
3583,   0.8531,  0.75768
3584,   0.8531, 0.753744
3585,   0.8531, 0.760703
3586,   0.8531, 0.754215
3587,   0.8531, 0.762554
3588,   0.8531, 0.771574
3589,   0.8531,  0.76282
3590,   0.8531, 0.760441
3591,   0.8531, 0.756537
3592,   0.8531, 0.754954
3593,   0.8531, 0.758518
3594,   0.8531, 0.760696
3595,   0.8531, 0.761299
3596,   0.8531, 0.764433
3597,   0.8531, 0.765263
3598,   0.8531, 0.751248
3599,   0.8531, 0.755704
3600,   0.8531, 0.762492
3601,   0.8531, 0.755963
3602,   0.8531, 0.763079
3603,   0.8531, 0.760258
3604,   0.8531, 0.760042
3605,   0.8531, 0.760814
3606,   0.8531, 0.761671
3607,   0.8531, 0.764902
3608,   0.8531,  0.76546
3609,   0.8531, 0.760525
3610,   0.8531, 0.760274
3611,   0.8531, 0.763142
3612,   0.8531, 0.762455
3613,   0.8531, 0.759681
3614,   0.8531, 0.751585
3615,   0.8531,  0.75722
3616,   0.8531,  0.75972
3617,   0.8531, 0.762192
3618,   0.8531, 0.762076
3619,   0.8531, 0.763308
3620,   0.8531, 0.767533
3621,   0.8531, 0.764575
3622,   0.8531, 0.764407
3623,   0.8531, 0.764405
3624,   0.8531, 0.761486
3625,   0.8531, 0.754285
3626,   0.8531, 0.758286
3627,   0.8531, 0.760872
3628,   0.8531, 0.757529
3629,   0.8531,  0.76354
3630,   0.8531, 0.757805
3631,   0.8531, 0.758847
3632,   0.8531, 0.754266
3633,   0.8531,   0.7586
3634,   0.8531, 0.760793
3635,   0.8531, 0.762134
3636,   0.8531, 0.763375
3637,   0.8531, 0.763331
3638,   0.8531,  0.76213
3639,   0.8531, 0.763094
3640,   0.8536, 0.761817
3641,   0.8536, 0.761213
3642,   0.8536, 0.760076
3643,   0.8532, 0.764684
3644,   0.8532, 0.755629
3645,   0.8532, 0.759067
3646,   0.8532, 0.760581
3647,   0.8532, 0.761608
3648,   0.8532,  0.75594
3649,   0.8532, 0.759414
3650,   0.8532, 0.761637
3651,   0.8532, 0.754948
3652,   0.8532, 0.754279
3653,   0.8532, 0.759841
3654,   0.8532, 0.752635
3655,   0.8532, 0.760933
3656,   0.8532, 0.756043
3657,   0.8532, 0.753539
3658,   0.8532, 0.762467
3659,   0.8532, 0.758879
3660,   0.8532, 0.756352
3661,   0.8532, 0.753246
3662,   0.8532, 0.766203
3663,   0.8532, 0.760333
3664,   0.8532,  0.76413
3665,   0.8532, 0.755709
3666,   0.8532, 0.768702
3667,   0.8532, 0.761238
3668,   0.8532, 0.756638
3669,   0.8532, 0.757868
3670,   0.8532,  0.75765
3671,   0.8532, 0.762313
3672,   0.8532, 0.758231
3673,   0.8532, 0.761602
3674,   0.8532, 0.758417
3675,   0.8532, 0.758298
3676,   0.8532, 0.760104
3677,   0.8532, 0.755301
3678,   0.8532, 0.761821
3679,   0.8532, 0.754218
3680,   0.8532, 0.751875
3681,   0.8532, 0.749679
3682,   0.8532, 0.752827
3683,   0.8532, 0.750212
3684,   0.8532, 0.752412
3685,   0.8532, 0.756102
3686,   0.8532, 0.760559
3687,   0.8532, 0.760832
3688,   0.8532,  0.75986
3689,   0.8532, 0.752421
3690,   0.8532, 0.760534
3691,   0.8532, 0.760837
3692,   0.8532, 0.760518
3693,   0.8532, 0.755729
3694,   0.8532, 0.761883
3695,   0.8532, 0.766194
3696,   0.8532, 0.767119
3697,   0.8532, 0.769475
3698,   0.8532, 0.770076
3699,   0.8532, 0.761965
3700,   0.8532, 0.760437
3701,   0.8532, 0.758786
3702,   0.8532,  0.75599
3703,   0.8532, 0.759818
3704,   0.8532, 0.758606
3705,   0.8532, 0.762774
3706,   0.8532, 0.763209
3707,   0.8532, 0.757564
3708,   0.8532, 0.760765
3709,   0.8532, 0.764244
3710,   0.8532, 0.759018
3711,   0.8532, 0.753428
3712,   0.8532, 0.756116
3713,   0.8532, 0.761883
3714,   0.8532, 0.760635
3715,   0.8532, 0.758912
3716,   0.8532, 0.764684
3717,   0.8532, 0.752416
3718,   0.8532,  0.75449
3719,   0.8532, 0.753601
3720,   0.8532, 0.759666
3721,   0.8532, 0.761872
3722,   0.8532, 0.759554
3723,   0.8532, 0.757105
3724,   0.8532, 0.754557
3725,   0.8532,  0.75592
3726,   0.8532, 0.760582
3727,   0.8532, 0.763839
3728,   0.8532, 0.757544
3729,   0.8532, 0.756598
3730,   0.8532, 0.757979
3731,   0.8532, 0.765502
3732,   0.8532, 0.760157
3733,   0.8532, 0.763278
3734,   0.8532, 0.765151
3735,   0.8532, 0.762578
3736,   0.8532, 0.757943
3737,   0.8532,   0.7637
3738,   0.8532, 0.757558
3739,   0.8532, 0.756718
3740,   0.8532,  0.76102
3741,   0.8532, 0.754329
3742,   0.8532, 0.753438
3743,   0.8532, 0.757233
3744,   0.8532, 0.761082
3745,   0.8532, 0.765893
3746,   0.8532, 0.761225
3747,   0.8532, 0.764026
3748,   0.8535, 0.753725
3749,   0.8535,  0.75653
3750,   0.8535, 0.759007
3751,   0.8535, 0.762138
3752,   0.8535, 0.759598
3753,   0.8535,  0.75844
3754,   0.8535, 0.756387
3755,   0.8535, 0.761557
3756,   0.8535, 0.762556
3757,   0.8535, 0.766732
3758,   0.8535, 0.765472
3759,   0.8535, 0.760819
3760,   0.8535, 0.757245
3761,   0.8535, 0.760734
3762,   0.8535, 0.752105
3763,   0.8535, 0.753791
3764,   0.8535, 0.756477
3765,   0.8535, 0.761067
3766,   0.8535, 0.757698
3767,   0.8535, 0.759222
3768,   0.8535, 0.762211
3769,   0.8535, 0.762852
3770,   0.8535, 0.759966
3771,   0.8535, 0.759098
3772,   0.8535, 0.758187
3773,   0.8535, 0.755701
3774,   0.8535, 0.756158
3775,   0.8535, 0.761754
3776,   0.8535, 0.760566
3777,   0.8535, 0.759584
3778,   0.8535,  0.76134
3779,   0.8535, 0.760284
3780,   0.8535, 0.754224
3781,   0.8535, 0.755275
3782,   0.8535, 0.753622
3783,   0.8535, 0.761097
3784,   0.8535, 0.760119
3785,   0.8535, 0.764175
3786,   0.8535, 0.754807
3787,   0.8535,  0.76011
3788,   0.8535, 0.758461
3789,   0.8535, 0.759165
3790,   0.8535, 0.754013
3791,   0.8535, 0.764062
3792,   0.8535,  0.76402
3793,   0.8535,  0.76785
3794,   0.8535, 0.766582
3795,   0.8535, 0.760651
3796,   0.8535, 0.757321
3797,   0.8535, 0.764707
3798,   0.8535, 0.761769
3799,   0.8535,  0.76085
3800,   0.8535, 0.760364
3801,   0.8539, 0.765463
3802,   0.8539, 0.754852
3803,   0.8539, 0.755435
3804,   0.8539, 0.762605
3805,   0.8539, 0.765387
3806,   0.8539, 0.759878
3807,   0.8539, 0.761686
3808,   0.8539, 0.756056
3809,   0.8539, 0.756675
3810,   0.8539, 0.753878
3811,   0.8539, 0.756639
3812,   0.8539,  0.75634
3813,   0.8539, 0.762839
3814,   0.8538, 0.759734
3815,   0.8538, 0.755981
3816,   0.8538,  0.75934
3817,   0.8538, 0.753224
3818,   0.8538, 0.757186
3819,   0.8538, 0.760028
3820,   0.8538, 0.763779
3821,   0.8538, 0.764777
3822,   0.8538, 0.759625
3823,   0.8538, 0.763879
3824,   0.8538, 0.761086
3825,   0.8538, 0.765954
3826,   0.8538,  0.76417
3827,   0.8538,  0.75954
3828,   0.8538, 0.761981
3829,   0.8538, 0.760041
3830,   0.8538, 0.759682
3831,   0.8538, 0.762053
3832,   0.8538, 0.760271
3833,   0.8538, 0.760599
3834,   0.8538, 0.762741
3835,   0.8538, 0.760414
3836,   0.8538, 0.759568
3837,   0.8538, 0.757967
3838,   0.8538, 0.758778
3839,   0.8538,  0.75648
3840,   0.8538, 0.756472
3841,   0.8538, 0.752379
3842,   0.8538, 0.751186
3843,   0.8538, 0.753006
3844,   0.8538, 0.759444
3845,   0.8538, 0.765194
3846,   0.8538, 0.766225
3847,   0.8538, 0.764006
3848,   0.8538, 0.769515
3849,   0.8538, 0.768784
3850,   0.8538, 0.760326
3851,   0.8538, 0.756468
3852,   0.8538, 0.753472
3853,   0.8538, 0.760939
3854,   0.8538, 0.762204
3855,   0.8538, 0.762433
3856,   0.8538, 0.759855
3857,   0.8538, 0.759668
3858,    0.853, 0.763288
3859,    0.853, 0.763503
3860,    0.853, 0.761755
3861,    0.853, 0.764896
3862,    0.853, 0.753783
3863,    0.853, 0.761476
3864,    0.853, 0.761026
3865,    0.853, 0.751637
3866,    0.853, 0.763627
3867,    0.853, 0.760363
3868,    0.853,  0.76312
3869,    0.853, 0.761429
3870,    0.853, 0.753391
3871,    0.853, 0.758066
3872,    0.853, 0.758198
3873,    0.853, 0.758431
3874,    0.853, 0.761644
3875,    0.853, 0.758729
3876,    0.853, 0.757246
3877,    0.853, 0.764878
3878,    0.853, 0.765418
3879,    0.853, 0.766911
3880,    0.853, 0.765012
3881,    0.853, 0.756318
3882,    0.853, 0.759704
3883,   0.8522, 0.755756
3884,   0.8522, 0.758488
3885,   0.8522, 0.754369
3886,   0.8522, 0.755945
3887,   0.8522, 0.749731
3888,   0.8522, 0.750973
3889,   0.8522,  0.75919
3890,   0.8522, 0.756283
3891,   0.8522, 0.759516
3892,   0.8522, 0.758092
3893,   0.8522, 0.765982
3894,   0.8522, 0.769005
3895,   0.8522, 0.764249
3896,   0.8522, 0.763157
3897,   0.8522, 0.757793
3898,   0.8522, 0.755826
3899,   0.8522, 0.757235
3900,   0.8522, 0.767029
3901,   0.8522,  0.76143
3902,   0.8522, 0.761014
3903,   0.8522, 0.763712
3904,   0.8522,  0.76209
3905,   0.8522, 0.762927
3906,   0.8541, 0.758771
3907,   0.8541, 0.759185
3908,   0.8541, 0.758075
3909,   0.8541, 0.755341
3910,   0.8539, 0.759429
3911,   0.8539, 0.763114
3912,   0.8539, 0.763118
3913,   0.8539, 0.763588
3914,   0.8539,  0.75948
3915,   0.8539, 0.764807
3916,   0.8539, 0.762693
3917,   0.8539, 0.757112
3918,   0.8539, 0.756784
3919,   0.8539, 0.757685
3920,   0.8539, 0.758691
3921,   0.8539, 0.758228
3922,   0.8539, 0.764733
3923,   0.8539,  0.75859
3924,   0.8539, 0.756468
3925,   0.8539, 0.755189
3926,   0.8539, 0.755891
3927,   0.8539, 0.754727
3928,   0.8539, 0.759321
3929,   0.8539, 0.756055
3930,   0.8539, 0.755852
3931,   0.8539, 0.758282
3932,   0.8539, 0.753453
3933,   0.8539, 0.750817
3934,   0.8539, 0.759188
3935,   0.8539, 0.756614
3936,   0.8539, 0.758683
3937,   0.8539, 0.754688
3938,   0.8539, 0.761104
3939,   0.8539,  0.75474
3940,   0.8539, 0.755053
3941,   0.8539, 0.758836
3942,   0.8539, 0.762014
3943,   0.8539, 0.763595
3944,   0.8539, 0.765707
3945,   0.8539, 0.767106
3946,   0.8539, 0.758548
3947,   0.8539, 0.755412
3948,   0.8539, 0.755526
3949,   0.8539, 0.755189
3950,   0.8539, 0.758574
3951,   0.8539, 0.755545
3952,   0.8539, 0.757726
3953,   0.8539, 0.761052
3954,   0.8539, 0.762382
3955,   0.8539,  0.76067
3956,   0.8539, 0.757539
3957,   0.8539, 0.760378
3958,   0.8539, 0.761543
3959,   0.8539, 0.759099
3960,   0.8539,  0.75719
3961,   0.8539, 0.760884
3962,   0.8539, 0.760357
3963,   0.8539, 0.765603
3964,   0.8539, 0.762254
3965,   0.8539, 0.758907
3966,   0.8539, 0.766148
3967,   0.8539, 0.765573
3968,   0.8539, 0.762753
3969,   0.8539,  0.76008
3970,   0.8539, 0.756284
3971,   0.8539, 0.757689
3972,   0.8539, 0.757083
3973,   0.8539, 0.757003
3974,   0.8539, 0.762707
3975,   0.8539, 0.762153
3976,   0.8539, 0.757637
3977,   0.8539, 0.763546
3978,   0.8539, 0.764625
3979,   0.8539, 0.759065
3980,   0.8539, 0.765028
3981,   0.8539, 0.767757
3982,   0.8539, 0.763059
3983,   0.8539, 0.762006
3984,   0.8539, 0.763288
3985,   0.8539, 0.762361
3986,   0.8539, 0.759048
3987,   0.8539,  0.76242
3988,   0.8539, 0.762679
3989,   0.8539, 0.752356
3990,   0.8539, 0.751643
3991,   0.8539, 0.757318
3992,   0.8539, 0.762162
3993,   0.8539,  0.76308
3994,   0.8539, 0.759241
3995,   0.8539, 0.762812
3996,   0.8539, 0.754042
3997,   0.8539, 0.755307
3998,   0.8539, 0.759826
3999,   0.8539, 0.768199
4000,   0.8539, 0.764011
