gen, ranking_scalar1_twopoint_best, ranking_scalar1_twopoint_ave
 333,   0.7211, 0.635227
 334,   0.7251,  0.63409
 335,   0.7251, 0.636267
 336,   0.7251, 0.625428
 337,   0.7251, 0.626312
 338,   0.7318, 0.630156
 339,   0.7318,  0.63654
 340,   0.7318, 0.633534
 341,   0.7318, 0.637213
 342,   0.7227, 0.633519
 343,   0.7227, 0.637796
 344,   0.7227, 0.627985
 345,   0.7227, 0.632527
 346,   0.7305, 0.632723
 347,   0.7305, 0.636251
 348,   0.7305, 0.627591
 349,   0.7305, 0.626164
 350,   0.7305, 0.630252
 351,   0.7305, 0.626395
 352,   0.7305, 0.626877
 353,   0.7305, 0.622779
 354,   0.7305,  0.62776
 355,   0.7305,   0.6318
 356,   0.7305, 0.632254
 357,   0.7386, 0.625892
 358,   0.7386,  0.63356
 359,   0.7131, 0.635442
 360,   0.7131, 0.635699
 361,   0.7451, 0.632025
 362,   0.7123, 0.631492
 363,   0.7123, 0.636286
 364,   0.7123, 0.631521
 365,   0.7123, 0.634667
 366,   0.7123, 0.625276
 367,   0.7123, 0.634367
 368,   0.7182, 0.634868
 369,   0.7182, 0.633287
 370,   0.7182, 0.628543
 371,   0.7203,  0.63188
 372,   0.7203, 0.630594
 373,   0.7203, 0.629663
 374,   0.7203, 0.619988
 375,   0.7203, 0.623566
 376,   0.7178, 0.622377
 377,   0.7178, 0.624709
 378,   0.7178, 0.625535
 379,   0.7178, 0.619853
 380,   0.7178, 0.619967
 381,   0.7178, 0.626066
 382,   0.7239, 0.622993
 383,   0.7239, 0.621389
 384,   0.7239, 0.626683
 385,   0.7256, 0.627074
 386,   0.7245, 0.619552
 387,   0.7312, 0.623798
 388,   0.7377, 0.626146
 389,   0.7377, 0.629745
 390,   0.7377, 0.629253
 391,   0.7377, 0.628326
 392,   0.7377, 0.633352
 393,   0.7377, 0.632852
 394,   0.7377, 0.634371
 395,   0.7377, 0.634549
 396,   0.7399, 0.628874
 397,   0.7399, 0.631083
 398,   0.7399, 0.632461
 399,   0.7399, 0.631302
 400,   0.7354, 0.637175
 401,   0.7441, 0.634483
 402,   0.7441, 0.636034
 403,   0.7441, 0.637988
 404,   0.7441,  0.63646
 405,   0.7441, 0.647697
 406,   0.7441, 0.636907
 407,   0.7441, 0.634123
 408,   0.7441, 0.638998
 409,   0.7441, 0.635471
 410,   0.7441, 0.637833
 411,   0.7441, 0.639727
 412,   0.7441, 0.639548
 413,   0.7441, 0.639473
 414,   0.7441, 0.636925
 415,   0.7441, 0.639602
 416,   0.7441, 0.640495
 417,   0.7441, 0.637496
 418,   0.7441, 0.640823
 419,   0.7441, 0.644748
 420,   0.7441, 0.641218
 421,   0.7441, 0.641289
 422,   0.7441, 0.641304
 423,   0.7441,  0.64351
 424,   0.7365, 0.642713
 425,   0.7365, 0.648256
 426,   0.7365, 0.645986
 427,   0.7365, 0.638818
 428,   0.7365, 0.635426
 429,   0.7365, 0.633419
 430,   0.7365, 0.640558
 431,   0.7365, 0.647484
 432,   0.7365, 0.640241
 433,   0.7365, 0.646368
 434,   0.7365, 0.641305
 435,   0.7365, 0.636993
 436,   0.7385, 0.643863
 437,   0.7385, 0.647792
 438,   0.7385, 0.646163
 439,   0.7389, 0.644984
 440,   0.7421, 0.642593
 441,   0.7421, 0.641247
 442,   0.7421,   0.6446
 443,   0.7394, 0.634226
 444,   0.7394,  0.63984
 445,   0.7394, 0.638374
 446,   0.7394, 0.634749
 447,   0.7394,  0.63556
 448,   0.7394, 0.643191
 449,   0.7394, 0.638817
 450,   0.7394, 0.640568
 451,   0.7394, 0.634498
 452,   0.7394, 0.632383
 453,   0.7394, 0.628375
 454,   0.7394, 0.632335
 455,   0.7394, 0.631924
 456,   0.7394, 0.629776
 457,   0.7394,  0.62661
 458,   0.7394, 0.633366
 459,   0.7394,  0.63531
 460,   0.7394, 0.639476
 461,   0.7394, 0.636822
 462,   0.7394, 0.632815
 463,   0.7394, 0.632276
 464,   0.7394, 0.627788
 465,   0.7394, 0.630213
 466,   0.7238, 0.634142
 467,   0.7238, 0.625543
 468,   0.7238,  0.62765
 469,   0.7238, 0.623985
 470,   0.7243, 0.630289
 471,   0.7439, 0.627006
 472,   0.7439, 0.625223
 473,   0.7439, 0.633884
 474,   0.7439, 0.623606
 475,   0.7439, 0.624956
 476,   0.7439, 0.625371
 477,   0.7439, 0.630624
 478,   0.7439, 0.628774
 479,   0.7439, 0.636437
 480,   0.7439, 0.638134
 481,   0.7377,  0.63746
 482,   0.7377, 0.638196
 483,   0.7377, 0.640771
 484,   0.7373, 0.635635
 485,   0.7373, 0.642975
 486,   0.7373, 0.631233
 487,   0.7373, 0.636507
 488,   0.7373, 0.631223
 489,   0.7373, 0.636592
 490,   0.7373,  0.63375
 491,   0.7373, 0.627674
 492,   0.7373, 0.635955
 493,   0.7373, 0.640725
 494,   0.7373, 0.634178
 495,   0.7373, 0.640873
 496,   0.7373,  0.63399
 497,   0.7373, 0.631282
 498,   0.7373, 0.626489
 499,   0.7373, 0.629799
 500,   0.7373, 0.632465
 501,   0.7401, 0.638296
 502,   0.7401, 0.634103
 503,   0.7401, 0.632342
 504,   0.7401, 0.629676
 505,   0.7401, 0.630643
 506,   0.7401, 0.631266
 507,   0.7385, 0.629453
 508,   0.7385, 0.631204
 509,   0.7385, 0.627899
 510,   0.7385, 0.635861
 511,   0.7385, 0.630197
 512,   0.7385, 0.633426
 513,   0.7385, 0.634763
 514,   0.7385, 0.632946
 515,   0.7393, 0.637516
 516,   0.7393, 0.642439
 517,   0.7335, 0.635163
 518,   0.7335,  0.63267
 519,   0.7354, 0.625781
 520,   0.7354, 0.624111
 521,   0.7354, 0.627343
 522,   0.7354, 0.625366
 523,   0.7354, 0.631473
 524,   0.7354,  0.63553
 525,   0.7354, 0.640582
 526,   0.7399, 0.635225
 527,   0.7399, 0.623547
 528,   0.7399, 0.621255
 529,   0.7399, 0.625093
 530,   0.7399, 0.630263
 531,   0.7399, 0.633737
 532,   0.7399, 0.633814
 533,   0.7399, 0.636024
 534,   0.7399, 0.634474
 535,   0.7399, 0.638825
 536,   0.7399, 0.640322
 537,   0.7399,  0.62933
 538,   0.7399,  0.63677
 539,   0.7399, 0.634679
 540,   0.7399, 0.637351
 541,   0.7351, 0.634004
 542,   0.7351, 0.628225
 543,   0.7351, 0.629365
 544,   0.7351, 0.632212
 545,   0.7351, 0.631082
 546,   0.7351,   0.6423
 547,   0.7351, 0.632414
 548,   0.7351, 0.645974
 549,   0.7351, 0.643262
 550,   0.7351,  0.63734
 551,   0.7351, 0.637874
 552,   0.7351, 0.628913
 553,   0.7351, 0.633455
 554,   0.7351, 0.630139
 555,   0.7351, 0.634098
 556,   0.7351, 0.633278
 557,   0.7351, 0.627693
 558,   0.7351, 0.630086
 559,   0.7351, 0.633304
 560,   0.7351, 0.636682
 561,   0.7351, 0.638204
 562,   0.7351, 0.633471
 563,   0.7351, 0.636766
 564,   0.7351, 0.638224
 565,   0.7351, 0.640173
 566,   0.7351, 0.631387
 567,   0.7351,  0.63208
 568,   0.7361, 0.637305
 569,   0.7361, 0.635675
 570,   0.7361, 0.632918
 571,   0.7361, 0.630087
 572,   0.7361, 0.632317
 573,   0.7361, 0.635962
 574,   0.7361, 0.637948
 575,   0.7361,  0.63684
 576,   0.7361, 0.635361
 577,   0.7361, 0.634645
 578,   0.7361, 0.638884
 579,    0.735, 0.639535
 580,    0.735,  0.63605
 581,    0.735, 0.633538
 582,    0.735, 0.635857
 583,    0.735, 0.632389
 584,    0.735, 0.635793
 585,    0.735, 0.627986
 586,    0.735, 0.634428
 587,    0.735, 0.639897
 588,    0.735, 0.637142
 589,    0.735, 0.632604
 590,    0.735, 0.635297
 591,    0.735, 0.635307
 592,    0.735,  0.63751
 593,   0.7389, 0.636398
 594,   0.7389, 0.626657
 595,   0.7323, 0.633654
 596,   0.7323, 0.634442
 597,   0.7323,  0.63401
 598,   0.7323, 0.628762
 599,   0.7323, 0.632994
 600,   0.7323, 0.630418
 601,   0.7395, 0.634359
 602,   0.7395,  0.63013
 603,   0.7395, 0.635784
 604,   0.7395, 0.640848
 605,   0.7395,  0.63807
 606,   0.7395, 0.645121
 607,   0.7395, 0.634971
 608,   0.7395, 0.638547
 609,   0.7395,  0.63619
 610,   0.7395, 0.637389
 611,   0.7395, 0.640012
 612,   0.7395, 0.637971
 613,   0.7395, 0.646413
 614,   0.7395, 0.634301
 615,   0.7395,  0.62914
 616,   0.7395, 0.630409
 617,   0.7395, 0.634463
 618,   0.7395, 0.633551
 619,   0.7395, 0.635656
 620,   0.7423, 0.641271
 621,   0.7423,  0.63868
 622,   0.7423, 0.638581
 623,   0.7423, 0.637536
 624,   0.7423, 0.630814
 625,   0.7423, 0.631968
 626,   0.7423, 0.630556
 627,   0.7423, 0.640821
 628,   0.7423, 0.634533
 629,   0.7423, 0.635607
 630,   0.7423, 0.639185
 631,   0.7423,  0.63918
 632,   0.7423, 0.630341
 633,   0.7389, 0.641449
 634,   0.7389, 0.637741
 635,   0.7389, 0.633558
 636,   0.7389, 0.635847
 637,   0.7389,  0.63174
 638,   0.7389, 0.637341
 639,   0.7389, 0.640143
 640,   0.7389,  0.64221
 641,   0.7389, 0.636614
 642,   0.7389, 0.641275
 643,   0.7517, 0.642352
 644,   0.7517, 0.637058
 645,   0.7445,  0.63539
 646,   0.7445, 0.631758
 647,   0.7445, 0.640203
 648,   0.7445, 0.645078
 649,   0.7337, 0.637969
 650,   0.7337, 0.645641
 651,   0.7337, 0.639566
 652,   0.7438, 0.632031
 653,   0.7438, 0.635905
 654,   0.7438, 0.636198
 655,   0.7443, 0.629342
 656,   0.7443, 0.634779
 657,   0.7443, 0.630271
 658,   0.7443, 0.628322
 659,   0.7443, 0.625386
 660,   0.7443, 0.636576
 661,   0.7443, 0.643699
 662,   0.7443, 0.646719
 663,    0.736, 0.640587
 664,    0.736, 0.640483
 665,    0.736, 0.641718
 666,    0.736, 0.637738
 667,    0.736, 0.644923
 668,    0.736, 0.640648
 669,    0.736,  0.63641
 670,   0.7417, 0.638361
 671,   0.7417,  0.64213
 672,   0.7417, 0.636362
 673,   0.7417, 0.632821
 674,   0.7417, 0.638448
 675,   0.7417, 0.636374
 676,   0.7417, 0.640481
 677,   0.7417, 0.640581
 678,   0.7417, 0.639972
 679,   0.7417, 0.645445
 680,   0.7417,  0.64501
 681,   0.7417, 0.639512
 682,   0.7417, 0.644939
 683,   0.7417, 0.640148
 684,   0.7417, 0.642437
 685,   0.7417, 0.642399
 686,   0.7417, 0.643476
 687,   0.7417, 0.647851
 688,   0.7417, 0.640392
 689,   0.7417, 0.643809
 690,   0.7417, 0.645298
 691,   0.7417, 0.643023
 692,   0.7462, 0.644507
 693,   0.7462, 0.640658
 694,   0.7462, 0.637408
 695,   0.7462,   0.6349
 696,   0.7462, 0.639048
 697,   0.7384, 0.634329
 698,   0.7384, 0.631895
 699,   0.7384, 0.639318
 700,   0.7384, 0.643825
 701,   0.7384, 0.640721
 702,   0.7384, 0.642347
 703,   0.7384, 0.638572
 704,   0.7384, 0.641759
 705,   0.7384, 0.644581
 706,   0.7384, 0.638023
 707,   0.7384, 0.637604
 708,   0.7384, 0.631643
 709,   0.7384, 0.637319
 710,   0.7384, 0.640032
 711,   0.7384, 0.640472
 712,   0.7384, 0.628856
 713,   0.7444,  0.64608
 714,   0.7444, 0.634861
 715,   0.7444, 0.633804
 716,   0.7444, 0.640299
 717,   0.7444, 0.638046
 718,   0.7444, 0.642382
 719,   0.7444,  0.64156
 720,   0.7416, 0.640237
 721,   0.7416, 0.638209
 722,   0.7416, 0.642922
 723,   0.7416, 0.643422
 724,   0.7416, 0.635068
 725,   0.7416, 0.636441
 726,   0.7416, 0.638944
 727,   0.7416, 0.643301
 728,   0.7416, 0.645151
 729,   0.7416, 0.645818
 730,   0.7416, 0.641016
 731,   0.7416, 0.646314
 732,   0.7416, 0.642888
 733,   0.7416, 0.643982
 734,   0.7416, 0.641545
 735,   0.7416, 0.641409
 736,   0.7416, 0.643369
 737,   0.7416, 0.641643
 738,   0.7416, 0.641294
 739,   0.7416,   0.6441
 740,   0.7416, 0.633893
 741,   0.7416, 0.636702
 742,   0.7416, 0.637635
 743,   0.7416, 0.633126
 744,   0.7416, 0.638239
 745,   0.7429, 0.640038
 746,   0.7429, 0.644825
 747,   0.7429, 0.634752
 748,   0.7429, 0.642506
 749,   0.7429, 0.636237
 750,   0.7429, 0.641453
 751,   0.7355, 0.639134
 752,   0.7355,  0.63422
 753,   0.7355, 0.637109
 754,   0.7355, 0.633534
 755,   0.7355, 0.636982
 756,   0.7427, 0.633356
 757,   0.7427, 0.643058
 758,   0.7427, 0.637904
 759,   0.7427, 0.644056
 760,   0.7427, 0.641111
 761,   0.7427, 0.642066
 762,   0.7427, 0.647918
 763,   0.7427, 0.640413
 764,   0.7427, 0.638281
 765,   0.7427, 0.633487
 766,   0.7427, 0.638208
 767,   0.7427, 0.634142
 768,   0.7427, 0.642072
 769,   0.7427, 0.635416
 770,   0.7427, 0.634475
 771,   0.7427, 0.635687
 772,   0.7427, 0.642372
 773,   0.7427, 0.639678
 774,   0.7427,  0.63962
 775,   0.7427, 0.641524
 776,   0.7427, 0.644324
 777,   0.7427, 0.638354
 778,   0.7427, 0.640996
 779,   0.7427, 0.643993
 780,   0.7391,  0.63156
 781,   0.7391, 0.637061
 782,   0.7391, 0.640182
 783,   0.7391, 0.637986
 784,   0.7391, 0.640055
 785,   0.7391, 0.638562
 786,   0.7391, 0.633923
 787,   0.7391, 0.631177
 788,   0.7391, 0.634677
 789,   0.7391, 0.628806
 790,   0.7391, 0.639247
 791,   0.7391, 0.638242
 792,   0.7391,  0.63403
 793,   0.7391,  0.63557
 794,   0.7391, 0.633525
 795,   0.7391, 0.641763
 796,   0.7391, 0.640127
 797,   0.7391, 0.632452
 798,   0.7391, 0.634114
 799,   0.7391, 0.630552
 800,   0.7391, 0.640981
 801,   0.7391, 0.637448
 802,   0.7391,  0.63655
 803,   0.7391, 0.631099
 804,   0.7391, 0.629608
 805,   0.7391, 0.631239
 806,   0.7391, 0.634146
 807,   0.7391, 0.632606
 808,   0.7404, 0.635453
 809,   0.7404, 0.633552
 810,   0.7404, 0.631799
 811,   0.7404, 0.629886
 812,   0.7425, 0.633328
 813,   0.7425, 0.636759
 814,   0.7425,  0.63338
 815,   0.7425, 0.633586
 816,   0.7425, 0.628799
 817,   0.7425, 0.642113
 818,   0.7425, 0.636476
 819,   0.7425, 0.637351
 820,   0.7425,    0.635
 821,   0.7425, 0.630482
 822,   0.7425, 0.632357
 823,   0.7425, 0.626759
 824,   0.7425, 0.628554
 825,   0.7425, 0.634762
 826,   0.7425, 0.630812
 827,   0.7425, 0.636864
 828,   0.7425, 0.636738
 829,   0.7425, 0.636801
 830,   0.7425, 0.632117
 831,   0.7425, 0.629451
 832,   0.7425,  0.63637
 833,   0.7425, 0.630208
 834,   0.7425, 0.633055
 835,   0.7425, 0.628799
 836,   0.7425, 0.626199
 837,   0.7425, 0.620732
 838,   0.7425, 0.618118
 839,   0.7425, 0.626413
 840,   0.7425, 0.633062
 841,   0.7425, 0.627041
 842,   0.7425, 0.629164
 843,   0.7425, 0.627671
 844,   0.7425, 0.624234
 845,   0.7425, 0.633718
 846,   0.7425, 0.639454
 847,    0.738, 0.637051
 848,    0.738, 0.634453
 849,    0.738, 0.632746
 850,    0.738, 0.633905
 851,    0.738, 0.629127
 852,    0.738,  0.63616
 853,    0.738, 0.630475
 854,    0.738, 0.622951
 855,    0.738, 0.629752
 856,    0.738, 0.630002
 857,    0.738, 0.627351
 858,    0.738, 0.628199
 859,    0.738, 0.631929
 860,    0.738, 0.632836
 861,    0.738,  0.63106
 862,    0.738, 0.631663
 863,    0.738, 0.627579
 864,    0.738, 0.629543
 865,    0.738, 0.625571
 866,    0.738, 0.625813
 867,    0.738, 0.622745
 868,    0.738, 0.625621
 869,    0.738, 0.625526
 870,    0.738, 0.625328
 871,    0.738, 0.625099
 872,    0.738, 0.630032
 873,    0.738, 0.626336
 874,    0.738, 0.626676
 875,    0.738, 0.630549
 876,    0.738, 0.634141
 877,    0.738, 0.629486
 878,    0.738, 0.634773
 879,    0.738, 0.639279
 880,    0.738,  0.63187
 881,    0.738, 0.625321
 882,    0.738, 0.627712
 883,    0.738, 0.633906
 884,    0.744, 0.629877
 885,    0.744, 0.623343
 886,    0.744, 0.635828
 887,    0.744, 0.626648
 888,   0.7452, 0.627311
 889,   0.7452,  0.62074
 890,   0.7452, 0.637642
 891,   0.7452, 0.629585
 892,   0.7452, 0.627827
 893,   0.7452, 0.626626
 894,   0.7452, 0.629476
 895,   0.7452, 0.629399
 896,   0.7452, 0.631375
 897,   0.7452, 0.632056
 898,   0.7439, 0.619815
 899,   0.7439,  0.62851
 900,   0.7439, 0.629599
 901,   0.7439, 0.628624
 902,   0.7437, 0.625474
 903,   0.7437,  0.62531
 904,   0.7437, 0.630265
 905,   0.7437, 0.618538
 906,   0.7437, 0.620205
 907,   0.7439, 0.620209
 908,   0.7439, 0.623643
 909,   0.7439, 0.632159
 910,   0.7439,  0.62468
 911,   0.7439, 0.627871
 912,   0.7439, 0.628913
 913,   0.7439, 0.624971
 914,   0.7489, 0.624304
 915,   0.7489, 0.627017
 916,   0.7489, 0.627035
 917,   0.7489, 0.634188
 918,   0.7489, 0.629757
 919,   0.7489, 0.632929
 920,   0.7489, 0.633313
 921,   0.7489, 0.628306
 922,   0.7452, 0.626505
 923,   0.7452,  0.62646
 924,   0.7452, 0.632512
 925,   0.7452, 0.630301
 926,   0.7452, 0.630335
 927,   0.7429, 0.627109
 928,   0.7429, 0.624548
 929,   0.7429, 0.627978
 930,   0.7429,  0.63576
 931,   0.7429, 0.631799
 932,   0.7429, 0.630435
 933,   0.7429, 0.630889
 934,   0.7429, 0.623751
 935,   0.7429,  0.62471
