gen, ranking_scalar1_twopoint_best, ranking_scalar1_twopoint_ave
 936,   0.7463, 0.622264
 937,   0.7463, 0.626163
 938,   0.7463,  0.61823
 939,   0.7463, 0.627853
 940,   0.7463, 0.620827
 941,   0.7463, 0.624614
 942,   0.7463, 0.632263
 943,   0.7463, 0.635826
 944,   0.7463,  0.62974
 945,   0.7463, 0.632723
 946,   0.7463, 0.634377
 947,   0.7463, 0.632132
 948,   0.7463, 0.630558
 949,   0.7463, 0.632598
 950,   0.7463, 0.628061
 951,   0.7463, 0.626685
 952,   0.7463, 0.628302
 953,   0.7463, 0.632239
 954,   0.7463, 0.622791
 955,   0.7463, 0.622757
 956,   0.7485, 0.628561
 957,   0.7474, 0.626168
 958,   0.7474, 0.626543
 959,   0.7474, 0.633638
 960,   0.7474, 0.629946
 961,   0.7474, 0.633168
 962,   0.7474,  0.63041
 963,   0.7474, 0.630103
 964,   0.7474, 0.632604
 965,   0.7474, 0.626956
 966,   0.7474, 0.632114
 967,   0.7474, 0.637039
 968,   0.7474, 0.630017
 969,   0.7474, 0.624525
 970,   0.7474, 0.630977
 971,   0.7474, 0.627739
 972,   0.7474, 0.624883
 973,   0.7474, 0.633566
 974,   0.7474, 0.634042
 975,   0.7474, 0.632249
 976,   0.7474, 0.620557
 977,   0.7474, 0.631995
 978,   0.7474, 0.634775
 979,   0.7474, 0.629659
 980,   0.7474, 0.634209
 981,   0.7474, 0.632462
 982,   0.7474, 0.627259
 983,   0.7474, 0.624575
 984,   0.7474, 0.618851
 985,   0.7474, 0.624327
 986,   0.7474, 0.627092
 987,   0.7474, 0.630873
 988,   0.7474,  0.63546
 989,   0.7474, 0.629348
 990,   0.7474,   0.6351
 991,   0.7474, 0.633533
 992,   0.7474,  0.63859
 993,   0.7474, 0.637811
 994,   0.7474, 0.635127
 995,   0.7474, 0.636766
 996,   0.7474, 0.634876
 997,   0.7518, 0.632504
 998,   0.7518, 0.637338
 999,   0.7518, 0.639767
1000,   0.7518, 0.633319
1001,   0.7518,  0.63851
1002,   0.7518,  0.63827
1003,   0.7518, 0.634133
1004,   0.7518, 0.623382
1005,   0.7518, 0.625682
1006,   0.7518, 0.632938
1007,   0.7536, 0.625735
1008,   0.7536, 0.628801
1009,   0.7536, 0.625705
1010,   0.7536, 0.635166
1011,   0.7446, 0.629588
1012,   0.7446, 0.628067
1013,   0.7517, 0.628423
1014,   0.7517, 0.639751
1015,   0.7517, 0.632445
1016,   0.7517, 0.636139
1017,   0.7517, 0.637477
1018,   0.7517,  0.63347
1019,   0.7517, 0.639929
1020,   0.7517, 0.639148
1021,   0.7513, 0.639696
1022,   0.7513, 0.635078
1023,   0.7513, 0.639279
1024,   0.7513,  0.63482
1025,   0.7513,  0.63873
1026,   0.7513, 0.634465
1027,   0.7513, 0.633237
1028,   0.7465, 0.637108
1029,   0.7465, 0.636474
1030,   0.7465, 0.634129
1031,   0.7465,  0.63957
1032,   0.7465, 0.635635
1033,   0.7465,  0.63043
1034,   0.7465, 0.623712
1035,   0.7465, 0.626471
1036,   0.7465, 0.630594
1037,   0.7465, 0.629026
1038,   0.7465, 0.615134
1039,   0.7465, 0.626578
1040,   0.7465, 0.621183
1041,   0.7465, 0.619626
1042,   0.7465, 0.623423
1043,   0.7465, 0.613106
1044,   0.7465, 0.621185
1045,   0.7465, 0.616425
1046,   0.7465, 0.627672
1047,   0.7465, 0.625154
1048,   0.7465, 0.614223
1049,   0.7465, 0.616186
1050,   0.7465, 0.617411
1051,   0.7465, 0.623899
1052,   0.7465, 0.622014
1053,   0.7465,  0.61687
1054,   0.7465,  0.61945
1055,   0.7465, 0.616077
1056,   0.7465, 0.622462
1057,   0.7465, 0.623762
1058,   0.7465, 0.621955
1059,   0.7465, 0.615236
1060,   0.7465, 0.621686
1061,   0.7465, 0.625898
1062,   0.7517, 0.617337
1063,   0.7517,  0.61494
1064,   0.7517, 0.621265
1065,   0.7474, 0.622868
1066,   0.7474, 0.623191
1067,   0.7474, 0.623324
1068,   0.7474, 0.626779
1069,   0.7474,   0.6207
1070,   0.7474, 0.621911
1071,   0.7474, 0.617894
1072,   0.7474, 0.619227
1073,   0.7474, 0.617966
1074,   0.7474, 0.620786
1075,   0.7474, 0.624098
1076,   0.7474, 0.617455
1077,   0.7474, 0.619758
1078,   0.7474,  0.62733
1079,   0.7474, 0.624292
1080,   0.7474, 0.618581
1081,   0.7474, 0.630689
1082,   0.7474, 0.622819
1083,   0.7474, 0.622911
1084,   0.7474, 0.624525
1085,   0.7474, 0.621938
1086,   0.7474, 0.627556
1087,   0.7474,   0.6361
1088,   0.7474, 0.627869
1089,   0.7474, 0.619239
1090,   0.7474, 0.617719
1091,   0.7474, 0.621617
1092,   0.7474, 0.632642
1093,   0.7474, 0.619703
1094,   0.7474,  0.62299
1095,   0.7474, 0.628565
1096,   0.7474, 0.628612
1097,   0.7474, 0.626549
1098,   0.7474, 0.625957
1099,   0.7474, 0.621523
1100,   0.7474, 0.621088
1101,   0.7474, 0.622114
1102,   0.7474, 0.612581
1103,   0.7474,  0.61488
1104,   0.7474, 0.624456
1105,   0.7474, 0.621776
1106,   0.7474, 0.619137
1107,   0.7474, 0.624888
1108,   0.7474, 0.619496
1109,   0.7474, 0.618807
1110,   0.7474, 0.620947
1111,   0.7472, 0.625946
1112,   0.7472, 0.624767
1113,   0.7472, 0.626937
1114,   0.7472, 0.628345
1115,   0.7472, 0.623261
1116,   0.7472, 0.623173
1117,   0.7472, 0.618065
1118,   0.7472, 0.621182
1119,   0.7472, 0.626115
1120,   0.7472, 0.623562
1121,   0.7472, 0.620562
1122,   0.7472, 0.624608
1123,   0.7472, 0.627939
1124,   0.7472, 0.617725
1125,   0.7472, 0.623717
1126,   0.7472, 0.615135
1127,   0.7472, 0.616304
1128,   0.7472, 0.623882
1129,   0.7472,  0.62601
1130,   0.7472,  0.61617
1131,   0.7472, 0.620888
1132,   0.7519, 0.623399
1133,   0.7519,  0.62309
1134,   0.7519, 0.618483
1135,   0.7519,  0.62539
1136,   0.7519, 0.629933
1137,   0.7519, 0.627686
1138,   0.7518, 0.627375
1139,   0.7518, 0.625397
1140,   0.7518, 0.620108
1141,   0.7518, 0.627473
1142,   0.7518,  0.62763
1143,   0.7518, 0.616726
1144,   0.7523, 0.620498
1145,   0.7523, 0.612947
1146,   0.7523, 0.620849
1147,   0.7523, 0.619458
1148,   0.7523, 0.612868
1149,   0.7523, 0.623784
1150,   0.7523, 0.620728
1151,   0.7523, 0.622962
1152,   0.7523,  0.62728
1153,   0.7523, 0.627262
1154,   0.7523, 0.631091
1155,   0.7523, 0.619051
1156,   0.7523, 0.615031
1157,   0.7523, 0.618848
1158,   0.7523, 0.626117
1159,   0.7579, 0.631028
1160,   0.7579, 0.628065
1161,   0.7579, 0.626218
1162,   0.7579, 0.622563
1163,   0.7579, 0.632666
1164,   0.7579,  0.62119
1165,   0.7579, 0.625413
1166,   0.7579, 0.626274
1167,   0.7579, 0.627038
1168,   0.7579, 0.626661
1169,   0.7579, 0.622865
1170,   0.7579, 0.624649
1171,   0.7579, 0.627072
1172,   0.7579, 0.624522
1173,   0.7579, 0.629727
1174,   0.7579, 0.628368
1175,   0.7579,  0.62416
1176,   0.7579, 0.623076
1177,   0.7579, 0.625887
1178,   0.7579, 0.622943
1179,   0.7579, 0.625462
1180,   0.7579, 0.622409
1181,   0.7579, 0.625334
1182,   0.7579, 0.626988
1183,   0.7579, 0.624313
1184,   0.7579, 0.623577
1185,   0.7579, 0.623641
1186,   0.7579, 0.631358
1187,   0.7579,  0.62834
1188,   0.7579,   0.6307
1189,   0.7579, 0.631893
1190,   0.7579, 0.628729
1191,   0.7579, 0.633534
1192,   0.7579, 0.631612
1193,   0.7579, 0.633959
1194,   0.7579, 0.630933
1195,   0.7579, 0.631914
1196,   0.7583, 0.640779
1197,   0.7583, 0.636595
1198,   0.7583,  0.63104
1199,   0.7583, 0.633575
1200,   0.7583, 0.630197
1201,   0.7583, 0.630302
1202,   0.7583, 0.631513
1203,   0.7583, 0.635566
1204,   0.7583, 0.631733
1205,   0.7583, 0.628173
1206,   0.7583, 0.623002
1207,   0.7583, 0.624026
1208,   0.7583, 0.626538
1209,   0.7583, 0.623518
1210,   0.7583, 0.627434
1211,   0.7583, 0.634181
1212,   0.7583, 0.636324
1213,   0.7583, 0.637668
1214,   0.7583, 0.634627
1215,   0.7583, 0.625608
1216,   0.7583, 0.635208
1217,   0.7583, 0.631277
1218,   0.7583, 0.629601
1219,   0.7583, 0.623682
1220,   0.7583, 0.631935
1221,   0.7583, 0.628498
1222,   0.7583, 0.622072
1223,   0.7583, 0.620318
1224,   0.7583, 0.616075
1225,   0.7583, 0.618926
1226,   0.7583, 0.631279
1227,   0.7583, 0.624795
1228,   0.7583, 0.632843
1229,   0.7583, 0.632363
1230,   0.7583, 0.624904
1231,   0.7583, 0.631011
1232,   0.7583, 0.630638
1233,   0.7583,  0.62895
1234,   0.7583, 0.627602
1235,   0.7583, 0.634755
1236,   0.7583, 0.628214
1237,   0.7583, 0.632685
1238,   0.7583, 0.625924
1239,   0.7583, 0.629113
1240,   0.7583, 0.627687
1241,   0.7583, 0.625502
1242,   0.7583, 0.627958
1243,   0.7583, 0.624443
1244,   0.7583, 0.628403
1245,   0.7583, 0.630311
1246,   0.7583, 0.637213
1247,   0.7583, 0.632686
1248,   0.7583, 0.626976
1249,   0.7583, 0.621068
1250,   0.7583, 0.628025
1251,   0.7583, 0.627981
1252,   0.7583, 0.630221
1253,   0.7583,  0.63049
1254,   0.7583, 0.629107
1255,   0.7583, 0.632662
1256,   0.7583, 0.635267
1257,   0.7583, 0.627627
1258,   0.7583, 0.625337
1259,   0.7583, 0.632244
1260,   0.7571,  0.63436
1261,   0.7571, 0.632745
1262,   0.7571, 0.630988
1263,   0.7571, 0.637231
1264,   0.7571, 0.630726
1265,   0.7571, 0.636949
1266,   0.7571, 0.631682
1267,   0.7571, 0.630736
1268,   0.7571, 0.631635
1269,   0.7571, 0.638657
1270,   0.7571,  0.63155
1271,   0.7571, 0.631129
1272,   0.7571, 0.634404
1273,   0.7571, 0.630618
1274,   0.7571, 0.628831
1275,   0.7571, 0.629976
1276,   0.7571, 0.636989
1277,   0.7571,   0.6342
1278,   0.7571,  0.63065
1279,   0.7571, 0.625655
1280,   0.7571, 0.620524
1281,   0.7571, 0.628282
1282,   0.7571, 0.627644
1283,   0.7571, 0.630692
1284,   0.7585, 0.630931
1285,   0.7585, 0.623339
1286,   0.7585, 0.629101
1287,   0.7585, 0.632281
1288,   0.7585, 0.628832
1289,   0.7585, 0.629724
1290,   0.7585, 0.622478
1291,   0.7585, 0.629283
1292,   0.7585, 0.631462
1293,   0.7585, 0.625525
1294,   0.7585,   0.6263
1295,   0.7585, 0.613347
1296,   0.7585, 0.632991
1297,   0.7585, 0.624386
1298,   0.7585,  0.62712
1299,   0.7585, 0.628042
1300,   0.7585, 0.622825
1301,   0.7585, 0.621045
1302,   0.7585, 0.628451
1303,   0.7585, 0.630008
1304,   0.7585, 0.625715
1305,   0.7585, 0.633771
1306,   0.7585, 0.624245
1307,   0.7585, 0.624636
1308,   0.7585, 0.631572
1309,   0.7585,  0.63891
1310,   0.7585, 0.635289
1311,   0.7585, 0.628614
1312,   0.7585, 0.626879
1313,   0.7585,  0.63132
1314,   0.7585, 0.636221
1315,   0.7585, 0.630922
1316,   0.7585, 0.620875
1317,   0.7585, 0.620132
1318,   0.7585,  0.64155
1319,   0.7585, 0.633425
1320,   0.7585, 0.639467
1321,   0.7585, 0.634579
1322,   0.7585,  0.62865
1323,   0.7585, 0.626516
1324,   0.7585, 0.633404
1325,   0.7585, 0.634688
1326,   0.7585, 0.628128
1327,   0.7585, 0.627982
1328,   0.7585, 0.633579
1329,   0.7585, 0.626929
1330,   0.7585, 0.627711
1331,   0.7585, 0.623513
1332,   0.7585, 0.620759
1333,   0.7585, 0.628491
1334,   0.7585, 0.634207
1335,   0.7585, 0.631043
1336,   0.7585, 0.635836
1337,   0.7585, 0.626872
1338,   0.7585, 0.618747
1339,   0.7585,  0.62767
1340,   0.7585, 0.631118
1341,   0.7585, 0.635074
1342,   0.7585, 0.633651
1343,   0.7585, 0.627036
1344,   0.7585, 0.629024
1345,   0.7585, 0.633995
1346,   0.7585, 0.639788
1347,   0.7537, 0.639958
1348,   0.7537, 0.634699
1349,   0.7537, 0.630536
1350,   0.7537, 0.629396
1351,   0.7537, 0.629246
1352,   0.7537, 0.629008
1353,   0.7537, 0.632169
1354,   0.7582, 0.640879
1355,   0.7582, 0.633756
1356,   0.7582, 0.632984
1357,   0.7582, 0.635423
1358,   0.7582, 0.634475
1359,   0.7582, 0.632399
1360,   0.7582,  0.62642
1361,   0.7582, 0.622104
1362,   0.7582, 0.623636
1363,   0.7582, 0.625127
1364,   0.7582, 0.635951
1365,   0.7582, 0.633075
1366,   0.7582, 0.636631
1367,   0.7582, 0.634971
1368,   0.7582, 0.629562
1369,   0.7582, 0.634616
1370,   0.7582, 0.638291
1371,   0.7582, 0.636378
1372,   0.7582, 0.641386
1373,   0.7582,  0.63507
1374,   0.7582, 0.638099
1375,   0.7582, 0.638491
1376,   0.7582,  0.64154
1377,   0.7582, 0.639654
1378,   0.7582, 0.629222
1379,   0.7582, 0.633606
1380,   0.7582, 0.630403
1381,   0.7582, 0.639726
1382,   0.7582, 0.640934
1383,   0.7582, 0.630942
1384,   0.7582, 0.632491
1385,   0.7582, 0.622279
1386,   0.7582, 0.631869
1387,   0.7582, 0.630136
1388,   0.7582, 0.632711
1389,   0.7582, 0.626339
1390,   0.7582, 0.631197
1391,   0.7582,  0.62962
1392,   0.7582, 0.631696
1393,   0.7582, 0.630165
1394,   0.7582, 0.641274
1395,   0.7582, 0.635874
1396,   0.7582, 0.631813
1397,   0.7582, 0.627542
1398,   0.7582, 0.627683
1399,   0.7582, 0.630288
1400,   0.7582, 0.634123
1401,   0.7582, 0.634663
1402,   0.7582, 0.630661
1403,   0.7582, 0.631175
1404,   0.7582, 0.636315
1405,   0.7582, 0.636928
1406,   0.7582,  0.64015
1407,   0.7582, 0.635329
1408,   0.7582, 0.632438
1409,   0.7582, 0.634783
1410,   0.7582, 0.627427
1411,   0.7582,  0.62916
1412,   0.7582, 0.633883
1413,   0.7582,  0.62996
1414,   0.7582,  0.63479
1415,   0.7582, 0.640095
1416,   0.7582, 0.637782
1417,   0.7582, 0.633497
1418,   0.7582, 0.632093
1419,   0.7582, 0.635069
1420,   0.7582, 0.635018
1421,   0.7582, 0.633339
1422,   0.7582, 0.630677
1423,   0.7582, 0.629389
1424,   0.7582, 0.637013
1425,   0.7582, 0.638154
1426,   0.7582,  0.64486
1427,   0.7582, 0.636235
1428,   0.7582, 0.640007
1429,   0.7565, 0.636203
1430,   0.7565, 0.630135
1431,   0.7565,  0.62175
1432,   0.7565, 0.625019
1433,   0.7565, 0.626148
1434,   0.7565, 0.637339
1435,   0.7565, 0.629088
1436,   0.7565, 0.636772
1437,   0.7618, 0.633462
1438,   0.7618, 0.635643
1439,   0.7618, 0.635114
1440,   0.7618, 0.643159
1441,   0.7618, 0.644894
1442,   0.7618, 0.639933
1443,   0.7594, 0.637008
1444,   0.7594, 0.631521
1445,   0.7594, 0.631334
1446,   0.7594, 0.632562
1447,   0.7594, 0.636132
1448,   0.7594, 0.636446
1449,   0.7594, 0.637836
1450,   0.7594, 0.625004
1451,   0.7594, 0.630934
1452,   0.7594, 0.632016
1453,   0.7594, 0.634129
1454,   0.7594, 0.634173
1455,   0.7594, 0.635146
1456,   0.7594, 0.643755
1457,   0.7594, 0.651779
1458,   0.7594, 0.637995
1459,   0.7594, 0.632048
1460,   0.7594, 0.635019
1461,   0.7594, 0.637282
1462,   0.7594,  0.63554
1463,   0.7594, 0.640944
1464,   0.7594, 0.633506
1465,   0.7594,  0.63284
1466,   0.7594, 0.633214
1467,   0.7594, 0.640939
1468,   0.7594,   0.6388
1469,   0.7594, 0.636326
1470,   0.7594, 0.633204
1471,   0.7594, 0.637744
1472,   0.7594, 0.636029
1473,   0.7594, 0.633452
1474,   0.7594, 0.633437
1475,   0.7594,  0.63296
1476,   0.7594, 0.637579
1477,   0.7594, 0.627015
1478,   0.7594, 0.632683
1479,   0.7594, 0.634879
1480,   0.7594, 0.638281
1481,   0.7594, 0.634893
1482,   0.7594,  0.64627
1483,   0.7594, 0.646899
1484,   0.7594, 0.643969
1485,   0.7594, 0.635802
1486,   0.7594, 0.638434
1487,   0.7594, 0.634286
1488,   0.7594, 0.628096
1489,   0.7594, 0.629088
1490,   0.7594, 0.632653
1491,   0.7594, 0.634495
1492,   0.7594, 0.629165
1493,   0.7594, 0.625973
1494,   0.7594,  0.63135
1495,   0.7594,  0.63155
1496,   0.7594, 0.636437
1497,   0.7594,  0.63486
1498,   0.7594, 0.635276
1499,   0.7594, 0.628749
1500,   0.7594, 0.639813
1501,   0.7594, 0.642531
1502,   0.7594, 0.639753
1503,   0.7594, 0.640218
1504,   0.7594, 0.630524
1505,   0.7594, 0.629773
1506,   0.7594, 0.629757
1507,   0.7594, 0.633752
1508,   0.7594, 0.645847
1509,   0.7594, 0.638065
1510,   0.7594, 0.633615
1511,   0.7594, 0.629231
1512,   0.7594, 0.637857
1513,   0.7594,  0.62632
1514,   0.7594, 0.627843
1515,   0.7594,  0.63398
1516,   0.7594, 0.638201
1517,   0.7562, 0.627029
1518,   0.7562, 0.637993
1519,   0.7562, 0.640906
1520,   0.7562, 0.645065
1521,   0.7562, 0.636988
1522,   0.7562, 0.638496
1523,   0.7562, 0.638274
1524,   0.7562, 0.635274
1525,   0.7562, 0.633106
1526,   0.7562, 0.631616
1527,   0.7563, 0.639002
1528,   0.7563, 0.638134
1529,   0.7563, 0.639718
1530,   0.7563, 0.628108
1531,   0.7563, 0.641281
1532,   0.7563, 0.634836
1533,   0.7563, 0.629133
1534,   0.7563, 0.628228
1535,   0.7563, 0.633564
1536,   0.7563, 0.633606
1537,   0.7563,  0.63759
1538,   0.7563, 0.639787
1539,   0.7563, 0.631719
1540,   0.7563, 0.634956
1541,   0.7563, 0.637387
1542,   0.7563, 0.639579
1543,   0.7563, 0.638727
1544,   0.7563, 0.641598
1545,   0.7563, 0.632066
1546,   0.7563, 0.629735
1547,    0.754, 0.630444
1548,    0.754, 0.632678
1549,    0.754, 0.633755
1550,    0.754, 0.625717
1551,    0.754, 0.636114
1552,    0.754,  0.63093
1553,    0.754, 0.625835
1554,    0.754, 0.634741
1555,    0.754, 0.632625
1556,    0.754, 0.626009
1557,    0.754, 0.634925
1558,    0.754, 0.633334
1559,    0.754, 0.627268
1560,    0.754, 0.626506
1561,    0.754, 0.630129
1562,    0.754, 0.632815
1563,    0.754, 0.634802
1564,    0.754, 0.642701
1565,    0.754, 0.637929
1566,    0.754,  0.63727
1567,    0.754, 0.633058
1568,   0.7525, 0.631699
1569,   0.7525, 0.635914
1570,   0.7525, 0.619347
1571,   0.7525, 0.625935
1572,   0.7525, 0.630572
1573,   0.7525, 0.630068
1574,   0.7525, 0.634446
1575,   0.7525, 0.644229
1576,   0.7525, 0.640338
1577,   0.7525,  0.63517
1578,   0.7525, 0.628999
1579,   0.7525, 0.632127
1580,   0.7525, 0.633681
1581,   0.7525,  0.63297
1582,   0.7525, 0.624906
1583,   0.7525, 0.632457
1584,   0.7525, 0.632322
1585,   0.7525, 0.627239
1586,   0.7525, 0.633671
1587,   0.7525, 0.623969
1588,   0.7525, 0.634993
1589,   0.7525, 0.640235
1590,   0.7525, 0.634881
1591,   0.7525, 0.631378
1592,   0.7525, 0.631872
1593,   0.7525,  0.63944
1594,   0.7525,  0.63601
1595,   0.7576, 0.633669
1596,   0.7576, 0.629629
1597,   0.7576, 0.630222
1598,   0.7576, 0.639764
1599,   0.7576, 0.634609
1600,   0.7576, 0.636598
1601,   0.7576, 0.631789
1602,   0.7576, 0.637691
1603,   0.7576, 0.627132
1604,   0.7576, 0.635921
1605,   0.7576,  0.63096
1606,   0.7576, 0.626583
1607,   0.7576, 0.635004
1608,   0.7576, 0.635088
1609,   0.7576, 0.637096
1610,   0.7576, 0.628696
1611,   0.7576, 0.633218
1612,   0.7576, 0.636796
1613,   0.7576, 0.632955
1614,   0.7574, 0.638596
1615,   0.7574, 0.636336
1616,   0.7574, 0.642986
1617,   0.7574, 0.634734
1618,   0.7574, 0.635778
1619,   0.7574, 0.634027
1620,   0.7574, 0.633949
1621,   0.7574, 0.630355
1622,   0.7574, 0.636819
1623,   0.7574, 0.628983
1624,   0.7574, 0.639938
1625,   0.7574, 0.636601
1626,   0.7574, 0.638201
1627,   0.7574,  0.64129
1628,   0.7574, 0.642283
1629,   0.7574, 0.638404
1630,   0.7574, 0.634157
1631,   0.7574, 0.629298
1632,   0.7574, 0.632225
1633,   0.7574, 0.636132
1634,   0.7574, 0.640568
1635,   0.7574, 0.649665
1636,   0.7574, 0.646932
1637,   0.7574, 0.638278
1638,   0.7574, 0.635669
1639,   0.7574, 0.638435
1640,   0.7574,  0.64345
1641,   0.7574, 0.634212
1642,   0.7574,  0.63677
1643,   0.7574, 0.639481
1644,   0.7574, 0.631594
1645,   0.7574, 0.634503
1646,   0.7574, 0.640455
1647,   0.7574, 0.648344
1648,   0.7574, 0.640731
1649,   0.7574, 0.636489
1650,   0.7574, 0.639114
1651,   0.7574, 0.643982
1652,   0.7574, 0.642304
1653,   0.7574, 0.638101
1654,   0.7574, 0.637407
1655,   0.7574, 0.635137
1656,   0.7591, 0.628122
1657,   0.7591, 0.635948
1658,   0.7591, 0.634566
1659,   0.7591, 0.624564
1660,   0.7591, 0.631254
1661,   0.7591, 0.626431
1662,   0.7591, 0.638951
1663,   0.7591, 0.641111
1664,   0.7591, 0.640567
1665,   0.7591, 0.634338
1666,   0.7591, 0.631267
1667,   0.7591,  0.63346
1668,   0.7591, 0.626012
1669,   0.7591, 0.634637
1670,   0.7591, 0.643493
1671,   0.7591, 0.642619
1672,   0.7591,  0.64342
1673,   0.7591, 0.637919
1674,   0.7591, 0.646796
1675,   0.7591, 0.638059
1676,   0.7591,  0.64119
1677,   0.7591, 0.631728
1678,   0.7591, 0.634947
1679,   0.7591, 0.639637
1680,   0.7591, 0.646314
1681,   0.7591, 0.637031
1682,   0.7591, 0.631079
1683,   0.7591, 0.634922
1684,   0.7551, 0.640225
1685,   0.7551, 0.632182
1686,   0.7551,  0.63075
1687,   0.7558, 0.631631
1688,   0.7558, 0.634972
1689,   0.7558, 0.633575
1690,   0.7558,   0.6276
1691,   0.7558, 0.628551
1692,   0.7558, 0.622565
1693,   0.7558, 0.634055
1694,   0.7558,  0.63996
1695,   0.7558, 0.632713
1696,   0.7558, 0.635733
1697,   0.7558, 0.635975
1698,   0.7558, 0.636914
1699,   0.7558, 0.634651
1700,   0.7558, 0.633729
1701,   0.7558, 0.639096
1702,   0.7558, 0.636748
1703,   0.7558, 0.633519
1704,   0.7558, 0.640826
1705,   0.7558, 0.638427
1706,   0.7558, 0.634211
1707,   0.7558, 0.629443
1708,   0.7558, 0.640791
1709,   0.7558, 0.637552
1710,   0.7558, 0.632712
1711,   0.7558, 0.633956
1712,   0.7558, 0.641368
1713,   0.7558, 0.636572
1714,   0.7558, 0.624734
1715,   0.7558, 0.629457
1716,   0.7558, 0.636533
1717,   0.7558, 0.637183
1718,   0.7558, 0.644572
1719,   0.7558,  0.64524
1720,   0.7558,  0.64554
1721,   0.7558, 0.633702
1722,   0.7558, 0.631949
1723,   0.7558, 0.637804
1724,   0.7558, 0.633165
1725,   0.7558, 0.633833
1726,   0.7558, 0.634327
1727,   0.7558, 0.641596
1728,   0.7558, 0.638247
1729,   0.7558, 0.630929
1730,   0.7558, 0.635033
1731,   0.7558, 0.639607
1732,   0.7558, 0.632313
1733,   0.7558, 0.636576
1734,   0.7558, 0.635134
1735,   0.7558, 0.628546
1736,   0.7558, 0.632014
1737,   0.7558, 0.639526
1738,   0.7558, 0.632346
1739,   0.7558, 0.627961
1740,   0.7558, 0.629411
1741,   0.7558, 0.627136
1742,   0.7558, 0.627709
1743,   0.7558, 0.638911
1744,   0.7558, 0.635823
1745,   0.7558, 0.641242
1746,   0.7558, 0.638785
1747,   0.7558, 0.635939
1748,    0.756, 0.637857
1749,    0.756, 0.641452
1750,    0.756, 0.637796
1751,    0.756, 0.630548
1752,    0.756, 0.627226
1753,   0.7591, 0.630577
1754,   0.7591, 0.632289
1755,   0.7591, 0.635411
1756,   0.7591, 0.628146
1757,   0.7591, 0.633303
1758,   0.7591, 0.633878
1759,   0.7591, 0.638194
1760,   0.7591, 0.634672
1761,   0.7591, 0.636154
1762,   0.7591, 0.632863
1763,   0.7591, 0.628914
1764,   0.7591, 0.627942
1765,   0.7591, 0.634928
1766,   0.7591, 0.647968
1767,   0.7591, 0.640543
1768,   0.7591, 0.641409
1769,   0.7591, 0.644265
1770,   0.7591, 0.638843
1771,   0.7591, 0.639047
1772,   0.7591, 0.637296
1773,   0.7591, 0.637951
1774,   0.7591, 0.639296
1775,   0.7591, 0.637912
1776,   0.7591, 0.647843
1777,   0.7591, 0.650191
1778,   0.7591, 0.641331
1779,   0.7591, 0.642642
1780,   0.7545, 0.635875
1781,   0.7545, 0.637177
1782,   0.7545,  0.63308
1783,   0.7545, 0.637779
1784,   0.7545, 0.629279
1785,   0.7545, 0.632723
1786,   0.7545, 0.635729
1787,   0.7545, 0.635962
1788,   0.7545, 0.636293
1789,   0.7568, 0.634554
1790,   0.7568, 0.642487
1791,   0.7568, 0.638668
1792,   0.7568, 0.639187
1793,   0.7568, 0.644117
1794,   0.7568,  0.64178
1795,   0.7568, 0.632917
1796,   0.7568, 0.636901
1797,   0.7568,   0.6375
1798,   0.7568, 0.633492
1799,   0.7568, 0.634686
1800,   0.7568, 0.629405
1801,   0.7568, 0.629295
1802,   0.7568, 0.630858
1803,   0.7568,  0.63574
1804,   0.7568, 0.643101
1805,   0.7568, 0.635267
1806,   0.7568, 0.636665
1807,   0.7539, 0.632508
1808,   0.7539, 0.644791
1809,   0.7539, 0.643862
1810,   0.7539, 0.642033
1811,   0.7586, 0.638392
1812,   0.7586, 0.630571
1813,   0.7586, 0.630366
1814,   0.7586, 0.631859
1815,   0.7586, 0.628801
1816,   0.7586, 0.627309
1817,   0.7586,  0.63194
1818,   0.7586, 0.635779
1819,   0.7586, 0.635304
1820,   0.7586, 0.642401
1821,   0.7586, 0.643411
1822,   0.7586, 0.635981
1823,   0.7586, 0.641854
1824,   0.7586, 0.636034
1825,   0.7586,  0.63722
1826,   0.7586, 0.629091
1827,   0.7586, 0.633863
1828,   0.7586, 0.638304
1829,   0.7586, 0.642121
1830,   0.7586, 0.636431
1831,   0.7586, 0.632532
1832,   0.7542, 0.636639
1833,   0.7542, 0.641427
1834,   0.7542, 0.642293
1835,   0.7542, 0.643594
1836,   0.7542, 0.637435
1837,   0.7542,  0.63381
1838,   0.7542, 0.642044
1839,   0.7542, 0.638209
1840,   0.7646, 0.640458
1841,   0.7646, 0.643656
1842,   0.7646, 0.639609
1843,   0.7646, 0.640589
1844,   0.7646, 0.630234
1845,   0.7646, 0.638946
1846,   0.7646, 0.639099
1847,   0.7646, 0.632298
1848,   0.7646, 0.634571
1849,   0.7646, 0.631993
1850,   0.7646, 0.636706
1851,   0.7646, 0.642617
1852,   0.7646, 0.640714
1853,   0.7646, 0.640679
1854,   0.7646, 0.640089
1855,   0.7646, 0.632702
1856,   0.7646, 0.637059
1857,   0.7646, 0.636869
1858,   0.7646, 0.640224
1859,   0.7646, 0.634588
1860,   0.7646, 0.638092
1861,   0.7646, 0.636756
1862,   0.7646, 0.635469
1863,   0.7646, 0.640702
1864,   0.7646, 0.640827
1865,   0.7646, 0.643829
1866,   0.7646,  0.63909
1867,   0.7646, 0.635795
