gen, ranking_scalar1_uniform_best, ranking_scalar1_uniform_ave
 927,   0.6541, 0.566952
 928,   0.6541, 0.570381
 929,   0.6541, 0.567389
 930,   0.6541,  0.57038
 931,   0.6541, 0.571663
 932,   0.6541, 0.570983
 933,   0.6541, 0.568814
 934,   0.6541,  0.57002
 935,   0.6541, 0.564783
 936,   0.6541, 0.559721
 937,   0.6541, 0.568558
 938,   0.6541,  0.56746
 939,   0.6541, 0.570938
 940,   0.6541, 0.570086
 941,   0.6541, 0.572084
 942,   0.6528, 0.572446
 943,   0.6528, 0.570801
 944,   0.6528, 0.572971
 945,   0.6528, 0.571119
 946,   0.6528, 0.572426
 947,   0.6528, 0.572413
 948,   0.6528, 0.574321
 949,   0.6528, 0.570266
 950,   0.6528, 0.570054
 951,   0.6528, 0.571074
 952,   0.6528, 0.570992
 953,   0.6528, 0.577645
 954,   0.6528, 0.580733
 955,   0.6528, 0.578121
 956,   0.6528, 0.569374
 957,   0.6528, 0.569992
 958,   0.6528, 0.569894
 959,   0.6528, 0.571836
 960,   0.6482, 0.571977
 961,   0.6482, 0.579573
 962,   0.6482, 0.574476
 963,   0.6482, 0.569255
 964,   0.6482, 0.568461
 965,   0.6482, 0.568188
 966,   0.6482,  0.57053
 967,   0.6482, 0.567933
 968,   0.6482, 0.572842
 969,   0.6482, 0.571055
 970,   0.6482, 0.571823
 971,   0.6482, 0.573178
 972,   0.6482, 0.574323
 973,   0.6482, 0.572872
 974,   0.6482, 0.575116
 975,   0.6482, 0.576285
 976,   0.6482, 0.571929
 977,   0.6482, 0.574916
 978,   0.6482, 0.575547
 979,   0.6482, 0.575212
 980,   0.6482, 0.567908
 981,   0.6482, 0.569197
 982,   0.6482, 0.574438
 983,   0.6482, 0.572617
 984,   0.6482, 0.569387
 985,   0.6482, 0.565804
 986,   0.6482, 0.570024
 987,   0.6482, 0.570602
 988,   0.6482, 0.565008
 989,   0.6482,  0.56687
 990,   0.6482, 0.570419
 991,   0.6482, 0.575736
 992,   0.6482, 0.575995
 993,   0.6482, 0.577706
 994,   0.6482, 0.573799
 995,   0.6482, 0.574464
 996,   0.6482,  0.57651
 997,   0.6482,  0.57215
 998,   0.6482, 0.572428
 999,   0.6482, 0.570257
1000,   0.6482, 0.567581
1001,   0.6546,  0.56784
1002,   0.6546, 0.568922
1003,   0.6546, 0.575731
1004,   0.6546, 0.572319
1005,   0.6546, 0.574641
1006,   0.6546,  0.57221
1007,   0.6546,  0.57099
1008,   0.6546, 0.574425
1009,   0.6546, 0.579284
1010,   0.6546, 0.574373
1011,   0.6546, 0.571659
1012,   0.6546, 0.573684
1013,   0.6546, 0.572324
1014,   0.6546, 0.575983
1015,   0.6546, 0.577366
1016,   0.6546, 0.575626
1017,   0.6546, 0.573567
1018,   0.6546, 0.574826
1019,   0.6546, 0.574574
1020,   0.6546, 0.579043
1021,   0.6546, 0.570162
1022,   0.6546,  0.57185
1023,   0.6546, 0.572136
1024,   0.6546, 0.576033
1025,   0.6546, 0.570701
1026,   0.6546, 0.570442
1027,   0.6546, 0.568485
1028,   0.6546, 0.573828
1029,   0.6519, 0.579633
1030,   0.6519, 0.572108
1031,   0.6519, 0.572918
1032,   0.6519, 0.574139
1033,   0.6519, 0.574578
1034,   0.6519, 0.577004
1035,   0.6519, 0.571949
1036,   0.6519,  0.57283
1037,   0.6519, 0.570223
1038,   0.6519, 0.571672
1039,   0.6519, 0.577852
1040,   0.6448, 0.580104
1041,   0.6448, 0.574881
1042,   0.6539,  0.57492
1043,   0.6483, 0.570969
1044,   0.6483, 0.576518
1045,   0.6483, 0.570973
1046,   0.6483, 0.564716
1047,   0.6483, 0.565348
1048,   0.6483, 0.567079
1049,   0.6483, 0.564398
1050,   0.6483, 0.566464
1051,   0.6483,  0.56516
1052,   0.6483, 0.571491
1053,   0.6581, 0.574459
1054,   0.6581, 0.577874
1055,   0.6581, 0.578373
1056,   0.6581,  0.57321
1057,   0.6496, 0.570664
1058,   0.6496, 0.572887
1059,   0.6496, 0.571713
1060,   0.6496, 0.572068
1061,   0.6496, 0.570018
1062,   0.6496, 0.569329
1063,   0.6496,  0.57554
1064,   0.6496, 0.567864
1065,   0.6496, 0.567239
1066,   0.6496, 0.565224
1067,   0.6496, 0.564803
1068,   0.6496, 0.567976
1069,   0.6496, 0.567783
1070,   0.6496, 0.570528
1071,   0.6496,  0.56958
1072,   0.6496, 0.565286
1073,   0.6496, 0.561858
1074,   0.6496, 0.564359
1075,   0.6496, 0.569993
1076,   0.6496, 0.562196
1077,   0.6496, 0.565414
1078,   0.6496, 0.562875
1079,   0.6496, 0.566716
1080,   0.6496, 0.561487
1081,   0.6496, 0.563484
1082,   0.6496, 0.566888
1083,   0.6496, 0.568655
1084,   0.6496, 0.564775
1085,   0.6496, 0.566591
1086,   0.6496, 0.568286
1087,   0.6496,  0.56609
1088,   0.6496, 0.564003
1089,   0.6496, 0.566842
1090,   0.6496, 0.569143
1091,   0.6496,  0.57372
1092,   0.6496,  0.56742
1093,   0.6496,  0.56247
1094,   0.6496, 0.569344
1095,   0.6496, 0.570354
1096,   0.6496, 0.562281
1097,   0.6496, 0.563712
1098,   0.6496,  0.56614
1099,   0.6496, 0.566762
1100,   0.6496, 0.562541
1101,   0.6496,  0.56249
1102,   0.6496, 0.565746
1103,   0.6496, 0.557173
1104,   0.6496, 0.556768
1105,   0.6496,  0.56247
1106,   0.6496, 0.565721
1107,   0.6542, 0.567451
1108,   0.6542, 0.566622
1109,   0.6542, 0.568833
1110,   0.6513, 0.563813
1111,   0.6513, 0.564506
1112,   0.6513, 0.569467
1113,   0.6513, 0.563361
1114,   0.6513, 0.566273
1115,   0.6513, 0.561715
1116,   0.6513, 0.565828
1117,   0.6513, 0.560068
1118,   0.6513, 0.562981
1119,   0.6513, 0.561343
1120,   0.6513, 0.567457
1121,   0.6513, 0.566138
1122,   0.6513, 0.567217
1123,   0.6513, 0.562079
1124,   0.6513,  0.56137
1125,   0.6513, 0.565061
1126,   0.6513, 0.568068
1127,   0.6513, 0.571345
1128,   0.6513,  0.56862
1129,   0.6513, 0.571369
1130,   0.6513, 0.568943
1131,   0.6513, 0.567904
1132,   0.6513, 0.568173
1133,   0.6513, 0.569674
1134,   0.6513, 0.564446
1135,   0.6513, 0.564708
1136,   0.6513, 0.568692
1137,   0.6513, 0.569343
1138,   0.6513, 0.571698
1139,   0.6513, 0.568145
1140,   0.6513, 0.566376
1141,   0.6513,  0.56978
1142,   0.6513, 0.574067
1143,   0.6513, 0.573831
1144,   0.6513, 0.570829
1145,   0.6513, 0.569373
1146,   0.6593, 0.570393
1147,   0.6593, 0.573766
1148,   0.6593,  0.57847
1149,   0.6593, 0.574162
1150,   0.6593, 0.571805
1151,   0.6593, 0.571849
1152,   0.6593, 0.571676
1153,   0.6593,   0.5722
1154,   0.6593, 0.568239
1155,   0.6593, 0.566941
1156,   0.6593, 0.573107
1157,   0.6593, 0.573076
1158,   0.6593, 0.572833
1159,   0.6593, 0.572268
1160,   0.6593, 0.570756
1161,   0.6593, 0.571052
1162,   0.6593, 0.566924
1163,   0.6593, 0.571795
1164,   0.6593, 0.571315
1165,   0.6593, 0.571039
1166,   0.6593, 0.571826
1167,   0.6593, 0.567928
1168,   0.6593, 0.568506
1169,   0.6593, 0.570764
1170,   0.6593, 0.575411
1171,   0.6593, 0.572695
1172,   0.6593, 0.571872
1173,   0.6538, 0.572517
1174,   0.6538, 0.570127
1175,   0.6538, 0.572657
1176,   0.6538,  0.56799
1177,   0.6538, 0.570583
1178,   0.6538, 0.569019
1179,   0.6538, 0.576957
1180,   0.6538, 0.571635
1181,   0.6538, 0.571874
1182,   0.6538, 0.568796
1183,   0.6538, 0.569208
1184,   0.6538, 0.571971
1185,   0.6538, 0.568584
1186,   0.6538, 0.575511
1187,   0.6538, 0.571347
1188,   0.6538,  0.57903
1189,   0.6538, 0.574325
1190,   0.6538, 0.571492
1191,   0.6538, 0.571166
1192,   0.6538, 0.570414
1193,   0.6538, 0.570854
1194,   0.6538, 0.570397
1195,   0.6538, 0.575374
1196,   0.6538, 0.572482
1197,   0.6538, 0.572658
1198,   0.6538, 0.573177
1199,   0.6538, 0.566105
1200,   0.6538, 0.575485
1201,   0.6538,  0.57869
1202,   0.6538,   0.5753
1203,   0.6538, 0.572538
1204,   0.6597, 0.573747
1205,   0.6597, 0.576141
1206,   0.6597, 0.569559
1207,   0.6597, 0.573047
1208,   0.6597, 0.569768
1209,   0.6597, 0.572737
1210,   0.6597, 0.575072
1211,   0.6597, 0.571838
1212,   0.6597, 0.567914
1213,   0.6597, 0.569683
1214,   0.6597, 0.568411
1215,   0.6597, 0.574699
1216,   0.6597, 0.576848
1217,   0.6597, 0.583488
1218,   0.6597, 0.576439
1219,   0.6597, 0.572033
1220,   0.6597, 0.569142
1221,   0.6597,  0.57054
1222,   0.6597, 0.574426
1223,   0.6597, 0.568753
1224,   0.6597, 0.570363
1225,   0.6597, 0.571737
1226,   0.6597, 0.575283
1227,   0.6597, 0.579415
1228,   0.6597, 0.573787
1229,   0.6597,  0.57562
1230,   0.6597, 0.570999
1231,   0.6597, 0.573429
1232,   0.6597, 0.574233
1233,    0.657, 0.570594
1234,    0.657, 0.571643
1235,    0.657, 0.568865
1236,    0.657, 0.569082
1237,    0.657, 0.570058
1238,    0.657, 0.566185
1239,    0.657, 0.571229
1240,    0.657, 0.568649
1241,    0.657, 0.566421
1242,    0.657, 0.569525
1243,    0.657,  0.56869
1244,    0.657, 0.566089
1245,    0.657, 0.568192
1246,   0.6586, 0.569584
1247,   0.6586, 0.571086
1248,   0.6586, 0.567078
1249,   0.6586,  0.56333
1250,   0.6586, 0.564734
1251,   0.6586, 0.567012
1252,   0.6586, 0.566781
1253,   0.6586,  0.57184
1254,   0.6586, 0.576283
1255,   0.6586,  0.57176
1256,   0.6586, 0.573609
1257,   0.6586, 0.568927
1258,   0.6586, 0.570228
1259,   0.6586, 0.572149
1260,   0.6586, 0.575467
1261,   0.6586, 0.580055
1262,   0.6586,  0.57162
1263,   0.6586, 0.572163
1264,   0.6586,  0.57297
1265,   0.6586, 0.569978
1266,   0.6586, 0.575474
1267,   0.6586, 0.570838
1268,   0.6586, 0.573044
1269,   0.6586, 0.574853
1270,   0.6586, 0.567398
1271,   0.6586, 0.571604
1272,   0.6586, 0.571203
1273,   0.6586, 0.574921
1274,   0.6586,  0.57619
1275,   0.6586, 0.573003
1276,   0.6586, 0.570996
1277,   0.6586, 0.573914
1278,   0.6586, 0.574063
1279,   0.6586, 0.573313
1280,   0.6586, 0.576097
1281,   0.6586, 0.573286
1282,   0.6586, 0.574219
1283,   0.6586, 0.577371
1284,   0.6586, 0.578381
1285,   0.6586, 0.577987
1286,   0.6586, 0.576101
1287,   0.6586, 0.574782
1288,   0.6586, 0.574981
1289,   0.6586, 0.573463
1290,   0.6586, 0.577624
1291,   0.6586, 0.579598
1292,   0.6586, 0.574691
1293,   0.6586, 0.573178
1294,   0.6586, 0.571651
1295,   0.6586,  0.57899
1296,   0.6586, 0.577183
1297,   0.6586,  0.57473
1298,   0.6586, 0.570563
1299,   0.6586, 0.567574
1300,   0.6586, 0.569098
1301,   0.6586, 0.573863
1302,   0.6586, 0.576199
1303,   0.6586, 0.578294
1304,   0.6586, 0.576684
1305,   0.6586, 0.578134
1306,   0.6586, 0.572468
1307,   0.6586, 0.572859
1308,   0.6586, 0.578238
1309,   0.6586, 0.579562
1310,   0.6586, 0.579724
1311,   0.6586, 0.577504
1312,   0.6586, 0.573802
1313,   0.6586, 0.569977
1314,   0.6586, 0.574969
1315,   0.6586, 0.574642
1316,   0.6586, 0.571467
1317,   0.6586, 0.571943
1318,   0.6586, 0.570094
1319,   0.6586, 0.578465
1320,   0.6586, 0.577232
1321,   0.6586, 0.572433
1322,   0.6586, 0.570985
1323,   0.6586, 0.571255
1324,   0.6586,   0.5736
1325,   0.6586, 0.579403
1326,   0.6586, 0.576616
1327,   0.6586, 0.575802
1328,   0.6586, 0.581182
1329,   0.6586, 0.577231
1330,   0.6586, 0.571611
1331,   0.6586, 0.573601
1332,   0.6586, 0.575338
1333,   0.6586, 0.576192
1334,   0.6586, 0.579205
1335,   0.6586, 0.577711
1336,   0.6586, 0.583417
1337,   0.6586, 0.576051
1338,   0.6586, 0.577753
1339,   0.6586, 0.580702
1340,   0.6586, 0.575711
1341,   0.6586, 0.581009
1342,   0.6586, 0.576991
1343,   0.6586, 0.573437
1344,   0.6586, 0.570442
1345,   0.6586, 0.578565
1346,   0.6586, 0.574175
1347,   0.6586, 0.572007
1348,   0.6586, 0.573505
1349,   0.6586, 0.574141
1350,   0.6586, 0.576816
1351,   0.6586, 0.574584
1352,   0.6586, 0.572741
1353,   0.6586, 0.575804
1354,   0.6586, 0.573537
1355,   0.6586, 0.573377
1356,   0.6586,  0.57243
1357,   0.6586,  0.57584
1358,   0.6586, 0.572414
1359,   0.6586, 0.580023
1360,   0.6586, 0.575104
1361,   0.6586, 0.573234
1362,   0.6586, 0.571338
1363,   0.6586, 0.578197
1364,   0.6586, 0.574086
1365,   0.6586, 0.575404
1366,   0.6586, 0.576374
1367,   0.6586, 0.575396
1368,   0.6586, 0.571267
1369,   0.6586, 0.572745
1370,   0.6586, 0.576692
1371,   0.6586, 0.576477
1372,   0.6586, 0.575336
1373,   0.6586, 0.578409
1374,   0.6586,  0.57897
1375,   0.6586, 0.578728
1376,   0.6586, 0.572136
1377,   0.6586, 0.579485
1378,   0.6586, 0.574652
1379,   0.6586, 0.569913
1380,   0.6586, 0.569294
1381,   0.6586, 0.574174
1382,   0.6586, 0.573246
1383,   0.6586, 0.579779
1384,   0.6586, 0.575247
1385,   0.6586, 0.578311
1386,   0.6586, 0.570415
1387,   0.6586, 0.574572
1388,   0.6586, 0.573169
1389,   0.6586,  0.57492
1390,   0.6586,  0.57613
1391,   0.6586,  0.57883
1392,   0.6586, 0.575871
1393,   0.6586, 0.573519
1394,   0.6586, 0.574689
1395,   0.6586, 0.575239
1396,   0.6586, 0.577462
1397,   0.6586, 0.570769
1398,   0.6586, 0.579079
1399,   0.6586, 0.577654
1400,   0.6571, 0.577847
1401,   0.6571, 0.574037
1402,   0.6571, 0.575974
1403,   0.6571, 0.575231
1404,   0.6571, 0.572975
1405,   0.6571, 0.574663
1406,   0.6571, 0.573223
1407,   0.6571, 0.574226
1408,   0.6571, 0.577062
1409,   0.6571, 0.576666
1410,   0.6571, 0.578562
1411,   0.6571, 0.575768
1412,   0.6596, 0.575446
1413,   0.6596, 0.578963
1414,   0.6596, 0.578203
1415,   0.6596, 0.581957
1416,   0.6596, 0.575983
1417,   0.6596, 0.577312
1418,   0.6596, 0.576612
1419,   0.6596, 0.574527
1420,   0.6596, 0.582087
1421,   0.6596, 0.575447
1422,   0.6596, 0.577174
1423,   0.6596, 0.572269
1424,   0.6596,  0.57807
1425,   0.6596, 0.577696
1426,   0.6596, 0.576842
1427,   0.6596, 0.580181
1428,   0.6563, 0.579014
1429,   0.6563,  0.57962
1430,   0.6563, 0.578261
1431,   0.6563, 0.576146
1432,   0.6563, 0.576677
1433,   0.6563, 0.568513
1434,   0.6563, 0.575549
1435,   0.6563, 0.576472
1436,   0.6563, 0.570427
1437,   0.6563, 0.572436
1438,   0.6563, 0.572915
1439,   0.6563, 0.576686
1440,   0.6563, 0.575134
1441,   0.6563, 0.573365
1442,   0.6563, 0.577635
1443,   0.6563, 0.574517
1444,   0.6563, 0.574922
1445,   0.6563, 0.572364
1446,   0.6563, 0.571592
1447,   0.6563, 0.567337
1448,   0.6563, 0.570894
1449,   0.6563, 0.568142
1450,   0.6563, 0.573868
1451,   0.6563,  0.57155
1452,   0.6563, 0.576338
1453,   0.6563, 0.571158
1454,   0.6563, 0.572988
1455,   0.6563, 0.578526
1456,   0.6563, 0.576511
1457,   0.6563, 0.576071
1458,   0.6563, 0.571815
1459,   0.6563, 0.576141
1460,   0.6563, 0.572092
1461,   0.6563,  0.56749
1462,   0.6563, 0.573044
1463,   0.6563, 0.576626
1464,   0.6563, 0.573657
1465,   0.6563, 0.575655
1466,   0.6563,  0.57646
1467,   0.6563, 0.571394
1468,   0.6563, 0.576519
1469,   0.6563, 0.582359
1470,   0.6563,  0.57878
1471,   0.6563, 0.578256
1472,   0.6563, 0.576497
1473,   0.6563, 0.572819
1474,   0.6563, 0.573621
1475,   0.6563, 0.576095
1476,   0.6563, 0.570254
1477,   0.6563, 0.569526
1478,   0.6563,  0.57351
1479,   0.6563, 0.569996
1480,   0.6563, 0.573141
1481,   0.6563, 0.580403
1482,   0.6563,  0.57885
1483,   0.6563, 0.582207
1484,   0.6563, 0.578249
1485,   0.6563, 0.584229
1486,   0.6563, 0.576217
1487,   0.6563, 0.576125
1488,   0.6563, 0.578916
1489,   0.6563, 0.574759
1490,   0.6563, 0.576086
1491,   0.6563, 0.577172
1492,   0.6563, 0.572084
1493,   0.6563, 0.573425
1494,   0.6563, 0.574058
1495,   0.6563, 0.569949
1496,   0.6563, 0.574121
1497,   0.6563, 0.573844
1498,   0.6563, 0.573244
1499,   0.6563, 0.578146
1500,   0.6563, 0.580575
1501,   0.6563, 0.572875
1502,   0.6563, 0.569224
1503,   0.6563, 0.574039
1504,   0.6563, 0.568311
1505,   0.6563,  0.57308
1506,   0.6563, 0.577492
1507,   0.6563, 0.569338
1508,   0.6563, 0.565859
1509,   0.6563,  0.56597
1510,   0.6563, 0.571404
1511,   0.6563, 0.570724
1512,   0.6563, 0.574017
1513,   0.6563, 0.568632
1514,   0.6563,  0.57583
1515,   0.6563, 0.580459
1516,   0.6563, 0.578387
1517,   0.6563, 0.576505
1518,   0.6563, 0.575447
1519,   0.6563,  0.57923
1520,   0.6576, 0.582376
1521,   0.6576, 0.573002
1522,   0.6576, 0.572136
1523,   0.6576, 0.575047
1524,   0.6576, 0.578777
1525,   0.6576, 0.577065
1526,   0.6576, 0.577535
1527,   0.6576,   0.5751
1528,   0.6576, 0.572977
1529,   0.6576,  0.57502
1530,   0.6576, 0.572085
1531,   0.6576, 0.580038
1532,   0.6576, 0.572698
1533,   0.6576, 0.567581
1534,   0.6576, 0.579442
1535,   0.6576, 0.572612
1536,   0.6576, 0.570718
1537,   0.6576, 0.573408
1538,   0.6576,  0.57653
1539,   0.6576, 0.574456
1540,   0.6576, 0.575946
1541,   0.6576, 0.573425
1542,   0.6576,  0.57754
1543,   0.6576, 0.575659
1544,   0.6576, 0.577559
1545,   0.6576,  0.57453
1546,   0.6576, 0.570432
1547,   0.6576, 0.568212
1548,   0.6576, 0.574764
1549,   0.6576, 0.576622
1550,   0.6576, 0.573983
1551,   0.6576, 0.576667
1552,   0.6576, 0.575585
1553,   0.6576, 0.572344
1554,   0.6576,  0.57102
1555,   0.6576, 0.576316
1556,   0.6576, 0.574076
1557,   0.6576,  0.57141
1558,   0.6561, 0.570938
1559,   0.6561, 0.572647
1560,   0.6561, 0.571511
1561,   0.6561, 0.574575
1562,   0.6561, 0.570155
1563,   0.6561, 0.574174
1564,   0.6561, 0.574154
1565,   0.6561, 0.576388
1566,   0.6561, 0.577157
1567,   0.6561, 0.573824
1568,   0.6561, 0.574328
1569,   0.6561,  0.57221
1570,   0.6561, 0.570043
1571,   0.6561, 0.570987
1572,   0.6561, 0.573958
1573,   0.6561,  0.57482
1574,   0.6561, 0.575028
1575,   0.6561, 0.570444
1576,   0.6561, 0.567202
1577,   0.6561, 0.569205
1578,   0.6561, 0.574782
1579,   0.6561, 0.578764
1580,   0.6561, 0.567893
1581,   0.6561, 0.571806
1582,   0.6561, 0.570488
1583,   0.6561, 0.572834
1584,   0.6561,  0.57626
1585,   0.6561, 0.571807
1586,   0.6561,  0.57294
1587,   0.6561, 0.568823
1588,   0.6561, 0.572736
1589,   0.6546, 0.567034
1590,   0.6546, 0.565091
1591,   0.6546, 0.570606
1592,   0.6546, 0.572228
1593,   0.6546, 0.569717
1594,   0.6546, 0.566979
1595,   0.6551, 0.576115
1596,   0.6551, 0.572446
1597,   0.6551, 0.568451
1598,   0.6551,  0.57492
1599,   0.6551, 0.571306
1600,   0.6551, 0.570333
1601,   0.6551, 0.577407
1602,   0.6551, 0.572771
1603,   0.6551, 0.572717
1604,   0.6551, 0.568849
1605,   0.6551, 0.571668
1606,   0.6551, 0.572405
1607,   0.6551, 0.566747
1608,   0.6551,   0.5697
1609,   0.6551, 0.567483
1610,   0.6551, 0.573534
1611,   0.6551, 0.572824
1612,   0.6551, 0.570822
1613,   0.6551,  0.57129
1614,   0.6551, 0.573581
1615,   0.6551, 0.571404
1616,   0.6551, 0.567805
1617,   0.6551, 0.568362
1618,   0.6551, 0.569638
1619,   0.6551, 0.569919
1620,   0.6551, 0.577002
1621,   0.6551,   0.5751
1622,   0.6551, 0.572078
1623,   0.6551,  0.57439
1624,   0.6536, 0.577668
1625,   0.6536, 0.570786
1626,   0.6536,  0.56971
1627,   0.6536, 0.568968
1628,   0.6536, 0.567454
1629,   0.6536, 0.570895
1630,   0.6536, 0.574953
1631,   0.6536, 0.567343
1632,   0.6536,  0.57173
1633,   0.6536, 0.570391
1634,   0.6536, 0.567577
1635,   0.6536, 0.568366
1636,   0.6536, 0.570482
1637,   0.6536, 0.573165
1638,   0.6536, 0.574815
1639,   0.6536, 0.568248
1640,   0.6536, 0.564432
1641,   0.6536, 0.570907
1642,   0.6497, 0.572733
1643,   0.6497, 0.573761
1644,   0.6497, 0.571017
1645,   0.6497, 0.571554
1646,   0.6497, 0.572711
1647,   0.6497, 0.569902
1648,   0.6497, 0.572047
1649,   0.6497, 0.568697
1650,   0.6497, 0.567559
1651,   0.6497, 0.563805
1652,   0.6497, 0.567555
1653,   0.6497, 0.568286
1654,   0.6497, 0.571425
1655,   0.6497, 0.571554
1656,   0.6497,  0.56919
1657,   0.6497, 0.569796
1658,   0.6497, 0.569302
1659,   0.6497, 0.565225
1660,   0.6497, 0.572392
1661,   0.6497, 0.563338
1662,   0.6497, 0.565174
1663,   0.6561, 0.563011
1664,   0.6561, 0.564253
1665,   0.6561, 0.564054
1666,   0.6561, 0.559354
1667,   0.6561, 0.564448
1668,   0.6561, 0.567834
1669,   0.6561, 0.574653
1670,   0.6561, 0.568996
1671,   0.6561, 0.570399
1672,   0.6561, 0.567618
1673,   0.6561, 0.567245
1674,   0.6561, 0.566952
1675,   0.6561, 0.570035
1676,   0.6561, 0.571891
1677,   0.6561, 0.567458
1678,   0.6561, 0.573656
1679,   0.6561, 0.570831
1680,   0.6561, 0.567877
1681,   0.6561, 0.570051
1682,   0.6561, 0.569766
1683,   0.6561, 0.566062
1684,   0.6561, 0.561781
1685,   0.6566, 0.567612
1686,   0.6566, 0.570021
1687,   0.6566, 0.568844
1688,   0.6566, 0.566002
1689,   0.6566, 0.567293
1690,   0.6566,  0.55853
1691,   0.6566, 0.563848
1692,   0.6566, 0.564155
1693,   0.6571,  0.56741
1694,   0.6571, 0.572029
1695,     0.66, 0.569852
1696,     0.66, 0.565592
1697,     0.66, 0.563037
1698,     0.66, 0.563685
1699,     0.66,   0.5619
1700,     0.66, 0.560592
1701,     0.66, 0.567507
1702,     0.66, 0.570808
1703,     0.66, 0.566911
1704,     0.66, 0.567715
1705,     0.66, 0.566544
1706,     0.66, 0.565296
1707,   0.6563, 0.563464
1708,   0.6563, 0.563136
1709,   0.6563, 0.568407
1710,   0.6563, 0.568086
1711,   0.6563, 0.565822
1712,   0.6563, 0.566671
1713,   0.6563,   0.5711
1714,   0.6563, 0.570386
1715,   0.6563,  0.56526
1716,   0.6568, 0.561839
1717,   0.6568, 0.568395
1718,   0.6568, 0.569097
1719,   0.6568, 0.572258
1720,   0.6568, 0.567245
1721,   0.6568, 0.563902
1722,   0.6537, 0.567178
1723,   0.6537, 0.566029
1724,   0.6537, 0.576345
1725,   0.6537, 0.571747
1726,   0.6592,  0.56174
1727,   0.6592, 0.562994
1728,   0.6592, 0.560063
1729,   0.6592, 0.567491
1730,   0.6592, 0.564437
1731,   0.6592,  0.56981
1732,   0.6581, 0.571158
1733,   0.6581, 0.563385
1734,   0.6581, 0.572664
1735,   0.6581, 0.565888
1736,   0.6524, 0.565491
1737,   0.6524, 0.565721
1738,   0.6524, 0.569244
1739,   0.6524, 0.567504
1740,   0.6524, 0.569895
1741,   0.6524, 0.568778
1742,   0.6524, 0.565875
1743,   0.6524, 0.568098
1744,   0.6524, 0.569206
1745,   0.6524, 0.564324
1746,   0.6524, 0.568801
1747,   0.6524, 0.566841
1748,   0.6524, 0.568444
1749,   0.6524, 0.571422
1750,   0.6524, 0.569162
1751,   0.6524, 0.566998
1752,   0.6524,    0.569
1753,   0.6524,   0.5716
1754,   0.6524, 0.578443
1755,   0.6524, 0.579402
1756,   0.6524, 0.573184
1757,   0.6524, 0.573903
1758,   0.6524, 0.567887
1759,   0.6524, 0.568734
1760,   0.6524, 0.570215
1761,   0.6524, 0.573774
1762,   0.6524, 0.570763
1763,   0.6524, 0.571669
1764,   0.6524, 0.568545
1765,   0.6524, 0.571314
1766,   0.6579, 0.569063
1767,   0.6579, 0.564919
1768,   0.6579,  0.56216
1769,   0.6579,  0.56394
1770,   0.6579, 0.568634
1771,   0.6579, 0.568512
1772,   0.6579,   0.5759
1773,   0.6579, 0.570138
1774,   0.6579, 0.572179
1775,   0.6617, 0.567059
1776,   0.6542, 0.574603
1777,   0.6542, 0.571742
1778,   0.6542, 0.564745
1779,   0.6542, 0.568442
1780,   0.6542, 0.564741
1781,   0.6542, 0.569347
1782,   0.6542, 0.572642
1783,   0.6542,  0.57109
1784,   0.6542, 0.567061
1785,   0.6542, 0.574129
1786,   0.6542, 0.568923
1787,   0.6542, 0.563275
1788,   0.6542, 0.561191
1789,   0.6542, 0.566006
1790,   0.6542, 0.570131
1791,   0.6542, 0.560384
1792,   0.6542, 0.566287
1793,   0.6542, 0.571934
1794,   0.6542, 0.566225
1795,   0.6542, 0.559225
1796,   0.6542, 0.566284
1797,   0.6542,  0.56568
1798,   0.6542, 0.565506
1799,   0.6542, 0.567733
1800,   0.6542, 0.570346
1801,   0.6542, 0.569522
1802,   0.6542, 0.574299
1803,   0.6542,  0.57098
1804,   0.6515, 0.572503
1805,   0.6515, 0.571175
1806,   0.6515,  0.56592
1807,   0.6515,   0.5607
1808,   0.6515, 0.567439
1809,   0.6515,  0.56297
1810,   0.6515, 0.568727
1811,   0.6515, 0.565615
1812,   0.6515,  0.57035
1813,   0.6515,  0.56473
1814,   0.6515, 0.564403
1815,   0.6515, 0.564766
1816,   0.6515, 0.566129
1817,   0.6515, 0.569025
1818,   0.6515, 0.572249
1819,   0.6515, 0.573253
1820,   0.6515, 0.573511
1821,   0.6515, 0.570381
1822,   0.6515, 0.570625
1823,   0.6571, 0.567719
1824,   0.6571, 0.570621
1825,   0.6571, 0.571743
1826,   0.6571, 0.572056
1827,   0.6602, 0.571445
1828,   0.6602, 0.571356
1829,   0.6602, 0.578826
1830,   0.6602, 0.570931
1831,   0.6602, 0.571141
1832,   0.6602, 0.574353
1833,   0.6602, 0.572043
1834,   0.6602, 0.573061
1835,   0.6602, 0.569094
1836,   0.6602, 0.571718
1837,   0.6602, 0.573659
1838,   0.6602, 0.573196
1839,   0.6602, 0.574594
1840,   0.6602, 0.583148
1841,   0.6602, 0.571822
1842,   0.6602, 0.575065
1843,   0.6602, 0.572145
1844,   0.6602, 0.577461
1845,   0.6602, 0.570921
1846,   0.6602, 0.573298
1847,   0.6602, 0.577593
1848,   0.6602, 0.574212
1849,   0.6602, 0.569655
1850,   0.6602, 0.568088
1851,   0.6602, 0.574614
1852,   0.6602, 0.575653
1853,   0.6602, 0.575145
1854,   0.6602, 0.573856
1855,   0.6602, 0.570408
1856,   0.6602, 0.567214
1857,   0.6602,  0.57179
1858,   0.6602,  0.56779
