gen, ranking_scalar3_onepoint_best, ranking_scalar3_onepoint_ave
1375,   0.8338,  0.69349
1376,   0.8338, 0.692562
1377,   0.8338, 0.698884
1378,   0.8338, 0.699301
1379,   0.8337, 0.682016
1380,   0.8337, 0.685722
1381,   0.8357,  0.69878
1382,   0.8357, 0.702637
1383,   0.8357, 0.690527
1384,   0.8357, 0.699283
1385,   0.8357, 0.691594
1386,   0.8357, 0.690977
1387,   0.8357, 0.692864
1388,   0.8349,  0.70532
1389,   0.8349, 0.709789
1390,   0.8349, 0.706011
1391,   0.8349, 0.703068
1392,   0.8351, 0.696371
1393,   0.8351, 0.689557
1394,   0.8351, 0.697308
1395,   0.8351, 0.695898
1396,   0.8351,  0.69385
1397,   0.8351, 0.706693
1398,   0.8351, 0.706022
1399,   0.8351, 0.709531
1400,   0.8351, 0.700279
1401,   0.8351, 0.700766
1402,   0.8351, 0.702609
1403,   0.8351,  0.70198
1404,   0.8351, 0.698765
1405,   0.8351, 0.704652
1406,   0.8351, 0.705334
1407,   0.8351, 0.705366
1408,   0.8351, 0.701174
1409,   0.8351, 0.700239
1410,   0.8351, 0.695852
1411,   0.8351, 0.702647
1412,   0.8351, 0.702933
1413,   0.8351, 0.707841
1414,   0.8351, 0.699898
1415,   0.8351, 0.692746
1416,   0.8351, 0.706231
1417,   0.8351, 0.701577
1418,   0.8351, 0.707982
1419,   0.8351, 0.703212
1420,   0.8351, 0.707612
1421,   0.8351, 0.698411
1422,   0.8351, 0.707842
1423,   0.8351, 0.696322
1424,   0.8351, 0.701153
1425,   0.8351, 0.695411
1426,   0.8351,  0.70334
1427,   0.8351, 0.704603
1428,   0.8351,  0.69895
1429,   0.8351, 0.691316
1430,   0.8351, 0.697174
1431,    0.835,  0.70272
1432,    0.835,  0.70313
1433,    0.835,      0.7
1434,    0.835, 0.710777
1435,    0.835, 0.709258
1436,   0.8349, 0.709589
1437,   0.8349, 0.701516
1438,   0.8349, 0.699285
1439,   0.8349,  0.69551
1440,   0.8349, 0.699898
1441,   0.8349, 0.701028
1442,   0.8349, 0.709773
1443,   0.8349, 0.714096
1444,   0.8349,  0.70422
1445,   0.8349,  0.70041
1446,   0.8349, 0.698946
1447,   0.8349, 0.691028
1448,   0.8349, 0.689198
1449,   0.8349, 0.696099
1450,   0.8349, 0.689967
1451,   0.8349, 0.692294
1452,   0.8349, 0.693432
1453,   0.8349, 0.703742
1454,   0.8378, 0.704266
1455,    0.836, 0.692814
1456,    0.836, 0.696597
1457,    0.836,  0.69618
1458,    0.836, 0.696693
1459,    0.836, 0.698431
1460,    0.836, 0.680941
1461,    0.836, 0.696597
1462,    0.836, 0.706264
1463,    0.836, 0.709392
1464,    0.836, 0.711299
1465,    0.836, 0.714327
1466,   0.8365, 0.715322
1467,   0.8365, 0.704826
1468,   0.8365, 0.702996
1469,   0.8365, 0.708499
1470,   0.8365, 0.705518
1471,   0.8365, 0.711546
1472,   0.8365, 0.703293
1473,   0.8365, 0.707358
1474,   0.8365, 0.697226
1475,   0.8365, 0.709246
1476,   0.8365, 0.710528
1477,   0.8365, 0.703882
1478,   0.8365, 0.699941
1479,   0.8365, 0.705078
1480,   0.8365, 0.700892
1481,   0.8365, 0.701178
1482,   0.8365, 0.695723
1483,   0.8365, 0.699894
1484,   0.8365, 0.690826
1485,   0.8365, 0.703268
1486,   0.8365, 0.702225
1487,   0.8365, 0.704957
1488,   0.8365, 0.716839
1489,   0.8365, 0.704386
1490,   0.8365, 0.704152
1491,   0.8365,  0.69388
1492,   0.8365, 0.699928
1493,   0.8365, 0.694968
1494,   0.8365, 0.690687
1495,   0.8365,  0.69207
1496,   0.8365, 0.692633
1497,   0.8365, 0.698433
1498,   0.8365, 0.697209
1499,   0.8365, 0.706095
1500,   0.8365, 0.694295
1501,   0.8365,  0.69172
1502,   0.8409,  0.70668
1503,   0.8409, 0.723823
1504,   0.8409, 0.702541
1505,   0.8409, 0.705117
1506,   0.8409,  0.70151
1507,   0.8423, 0.701272
1508,   0.8423, 0.704246
1509,   0.8409, 0.709618
1510,   0.8409, 0.706919
1511,   0.8409, 0.701753
1512,   0.8409, 0.714379
1513,   0.8409, 0.715299
1514,   0.8409, 0.705406
1515,   0.8409, 0.702752
1516,   0.8409, 0.709169
1517,   0.8409, 0.711271
1518,   0.8409, 0.706969
1519,   0.8409, 0.708729
1520,   0.8412, 0.713235
1521,   0.8412, 0.714577
1522,   0.8412, 0.709215
1523,   0.8412, 0.705056
1524,   0.8412, 0.705762
1525,   0.8412, 0.705872
1526,   0.8412, 0.692865
1527,   0.8412, 0.705666
1528,   0.8412, 0.705314
1529,   0.8412, 0.706052
1530,   0.8412, 0.704271
1531,   0.8412, 0.703762
1532,   0.8412, 0.697155
1533,   0.8412, 0.697759
1534,   0.8412,  0.70331
1535,   0.8412, 0.710926
1536,   0.8412,   0.7151
1537,   0.8412, 0.710422
1538,   0.8412, 0.717261
1539,   0.8412, 0.705646
1540,   0.8412,  0.69971
1541,   0.8412,  0.70482
1542,   0.8412,  0.68884
1543,   0.8412, 0.692641
1544,   0.8412,  0.70116
1545,   0.8412, 0.706922
1546,   0.8412, 0.709124
1547,   0.8412, 0.704767
1548,   0.8412,   0.6926
1549,   0.8412, 0.693406
1550,   0.8412, 0.703706
1551,   0.8412, 0.713961
1552,   0.8412, 0.716263
1553,   0.8412, 0.704634
1554,   0.8412, 0.705558
1555,   0.8412, 0.718038
1556,   0.8412, 0.707388
1557,   0.8412, 0.707513
1558,   0.8412, 0.710739
1559,   0.8411, 0.721863
1560,   0.8411, 0.716886
1561,   0.8411, 0.711556
1562,   0.8411, 0.712612
1563,   0.8411, 0.710451
1564,   0.8411, 0.714723
1565,   0.8411, 0.706347
1566,   0.8411, 0.712138
1567,   0.8411, 0.712251
1568,   0.8411, 0.715877
1569,   0.8411, 0.704285
1570,   0.8411, 0.698194
1571,   0.8411, 0.705302
1572,   0.8414, 0.709377
1573,   0.8414, 0.706337
1574,   0.8414, 0.696224
1575,   0.8414, 0.702411
1576,   0.8424, 0.694221
1577,   0.8424, 0.710536
1578,    0.843, 0.703789
1579,    0.843, 0.703599
1580,    0.843, 0.704373
1581,    0.843, 0.693489
1582,    0.843, 0.706732
1583,    0.843, 0.709631
1584,    0.843, 0.697957
1585,    0.843, 0.705056
1586,    0.843, 0.703034
1587,    0.843,  0.69827
1588,    0.843, 0.707921
1589,    0.843, 0.698089
1590,    0.843, 0.707772
1591,    0.843, 0.711293
1592,    0.843, 0.709014
1593,    0.843, 0.703096
1594,    0.843, 0.709044
1595,    0.843, 0.699243
1596,    0.843, 0.710962
1597,    0.843, 0.706495
1598,    0.843, 0.715059
1599,    0.843, 0.710949
1600,    0.843, 0.705972
1601,    0.843, 0.702099
1602,    0.843, 0.705497
1603,    0.843, 0.710329
1604,    0.843, 0.714265
1605,    0.843, 0.712285
1606,    0.843, 0.701295
1607,    0.843, 0.710714
1608,    0.843, 0.706013
1609,   0.8429, 0.706222
1610,   0.8429, 0.704478
1611,   0.8429, 0.699207
1612,   0.8449, 0.703874
1613,   0.8449, 0.704346
1614,   0.8449, 0.708124
1615,   0.8449, 0.706273
1616,   0.8449, 0.705255
1617,   0.8449, 0.696897
1618,   0.8449, 0.688494
1619,   0.8449,  0.70706
1620,   0.8449, 0.710224
1621,   0.8449, 0.696062
1622,   0.8449, 0.696815
1623,   0.8449, 0.707844
1624,   0.8449, 0.718938
1625,   0.8449,  0.71427
1626,   0.8449, 0.717505
1627,   0.8449, 0.708569
1628,   0.8449, 0.703227
1629,   0.8449, 0.716989
1630,   0.8449, 0.708723
1631,   0.8449, 0.705139
1632,   0.8449, 0.711221
1633,   0.8449, 0.711764
1634,   0.8449, 0.701744
1635,   0.8449, 0.709921
1636,   0.8449, 0.707821
1637,   0.8449, 0.712995
1638,   0.8449, 0.709771
1639,   0.8449,  0.70105
1640,   0.8449, 0.705593
1641,   0.8449, 0.698979
1642,   0.8449, 0.699888
1643,   0.8449, 0.704352
1644,   0.8449, 0.709155
1645,   0.8449, 0.693627
1646,   0.8451, 0.692408
1647,   0.8451, 0.696634
1648,   0.8451, 0.700235
1649,   0.8451, 0.715846
1650,   0.8451,  0.70965
1651,   0.8451, 0.691933
1652,   0.8451, 0.704422
1653,   0.8451, 0.699674
1654,   0.8451, 0.695916
1655,   0.8451, 0.715461
1656,   0.8451, 0.695585
1657,   0.8451, 0.706845
1658,   0.8451, 0.704628
1659,   0.8451,  0.70082
1660,   0.8451, 0.699791
1661,   0.8451, 0.699957
1662,   0.8451, 0.698552
1663,   0.8451, 0.704546
1664,   0.8451,  0.71431
1665,   0.8451, 0.706506
1666,   0.8451, 0.708009
1667,   0.8451, 0.704444
1668,   0.8451, 0.705042
1669,   0.8451, 0.706811
1670,   0.8451, 0.699237
1671,   0.8451, 0.719324
1672,   0.8451, 0.701352
1673,   0.8451, 0.709179
1674,   0.8451,  0.70677
1675,   0.8451, 0.715562
1676,   0.8451, 0.713991
1677,   0.8451, 0.712698
1678,   0.8451, 0.712799
1679,   0.8448, 0.703826
1680,   0.8448, 0.707852
1681,   0.8448, 0.705675
1682,   0.8448, 0.716595
1683,   0.8448,  0.71024
1684,   0.8448, 0.712222
1685,   0.8448, 0.706224
1686,   0.8448, 0.706626
1687,   0.8448, 0.694828
1688,   0.8448, 0.699839
1689,   0.8448, 0.708885
1690,   0.8459, 0.707588
1691,   0.8459, 0.706154
1692,   0.8459, 0.705231
1693,   0.8459, 0.705582
1694,   0.8459, 0.707619
1695,   0.8459, 0.698454
1696,   0.8459, 0.706376
1697,   0.8459, 0.694841
1698,   0.8459, 0.701456
1699,   0.8459, 0.709402
1700,   0.8459, 0.722051
1701,   0.8459, 0.720357
1702,   0.8459, 0.702596
1703,   0.8459, 0.698768
1704,   0.8459, 0.703728
1705,   0.8459, 0.700156
1706,   0.8459, 0.704754
1707,   0.8459,  0.69279
1708,   0.8459, 0.705497
1709,   0.8459, 0.704064
1710,   0.8459,  0.71028
1711,   0.8459, 0.703282
1712,   0.8459, 0.706568
1713,   0.8459, 0.698874
1714,   0.8459, 0.710114
1715,   0.8459, 0.707367
1716,   0.8459, 0.712301
1717,   0.8459,  0.70639
1718,   0.8459, 0.704076
1719,   0.8459, 0.706794
1720,   0.8459, 0.698773
1721,   0.8459,  0.71124
1722,   0.8459, 0.720734
1723,   0.8459, 0.713284
1724,   0.8459, 0.706162
1725,   0.8459, 0.708528
1726,   0.8459, 0.709054
1727,   0.8459, 0.702946
1728,   0.8459, 0.716949
1729,   0.8459, 0.708633
1730,   0.8459, 0.709701
1731,   0.8459, 0.714256
1732,   0.8459, 0.701192
1733,   0.8459, 0.699696
1734,   0.8459, 0.710446
1735,   0.8449, 0.714847
1736,   0.8449, 0.716066
1737,   0.8449, 0.717357
1738,   0.8449, 0.713406
1739,   0.8449, 0.712118
1740,   0.8449, 0.706427
1741,   0.8449, 0.700737
1742,   0.8449,   0.7034
1743,   0.8449, 0.709492
1744,   0.8449, 0.707698
1745,   0.8449, 0.713417
1746,   0.8449, 0.703435
1747,   0.8449,  0.69862
1748,   0.8449, 0.707924
1749,   0.8449, 0.702681
1750,   0.8449, 0.712812
1751,   0.8449, 0.707085
1752,   0.8449, 0.710642
1753,   0.8449,  0.69972
1754,   0.8469, 0.696054
1755,   0.8469, 0.690388
1756,   0.8452, 0.700233
1757,   0.8452,  0.70488
1758,   0.8452, 0.698033
1759,   0.8452, 0.706487
1760,   0.8452, 0.708263
1761,   0.8452, 0.713006
1762,   0.8456,  0.70428
1763,   0.8456, 0.704087
1764,   0.8456, 0.712205
1765,   0.8456, 0.701105
1766,   0.8456, 0.691029
1767,   0.8456, 0.704115
1768,   0.8456, 0.700949
1769,   0.8456, 0.716933
1770,   0.8456, 0.705097
1771,   0.8456, 0.710484
1772,   0.8456, 0.712734
1773,   0.8456, 0.703823
1774,   0.8456, 0.699562
1775,   0.8456, 0.702806
1776,   0.8456,  0.70603
1777,   0.8456, 0.708408
1778,   0.8456, 0.709626
1779,   0.8456, 0.705666
1780,   0.8456, 0.692473
1781,   0.8456, 0.710988
1782,   0.8456, 0.721946
1783,   0.8456, 0.711599
1784,   0.8456, 0.698961
1785,   0.8456, 0.709712
1786,   0.8456, 0.715567
1787,   0.8456, 0.704568
1788,   0.8456, 0.712331
1789,   0.8456, 0.718244
1790,   0.8456, 0.726205
1791,   0.8456, 0.715503
1792,   0.8456,  0.70892
1793,   0.8456, 0.710795
1794,   0.8456, 0.711323
1795,   0.8456, 0.707484
1796,   0.8456, 0.703337
1797,   0.8456, 0.695393
1798,   0.8456, 0.713707
1799,   0.8456, 0.713342
1800,   0.8456, 0.705651
1801,   0.8456, 0.705946
1802,   0.8456, 0.702879
1803,   0.8456,  0.71147
1804,   0.8456, 0.703435
1805,   0.8456, 0.712386
1806,   0.8456, 0.710333
1807,   0.8456, 0.706364
1808,   0.8456, 0.708946
1809,   0.8456, 0.698881
1810,   0.8456, 0.699877
1811,   0.8456, 0.707895
1812,   0.8456, 0.702315
1813,   0.8456,  0.70228
1814,   0.8456, 0.706555
1815,   0.8456, 0.697834
1816,   0.8456,  0.69725
1817,   0.8456,  0.70517
1818,   0.8456, 0.705235
1819,   0.8456, 0.710276
1820,   0.8456, 0.715521
1821,   0.8456,  0.70102
1822,   0.8456, 0.707508
1823,   0.8456, 0.713348
1824,   0.8456, 0.711268
1825,   0.8456, 0.710988
1826,   0.8456, 0.698227
1827,   0.8456,  0.71136
1828,   0.8456, 0.709208
1829,   0.8456, 0.709257
1830,   0.8464, 0.702744
1831,   0.8464,  0.71845
1832,   0.8464, 0.706618
1833,   0.8464, 0.713406
1834,   0.8464, 0.708819
1835,   0.8464, 0.708994
1836,   0.8464, 0.710904
1837,   0.8464, 0.709208
1838,   0.8464,  0.70972
1839,   0.8464, 0.706076
1840,   0.8464, 0.695017
1841,   0.8464,  0.70997
1842,   0.8464, 0.698077
1843,   0.8464, 0.703565
1844,   0.8464, 0.700017
1845,   0.8464, 0.694453
1846,   0.8464, 0.701083
1847,   0.8464, 0.703911
1848,   0.8464, 0.704012
1849,   0.8464, 0.696621
1850,   0.8464, 0.708597
1851,   0.8464, 0.704155
1852,   0.8464, 0.707279
1853,   0.8464, 0.706665
1854,   0.8464, 0.693754
1855,   0.8464, 0.697157
1856,   0.8464, 0.714679
1857,   0.8464, 0.716286
1858,   0.8464, 0.711951
1859,   0.8464, 0.711274
1860,   0.8464,  0.70537
1861,   0.8464, 0.706736
1862,    0.847, 0.705767
1863,    0.847, 0.711939
1864,    0.847, 0.708119
1865,    0.847, 0.692887
1866,    0.847, 0.703695
1867,    0.847, 0.703369
1868,    0.847, 0.702112
1869,    0.847, 0.704062
1870,    0.847, 0.714283
1871,    0.847, 0.709528
1872,    0.847, 0.699416
1873,    0.847, 0.714397
1874,    0.847, 0.702137
1875,    0.847, 0.714389
1876,    0.847, 0.716452
1877,    0.847, 0.703547
1878,    0.847, 0.704761
1879,    0.847, 0.710751
1880,    0.847, 0.710744
1881,    0.847, 0.712845
1882,    0.847, 0.712253
1883,   0.8468, 0.706676
1884,   0.8468, 0.707147
1885,   0.8468, 0.716143
1886,   0.8468, 0.707312
1887,   0.8468, 0.709702
1888,   0.8468, 0.710798
1889,   0.8468, 0.717251
1890,   0.8468, 0.706761
1891,   0.8468,  0.70391
1892,   0.8468, 0.704356
1893,   0.8468, 0.715353
1894,   0.8468, 0.705932
1895,   0.8464, 0.694741
1896,   0.8464,  0.71566
1897,   0.8464, 0.711127
1898,   0.8464, 0.716376
1899,   0.8464, 0.716353
1900,   0.8464, 0.709562
1901,   0.8464, 0.701149
1902,   0.8464, 0.701636
1903,   0.8464,  0.71312
1904,   0.8464, 0.712891
1905,   0.8464, 0.709303
1906,   0.8464, 0.698902
1907,   0.8464, 0.700599
1908,   0.8464, 0.705371
1909,   0.8464, 0.704475
1910,   0.8464, 0.706237
1911,   0.8464, 0.708987
1912,   0.8464,  0.69659
1913,   0.8464,  0.68803
1914,   0.8464, 0.702645
1915,   0.8463, 0.705891
1916,   0.8463, 0.695916
1917,   0.8463, 0.703255
1918,   0.8463, 0.709485
1919,   0.8463, 0.716213
1920,   0.8463, 0.722437
1921,   0.8463, 0.712676
1922,   0.8463, 0.709861
1923,   0.8463,  0.70726
1924,   0.8463, 0.711507
1925,   0.8463,  0.69569
1926,   0.8463, 0.695529
1927,   0.8463, 0.701114
1928,   0.8463, 0.700787
1929,   0.8463, 0.706123
1930,   0.8463, 0.704253
1931,   0.8463, 0.721002
1932,   0.8463,  0.71392
1933,   0.8463, 0.704674
1934,   0.8463, 0.710381
1935,   0.8463, 0.711656
1936,   0.8463, 0.709358
1937,   0.8463, 0.696774
1938,   0.8463, 0.703623
1939,   0.8463, 0.703852
1940,   0.8463, 0.709034
1941,   0.8463, 0.704633
1942,   0.8463, 0.717524
1943,   0.8463, 0.707624
1944,   0.8463, 0.700827
1945,   0.8463, 0.697883
1946,   0.8463, 0.699965
1947,   0.8463, 0.697905
1948,   0.8463,  0.69029
1949,   0.8463, 0.687246
1950,   0.8463, 0.694679
1951,   0.8463, 0.698692
1952,   0.8463, 0.694015
1953,   0.8463, 0.695287
1954,   0.8463, 0.703247
1955,   0.8463, 0.711007
1956,   0.8463, 0.702046
1957,   0.8463, 0.704441
1958,   0.8463, 0.693528
1959,   0.8463, 0.698511
1960,   0.8463,  0.70264
1961,   0.8463, 0.707788
1962,   0.8463, 0.708163
1963,   0.8463, 0.714578
1964,   0.8463,  0.70598
1965,   0.8463, 0.707152
1966,   0.8463, 0.723288
1967,   0.8463, 0.710737
1968,   0.8463, 0.703128
1969,   0.8463, 0.709105
1970,   0.8463, 0.703524
1971,   0.8463, 0.713542
1972,   0.8463,  0.71085
1973,   0.8463, 0.704986
1974,   0.8463, 0.695271
1975,   0.8463, 0.704416
1976,   0.8463, 0.709302
1977,   0.8463, 0.698723
1978,   0.8463, 0.709593
1979,   0.8463, 0.705843
1980,   0.8463, 0.703841
1981,   0.8463, 0.705662
1982,   0.8463, 0.714382
1983,   0.8463, 0.717102
1984,   0.8463, 0.698161
1985,   0.8463, 0.702963
1986,   0.8463, 0.708286
1987,   0.8463, 0.700611
1988,   0.8463,  0.70198
1989,   0.8463, 0.699328
1990,   0.8486, 0.707828
1991,   0.8486, 0.709652
1992,   0.8486, 0.705145
1993,   0.8486, 0.709065
1994,   0.8486, 0.707256
1995,   0.8502,  0.70922
1996,   0.8502, 0.711435
1997,   0.8502, 0.712147
1998,   0.8502, 0.711499
1999,   0.8502, 0.705844
2000,   0.8502,  0.70507
2001,   0.8502, 0.714377
2002,   0.8502, 0.710008
2003,   0.8502, 0.706639
2004,   0.8502, 0.696887
2005,   0.8504, 0.702559
2006,   0.8504, 0.699192
2007,   0.8504, 0.709456
2008,   0.8504, 0.693901
2009,   0.8504, 0.704881
2010,   0.8504, 0.695602
2011,   0.8504, 0.701203
2012,   0.8504,  0.71033
2013,   0.8504, 0.711805
2014,   0.8504, 0.704593
2015,   0.8504, 0.704183
2016,   0.8504, 0.699582
2017,   0.8504, 0.705953
2018,   0.8504, 0.701524
2019,   0.8504, 0.703995
2020,   0.8504, 0.705455
2021,   0.8504, 0.701523
2022,   0.8504, 0.697313
2023,   0.8504, 0.714518
2024,   0.8504, 0.707564
2025,   0.8504, 0.707232
2026,   0.8504, 0.711632
2027,   0.8504, 0.716165
2028,   0.8504, 0.713814
2029,   0.8504, 0.702991
2030,   0.8504, 0.715737
2031,   0.8504, 0.701549
2032,   0.8504,  0.70491
2033,   0.8504, 0.710504
2034,   0.8504, 0.705796
2035,   0.8495, 0.709638
2036,   0.8495, 0.708606
2037,   0.8495, 0.717363
2038,   0.8495, 0.698331
2039,   0.8507, 0.710636
2040,   0.8507,  0.70621
2041,   0.8507, 0.699775
2042,   0.8507, 0.692289
2043,   0.8507, 0.705844
2044,   0.8507, 0.708691
2045,   0.8507, 0.712912
2046,   0.8507, 0.715429
2047,   0.8507, 0.710423
2048,   0.8507, 0.708028
2049,   0.8507, 0.707041
2050,   0.8507, 0.715304
2051,   0.8507, 0.718942
2052,   0.8507, 0.709792
2053,   0.8507, 0.708303
2054,   0.8507, 0.700602
2055,   0.8507, 0.709529
2056,   0.8507, 0.700713
2057,   0.8507, 0.712233
2058,   0.8507, 0.709473
2059,   0.8507, 0.708646
2060,   0.8507, 0.716824
2061,   0.8507, 0.705986
2062,   0.8507, 0.711164
2063,   0.8512, 0.712883
2064,   0.8512, 0.708408
2065,   0.8512, 0.706882
2066,   0.8512,  0.70142
2067,   0.8512, 0.704717
2068,   0.8512, 0.705172
2069,   0.8512, 0.704686
2070,   0.8512, 0.706701
2071,   0.8512,  0.70538
2072,   0.8512, 0.711677
2073,   0.8512, 0.710363
2074,   0.8512, 0.720983
2075,   0.8512, 0.726717
2076,   0.8512, 0.737376
2077,   0.8512, 0.719616
2078,   0.8512, 0.712424
2079,   0.8512, 0.723402
2080,   0.8512, 0.713559
2081,   0.8512, 0.710969
2082,   0.8512, 0.700336
2083,   0.8512, 0.706875
2084,   0.8512,  0.69975
2085,   0.8514, 0.706914
2086,   0.8514, 0.702588
2087,   0.8514, 0.713731
2088,   0.8514,  0.72091
2089,   0.8514, 0.714144
2090,   0.8514, 0.709825
2091,   0.8514, 0.704991
2092,   0.8514, 0.702771
2093,   0.8514, 0.709293
2094,   0.8514, 0.708669
2095,   0.8514, 0.709662
2096,   0.8514, 0.699941
2097,   0.8514, 0.714173
2098,   0.8514, 0.710476
2099,   0.8514, 0.711887
2100,   0.8514, 0.716366
2101,   0.8514, 0.710882
2102,   0.8514, 0.710048
2103,   0.8514, 0.709292
2104,   0.8514, 0.711934
2105,   0.8514, 0.714402
2106,   0.8514,  0.70978
2107,   0.8514,  0.72173
2108,   0.8514, 0.713145
2109,   0.8514, 0.705419
2110,   0.8514, 0.714363
2111,   0.8514, 0.707542
2112,   0.8514, 0.717737
2113,   0.8514, 0.706416
2114,   0.8514, 0.702594
2115,   0.8514, 0.708595
2116,   0.8514, 0.701163
2117,   0.8514, 0.699138
2118,   0.8514, 0.708266
2119,   0.8514, 0.716611
2120,   0.8514, 0.703964
2121,   0.8514, 0.692927
2122,   0.8514, 0.712198
2123,   0.8514, 0.717022
2124,   0.8514, 0.711998
2125,   0.8514, 0.711285
2126,   0.8514, 0.705807
2127,   0.8514, 0.715851
2128,   0.8514,  0.71189
2129,   0.8519, 0.709396
2130,   0.8519, 0.708641
2131,   0.8519, 0.701316
2132,   0.8519, 0.716312
2133,   0.8519, 0.715156
2134,   0.8519, 0.720045
2135,   0.8519, 0.714711
2136,   0.8519, 0.713373
2137,   0.8519, 0.714864
2138,   0.8519, 0.712562
2139,   0.8519, 0.708485
2140,   0.8519, 0.701531
2141,   0.8519, 0.710222
2142,   0.8519, 0.690122
2143,   0.8519, 0.691371
2144,   0.8519, 0.714088
2145,   0.8519, 0.716703
2146,   0.8519, 0.708823
2147,   0.8519, 0.691793
2148,   0.8519,  0.71028
2149,   0.8519, 0.715215
2150,   0.8519, 0.712668
2151,   0.8519,  0.71521
2152,   0.8519, 0.706576
2153,   0.8519, 0.719073
2154,   0.8519, 0.710646
2155,   0.8519, 0.720445
2156,   0.8519, 0.715052
2157,   0.8519, 0.710769
2158,   0.8519, 0.706937
2159,   0.8519, 0.702519
2160,   0.8519,  0.70228
2161,   0.8519, 0.716683
2162,   0.8519, 0.713357
2163,   0.8519, 0.709951
2164,   0.8519, 0.702799
2165,   0.8519, 0.708015
2166,   0.8519,  0.71874
2167,   0.8519, 0.717156
2168,   0.8533, 0.720827
2169,   0.8533, 0.722562
2170,   0.8533, 0.710286
2171,   0.8533, 0.708594
2172,   0.8533, 0.706047
2173,   0.8533,   0.7138
2174,   0.8518, 0.700855
2175,   0.8518,  0.70638
2176,   0.8518, 0.704886
2177,   0.8518, 0.713587
2178,   0.8518, 0.705935
2179,   0.8518, 0.701538
2180,   0.8518, 0.705779
2181,   0.8518, 0.709244
2182,   0.8518, 0.712599
2183,   0.8518, 0.710991
2184,   0.8518, 0.707213
2185,   0.8518, 0.698651
2186,   0.8518, 0.703106
2187,   0.8518,  0.69828
2188,   0.8518, 0.689404
2189,   0.8518, 0.703921
2190,   0.8518, 0.701557
2191,   0.8518, 0.718219
2192,   0.8518, 0.707461
2193,   0.8518, 0.704972
2194,   0.8518, 0.705222
2195,   0.8518, 0.712237
2196,   0.8518, 0.706071
2197,   0.8518, 0.721738
2198,   0.8518, 0.717836
2199,   0.8518, 0.706182
2200,   0.8518, 0.720339
2201,   0.8518, 0.711976
2202,   0.8518, 0.703685
2203,   0.8518, 0.702555
2204,   0.8518, 0.695182
2205,   0.8518, 0.695712
2206,   0.8518, 0.701732
2207,   0.8518,  0.70651
2208,   0.8518, 0.711326
2209,   0.8518, 0.701874
2210,   0.8518, 0.714567
2211,   0.8518,  0.70506
2212,   0.8518, 0.710554
2213,   0.8518, 0.711971
2214,   0.8518, 0.712072
2215,   0.8518, 0.703612
2216,   0.8518, 0.719196
2217,   0.8518, 0.697446
2218,   0.8518, 0.703354
2219,   0.8518, 0.706634
2220,   0.8518, 0.711857
2221,   0.8518, 0.714672
2222,   0.8518, 0.724925
2223,   0.8518, 0.721169
2224,   0.8518, 0.717024
2225,   0.8518, 0.713579
2226,   0.8518, 0.719735
2227,   0.8518, 0.723792
2228,   0.8518, 0.708602
2229,   0.8518, 0.723046
2230,   0.8518, 0.731409
2231,   0.8518,  0.72085
2232,   0.8518, 0.721478
2233,   0.8518, 0.719097
2234,   0.8518, 0.725754
2235,   0.8518, 0.712567
2236,   0.8518, 0.712518
2237,   0.8518, 0.710309
2238,   0.8518, 0.703734
2239,   0.8518, 0.710076
2240,   0.8518, 0.700939
2241,   0.8518, 0.710263
2242,   0.8518, 0.722107
2243,   0.8518, 0.722892
2244,   0.8518,  0.71074
2245,   0.8518, 0.718359
2246,   0.8534,  0.71501
2247,   0.8534, 0.701709
2248,   0.8534, 0.712633
2249,   0.8534, 0.707349
2250,   0.8534, 0.716511
2251,   0.8534, 0.713875
2252,   0.8538,  0.70104
2253,   0.8538, 0.701728
2254,   0.8538, 0.706956
2255,   0.8538, 0.723795
2256,   0.8538, 0.715179
2257,   0.8538, 0.716963
2258,   0.8538, 0.719396
2259,   0.8538, 0.721485
2260,   0.8538, 0.715125
2261,   0.8538, 0.705343
2262,   0.8538, 0.705014
2263,   0.8538, 0.707376
2264,   0.8538,  0.71819
2265,   0.8538, 0.711976
2266,   0.8538, 0.716173
2267,   0.8538, 0.714461
2268,   0.8538, 0.713981
2269,   0.8538, 0.707614
2270,   0.8538, 0.710194
2271,   0.8538, 0.707937
2272,   0.8538, 0.709633
2273,   0.8538, 0.712996
2274,   0.8538, 0.695977
2275,   0.8538, 0.701037
2276,   0.8538, 0.708273
2277,   0.8538, 0.718254
2278,   0.8538, 0.709786
2279,   0.8538, 0.704031
2280,   0.8538, 0.696382
2281,   0.8538, 0.700768
2282,   0.8538, 0.704052
2283,   0.8538, 0.703127
2284,   0.8538, 0.708013
2285,   0.8538, 0.722795
2286,   0.8539, 0.711082
2287,   0.8539, 0.716713
2288,   0.8539, 0.707499
2289,   0.8539,  0.69364
2290,   0.8539, 0.694692
2291,   0.8539, 0.701289
2292,   0.8539, 0.701835
2293,   0.8539, 0.701988
2294,   0.8539, 0.704264
2295,   0.8539, 0.712577
2296,   0.8539, 0.714005
2297,   0.8539, 0.709144
2298,   0.8539, 0.719907
2299,   0.8539, 0.710649
2300,   0.8539, 0.699745
2301,   0.8539, 0.698731
2302,   0.8539, 0.717793
2303,   0.8539, 0.709831
2304,   0.8539, 0.708219
2305,   0.8539, 0.708035
2306,   0.8539,  0.71094
2307,   0.8539, 0.713434
2308,   0.8539, 0.716827
2309,   0.8539, 0.711157
