gen, ranking_scalar1_onepoint_best, ranking_scalar1_onepoint_ave
 933,   0.7455, 0.653377
 934,   0.7455, 0.651591
 935,   0.7455, 0.644587
 936,   0.7455, 0.646481
 937,   0.7344, 0.643147
 938,   0.7344, 0.650096
 939,   0.7344, 0.645152
 940,   0.7344, 0.640185
 941,   0.7344, 0.648284
 942,   0.7344, 0.636507
 943,   0.7344, 0.643862
 944,   0.7344, 0.638809
 945,   0.7344, 0.644462
 946,   0.7344,  0.64972
 947,   0.7344, 0.642764
 948,   0.7344, 0.641679
 949,   0.7344, 0.647005
 950,   0.7344, 0.644965
 951,   0.7344, 0.637024
 952,   0.7344, 0.638129
 953,   0.7344, 0.639153
 954,   0.7344, 0.641276
 955,   0.7344, 0.639471
 956,   0.7407, 0.644248
 957,   0.7407, 0.643399
 958,   0.7407, 0.642074
 959,   0.7407,  0.63871
 960,   0.7407, 0.637032
 961,   0.7407, 0.644867
 962,   0.7407, 0.638494
 963,   0.7407, 0.635859
 964,   0.7407, 0.634731
 965,   0.7407, 0.644191
 966,   0.7407, 0.640727
 967,   0.7407, 0.638071
 968,   0.7407, 0.643296
 969,   0.7407, 0.638583
 970,   0.7407,  0.64216
 971,   0.7407, 0.632904
 972,   0.7407, 0.639238
 973,   0.7407, 0.644056
 974,   0.7407, 0.641613
 975,   0.7407, 0.639366
 976,   0.7321, 0.634235
 977,    0.727, 0.639209
 978,    0.727, 0.642047
 979,    0.727, 0.638239
 980,    0.727, 0.640187
 981,    0.727, 0.637564
 982,   0.7447, 0.639924
 983,   0.7447, 0.643331
 984,   0.7394, 0.646164
 985,   0.7394, 0.648528
 986,   0.7394, 0.639207
 987,    0.744, 0.642736
 988,    0.744, 0.642423
 989,    0.744, 0.646248
 990,    0.744, 0.645984
 991,    0.744, 0.646094
 992,    0.744, 0.641301
 993,    0.744, 0.645744
 994,    0.744, 0.643146
 995,    0.744, 0.644253
 996,    0.744,  0.64617
 997,    0.744, 0.642287
 998,    0.744, 0.642838
 999,    0.744, 0.646862
1000,    0.744, 0.651456
1001,    0.744,  0.64472
1002,    0.744, 0.647648
1003,    0.744,  0.64864
1004,    0.744, 0.647886
1005,    0.744,  0.64403
1006,   0.7456, 0.649335
1007,   0.7456, 0.651931
1008,   0.7456, 0.646748
1009,   0.7456, 0.645348
1010,   0.7456, 0.650997
1011,   0.7456, 0.654557
1012,   0.7456, 0.641623
1013,   0.7456, 0.640623
1014,   0.7456, 0.636899
1015,   0.7456, 0.651081
1016,   0.7456,  0.64907
1017,   0.7456, 0.646571
1018,   0.7456, 0.650976
1019,   0.7456, 0.653946
1020,   0.7472, 0.651186
1021,   0.7472, 0.651428
1022,   0.7472, 0.657296
1023,   0.7472,  0.65053
1024,   0.7472, 0.650098
1025,   0.7472, 0.653019
1026,   0.7472, 0.653102
1027,   0.7472, 0.656345
1028,   0.7472, 0.653584
1029,   0.7472, 0.640785
1030,   0.7472, 0.648498
1031,   0.7472, 0.646475
1032,   0.7472, 0.648257
1033,   0.7472, 0.646969
1034,   0.7472, 0.650129
1035,   0.7472, 0.647837
1036,   0.7472, 0.647537
1037,   0.7472, 0.651069
1038,   0.7472, 0.655456
1039,   0.7472, 0.649227
1040,    0.738, 0.637587
1041,    0.738, 0.645727
1042,    0.738, 0.642672
1043,    0.738, 0.641582
1044,    0.738, 0.648838
1045,    0.738, 0.647444
1046,    0.738, 0.649591
1047,    0.738,  0.64926
1048,    0.738, 0.648365
1049,    0.738, 0.649804
1050,    0.738, 0.648382
1051,    0.738, 0.648877
1052,    0.738, 0.646867
1053,    0.738, 0.650133
1054,    0.738, 0.648625
1055,    0.738, 0.641679
1056,   0.7432, 0.645066
1057,   0.7432, 0.643145
1058,   0.7432, 0.641953
1059,   0.7432, 0.643345
1060,   0.7432, 0.638326
1061,   0.7432, 0.639234
1062,   0.7432, 0.642761
1063,   0.7432, 0.640858
1064,   0.7432, 0.640162
1065,   0.7432, 0.637372
1066,   0.7432, 0.647733
1067,   0.7432, 0.640867
1068,   0.7432, 0.650051
1069,   0.7432, 0.649593
1070,   0.7432, 0.645588
1071,   0.7432, 0.640472
1072,   0.7432,  0.64382
1073,   0.7432, 0.635456
1074,   0.7432, 0.643514
1075,   0.7432, 0.639398
1076,   0.7432, 0.644517
1077,   0.7432, 0.644964
1078,   0.7432, 0.645789
1079,   0.7432,  0.64047
1080,   0.7432,  0.64313
1081,   0.7432, 0.641652
1082,   0.7373, 0.641968
1083,   0.7373, 0.637556
1084,   0.7451,  0.63445
1085,   0.7451, 0.639922
1086,   0.7451,  0.64163
1087,   0.7451, 0.636195
1088,   0.7451, 0.630081
1089,   0.7451, 0.640468
1090,   0.7451, 0.642578
1091,   0.7451, 0.636468
1092,   0.7451, 0.639228
1093,   0.7451, 0.639547
1094,   0.7396, 0.641788
1095,   0.7396, 0.645229
1096,   0.7396, 0.643058
1097,   0.7396, 0.637349
1098,   0.7396, 0.637237
1099,   0.7396,  0.64044
1100,   0.7396, 0.637972
1101,   0.7396, 0.636376
1102,   0.7396, 0.643197
1103,   0.7396, 0.637985
1104,   0.7396, 0.649639
1105,   0.7396, 0.647421
1106,   0.7396, 0.641518
1107,   0.7396, 0.642878
1108,   0.7342, 0.645599
1109,   0.7342, 0.649655
1110,   0.7342, 0.645483
1111,   0.7342,  0.64349
1112,   0.7364, 0.641581
1113,   0.7364,   0.6414
1114,   0.7364,  0.64211
1115,   0.7364, 0.640622
1116,   0.7364, 0.642528
1117,   0.7364, 0.636723
1118,   0.7364, 0.638728
1119,   0.7446, 0.644349
1120,   0.7427, 0.644688
1121,   0.7427, 0.644585
1122,   0.7427, 0.637802
1123,   0.7427, 0.640325
1124,   0.7427,  0.64673
1125,   0.7427, 0.645109
1126,   0.7427, 0.646053
1127,   0.7427, 0.645221
1128,   0.7427, 0.643886
1129,   0.7427, 0.641258
1130,   0.7397, 0.647585
1131,   0.7397, 0.643863
1132,   0.7397, 0.640989
1133,   0.7397,   0.6399
1134,   0.7397, 0.647759
1135,   0.7397, 0.644075
1136,   0.7397, 0.648102
1137,   0.7397, 0.653019
1138,   0.7397, 0.649858
1139,   0.7397, 0.647165
1140,   0.7397,  0.64712
1141,   0.7397, 0.644894
1142,   0.7397, 0.654225
1143,   0.7397, 0.654259
1144,   0.7397, 0.647266
1145,   0.7397, 0.649616
1146,   0.7397, 0.641229
1147,   0.7397, 0.641086
1148,   0.7397, 0.637314
1149,   0.7397, 0.641054
1150,   0.7397, 0.643503
1151,   0.7397, 0.649628
1152,   0.7397, 0.650382
1153,   0.7397, 0.643968
1154,   0.7397,  0.65353
1155,   0.7397, 0.649294
1156,   0.7397,   0.6471
1157,   0.7397, 0.653688
1158,   0.7397, 0.650317
1159,   0.7397, 0.652278
1160,   0.7461, 0.647435
1161,   0.7459, 0.644024
1162,   0.7459, 0.643211
1163,   0.7459, 0.650123
1164,   0.7459, 0.650784
1165,   0.7459, 0.648017
1166,   0.7459, 0.659304
1167,   0.7459,  0.65554
1168,   0.7484, 0.645665
1169,   0.7484, 0.651471
1170,   0.7484, 0.653811
1171,   0.7484, 0.654283
1172,   0.7484, 0.654976
1173,   0.7484, 0.655209
1174,   0.7484, 0.644347
1175,   0.7484, 0.643384
1176,   0.7484, 0.653313
1177,   0.7484, 0.653222
1178,   0.7484, 0.650636
1179,   0.7484, 0.644181
1180,   0.7484, 0.644869
1181,   0.7428, 0.648138
1182,   0.7428, 0.647859
1183,   0.7456, 0.651562
1184,   0.7456, 0.652299
1185,   0.7456, 0.647875
1186,   0.7456, 0.645115
1187,   0.7456,  0.65285
1188,   0.7456, 0.647374
1189,   0.7412, 0.643198
1190,   0.7412, 0.644843
1191,   0.7412, 0.645738
1192,   0.7412, 0.646738
1193,   0.7412,  0.64102
1194,   0.7412, 0.639907
1195,   0.7412, 0.640633
1196,   0.7412, 0.648591
1197,   0.7412,  0.64902
1198,   0.7412, 0.647779
1199,   0.7412, 0.651402
1200,   0.7412, 0.651016
1201,   0.7412, 0.652258
1202,   0.7412, 0.650689
1203,   0.7412,  0.65044
1204,   0.7412, 0.650322
1205,   0.7446, 0.640413
1206,   0.7446, 0.646842
1207,   0.7446,  0.64895
1208,   0.7446, 0.650619
1209,   0.7446, 0.648709
1210,   0.7446, 0.646533
1211,   0.7446,  0.64448
1212,   0.7446, 0.643796
1213,   0.7446, 0.647901
1214,   0.7446, 0.646947
1215,   0.7446, 0.647145
1216,   0.7446, 0.652206
1217,   0.7446,  0.64713
1218,   0.7446,  0.64858
1219,   0.7446, 0.644613
1220,   0.7446, 0.649406
1221,   0.7446,  0.64638
1222,   0.7446, 0.648424
1223,   0.7446, 0.657307
1224,   0.7446, 0.653859
1225,   0.7446,  0.64637
1226,   0.7446, 0.647325
1227,   0.7446,   0.6469
1228,   0.7446, 0.646835
1229,   0.7446, 0.651299
1230,   0.7446, 0.646186
1231,   0.7446, 0.648285
1232,   0.7446, 0.655738
1233,   0.7446, 0.651295
1234,   0.7446, 0.648906
1235,   0.7446, 0.650299
1236,   0.7446, 0.648247
1237,   0.7446, 0.647651
1238,   0.7446, 0.641166
1239,   0.7446, 0.648625
1240,   0.7446, 0.651634
1241,   0.7446, 0.653422
1242,   0.7446, 0.653486
1243,   0.7446, 0.648081
1244,   0.7446, 0.646478
1245,   0.7446, 0.649515
1246,   0.7446, 0.655692
1247,   0.7446,  0.64956
1248,   0.7446, 0.643295
1249,   0.7446, 0.652847
1250,   0.7446, 0.655415
1251,   0.7489, 0.651032
1252,   0.7489, 0.652396
1253,   0.7489,  0.65324
1254,   0.7489, 0.653515
1255,   0.7489, 0.648345
1256,   0.7489, 0.647325
1257,   0.7489, 0.648863
1258,   0.7489, 0.642052
1259,   0.7489, 0.642312
1260,   0.7489,   0.6526
1261,   0.7489, 0.648512
1262,   0.7489, 0.640973
1263,   0.7466, 0.646561
1264,   0.7466, 0.638066
1265,   0.7466, 0.643295
1266,   0.7466, 0.645045
1267,   0.7466, 0.647012
1268,   0.7466,  0.65324
1269,    0.747, 0.652546
1270,    0.747, 0.651187
1271,    0.747,  0.64577
1272,    0.747, 0.652452
1273,    0.747, 0.651811
1274,    0.747,  0.64563
1275,    0.747, 0.644871
1276,    0.747,  0.65239
1277,    0.747, 0.651066
1278,    0.747, 0.651318
1279,    0.747, 0.650455
1280,    0.747, 0.648526
1281,    0.747, 0.644042
1282,    0.747,  0.64914
1283,    0.747, 0.650459
1284,    0.747, 0.648254
1285,    0.747, 0.652447
1286,    0.747, 0.657808
1287,    0.747, 0.647089
1288,    0.747, 0.651259
1289,    0.747, 0.660596
1290,    0.747, 0.651231
1291,    0.747, 0.645251
1292,    0.747, 0.650351
1293,    0.747, 0.648538
1294,    0.747, 0.648392
1295,    0.747, 0.651963
1296,    0.747, 0.653032
1297,    0.747, 0.654856
1298,    0.747, 0.649293
1299,    0.747,  0.64634
1300,    0.747,  0.64694
1301,    0.747, 0.651701
1302,    0.747, 0.647917
1303,    0.747, 0.653845
1304,    0.747, 0.657475
1305,    0.747, 0.649766
1306,    0.747,    0.648
1307,    0.747, 0.650075
1308,    0.747, 0.652945
1309,    0.747, 0.653858
1310,    0.747, 0.651664
1311,    0.747, 0.648142
1312,    0.747, 0.653066
1313,    0.747, 0.653666
1314,    0.747, 0.653528
1315,    0.747, 0.646746
1316,    0.747, 0.645477
1317,    0.747, 0.643888
1318,    0.747,   0.6477
1319,    0.747, 0.648234
1320,    0.747, 0.651865
1321,    0.747, 0.645834
1322,    0.747, 0.652139
1323,    0.747, 0.650823
1324,    0.747, 0.651615
1325,    0.747, 0.653036
1326,    0.747, 0.649479
1327,    0.747,  0.65154
1328,    0.747, 0.640544
1329,    0.747, 0.645177
1330,    0.747, 0.647602
1331,    0.747, 0.654557
1332,    0.747,   0.6452
1333,    0.747, 0.649201
1334,    0.747, 0.654176
1335,    0.747, 0.646201
1336,    0.747, 0.651196
1337,    0.747, 0.650599
1338,    0.747, 0.651015
1339,    0.747, 0.653925
1340,    0.747, 0.652077
1341,    0.747, 0.642805
1342,    0.747, 0.645695
1343,    0.747, 0.650607
1344,   0.7444, 0.647224
1345,   0.7444, 0.641837
1346,   0.7444, 0.643235
1347,   0.7444, 0.649936
1348,   0.7444, 0.654037
1349,   0.7444, 0.645203
1350,   0.7444, 0.641675
1351,   0.7444,  0.65154
1352,   0.7444, 0.649673
1353,   0.7444, 0.647156
1354,   0.7444, 0.646133
1355,   0.7444, 0.642093
1356,   0.7444, 0.648386
1357,   0.7444, 0.650716
1358,   0.7444,   0.6411
1359,   0.7444, 0.647239
1360,   0.7444,  0.64746
1361,   0.7444, 0.650599
1362,   0.7444, 0.644739
1363,   0.7444, 0.646571
1364,   0.7444,  0.64678
1365,   0.7444, 0.650639
1366,   0.7371, 0.644606
1367,   0.7371, 0.646209
1368,   0.7371, 0.648732
1369,   0.7371, 0.645068
1370,   0.7371, 0.643906
1371,   0.7371, 0.643365
1372,   0.7371, 0.643302
1373,   0.7371, 0.638604
1374,   0.7371,  0.64314
1375,   0.7371, 0.641633
1376,   0.7371, 0.647626
1377,   0.7371, 0.654166
1378,   0.7371, 0.653499
1379,   0.7371, 0.645041
1380,   0.7371, 0.641546
1381,   0.7371, 0.646981
1382,   0.7371, 0.644451
1383,   0.7371, 0.632853
1384,   0.7371, 0.641934
1385,   0.7371, 0.638832
1386,   0.7371, 0.646326
1387,   0.7371, 0.647453
1388,   0.7385, 0.648831
1389,   0.7385, 0.655002
1390,   0.7385, 0.653616
1391,   0.7385,  0.65361
1392,   0.7385, 0.648759
1393,   0.7385, 0.651061
1394,   0.7385, 0.650621
1395,   0.7385,  0.65197
1396,   0.7385, 0.648606
1397,   0.7385, 0.645333
1398,   0.7385, 0.639002
1399,   0.7385, 0.646637
1400,   0.7385, 0.645814
1401,   0.7385,   0.6476
1402,   0.7385, 0.645352
1403,   0.7385, 0.648838
1404,   0.7385,  0.64603
1405,   0.7385, 0.646262
1406,   0.7385, 0.643802
1407,   0.7385, 0.644081
1408,   0.7385, 0.648386
1409,   0.7385, 0.643642
1410,   0.7385, 0.645261
1411,   0.7385, 0.651061
1412,   0.7385, 0.646792
1413,   0.7385, 0.645693
1414,   0.7385, 0.644897
1415,   0.7385, 0.650139
1416,   0.7385, 0.648773
1417,   0.7385, 0.643048
1418,   0.7385, 0.651824
1419,   0.7385, 0.650271
1420,   0.7385, 0.652497
1421,   0.7478, 0.650654
1422,   0.7478, 0.656716
1423,   0.7478, 0.656083
1424,   0.7478, 0.651839
1425,   0.7478, 0.647844
1426,   0.7478, 0.648079
1427,   0.7478, 0.649271
1428,   0.7478, 0.648765
1429,   0.7478, 0.649492
1430,   0.7478, 0.650727
1431,   0.7478, 0.648907
1432,   0.7478, 0.650516
1433,   0.7478, 0.649566
1434,   0.7478,  0.64976
1435,   0.7478, 0.648096
1436,   0.7478, 0.649501
1437,   0.7478, 0.648842
1438,   0.7478, 0.651714
1439,   0.7478,  0.64333
1440,   0.7478, 0.651906
1441,   0.7478, 0.652035
1442,   0.7478,  0.65672
1443,   0.7478, 0.654406
1444,   0.7478, 0.654387
1445,   0.7478, 0.649325
1446,   0.7478, 0.648673
1447,   0.7478, 0.645006
1448,   0.7478,   0.6463
1449,   0.7478, 0.653571
1450,   0.7478, 0.650684
1451,   0.7478, 0.652938
1452,   0.7478, 0.647182
1453,   0.7478, 0.645994
1454,   0.7478, 0.650603
1455,   0.7462, 0.645469
1456,   0.7462, 0.645196
1457,   0.7462,  0.64728
1458,   0.7462, 0.647398
1459,   0.7462, 0.651341
1460,   0.7462, 0.649404
1461,   0.7462, 0.646924
1462,   0.7462, 0.644404
1463,   0.7462, 0.652466
1464,   0.7462,  0.65075
1465,   0.7462, 0.657767
1466,   0.7462, 0.648527
1467,   0.7462, 0.648884
1468,   0.7462, 0.650014
1469,   0.7462, 0.649822
1470,   0.7416, 0.656389
1471,   0.7416, 0.649498
1472,   0.7416, 0.650881
1473,   0.7416, 0.649566
1474,   0.7416, 0.646613
1475,   0.7416,  0.64705
1476,   0.7416, 0.645111
1477,   0.7416, 0.653394
1478,   0.7416, 0.651286
1479,   0.7416, 0.651858
1480,   0.7416, 0.646026
1481,   0.7416, 0.647696
1482,   0.7416, 0.647367
1483,   0.7416, 0.654341
1484,   0.7416, 0.647604
1485,   0.7416, 0.644658
1486,   0.7416, 0.652504
1487,   0.7416, 0.650931
1488,   0.7416, 0.651996
1489,   0.7416, 0.648532
1490,   0.7416, 0.645794
1491,   0.7416, 0.649919
1492,   0.7416, 0.652018
1493,   0.7416, 0.649683
1494,   0.7416, 0.650121
1495,   0.7416, 0.649836
1496,   0.7416, 0.650328
1497,   0.7375, 0.654872
1498,   0.7375, 0.651214
1499,   0.7375, 0.653795
1500,   0.7375, 0.652612
1501,   0.7375,  0.64589
1502,   0.7375, 0.654221
1503,   0.7375, 0.650369
1504,   0.7375, 0.658354
1505,   0.7375, 0.656278
1506,   0.7375, 0.649883
1507,    0.746,  0.65253
1508,    0.746, 0.652043
1509,   0.7384, 0.653129
1510,   0.7384,  0.65042
1511,   0.7384, 0.653016
1512,   0.7448, 0.653896
1513,   0.7448, 0.651684
1514,   0.7448, 0.654737
1515,   0.7448, 0.649896
1516,   0.7448, 0.652505
1517,   0.7448, 0.646954
1518,   0.7448, 0.649428
1519,   0.7448, 0.647546
1520,   0.7455, 0.653683
1521,   0.7455, 0.654363
1522,   0.7455, 0.658096
1523,   0.7455, 0.662494
1524,   0.7455, 0.657462
1525,   0.7455,  0.65597
1526,   0.7455,   0.6544
1527,   0.7454, 0.657873
1528,   0.7454, 0.648436
1529,   0.7454, 0.651463
1530,   0.7454, 0.648749
1531,   0.7454, 0.656205
1532,   0.7454, 0.651096
1533,   0.7454, 0.654169
1534,   0.7454, 0.652801
1535,   0.7454,   0.6566
1536,   0.7454, 0.653547
1537,   0.7454,   0.6477
1538,   0.7454, 0.648521
1539,   0.7454, 0.648328
1540,   0.7454, 0.653686
1541,   0.7454, 0.660987
1542,   0.7454, 0.657192
1543,   0.7454, 0.660055
1544,   0.7454,  0.65318
1545,   0.7454,  0.66024
1546,   0.7454, 0.658931
1547,   0.7454, 0.661239
1548,   0.7454, 0.656901
1549,   0.7454, 0.654427
1550,   0.7454, 0.658432
1551,   0.7454, 0.652125
1552,   0.7454, 0.649125
1553,   0.7454, 0.649787
1554,   0.7454, 0.656267
1555,   0.7454, 0.656878
1556,   0.7454, 0.657991
1557,   0.7454, 0.656843
1558,   0.7454, 0.656757
1559,   0.7454, 0.664392
1560,   0.7454, 0.659937
1561,   0.7454, 0.655145
1562,   0.7454, 0.651013
1563,   0.7454, 0.652285
1564,   0.7454, 0.655419
1565,   0.7454, 0.656761
1566,   0.7454, 0.653008
1567,   0.7454, 0.654444
1568,   0.7454, 0.656181
1569,   0.7454,   0.6584
1570,   0.7454, 0.659289
1571,   0.7454, 0.662922
1572,   0.7454, 0.658068
1573,   0.7454, 0.655807
1574,   0.7454, 0.654122
1575,   0.7454, 0.649729
1576,   0.7454, 0.652125
1577,   0.7454, 0.655559
1578,   0.7454, 0.652798
1579,   0.7454, 0.651687
1580,   0.7454, 0.651488
1581,   0.7454, 0.656008
1582,   0.7454, 0.653476
1583,   0.7442, 0.656527
1584,   0.7442, 0.650254
1585,   0.7442, 0.651636
1586,   0.7442, 0.648395
1587,   0.7442, 0.653404
1588,   0.7437, 0.662233
1589,   0.7437, 0.652696
1590,   0.7437, 0.652328
1591,   0.7437, 0.658338
1592,   0.7437, 0.655094
1593,   0.7437, 0.656223
1594,   0.7437, 0.648592
1595,   0.7437, 0.653572
1596,   0.7437, 0.654007
1597,   0.7437, 0.654048
1598,   0.7437, 0.651958
1599,   0.7437, 0.655648
1600,   0.7437, 0.657743
1601,   0.7437, 0.656598
1602,   0.7437, 0.656232
1603,   0.7437, 0.654625
1604,   0.7437, 0.654821
1605,   0.7437, 0.655148
1606,   0.7437, 0.657475
1607,   0.7437, 0.658491
1608,   0.7437, 0.655735
1609,   0.7437, 0.660393
1610,   0.7437, 0.657163
1611,   0.7437, 0.658656
1612,   0.7437,  0.65616
1613,   0.7437, 0.660655
1614,   0.7437,  0.65471
1615,   0.7437, 0.651114
1616,   0.7437, 0.651767
1617,   0.7437, 0.658947
1618,   0.7437, 0.653543
1619,   0.7437, 0.654588
1620,   0.7437, 0.661096
1621,   0.7437, 0.653258
1622,   0.7437, 0.654844
1623,   0.7437, 0.658585
1624,   0.7437, 0.657289
1625,   0.7437, 0.651612
1626,   0.7437,    0.655
1627,   0.7437, 0.658261
1628,   0.7437, 0.653122
1629,   0.7437,  0.65724
1630,   0.7437, 0.658148
1631,   0.7437, 0.655191
1632,   0.7437, 0.652642
1633,   0.7437, 0.650192
1634,   0.7437, 0.648871
1635,   0.7437, 0.653684
1636,   0.7437, 0.653464
1637,   0.7437,  0.65421
1638,   0.7437, 0.660176
1639,   0.7437, 0.656499
1640,   0.7437, 0.658185
1641,   0.7437, 0.657203
1642,   0.7437, 0.654879
1643,   0.7437, 0.648701
1644,   0.7437, 0.650672
1645,   0.7437, 0.654695
1646,   0.7437, 0.651968
1647,   0.7437, 0.646998
1648,   0.7437, 0.650567
1649,   0.7437, 0.652557
1650,   0.7437, 0.650397
1651,   0.7437, 0.650683
1652,   0.7437, 0.656721
1653,   0.7437, 0.653995
1654,   0.7437, 0.657399
1655,   0.7437, 0.655479
1656,   0.7437, 0.651076
1657,   0.7437, 0.649436
1658,   0.7437, 0.651774
1659,   0.7437, 0.645879
1660,   0.7437, 0.653502
1661,   0.7437, 0.649816
1662,   0.7437, 0.657172
1663,   0.7437, 0.656305
1664,   0.7437, 0.659658
1665,   0.7437, 0.651483
1666,   0.7437, 0.654785
1667,   0.7437, 0.655983
1668,   0.7437, 0.650917
1669,   0.7437, 0.645446
1670,   0.7437, 0.644357
1671,   0.7437, 0.651622
1672,   0.7437, 0.655465
1673,   0.7437, 0.655118
1674,   0.7437, 0.656548
1675,   0.7437, 0.651811
1676,   0.7437, 0.656203
1677,   0.7437, 0.660385
1678,   0.7424, 0.656512
1679,   0.7424, 0.658086
1680,   0.7424, 0.657601
1681,   0.7424, 0.665155
1682,   0.7424, 0.663993
1683,   0.7424,  0.65666
1684,   0.7424,   0.6553
1685,   0.7424, 0.646743
1686,   0.7398, 0.649774
1687,   0.7398, 0.646048
1688,   0.7398, 0.649022
1689,   0.7398, 0.652072
1690,   0.7398, 0.655361
1691,   0.7398, 0.649029
1692,   0.7398, 0.652574
1693,   0.7461, 0.650646
1694,   0.7461, 0.651679
1695,   0.7461, 0.646649
1696,   0.7461, 0.652664
1697,   0.7426, 0.652512
1698,   0.7426, 0.645832
1699,   0.7426,  0.64152
1700,   0.7426, 0.639572
1701,   0.7454, 0.646998
1702,   0.7454, 0.649805
1703,   0.7454, 0.647239
1704,   0.7454, 0.650254
1705,   0.7454, 0.649941
1706,   0.7454, 0.652581
1707,   0.7454, 0.645163
1708,   0.7454, 0.650603
1709,   0.7454, 0.651192
1710,   0.7454, 0.653542
1711,   0.7454, 0.653907
1712,   0.7454, 0.646294
1713,   0.7454, 0.651264
1714,   0.7454, 0.653083
1715,   0.7454, 0.654859
1716,   0.7408,  0.65853
1717,   0.7408, 0.656217
1718,   0.7408,  0.65772
1719,   0.7408, 0.654652
1720,   0.7408, 0.652103
1721,   0.7408, 0.648764
1722,   0.7408, 0.651116
1723,   0.7408, 0.650273
1724,   0.7408,  0.64861
1725,   0.7408, 0.647177
1726,   0.7405, 0.650503
1727,   0.7405, 0.647297
1728,   0.7405, 0.648634
1729,   0.7405,  0.63972
1730,   0.7405, 0.642793
1731,   0.7405, 0.645006
1732,   0.7405, 0.638992
1733,   0.7405, 0.649045
1734,   0.7405, 0.641838
1735,   0.7405, 0.648954
1736,   0.7405,  0.64202
1737,   0.7405, 0.644035
1738,   0.7405, 0.648476
1739,   0.7405, 0.650311
1740,   0.7405, 0.652205
1741,   0.7405, 0.643697
1742,   0.7405, 0.643531
1743,   0.7405, 0.649974
1744,   0.7405, 0.642547
1745,   0.7405, 0.649147
1746,   0.7405, 0.645923
1747,   0.7405, 0.640911
1748,   0.7405, 0.643038
1749,   0.7405, 0.646872
1750,   0.7405, 0.647202
1751,   0.7405, 0.649067
1752,   0.7405, 0.647948
1753,   0.7405, 0.649495
1754,   0.7405, 0.647561
1755,   0.7405, 0.647906
1756,   0.7405, 0.645635
1757,   0.7405, 0.647959
1758,   0.7405, 0.646187
1759,   0.7405, 0.651592
1760,   0.7405, 0.649284
1761,   0.7405, 0.647238
1762,   0.7405, 0.636264
1763,   0.7405, 0.645367
1764,   0.7405, 0.649867
1765,   0.7405, 0.653606
1766,   0.7405, 0.650035
1767,   0.7405, 0.645877
1768,   0.7405, 0.644265
1769,   0.7405, 0.653153
1770,   0.7405, 0.650159
1771,   0.7405, 0.642609
1772,   0.7405, 0.644839
1773,   0.7402, 0.643959
1774,   0.7402, 0.635469
1775,   0.7402, 0.643521
1776,   0.7402, 0.652436
1777,   0.7402, 0.642429
1778,   0.7402, 0.647495
1779,   0.7402, 0.647908
1780,   0.7402, 0.647713
1781,   0.7402, 0.651494
1782,   0.7402, 0.649881
1783,   0.7402, 0.645868
1784,   0.7402, 0.640857
1785,   0.7402, 0.643546
1786,   0.7402, 0.645052
1787,   0.7402, 0.640888
1788,   0.7402, 0.646443
1789,   0.7402, 0.645159
1790,   0.7402, 0.650986
1791,   0.7402, 0.649864
1792,   0.7402, 0.646497
1793,   0.7402, 0.647699
1794,   0.7402, 0.647345
1795,   0.7402, 0.645382
1796,   0.7402, 0.652068
1797,   0.7402, 0.643558
1798,   0.7402, 0.654191
1799,   0.7402,  0.64879
1800,   0.7402, 0.648928
1801,   0.7402, 0.649905
1802,   0.7402, 0.654697
1803,   0.7402, 0.651877
1804,   0.7402, 0.643018
1805,   0.7402, 0.641504
1806,   0.7402, 0.645356
1807,   0.7402,  0.64905
1808,   0.7402, 0.645262
1809,   0.7402, 0.645429
1810,   0.7402,  0.64619
1811,   0.7402, 0.648468
1812,   0.7402, 0.646253
1813,   0.7402, 0.645641
1814,   0.7402, 0.646933
1815,   0.7402,  0.64318
1816,   0.7402, 0.643591
1817,   0.7402, 0.641007
1818,   0.7402, 0.638682
1819,   0.7402, 0.639847
1820,   0.7408, 0.638967
1821,   0.7408, 0.640238
1822,   0.7408, 0.642809
1823,   0.7408, 0.644527
1824,   0.7399, 0.650083
1825,   0.7399, 0.645013
1826,   0.7399,   0.6481
1827,   0.7399, 0.647484
1828,   0.7399, 0.643354
1829,   0.7399, 0.643514
1830,   0.7399, 0.645687
1831,   0.7399, 0.651404
1832,   0.7391, 0.646616
1833,   0.7391, 0.648876
1834,   0.7391, 0.645151
1835,   0.7391, 0.645105
1836,   0.7391, 0.639139
1837,   0.7391, 0.647434
1838,   0.7391, 0.651909
1839,   0.7391,  0.64115
1840,   0.7391, 0.640479
1841,   0.7391, 0.641377
1842,   0.7391, 0.646271
1843,   0.7391, 0.646145
1844,   0.7391, 0.646445
1845,   0.7391, 0.652849
1846,   0.7391,  0.64512
1847,   0.7391, 0.647847
1848,   0.7391, 0.643744
1849,   0.7391, 0.636628
1850,   0.7391, 0.647321
1851,   0.7391, 0.645899
1852,   0.7391, 0.643588
1853,   0.7391, 0.643658
1854,   0.7391, 0.643172
1855,   0.7448, 0.650626
1856,   0.7448, 0.658926
1857,   0.7448,  0.65181
1858,   0.7448, 0.645443
1859,   0.7448, 0.644593
1860,   0.7448, 0.647178
1861,   0.7448, 0.651411
1862,   0.7448, 0.645564
1863,   0.7448, 0.650993
1864,   0.7448, 0.651059
1865,   0.7448, 0.646704
1866,   0.7448, 0.655052
1867,   0.7448, 0.649639
1868,   0.7448, 0.651218
1869,   0.7448, 0.647721
1870,   0.7448, 0.648068
