gen, ranking_scalar1_onepoint_best, ranking_scalar1_onepoint_ave
 305,   0.6928, 0.617114
 306,   0.6928, 0.606416
 307,   0.6928, 0.607717
 308,   0.7038, 0.607808
 309,   0.7038,  0.60865
 310,   0.7038, 0.612921
 311,   0.7038, 0.616417
 312,   0.7038, 0.612193
 313,   0.7038, 0.614314
 314,   0.7038, 0.614462
 315,   0.7038, 0.605389
 316,   0.6952, 0.602889
 317,   0.6952, 0.608936
 318,   0.6952, 0.603581
 319,   0.6952, 0.600006
 320,   0.6952, 0.608462
 321,   0.6952,  0.60656
 322,   0.6952, 0.600336
 323,   0.6918, 0.605228
 324,   0.6918, 0.609674
 325,   0.6918, 0.613961
 326,   0.6918, 0.607253
 327,   0.6918,  0.60847
 328,   0.6918, 0.607929
 329,   0.6918, 0.605849
 330,   0.6918, 0.610649
 331,   0.6942, 0.610949
 332,   0.6942, 0.607234
 333,   0.6942, 0.604378
 334,   0.6942, 0.604632
 335,   0.6895, 0.607296
 336,   0.6925, 0.609584
 337,   0.6925, 0.603478
 338,   0.6925, 0.605583
 339,   0.6925, 0.605844
 340,   0.6925, 0.604198
 341,   0.6897, 0.597589
 342,   0.6897,  0.59635
 343,   0.6897, 0.599704
 344,   0.6968, 0.601393
 345,   0.6968,  0.60111
 346,   0.6968,  0.59792
 347,   0.6968, 0.607911
 348,   0.6968, 0.610695
 349,   0.6968, 0.613275
 350,   0.6968, 0.603935
 351,   0.6847, 0.605459
 352,   0.6847, 0.602409
 353,   0.6866, 0.594648
 354,   0.6866, 0.597813
 355,   0.6866, 0.599143
 356,   0.6866, 0.600154
 357,    0.691, 0.598062
 358,    0.691, 0.597108
 359,    0.691, 0.607404
 360,    0.691, 0.603499
 361,    0.691, 0.589582
 362,    0.691, 0.585373
 363,   0.6934, 0.599306
 364,   0.6934, 0.600333
 365,   0.6933, 0.601505
 366,   0.6933,    0.598
 367,   0.6933, 0.596025
 368,   0.6933, 0.600971
 369,   0.6933, 0.594267
 370,   0.6962,  0.60275
 371,   0.6962, 0.601497
 372,   0.6962, 0.600204
 373,   0.6962, 0.602434
 374,   0.6962, 0.600192
 375,   0.6962, 0.599337
 376,   0.6962, 0.598356
 377,   0.6958, 0.600781
 378,   0.6958, 0.603752
 379,   0.6958, 0.603186
 380,   0.6994, 0.600079
 381,   0.6994, 0.605478
 382,   0.6994, 0.604514
 383,   0.6994, 0.606992
 384,   0.6994, 0.603245
 385,   0.6994, 0.602639
 386,   0.7002, 0.604128
 387,   0.7002,  0.60456
 388,   0.7056, 0.607646
 389,   0.7056, 0.607498
 390,   0.7056, 0.603967
 391,   0.7056, 0.604967
 392,   0.7056, 0.602925
 393,   0.7056, 0.604837
 394,   0.7056, 0.605582
 395,   0.7056, 0.598382
 396,   0.7056, 0.605534
 397,   0.7056, 0.607494
 398,   0.7056, 0.611534
 399,   0.7056, 0.606143
 400,    0.703, 0.613621
 401,    0.703, 0.613445
 402,    0.703, 0.614326
 403,    0.703, 0.615676
 404,   0.6989, 0.615766
 405,   0.6983, 0.606386
 406,   0.6983, 0.607275
 407,   0.6983, 0.604595
 408,   0.6983, 0.595291
 409,   0.7032, 0.604658
 410,   0.7004, 0.601368
 411,   0.7004, 0.608132
 412,   0.7004, 0.611895
 413,   0.7004, 0.606482
 414,   0.7004, 0.605492
 415,   0.7004, 0.601668
 416,   0.7004, 0.597599
 417,   0.7004, 0.596222
 418,   0.7004, 0.599322
 419,   0.7004, 0.600906
 420,   0.7004,   0.6041
 421,   0.7004, 0.606495
 422,   0.7004, 0.604809
 423,   0.7004, 0.603535
 424,   0.7004, 0.601345
 425,   0.7004, 0.609431
 426,   0.7004, 0.609641
 427,   0.7004,  0.60376
 428,   0.7004, 0.602602
 429,   0.7004, 0.608231
 430,   0.7004,  0.60996
 431,   0.6973, 0.612557
 432,   0.6973, 0.607436
 433,   0.6973, 0.606583
 434,   0.6973, 0.606625
 435,   0.6973, 0.604242
 436,   0.6973, 0.604381
 437,   0.7093, 0.597146
 438,   0.7093, 0.606017
 439,   0.7093, 0.609719
 440,   0.7093, 0.607963
 441,   0.7093, 0.612581
 442,   0.7093, 0.614606
 443,   0.7093, 0.608759
 444,   0.7093, 0.609254
 445,   0.7093, 0.611327
 446,   0.6889, 0.610582
 447,   0.6889, 0.611401
 448,   0.6942, 0.612538
 449,   0.6942, 0.607327
 450,   0.6942, 0.606529
 451,   0.6942, 0.596977
 452,   0.7051, 0.603235
 453,   0.7051,  0.60201
 454,   0.7051, 0.603124
 455,   0.7043, 0.605479
 456,   0.7043, 0.602678
 457,   0.7043, 0.608271
 458,   0.7158, 0.611027
 459,   0.7158, 0.615477
 460,   0.7158,  0.61383
 461,   0.7158, 0.615379
 462,   0.7158, 0.615855
 463,   0.7158, 0.619911
 464,   0.7158,  0.62151
 465,   0.7158, 0.620125
 466,   0.7158, 0.619002
 467,   0.7158, 0.617502
 468,   0.7158, 0.622354
 469,   0.7158, 0.624447
 470,   0.7158, 0.634391
 471,   0.7158, 0.629879
 472,   0.7158, 0.631994
 473,   0.7158, 0.621316
 474,   0.7158,   0.6274
 475,   0.7158, 0.627688
 476,   0.7158, 0.628536
 477,   0.7158, 0.635723
 478,   0.7158, 0.625761
 479,   0.7142, 0.626462
 480,   0.7142, 0.625672
 481,   0.7085, 0.625448
 482,   0.7085, 0.631598
 483,   0.7085, 0.623928
 484,   0.7085, 0.624694
 485,   0.7109, 0.621574
 486,   0.7109, 0.623335
 487,   0.7109,  0.62067
 488,   0.7109, 0.624937
 489,   0.7123, 0.624442
 490,   0.7123, 0.622748
 491,   0.7123, 0.617609
 492,   0.7098, 0.621173
 493,   0.7184, 0.618044
 494,   0.7184, 0.616983
 495,   0.7187, 0.616711
 496,   0.7187, 0.619359
 497,   0.7101, 0.622453
 498,   0.7101, 0.627129
 499,   0.7101, 0.622056
 500,   0.7101, 0.616754
 501,   0.7101, 0.627482
 502,   0.7101, 0.625432
 503,   0.7101, 0.626597
 504,   0.7101, 0.628341
 505,   0.7101, 0.623294
 506,   0.7101, 0.622452
 507,   0.7154, 0.620456
 508,   0.7154, 0.619448
 509,   0.7154, 0.621346
 510,   0.7154,  0.62284
 511,   0.7026, 0.620273
 512,   0.7026, 0.616092
 513,   0.7026, 0.619962
 514,   0.7026, 0.621707
 515,   0.7133, 0.621378
 516,   0.7039, 0.620135
 517,   0.7039,  0.62326
 518,   0.7039, 0.622373
 519,   0.7039, 0.618287
 520,   0.7178, 0.626105
 521,   0.7178,  0.62817
 522,   0.7178, 0.625313
 523,   0.7178, 0.624833
 524,   0.7178, 0.620168
 525,   0.7081, 0.618702
 526,    0.709, 0.627029
 527,    0.709, 0.624605
 528,   0.7139, 0.624542
 529,   0.7139, 0.621875
 530,   0.7139, 0.621783
 531,   0.7139, 0.625691
 532,   0.7139, 0.619548
 533,   0.7139, 0.619118
 534,   0.7139, 0.622697
 535,   0.7134, 0.620526
 536,   0.7134,  0.62583
 537,   0.7134, 0.628704
 538,   0.7105, 0.623969
 539,   0.7126, 0.619172
 540,   0.7126, 0.617591
 541,   0.7126,  0.62179
 542,   0.7126, 0.621394
 543,   0.7126,  0.61982
 544,   0.7097, 0.626832
 545,   0.7097, 0.629988
 546,   0.7097, 0.623586
 547,   0.7097, 0.621093
 548,   0.7087, 0.619585
 549,   0.7087, 0.622199
 550,   0.7179, 0.628049
 551,   0.7179, 0.623211
 552,   0.7179, 0.630604
 553,   0.7179, 0.629605
 554,   0.7179, 0.637065
 555,   0.7179, 0.634043
 556,   0.7179, 0.634795
 557,   0.7179, 0.637046
 558,   0.7179, 0.637963
 559,   0.7179, 0.639821
 560,   0.7179, 0.638335
 561,   0.7179, 0.639588
 562,   0.7179, 0.638378
 563,   0.7163, 0.638162
 564,   0.7163, 0.638394
 565,   0.7163, 0.636375
 566,   0.7163, 0.636447
 567,   0.7163, 0.638644
 568,   0.7163, 0.636093
 569,   0.7225, 0.632315
 570,   0.7225, 0.632789
 571,   0.7225, 0.633714
 572,   0.7225, 0.634746
 573,   0.7225, 0.634357
 574,   0.7225, 0.633503
 575,   0.7266, 0.636451
 576,   0.7266, 0.635166
 577,   0.7266, 0.635849
 578,   0.7266, 0.633961
 579,    0.722, 0.636518
 580,    0.722, 0.633008
 581,    0.722, 0.639697
 582,    0.722, 0.636063
 583,    0.722, 0.643654
 584,    0.722, 0.635363
 585,    0.722,  0.63884
 586,   0.7305,  0.64154
 587,   0.7305, 0.644595
 588,   0.7305, 0.640716
 589,   0.7305, 0.639638
 590,   0.7305, 0.644599
 591,   0.7305, 0.643812
 592,   0.7305, 0.644172
 593,   0.7305, 0.643776
 594,   0.7286, 0.644357
 595,   0.7286, 0.645718
 596,   0.7286, 0.641351
 597,   0.7286, 0.645586
 598,   0.7286, 0.648106
 599,   0.7286, 0.649308
 600,   0.7251, 0.649215
 601,   0.7251, 0.641811
 602,   0.7251,  0.64659
 603,   0.7251, 0.640961
 604,   0.7359, 0.640734
 605,   0.7359, 0.645613
 606,   0.7359, 0.652841
 607,   0.7359,  0.65242
 608,   0.7359, 0.642528
 609,   0.7362, 0.641136
 610,   0.7362, 0.650212
 611,   0.7358, 0.643128
 612,   0.7358, 0.644979
 613,   0.7358, 0.646689
 614,   0.7358, 0.648657
 615,   0.7358, 0.649107
 616,   0.7358, 0.640782
 617,   0.7358, 0.647779
 618,   0.7358, 0.648592
 619,   0.7358, 0.646719
 620,   0.7358, 0.647803
 621,   0.7358, 0.644463
 622,   0.7358, 0.644166
 623,   0.7358, 0.645669
 624,   0.7358, 0.649754
 625,   0.7309, 0.651444
 626,   0.7309, 0.649627
 627,   0.7309, 0.645966
 628,   0.7362,  0.64666
 629,   0.7362,    0.647
 630,   0.7362, 0.643805
 631,   0.7362, 0.640866
 632,   0.7362, 0.648607
 633,   0.7362, 0.649046
 634,   0.7284, 0.655941
 635,   0.7284,  0.65439
 636,   0.7284, 0.647923
 637,   0.7284, 0.647658
 638,   0.7284, 0.646813
 639,   0.7284, 0.649853
 640,   0.7284, 0.649302
 641,   0.7284, 0.644424
 642,   0.7284, 0.642686
 643,   0.7284, 0.640508
 644,   0.7284, 0.640499
 645,   0.7284, 0.637332
 646,   0.7225,  0.63776
 647,   0.7225, 0.642693
 648,   0.7225, 0.646766
 649,   0.7286, 0.644464
 650,   0.7286, 0.648475
 651,   0.7286,  0.64509
 652,   0.7286, 0.647079
 653,   0.7286, 0.645197
 654,   0.7286, 0.640654
 655,   0.7286, 0.637908
 656,   0.7286, 0.644501
 657,   0.7286, 0.642743
 658,   0.7286, 0.638828
 659,   0.7286,  0.63864
 660,   0.7286, 0.631991
 661,   0.7286, 0.636272
 662,   0.7248, 0.639966
 663,   0.7248, 0.637435
 664,   0.7248, 0.637938
 665,   0.7248, 0.640939
 666,   0.7342, 0.643013
 667,   0.7342, 0.641114
 668,   0.7342,  0.63849
 669,   0.7342, 0.645746
 670,   0.7342, 0.650284
 671,   0.7342, 0.645846
 672,   0.7342, 0.645302
 673,   0.7312, 0.635578
 674,   0.7312, 0.641341
 675,   0.7312, 0.649423
 676,   0.7342, 0.647504
 677,   0.7342, 0.638234
 678,   0.7342, 0.639384
 679,   0.7342, 0.644664
 680,   0.7262, 0.642092
 681,   0.7262, 0.637025
 682,   0.7262,  0.63466
 683,   0.7262, 0.631675
 684,   0.7262, 0.639274
 685,   0.7262, 0.635629
 686,   0.7262, 0.639341
 687,   0.7262, 0.639904
 688,   0.7262, 0.637121
 689,   0.7262, 0.635639
 690,   0.7262,  0.63211
 691,   0.7262, 0.630857
 692,   0.7262, 0.632755
 693,   0.7262, 0.644294
 694,   0.7262, 0.639922
 695,    0.734, 0.635279
 696,    0.734, 0.637833
 697,    0.734, 0.635016
 698,    0.734, 0.642046
 699,   0.7349, 0.641587
 700,   0.7349, 0.640136
 701,   0.7349, 0.643897
 702,   0.7349, 0.645831
 703,   0.7349,  0.64313
 704,   0.7349, 0.638486
 705,   0.7349, 0.633033
 706,   0.7349, 0.637111
 707,   0.7349, 0.636391
 708,   0.7349,  0.63567
 709,   0.7349,  0.62738
 710,   0.7424, 0.633024
 711,   0.7424, 0.636729
 712,   0.7424,    0.634
 713,   0.7424, 0.637786
 714,   0.7424,   0.6358
 715,   0.7424, 0.635004
 716,   0.7424, 0.632723
 717,   0.7424, 0.636944
 718,   0.7424, 0.637882
 719,   0.7424, 0.639116
 720,   0.7424, 0.642184
 721,   0.7424, 0.638962
 722,   0.7424,  0.64271
 723,   0.7424, 0.640983
 724,   0.7424, 0.642133
 725,   0.7424, 0.646252
 726,   0.7424, 0.648063
 727,   0.7434, 0.649377
 728,   0.7434, 0.641415
 729,   0.7434, 0.640278
 730,   0.7434, 0.643018
 731,   0.7434, 0.644254
 732,   0.7434, 0.641374
 733,   0.7434, 0.642431
 734,   0.7434, 0.641207
 735,   0.7434, 0.651718
 736,   0.7434,  0.65352
 737,   0.7434,  0.64694
 738,   0.7434, 0.645219
 739,   0.7434, 0.642404
 740,   0.7434, 0.643822
 741,   0.7434, 0.645701
 742,   0.7434, 0.639812
 743,   0.7434, 0.644498
 744,   0.7434, 0.646999
 745,   0.7434, 0.653244
 746,   0.7434, 0.649554
 747,   0.7434, 0.646746
 748,   0.7397, 0.646644
 749,   0.7397,  0.64833
 750,   0.7397, 0.641039
 751,   0.7397, 0.649153
 752,   0.7397, 0.649005
 753,   0.7397, 0.652295
 754,   0.7397,  0.64568
 755,    0.738, 0.643514
 756,    0.738, 0.641437
 757,    0.738, 0.650002
 758,   0.7363, 0.639809
 759,   0.7363, 0.645671
 760,   0.7363, 0.650226
 761,   0.7363,  0.64874
 762,   0.7363, 0.647957
 763,   0.7363, 0.645212
 764,   0.7363, 0.646867
 765,   0.7363, 0.644549
 766,   0.7423, 0.646642
 767,   0.7423, 0.647408
 768,   0.7423, 0.642616
 769,   0.7423, 0.641062
 770,   0.7423, 0.641725
 771,   0.7423, 0.638093
 772,   0.7423, 0.636058
 773,   0.7423, 0.640509
 774,   0.7423, 0.635072
 775,   0.7423, 0.637977
 776,   0.7423, 0.642201
 777,   0.7423, 0.645494
 778,   0.7423, 0.647039
 779,   0.7423, 0.649855
 780,   0.7423, 0.644701
 781,   0.7423, 0.638909
 782,   0.7423, 0.643735
 783,   0.7423, 0.647617
 784,   0.7423, 0.641603
 785,   0.7423, 0.645684
 786,   0.7423, 0.640657
 787,   0.7423,  0.64719
 788,   0.7423, 0.649095
 789,   0.7423, 0.650238
 790,   0.7423, 0.643332
 791,   0.7423, 0.646734
 792,   0.7423, 0.644636
 793,   0.7423, 0.639563
 794,   0.7423, 0.651823
 795,   0.7423, 0.653905
 796,   0.7423,  0.64874
 797,   0.7423, 0.641297
 798,   0.7423, 0.636162
 799,   0.7423, 0.641487
 800,   0.7423, 0.644051
 801,   0.7423, 0.651633
 802,   0.7423, 0.647569
 803,   0.7423, 0.644627
 804,   0.7423, 0.644402
 805,   0.7425, 0.642897
 806,   0.7425, 0.646506
 807,   0.7425, 0.642477
 808,   0.7425, 0.639644
 809,   0.7425, 0.634708
 810,   0.7425, 0.646416
 811,   0.7425, 0.635916
 812,   0.7425, 0.643046
 813,   0.7425, 0.639301
 814,   0.7425, 0.643187
 815,   0.7425,  0.64871
 816,   0.7425, 0.644787
 817,   0.7425,  0.64187
 818,   0.7425, 0.643411
 819,   0.7425, 0.641617
 820,   0.7425, 0.639146
 821,   0.7425, 0.639239
 822,   0.7425,  0.64286
 823,   0.7425, 0.640786
 824,   0.7425, 0.636222
 825,   0.7425, 0.641548
 826,   0.7425, 0.640123
 827,   0.7409, 0.641507
 828,   0.7409, 0.643502
 829,   0.7412,  0.64799
 830,   0.7412, 0.640945
 831,   0.7412, 0.645069
 832,   0.7412, 0.642631
 833,   0.7412, 0.644544
 834,   0.7412, 0.645401
 835,   0.7412, 0.642039
 836,   0.7412, 0.638041
 837,   0.7412,  0.63751
 838,   0.7412, 0.643744
 839,   0.7412,  0.64747
 840,   0.7412, 0.647094
 841,   0.7412, 0.651563
 842,   0.7412, 0.648829
 843,   0.7412, 0.647757
 844,   0.7412, 0.651937
 845,   0.7412, 0.649583
 846,   0.7412, 0.648435
 847,   0.7412, 0.649421
 848,   0.7412, 0.645407
 849,   0.7412, 0.644799
 850,   0.7412, 0.643154
 851,   0.7415, 0.645716
 852,   0.7415, 0.654332
 853,   0.7415, 0.649238
 854,   0.7415, 0.647204
 855,   0.7415, 0.643618
 856,   0.7415, 0.648823
 857,   0.7415, 0.645108
 858,   0.7415, 0.644588
 859,   0.7385, 0.634192
 860,   0.7385, 0.649433
 861,   0.7385, 0.644997
 862,   0.7385, 0.647225
 863,   0.7385,  0.64971
 864,   0.7385, 0.648175
 865,   0.7385, 0.647013
 866,   0.7385, 0.642448
 867,   0.7384, 0.645984
 868,   0.7384, 0.647214
 869,   0.7393, 0.638479
 870,   0.7381, 0.643068
 871,   0.7381, 0.648511
 872,   0.7381, 0.639864
 873,   0.7381, 0.644436
 874,   0.7381, 0.646423
 875,   0.7381, 0.644912
 876,   0.7381, 0.643336
 877,   0.7381, 0.642061
 878,   0.7381, 0.644822
 879,   0.7441, 0.638301
 880,   0.7441,  0.64173
 881,   0.7441, 0.643793
 882,   0.7441, 0.642266
 883,   0.7441, 0.640788
 884,   0.7441, 0.648924
 885,   0.7441, 0.643343
 886,   0.7441, 0.641963
 887,   0.7441, 0.640495
 888,   0.7441, 0.643421
 889,   0.7441, 0.646579
 890,   0.7441, 0.640697
 891,   0.7461, 0.643021
 892,   0.7461, 0.638583
 893,   0.7461, 0.648339
 894,   0.7461, 0.644073
 895,   0.7461, 0.639841
 896,   0.7461, 0.647717
 897,   0.7461, 0.646227
 898,   0.7461, 0.653729
 899,   0.7461,  0.64738
 900,   0.7461, 0.644837
 901,   0.7461, 0.648029
 902,   0.7461, 0.652325
 903,   0.7461, 0.639385
 904,   0.7461, 0.644976
 905,   0.7461, 0.646815
 906,   0.7461, 0.646619
 907,   0.7461, 0.649625
 908,   0.7461, 0.641873
 909,   0.7455, 0.637379
 910,   0.7455, 0.646195
 911,   0.7455, 0.645251
 912,   0.7455, 0.657117
 913,   0.7455, 0.658278
 914,   0.7455,  0.64904
 915,   0.7455, 0.653916
 916,   0.7455, 0.652462
 917,   0.7455, 0.655178
 918,   0.7455, 0.655497
 919,   0.7455, 0.653946
 920,   0.7455, 0.653947
 921,   0.7455, 0.655759
 922,   0.7455, 0.652996
 923,   0.7455, 0.645333
 924,   0.7455, 0.647367
 925,   0.7455, 0.654729
 926,   0.7455,  0.64986
 927,   0.7455, 0.652744
 928,   0.7455, 0.654295
 929,   0.7455, 0.656034
 930,   0.7455,  0.64991
 931,   0.7455, 0.647357
 932,   0.7455, 0.644877
