gen, ranking_scalar3_uniform_best, ranking_scalar3_uniform_ave
 550,   0.7041, 0.608144
 551,   0.7041, 0.608559
 552,   0.7041, 0.594078
 553,   0.7041, 0.601279
 554,    0.702, 0.604396
 555,    0.702, 0.605102
 556,    0.702, 0.605559
 557,    0.702, 0.601773
 558,    0.704, 0.606331
 559,    0.704, 0.606047
 560,    0.704, 0.610331
 561,   0.7005, 0.610128
 562,   0.7005, 0.614006
 563,   0.7058, 0.611017
 564,   0.7058, 0.609776
 565,   0.7058, 0.613935
 566,   0.7058, 0.601244
 567,   0.7058, 0.607573
 568,   0.7058, 0.605404
 569,   0.7049, 0.605856
 570,   0.7049, 0.609883
 571,   0.7049, 0.608444
 572,   0.7049,  0.60679
 573,   0.7049, 0.609809
 574,   0.7049, 0.609279
 575,   0.7049, 0.606507
 576,   0.7042, 0.608127
 577,   0.7042, 0.603782
 578,   0.7042, 0.603693
 579,   0.7042, 0.601678
 580,   0.7042, 0.610247
 581,   0.7042,  0.60508
 582,   0.7042, 0.610632
 583,   0.7042, 0.608392
 584,   0.7042, 0.605898
 585,   0.7042, 0.605675
 586,   0.7042, 0.608058
 587,   0.7042, 0.607416
 588,   0.7042, 0.607346
 589,   0.7042, 0.610706
 590,   0.7042, 0.611444
 591,   0.7042, 0.609899
 592,   0.7042, 0.604392
 593,   0.7056,  0.61237
 594,   0.7056, 0.614203
 595,   0.7056, 0.605274
 596,   0.7056, 0.607455
 597,   0.7056, 0.607419
 598,   0.7056, 0.607472
 599,   0.7056, 0.616174
 600,   0.7056, 0.612653
 601,   0.7056, 0.611269
 602,   0.7062, 0.609935
 603,   0.7062, 0.605721
 604,   0.7062, 0.611549
 605,   0.7062, 0.611348
 606,   0.7084, 0.608297
 607,   0.7084, 0.610752
 608,   0.7084,  0.61042
 609,   0.7084, 0.605402
 610,   0.7084, 0.605348
 611,   0.7084, 0.598927
 612,   0.7084, 0.597452
 613,   0.7084, 0.607397
 614,   0.7084, 0.609863
 615,   0.7084, 0.607539
 616,   0.7084, 0.612115
 617,   0.7084, 0.609819
 618,   0.7084, 0.601964
 619,   0.7084, 0.605563
 620,   0.7084, 0.605856
 621,   0.7084,  0.61039
 622,   0.7084, 0.610614
 623,   0.7084, 0.617711
 624,   0.7084, 0.614118
 625,   0.7084,  0.60932
 626,   0.7084, 0.601825
 627,   0.7084, 0.614273
 628,   0.7087, 0.608094
 629,   0.7087, 0.612312
 630,   0.7087, 0.605508
 631,   0.7087, 0.602222
 632,   0.7087, 0.603964
 633,   0.7087, 0.610844
 634,   0.7087, 0.607731
 635,   0.7087, 0.607266
 636,   0.7107, 0.607908
 637,   0.7107, 0.611564
 638,   0.7107, 0.616159
 639,   0.7107, 0.608055
 640,   0.7107, 0.607094
 641,   0.7107, 0.614764
 642,   0.7107, 0.608559
 643,   0.7107, 0.605846
 644,   0.7107, 0.615625
 645,   0.7107, 0.612034
 646,   0.7107, 0.612742
 647,   0.7107, 0.611128
 648,   0.7107, 0.612974
 649,   0.7107, 0.611804
 650,   0.7113, 0.616413
 651,   0.7113, 0.614321
 652,   0.7113, 0.605211
 653,   0.7113, 0.607616
 654,   0.7113, 0.613029
 655,   0.7113, 0.612281
 656,   0.7113, 0.613265
 657,   0.7113, 0.617316
 658,   0.7113, 0.609405
 659,   0.7113,  0.61237
 660,   0.7113, 0.616275
 661,   0.7113, 0.620671
 662,   0.7113, 0.620228
 663,   0.7113, 0.622299
 664,   0.7113, 0.622231
 665,   0.7113, 0.619533
 666,   0.7113, 0.624735
 667,   0.7113, 0.619717
 668,   0.7113, 0.617782
 669,   0.7113, 0.621969
 670,   0.7113, 0.613357
 671,   0.7113, 0.611831
 672,   0.7113, 0.610654
 673,   0.7113,  0.61822
 674,   0.7113, 0.618665
 675,   0.7113, 0.613293
 676,   0.7113, 0.610433
 677,   0.7113, 0.615848
 678,   0.7113, 0.612862
 679,   0.7113, 0.620663
 680,   0.7113, 0.617686
 681,   0.7113, 0.612106
 682,   0.7113, 0.618087
 683,   0.7113,  0.61646
 684,   0.7113, 0.613931
 685,   0.7113, 0.606221
 686,   0.7125,  0.61247
 687,   0.7125,  0.61899
 688,   0.7125, 0.616614
 689,   0.7125, 0.612231
 690,   0.7125, 0.607447
 691,   0.7125, 0.612428
 692,   0.7125, 0.620831
 693,   0.7125, 0.618668
 694,   0.7125, 0.623817
 695,   0.7125, 0.622012
 696,   0.7125, 0.606046
 697,   0.7117, 0.610534
 698,   0.7117, 0.614736
 699,   0.7117, 0.619756
 700,   0.7117, 0.613854
 701,   0.7117, 0.614526
 702,   0.7117, 0.619575
 703,   0.7117, 0.616449
 704,   0.7117, 0.622926
 705,   0.7117, 0.627854
 706,   0.7117, 0.619832
 707,   0.7117, 0.615218
 708,   0.7117, 0.616406
 709,   0.7117, 0.615143
 710,   0.7117, 0.620214
 711,   0.7119, 0.613877
 712,   0.7119, 0.617511
 713,   0.7119, 0.618985
 714,   0.7119, 0.619079
 715,   0.7122, 0.614377
 716,   0.7122, 0.619168
 717,   0.7122, 0.610266
 718,   0.7122, 0.613301
 719,   0.7122, 0.609447
 720,   0.7122, 0.612581
 721,   0.7122, 0.611157
 722,   0.7122, 0.608827
 723,   0.7122, 0.615712
 724,   0.7122, 0.615141
 725,   0.7122,  0.62373
 726,   0.7112, 0.618263
 727,   0.7112, 0.622233
 728,   0.7112, 0.618365
 729,   0.7112, 0.615641
 730,   0.7112, 0.614573
 731,   0.7112, 0.616488
 732,   0.7112, 0.614245
 733,   0.7112, 0.624013
 734,   0.7112, 0.618242
 735,   0.7112, 0.611185
 736,   0.7112, 0.617069
 737,   0.7112, 0.611738
 738,   0.7126, 0.612779
 739,   0.7126, 0.614358
 740,   0.7126, 0.624425
 741,   0.7126, 0.621472
 742,   0.7138, 0.623065
 743,   0.7138, 0.625391
 744,   0.7138, 0.618043
 745,   0.7138, 0.613886
 746,   0.7138, 0.608933
 747,   0.7138,  0.61956
 748,   0.7134, 0.617062
 749,   0.7134, 0.615842
 750,   0.7134, 0.618436
 751,   0.7134, 0.615241
 752,   0.7134, 0.618293
 753,   0.7134, 0.616364
 754,   0.7134, 0.622817
 755,   0.7134, 0.621645
 756,   0.7134, 0.613128
 757,   0.7134, 0.620429
 758,   0.7134, 0.621088
 759,   0.7134, 0.613619
 760,   0.7134, 0.630283
 761,   0.7134, 0.620089
 762,   0.7141, 0.617155
 763,   0.7141, 0.617198
 764,   0.7141, 0.620235
 765,   0.7141, 0.610907
 766,   0.7141,  0.61632
 767,   0.7141, 0.612429
 768,   0.7141, 0.628485
 769,   0.7148, 0.615933
 770,   0.7148, 0.617357
 771,   0.7148,  0.61649
 772,   0.7148, 0.618069
 773,   0.7148, 0.623143
 774,   0.7148, 0.613632
 775,   0.7148, 0.612875
 776,   0.7148, 0.607997
 777,   0.7148, 0.616256
 778,   0.7148, 0.614298
 779,   0.7148, 0.617136
 780,   0.7148, 0.617239
 781,   0.7148, 0.622961
 782,   0.7148, 0.620357
 783,   0.7148, 0.619435
 784,   0.7148, 0.614766
 785,   0.7148,  0.62202
 786,   0.7148, 0.613412
 787,   0.7148, 0.621669
 788,   0.7148, 0.615469
 789,   0.7148, 0.619393
 790,   0.7148,  0.62272
 791,   0.7148,  0.61445
 792,   0.7148, 0.622338
 793,   0.7148, 0.621855
 794,   0.7148, 0.618486
 795,   0.7148, 0.619301
 796,   0.7148, 0.622347
 797,   0.7148, 0.618172
 798,   0.7148,  0.61903
 799,   0.7148, 0.631208
 800,   0.7148, 0.625082
 801,   0.7148, 0.626922
 802,   0.7148, 0.624488
 803,   0.7148, 0.629545
 804,   0.7148,  0.62176
 805,   0.7148, 0.619586
 806,   0.7148, 0.616687
 807,   0.7148, 0.617254
 808,   0.7155,  0.62235
 809,   0.7152, 0.627511
 810,   0.7152, 0.628749
 811,   0.7152, 0.623957
 812,   0.7152, 0.620028
 813,   0.7152, 0.623201
 814,   0.7152, 0.624955
 815,   0.7152, 0.624933
 816,   0.7152, 0.625832
 817,   0.7152,  0.61715
 818,   0.7152, 0.624284
 819,   0.7152, 0.622244
 820,   0.7152, 0.628238
 821,   0.7152,  0.62492
 822,   0.7152, 0.622288
 823,   0.7152, 0.618449
 824,   0.7152, 0.620798
 825,   0.7152, 0.619151
 826,   0.7152, 0.618222
 827,   0.7151, 0.617589
 828,   0.7151, 0.624448
 829,   0.7151, 0.621469
 830,   0.7151, 0.617316
 831,   0.7151, 0.615344
 832,   0.7151, 0.622633
 833,   0.7151, 0.622075
 834,   0.7151, 0.627047
 835,   0.7151, 0.619919
 836,   0.7151, 0.621869
 837,   0.7151, 0.624973
 838,   0.7151, 0.627201
 839,   0.7151, 0.631653
 840,   0.7151, 0.622618
 841,   0.7151, 0.620137
 842,   0.7151, 0.619016
 843,   0.7151, 0.617992
 844,   0.7158, 0.619926
 845,   0.7158,  0.62202
 846,   0.7158, 0.622895
 847,   0.7158, 0.622504
 848,   0.7158,  0.62502
 849,   0.7191, 0.621457
 850,   0.7191, 0.614727
 851,   0.7191, 0.617003
 852,   0.7191, 0.626511
 853,   0.7191, 0.617544
 854,   0.7191, 0.612107
 855,   0.7191, 0.620045
 856,   0.7191, 0.618471
 857,   0.7191, 0.612671
 858,   0.7191, 0.618578
 859,   0.7188, 0.624421
 860,   0.7188, 0.622683
 861,   0.7188, 0.620024
 862,   0.7188, 0.621788
 863,   0.7188, 0.623272
 864,   0.7188, 0.626175
 865,   0.7188, 0.625987
 866,   0.7188,  0.62227
 867,   0.7188, 0.626135
 868,   0.7188, 0.618967
 869,   0.7188, 0.617554
 870,   0.7188, 0.620487
 871,   0.7188, 0.626207
 872,   0.7188, 0.625529
 873,   0.7188, 0.627146
 874,   0.7188, 0.630628
 875,   0.7188, 0.629258
 876,   0.7188, 0.624144
 877,   0.7195, 0.622267
 878,   0.7195, 0.618068
 879,   0.7195, 0.627254
 880,   0.7195, 0.625128
 881,   0.7195, 0.626271
 882,   0.7195, 0.620557
 883,   0.7195, 0.624591
 884,   0.7195, 0.627485
 885,   0.7195, 0.627398
 886,   0.7195, 0.630912
 887,   0.7195, 0.622749
 888,   0.7195, 0.622943
 889,   0.7195, 0.619685
 890,   0.7195, 0.625451
 891,   0.7195, 0.632824
 892,   0.7195, 0.635976
 893,   0.7203, 0.634165
 894,   0.7203, 0.631305
 895,   0.7203,  0.62619
 896,   0.7203, 0.629979
 897,   0.7203,  0.62531
 898,   0.7203,  0.62941
 899,   0.7203, 0.624399
 900,   0.7203, 0.623873
 901,   0.7203, 0.632868
 902,   0.7203, 0.628184
 903,   0.7203, 0.621333
 904,     0.72, 0.623172
 905,     0.72, 0.627764
 906,     0.72, 0.626811
 907,     0.72, 0.631503
 908,     0.72, 0.625121
 909,     0.72, 0.625223
 910,     0.72, 0.624519
 911,     0.72,  0.62578
 912,     0.72, 0.628044
 913,     0.72, 0.619932
 914,     0.72, 0.610634
 915,     0.72, 0.612745
 916,     0.72, 0.624297
 917,     0.72, 0.634406
 918,     0.72, 0.629633
 919,     0.72, 0.625516
 920,     0.72,  0.62974
 921,     0.72, 0.630116
 922,     0.72, 0.621936
 923,     0.72, 0.617311
 924,     0.72, 0.620269
 925,     0.72, 0.626605
 926,     0.72, 0.620028
 927,     0.72, 0.631177
 928,     0.72, 0.625584
 929,     0.72, 0.629556
 930,     0.72, 0.623971
 931,     0.72, 0.625311
 932,     0.72, 0.624253
 933,     0.72, 0.629591
