gen, tournament_scalar3_onepoint_best, tournament_scalar3_onepoint_ave
 536,   0.7348,  0.65274
 537,   0.7348, 0.653164
 538,   0.7348, 0.655932
 539,   0.7348, 0.656483
 540,   0.7348, 0.650581
 541,   0.7348,  0.65429
 542,   0.7348, 0.654203
 543,   0.7348, 0.653602
 544,   0.7348, 0.659364
 545,   0.7348, 0.656281
 546,   0.7348, 0.652779
 547,   0.7348,  0.65104
 548,   0.7348, 0.654019
 549,   0.7348, 0.651981
 550,   0.7348, 0.653582
 551,   0.7349,  0.65465
 552,   0.7349, 0.657838
 553,   0.7349, 0.651465
 554,   0.7349, 0.650551
 555,   0.7349, 0.654652
 556,   0.7349, 0.649576
 557,   0.7349, 0.653823
 558,   0.7349, 0.652406
 559,   0.7349, 0.648354
 560,   0.7349, 0.652762
 561,   0.7349, 0.652952
 562,   0.7349, 0.658675
 563,   0.7349, 0.649465
 564,   0.7349, 0.654165
 565,   0.7349, 0.654885
 566,   0.7349, 0.654571
 567,   0.7349, 0.654108
 568,   0.7349, 0.656151
 569,   0.7349, 0.661217
 570,   0.7355, 0.654782
 571,   0.7355, 0.654823
 572,   0.7355, 0.654141
 573,   0.7355, 0.656212
 574,   0.7355, 0.652896
 575,   0.7355, 0.654247
 576,   0.7355, 0.651766
 577,   0.7355, 0.656171
 578,   0.7355,   0.6607
 579,   0.7355, 0.659056
 580,   0.7355, 0.656196
 581,   0.7355, 0.651588
 582,   0.7355, 0.655327
 583,   0.7355, 0.656088
 584,   0.7355, 0.652895
 585,   0.7355, 0.650852
 586,   0.7355, 0.649072
 587,   0.7355, 0.653122
 588,   0.7355, 0.655665
 589,   0.7355, 0.654437
 590,   0.7355, 0.653223
 591,   0.7364,  0.65119
 592,   0.7364, 0.655966
 593,   0.7364, 0.656774
 594,   0.7364, 0.651721
 595,   0.7364, 0.655594
 596,   0.7364, 0.656753
 597,   0.7364, 0.656439
 598,   0.7364, 0.653154
 599,   0.7364, 0.660097
 600,   0.7364, 0.657847
 601,   0.7364, 0.655026
 602,   0.7364, 0.653654
 603,   0.7374, 0.655418
 604,   0.7374, 0.654113
 605,   0.7374, 0.660527
 606,   0.7374, 0.658641
 607,   0.7374, 0.656462
 608,   0.7374, 0.656229
 609,   0.7374, 0.655952
 610,   0.7374, 0.659348
 611,   0.7374, 0.655533
 612,   0.7374, 0.658116
 613,   0.7374,  0.65809
 614,   0.7374, 0.661147
 615,   0.7374, 0.659555
 616,   0.7374, 0.664792
 617,   0.7374, 0.655693
 618,   0.7374, 0.658065
 619,   0.7374, 0.659229
 620,   0.7374, 0.656886
 621,   0.7374, 0.658772
 622,   0.7374, 0.658417
 623,   0.7374, 0.653565
 624,   0.7374, 0.660512
 625,   0.7374, 0.660259
 626,   0.7374,   0.6579
 627,   0.7374,  0.65523
 628,   0.7374, 0.659614
 629,   0.7374, 0.650917
 630,   0.7374, 0.654044
 631,   0.7374, 0.653948
 632,   0.7374, 0.656282
 633,   0.7374, 0.659522
 634,   0.7374, 0.655096
 635,   0.7374, 0.657061
 636,   0.7374, 0.657614
 637,   0.7374, 0.657871
 638,   0.7374, 0.653291
 639,   0.7374, 0.661798
 640,   0.7374, 0.660694
 641,   0.7374, 0.655316
 642,   0.7374, 0.657618
 643,   0.7374, 0.658759
 644,   0.7374, 0.657028
 645,   0.7374,  0.65679
 646,   0.7356, 0.657852
 647,   0.7356, 0.655503
 648,   0.7356,  0.65745
 649,   0.7356, 0.655828
 650,   0.7356, 0.650065
 651,   0.7356,  0.65332
 652,   0.7356, 0.655307
 653,   0.7356, 0.647253
 654,   0.7356, 0.654285
 655,   0.7356, 0.650982
 656,   0.7356, 0.652175
 657,   0.7356, 0.660777
 658,   0.7356, 0.657775
 659,   0.7356,  0.65536
 660,   0.7356, 0.658134
 661,   0.7355,   0.6557
 662,   0.7355, 0.660471
 663,   0.7355, 0.653823
 664,   0.7355, 0.654242
 665,   0.7355, 0.648822
 666,   0.7355,  0.65806
 667,   0.7355, 0.650265
 668,   0.7355,  0.65167
 669,   0.7355, 0.657434
 670,   0.7355, 0.655561
 671,   0.7355, 0.654827
 672,   0.7355, 0.658202
 673,   0.7379, 0.656708
 674,   0.7379, 0.654644
 675,   0.7377, 0.656299
 676,   0.7378, 0.655074
 677,   0.7378, 0.656042
 678,   0.7378,  0.64627
 679,   0.7378,  0.65291
 680,   0.7378, 0.654962
 681,   0.7395, 0.653301
 682,   0.7395, 0.651654
 683,   0.7395, 0.656026
 684,   0.7395,  0.65049
 685,   0.7395, 0.656093
 686,   0.7395, 0.655718
 687,   0.7395, 0.655938
 688,   0.7395, 0.653661
 689,   0.7395,  0.65275
 690,   0.7395, 0.652875
 691,   0.7375, 0.653931
 692,   0.7375, 0.650666
 693,   0.7375, 0.656841
 694,   0.7375, 0.656906
 695,   0.7375, 0.661566
 696,   0.7375, 0.656549
 697,   0.7375, 0.661059
 698,   0.7396, 0.657034
 699,   0.7396, 0.657383
 700,   0.7396, 0.655169
 701,   0.7396, 0.656658
 702,   0.7396, 0.655771
 703,   0.7411, 0.659302
 704,   0.7411, 0.655304
 705,   0.7411, 0.653132
 706,   0.7411, 0.657132
 707,   0.7411, 0.660529
 708,   0.7411, 0.662989
 709,   0.7411, 0.657238
 710,   0.7411, 0.660878
 711,   0.7411, 0.657174
 712,   0.7411, 0.654953
 713,   0.7411, 0.660928
 714,   0.7411, 0.656787
 715,   0.7411, 0.659197
 716,   0.7411,  0.65652
 717,   0.7411, 0.660291
 718,   0.7411, 0.659262
 719,   0.7411, 0.657861
 720,   0.7411, 0.661413
 721,   0.7411, 0.660608
 722,   0.7411, 0.656377
 723,   0.7411, 0.658123
 724,   0.7438,  0.65778
 725,   0.7438, 0.668481
 726,   0.7438, 0.662101
 727,   0.7438,  0.65613
 728,   0.7438,  0.66374
 729,   0.7438, 0.661382
 730,   0.7438, 0.668779
 731,   0.7438, 0.662512
 732,   0.7438, 0.665631
 733,   0.7438, 0.667566
 734,   0.7438, 0.661836
 735,   0.7446, 0.662874
 736,   0.7446, 0.667027
 737,   0.7446, 0.670116
 738,   0.7446, 0.663796
 739,   0.7446, 0.660666
 740,   0.7446, 0.667445
 741,   0.7446, 0.664366
 742,   0.7446, 0.660488
 743,   0.7446, 0.666176
 744,   0.7446, 0.663312
 745,   0.7466, 0.666707
 746,   0.7466,  0.67189
 747,   0.7466, 0.665784
 748,   0.7466, 0.665522
 749,   0.7466, 0.664916
 750,   0.7466,  0.66631
 751,   0.7466, 0.673506
 752,   0.7459, 0.667705
 753,   0.7459, 0.659052
 754,   0.7459, 0.663227
 755,   0.7459, 0.664303
 756,   0.7459, 0.669802
 757,   0.7459, 0.660233
 758,   0.7459, 0.659594
 759,   0.7459, 0.663737
 760,   0.7459, 0.663327
 761,   0.7459, 0.665636
 762,   0.7459, 0.669638
 763,   0.7459, 0.670002
 764,   0.7459, 0.668142
 765,   0.7459, 0.669722
 766,   0.7459, 0.661659
 767,   0.7459, 0.663901
 768,   0.7459,  0.66275
 769,   0.7459, 0.665858
 770,   0.7459, 0.663996
 771,   0.7459, 0.670105
 772,   0.7459, 0.664202
 773,   0.7459,  0.66354
 774,   0.7459, 0.668548
 775,   0.7459, 0.659774
 776,   0.7459, 0.658128
 777,   0.7459, 0.664006
 778,   0.7459, 0.670506
 779,   0.7459,   0.6612
 780,   0.7459, 0.669759
 781,   0.7459, 0.656873
 782,   0.7459, 0.664115
 783,   0.7459, 0.663271
 784,   0.7459, 0.661749
 785,   0.7459, 0.665961
 786,   0.7459,  0.66227
 787,   0.7454, 0.669566
 788,   0.7454, 0.665499
 789,   0.7454, 0.669819
 790,   0.7454,  0.66813
 791,   0.7454, 0.665955
 792,   0.7454, 0.657875
 793,   0.7493, 0.667037
 794,   0.7493, 0.661436
 795,   0.7493, 0.666381
 796,   0.7493, 0.670816
 797,   0.7493, 0.668559
 798,   0.7493, 0.668394
 799,   0.7493, 0.671197
 800,   0.7493, 0.670174
 801,   0.7493, 0.670198
 802,   0.7493, 0.671525
 803,   0.7493, 0.667723
 804,   0.7493, 0.670277
 805,   0.7493, 0.670147
 806,   0.7493, 0.672066
 807,   0.7493, 0.671318
 808,   0.7493, 0.667944
 809,   0.7493, 0.669995
 810,   0.7493, 0.669883
 811,   0.7493, 0.674667
 812,   0.7493, 0.670334
 813,   0.7493, 0.668599
 814,   0.7493, 0.669012
 815,   0.7493, 0.664308
 816,   0.7493, 0.660139
 817,   0.7493, 0.669827
 818,   0.7493, 0.663029
 819,   0.7493, 0.667392
 820,   0.7493,  0.67321
 821,   0.7493, 0.670677
 822,   0.7493, 0.666841
 823,   0.7493, 0.675491
 824,   0.7493, 0.674465
 825,   0.7493, 0.668092
 826,   0.7493, 0.669464
 827,   0.7493, 0.671258
 828,   0.7493, 0.671953
 829,   0.7493, 0.676448
 830,   0.7493, 0.670192
 831,   0.7493, 0.668494
 832,   0.7493, 0.667396
 833,   0.7493,   0.6714
 834,   0.7494, 0.664768
 835,   0.7494, 0.668847
 836,   0.7494, 0.673348
 837,   0.7494, 0.663778
 838,   0.7494, 0.677104
 839,   0.7494, 0.673996
 840,   0.7494, 0.670977
 841,   0.7494, 0.670062
 842,   0.7514, 0.670908
 843,   0.7514, 0.669802
 844,   0.7514, 0.670994
 845,   0.7514,  0.67165
 846,   0.7514, 0.678563
 847,   0.7514, 0.676824
 848,   0.7514, 0.669159
 849,   0.7514, 0.665244
 850,   0.7514, 0.677154
 851,   0.7514, 0.666971
 852,   0.7514, 0.669688
 853,   0.7514, 0.671268
 854,   0.7514, 0.678399
 855,   0.7514,  0.66888
 856,   0.7514, 0.673567
 857,   0.7514, 0.673958
 858,   0.7527, 0.671156
 859,   0.7527, 0.674748
 860,   0.7527, 0.674208
 861,   0.7527,  0.67328
 862,   0.7527, 0.673807
 863,   0.7527, 0.674982
 864,   0.7527, 0.671143
 865,   0.7527, 0.675216
 866,   0.7527, 0.671059
 867,   0.7527, 0.668851
 868,   0.7527, 0.672375
 869,   0.7527, 0.672139
 870,   0.7527,  0.67524
 871,   0.7527, 0.675636
 872,   0.7527, 0.668077
 873,   0.7527, 0.676452
 874,   0.7527, 0.670744
 875,   0.7527, 0.674544
 876,   0.7527, 0.673089
 877,   0.7527, 0.676489
 878,   0.7527, 0.675026
 879,   0.7527, 0.676682
 880,   0.7527, 0.676399
 881,   0.7527, 0.677776
 882,   0.7527, 0.677507
 883,   0.7527, 0.673199
 884,   0.7527, 0.675995
 885,   0.7527, 0.670384
 886,   0.7527, 0.670255
 887,   0.7527, 0.674113
 888,   0.7527, 0.671085
 889,   0.7527, 0.679272
 890,   0.7527, 0.670025
 891,   0.7527, 0.672578
 892,   0.7527, 0.674633
 893,   0.7527, 0.674977
 894,   0.7527, 0.668387
 895,   0.7527, 0.671407
 896,   0.7527, 0.674037
 897,   0.7527, 0.671287
 898,   0.7527, 0.674188
 899,   0.7532, 0.676778
 900,   0.7532, 0.675475
 901,   0.7532, 0.678205
 902,   0.7538, 0.672794
 903,   0.7538, 0.672863
 904,   0.7538, 0.669834
 905,   0.7538, 0.675934
 906,   0.7558, 0.665814
 907,   0.7558, 0.674074
 908,   0.7558, 0.667981
 909,   0.7558, 0.670305
 910,   0.7558, 0.676288
 911,   0.7558, 0.673837
 912,   0.7558, 0.676879
 913,   0.7558, 0.675987
 914,   0.7558, 0.678522
 915,   0.7558, 0.678391
 916,   0.7558, 0.677696
 917,   0.7558, 0.677568
 918,   0.7558, 0.678065
 919,   0.7567, 0.676048
 920,   0.7567, 0.674563
 921,   0.7567, 0.670084
 922,   0.7567, 0.675245
 923,   0.7567, 0.676031
 924,   0.7567, 0.679443
 925,   0.7567,  0.67335
 926,   0.7567, 0.678204
 927,   0.7567, 0.676515
 928,   0.7567, 0.674795
 929,   0.7569, 0.675605
 930,   0.7569,  0.67556
 931,   0.7569,   0.6765
 932,   0.7569, 0.676535
 933,   0.7569, 0.681783
 934,   0.7569, 0.676987
