gen, tournament_scalar3_uniform_best, tournament_scalar3_uniform_ave
 930,   0.8163, 0.751078
 931,   0.8163, 0.751513
 932,   0.8163, 0.748476
 933,   0.8161, 0.749301
 934,   0.8161, 0.749582
 935,   0.8161, 0.750964
 936,   0.8161, 0.746924
 937,   0.8161, 0.747552
 938,   0.8161, 0.753469
 939,   0.8161, 0.747983
 940,   0.8167, 0.750277
 941,   0.8167, 0.749843
 942,   0.8167, 0.754933
 943,   0.8167, 0.753092
 944,   0.8167, 0.752969
 945,   0.8167, 0.750218
 946,   0.8167, 0.753154
 947,   0.8167, 0.750592
 948,   0.8167, 0.756893
 949,    0.817, 0.755224
 950,    0.817, 0.752497
 951,    0.817, 0.753654
 952,    0.817,  0.74835
 953,    0.817, 0.750016
 954,    0.817, 0.750013
 955,    0.817,  0.75238
 956,    0.817, 0.748305
 957,    0.817, 0.750337
 958,    0.817, 0.750642
 959,    0.817, 0.752134
 960,    0.817, 0.748759
 961,    0.817, 0.752487
 962,    0.817, 0.747365
 963,    0.817, 0.751885
 964,    0.817, 0.757241
 965,    0.817, 0.757948
 966,    0.817, 0.752286
 967,    0.817,  0.75293
 968,   0.8189, 0.752532
 969,   0.8189, 0.748138
 970,   0.8189, 0.750858
 971,   0.8189, 0.751448
 972,   0.8189,  0.75841
 973,   0.8202, 0.759012
 974,   0.8202, 0.750675
 975,   0.8202, 0.757179
 976,   0.8202, 0.755074
 977,   0.8202, 0.755392
 978,   0.8202,  0.75398
 979,   0.8202, 0.755625
 980,   0.8202, 0.752989
 981,   0.8202, 0.755165
 982,   0.8202, 0.754966
 983,   0.8201, 0.753591
 984,   0.8201, 0.751743
 985,   0.8201, 0.755481
 986,   0.8201,  0.75251
 987,   0.8201, 0.755051
 988,   0.8201, 0.758037
 989,     0.82, 0.755838
 990,     0.82, 0.751549
 991,     0.82, 0.749924
 992,     0.82, 0.752287
 993,     0.82,   0.7509
 994,     0.82, 0.752452
 995,     0.82, 0.753456
 996,     0.82, 0.751179
 997,     0.82, 0.751491
 998,     0.82, 0.753941
 999,     0.82, 0.754532
1000,     0.82, 0.757284
1001,     0.82, 0.754487
1002,     0.82, 0.747589
1003,     0.82, 0.754336
1004,     0.82, 0.758831
1005,     0.82, 0.747743
1006,     0.82, 0.753465
1007,     0.82, 0.752974
1008,     0.82, 0.753007
1009,     0.82, 0.750902
1010,     0.82, 0.754524
1011,     0.82,  0.75457
1012,     0.82, 0.754296
1013,     0.82,  0.75243
1014,     0.82, 0.755549
1015,     0.82, 0.756432
1016,   0.8206, 0.756341
1017,   0.8206, 0.751135
1018,     0.82, 0.751388
1019,     0.82, 0.755125
1020,     0.82, 0.748181
1021,   0.8226,  0.75249
1022,   0.8226, 0.747067
1023,   0.8226, 0.748809
1024,   0.8226,  0.75026
1025,   0.8226, 0.750942
1026,   0.8226, 0.750806
1027,   0.8245, 0.745641
1028,   0.8245, 0.743413
1029,   0.8248, 0.755148
1030,   0.8248, 0.752007
1031,    0.827, 0.745706
1032,    0.827,  0.75307
1033,    0.827, 0.750162
1034,    0.827,  0.75584
1035,   0.8285, 0.753261
1036,   0.8285, 0.752863
1037,   0.8285, 0.757797
1038,   0.8285, 0.760047
1039,   0.8285, 0.754145
1040,   0.8285, 0.757013
1041,   0.8302, 0.755788
1042,   0.8302, 0.761495
1043,     0.83, 0.757597
1044,     0.83, 0.752471
1045,     0.83, 0.756255
1046,     0.83, 0.755352
1047,     0.83, 0.758182
1048,     0.83, 0.759138
1049,     0.83, 0.761542
1050,     0.83, 0.758295
1051,     0.83, 0.756909
1052,     0.83, 0.760401
1053,     0.83, 0.761373
1054,     0.83, 0.757915
1055,     0.83, 0.759727
1056,   0.8302, 0.762316
1057,   0.8302, 0.763678
1058,   0.8302, 0.759974
1059,   0.8302,   0.7526
1060,   0.8302,  0.76209
1061,   0.8302, 0.759247
1062,   0.8302, 0.760052
1063,   0.8302,  0.75309
1064,   0.8302, 0.756992
1065,   0.8302, 0.757999
1066,   0.8302, 0.760379
1067,   0.8302, 0.754568
1068,   0.8302, 0.760171
1069,   0.8302,  0.75403
1070,   0.8302, 0.760289
1071,   0.8302, 0.760415
1072,   0.8302, 0.759334
1073,   0.8302,  0.75647
1074,   0.8302, 0.762722
1075,   0.8302, 0.752133
1076,   0.8302, 0.756203
1077,   0.8302, 0.759174
1078,   0.8302, 0.755206
1079,   0.8302, 0.747297
1080,   0.8302, 0.751126
1081,   0.8302, 0.758427
1082,   0.8302, 0.761751
1083,   0.8312, 0.761616
1084,   0.8312, 0.754861
1085,   0.8312, 0.764584
1086,   0.8312, 0.759142
1087,   0.8312, 0.760017
1088,   0.8312, 0.757219
1089,   0.8312, 0.751085
1090,   0.8312, 0.762514
1091,   0.8312, 0.759133
1092,   0.8312, 0.754945
1093,   0.8312,  0.75586
1094,   0.8312, 0.754235
1095,   0.8312, 0.758051
1096,   0.8312, 0.759586
1097,   0.8326, 0.764387
1098,   0.8326, 0.757571
1099,   0.8326, 0.758288
1100,   0.8326, 0.758664
1101,   0.8326, 0.756082
1102,   0.8326, 0.759217
1103,   0.8326, 0.760779
1104,   0.8326, 0.759027
1105,   0.8326, 0.762959
1106,   0.8326, 0.757068
1107,   0.8326,  0.75929
1108,   0.8326, 0.756984
1109,   0.8326, 0.753226
1110,   0.8326, 0.764394
1111,   0.8326, 0.751067
1112,   0.8326, 0.757658
1113,   0.8326, 0.758897
1114,   0.8326, 0.757892
1115,   0.8326, 0.760105
1116,   0.8326, 0.762188
1117,   0.8326, 0.757896
1118,   0.8326,  0.75856
1119,   0.8341, 0.759611
1120,   0.8341, 0.761036
1121,   0.8341, 0.757766
1122,   0.8336, 0.760872
1123,   0.8336, 0.762794
1124,   0.8336, 0.757517
1125,   0.8336, 0.758313
1126,   0.8336, 0.766008
1127,   0.8336, 0.760583
1128,   0.8336, 0.764237
1129,   0.8336, 0.757015
1130,   0.8336, 0.760522
1131,   0.8336, 0.758979
1132,   0.8336,  0.75702
1133,   0.8336, 0.762869
1134,   0.8336, 0.762627
1135,   0.8336, 0.759667
1136,   0.8336, 0.762383
1137,   0.8336, 0.759929
1138,   0.8336, 0.760394
1139,   0.8336, 0.757921
1140,   0.8336, 0.760074
1141,   0.8336, 0.758655
1142,   0.8336, 0.757821
1143,   0.8336, 0.760725
1144,   0.8336, 0.759967
1145,   0.8336, 0.761364
1146,   0.8336, 0.755001
1147,   0.8336, 0.759778
1148,   0.8336, 0.760436
1149,   0.8336, 0.761653
1150,   0.8336,  0.75823
1151,   0.8336, 0.761737
1152,   0.8336,  0.76039
1153,   0.8336,  0.75997
1154,   0.8336, 0.758399
1155,   0.8336,   0.7635
1156,   0.8336, 0.759465
1157,   0.8336, 0.759282
1158,   0.8336,  0.75168
1159,   0.8336, 0.756568
1160,   0.8336,   0.7543
1161,   0.8336, 0.758659
1162,   0.8336,  0.75856
1163,   0.8336, 0.761896
1164,   0.8336, 0.761127
1165,   0.8336, 0.756997
1166,   0.8336, 0.762502
1167,   0.8336, 0.753839
1168,   0.8336, 0.756701
1169,   0.8336, 0.763291
1170,   0.8336, 0.755419
1171,   0.8336, 0.759575
1172,   0.8336, 0.757502
1173,   0.8336, 0.757185
1174,   0.8336, 0.758739
1175,   0.8336, 0.760598
1176,   0.8336, 0.758932
1177,   0.8336, 0.760484
1178,   0.8336, 0.762602
1179,   0.8336, 0.763806
1180,   0.8336, 0.763233
1181,   0.8336, 0.755798
1182,   0.8336,  0.75771
1183,   0.8336, 0.756324
1184,   0.8336, 0.759352
1185,   0.8336, 0.760238
1186,   0.8329, 0.762065
1187,   0.8329, 0.760511
1188,   0.8329, 0.756877
1189,   0.8329, 0.762412
1190,   0.8329, 0.753793
1191,   0.8329,  0.76111
1192,   0.8329, 0.754022
1193,   0.8329, 0.762377
1194,   0.8329, 0.758577
1195,   0.8352, 0.760918
1196,   0.8352,  0.75525
1197,   0.8352, 0.758686
1198,   0.8352, 0.758122
1199,   0.8352, 0.755541
1200,   0.8352, 0.756575
1201,   0.8352, 0.750224
1202,   0.8352,  0.75787
1203,   0.8352, 0.760284
1204,   0.8352, 0.758622
1205,   0.8352, 0.756536
1206,   0.8352, 0.759136
1207,   0.8352, 0.756064
1208,   0.8352, 0.755086
1209,   0.8352, 0.760878
1210,   0.8352, 0.761735
1211,   0.8352, 0.755284
1212,   0.8352, 0.756432
1213,   0.8352, 0.761296
1214,   0.8352, 0.761709
1215,   0.8352, 0.754557
1216,   0.8352, 0.757809
1217,   0.8352, 0.761828
1218,   0.8352, 0.758426
1219,   0.8352, 0.758975
1220,   0.8352, 0.763412
1221,   0.8352, 0.758972
1222,   0.8352, 0.764162
1223,   0.8352,  0.76076
1224,   0.8352, 0.757721
1225,   0.8352, 0.760905
1226,   0.8352, 0.763697
1227,   0.8352, 0.757547
1228,   0.8352,  0.76124
1229,   0.8352, 0.754453
1230,   0.8352, 0.753392
1231,   0.8352, 0.750855
1232,   0.8352, 0.758764
1233,   0.8352, 0.756862
1234,   0.8352, 0.760672
1235,   0.8352, 0.758573
1236,   0.8352, 0.762762
1237,   0.8352, 0.764793
1238,   0.8352, 0.759668
1239,   0.8352, 0.762144
1240,   0.8352,  0.76386
1241,   0.8352,  0.75562
1242,   0.8352, 0.751733
1243,   0.8352, 0.756876
1244,   0.8352, 0.759803
1245,   0.8352, 0.760845
1246,   0.8352, 0.759757
1247,   0.8352, 0.758695
1248,   0.8352,  0.75837
1249,   0.8352, 0.760744
1250,   0.8352,  0.75566
1251,   0.8352, 0.757423
1252,   0.8352, 0.752257
1253,   0.8352, 0.763992
1254,   0.8352, 0.758291
1255,   0.8352, 0.761183
1256,   0.8352, 0.765359
1257,   0.8352,  0.75866
1258,   0.8352, 0.761504
1259,   0.8352, 0.762621
1260,   0.8352, 0.762057
1261,   0.8352, 0.760455
1262,   0.8352, 0.762546
1263,   0.8352,  0.76334
1264,   0.8352, 0.760705
1265,   0.8352, 0.754466
1266,   0.8352, 0.759434
1267,   0.8352, 0.756814
1268,   0.8352, 0.757924
1269,   0.8352, 0.759315
1270,   0.8352,  0.75552
1271,   0.8352, 0.758292
1272,   0.8352,  0.76173
1273,   0.8352, 0.758655
1274,   0.8352, 0.759201
1275,   0.8352, 0.758723
1276,   0.8352, 0.761246
1277,   0.8352, 0.758352
1278,   0.8352, 0.760349
1279,   0.8352, 0.760497
1280,   0.8352, 0.755865
1281,   0.8352, 0.760312
1282,   0.8352, 0.762551
1283,   0.8352, 0.761015
1284,   0.8352, 0.760474
1285,   0.8352, 0.759619
1286,   0.8352, 0.756835
1287,   0.8352, 0.760895
1288,   0.8352, 0.759655
1289,   0.8352, 0.757818
1290,   0.8352, 0.757824
1291,   0.8352, 0.757769
1292,   0.8352, 0.758173
1293,   0.8352, 0.760266
1294,   0.8352, 0.759206
1295,   0.8352, 0.760171
1296,   0.8352,   0.7572
1297,   0.8352, 0.760433
1298,   0.8352, 0.759165
1299,   0.8352,  0.76093
1300,   0.8352, 0.761888
1301,   0.8352, 0.764883
1302,   0.8352,  0.75742
1303,   0.8352, 0.759381
1304,   0.8352, 0.752043
1305,   0.8352,  0.75772
1306,   0.8352,  0.76009
1307,   0.8352, 0.756223
1308,   0.8352, 0.757789
1309,   0.8352, 0.760153
1310,   0.8352, 0.760701
1311,   0.8352, 0.767395
1312,   0.8352,  0.76198
1313,   0.8352, 0.759968
1314,   0.8352, 0.759108
1315,   0.8352, 0.754669
1316,   0.8352,  0.75944
1317,   0.8352, 0.766057
1318,   0.8352, 0.761999
1319,   0.8352, 0.757958
1320,   0.8352, 0.758643
1321,   0.8352, 0.758542
1322,   0.8352, 0.757177
1323,   0.8352, 0.755054
1324,   0.8352, 0.756014
1325,   0.8352, 0.763373
1326,   0.8352, 0.756021
1327,   0.8352, 0.753181
1328,   0.8352, 0.759851
1329,   0.8352, 0.765505
1330,   0.8352, 0.761754
1331,   0.8352, 0.761637
1332,   0.8352, 0.758982
1333,   0.8352, 0.759084
1334,   0.8352, 0.757523
1335,   0.8352, 0.755999
1336,   0.8352, 0.758654
1337,   0.8352, 0.758635
1338,   0.8352, 0.760266
1339,   0.8352, 0.760841
1340,   0.8352, 0.758778
1341,   0.8352, 0.762698
1342,   0.8352, 0.760643
1343,   0.8352, 0.757547
1344,   0.8352,  0.75775
1345,   0.8352,  0.76225
1346,   0.8352, 0.761568
1347,   0.8352, 0.758138
1348,   0.8352, 0.759998
1349,   0.8352, 0.762761
1350,   0.8339, 0.760831
1351,   0.8339, 0.755791
1352,   0.8339, 0.760641
1353,   0.8339, 0.759225
1354,   0.8339, 0.761681
1355,   0.8339, 0.760488
1356,   0.8339,  0.76448
1357,   0.8333, 0.756606
1358,   0.8333, 0.755045
1359,   0.8333, 0.756503
1360,   0.8348,  0.75471
1361,   0.8348, 0.751396
1362,   0.8348, 0.761907
1363,   0.8348, 0.765763
1364,   0.8348,  0.76133
1365,   0.8348, 0.761289
1366,   0.8348, 0.761096
1367,   0.8348, 0.760723
1368,   0.8348, 0.755084
1369,   0.8348, 0.759541
1370,   0.8348, 0.759783
1371,   0.8348, 0.763343
1372,   0.8348, 0.761329
1373,   0.8348, 0.764367
1374,   0.8348, 0.756245
1375,   0.8348,  0.76051
1376,   0.8348, 0.760148
1377,   0.8348, 0.754756
1378,   0.8365, 0.758515
1379,   0.8365, 0.759092
1380,   0.8365, 0.757189
1381,   0.8365, 0.753971
1382,   0.8365,  0.75637
1383,   0.8365, 0.760819
1384,   0.8365, 0.762696
1385,   0.8365, 0.767528
1386,   0.8365,  0.75869
1387,   0.8365, 0.765158
1388,   0.8365, 0.756572
1389,   0.8359, 0.765616
1390,   0.8359, 0.760309
1391,   0.8349, 0.756803
1392,   0.8349, 0.759479
1393,   0.8349, 0.755845
1394,   0.8349, 0.755956
1395,   0.8384,  0.75573
1396,   0.8384, 0.762848
1397,   0.8384, 0.762898
1398,   0.8384, 0.759349
1399,   0.8384, 0.762607
1400,   0.8384, 0.761058
1401,   0.8384, 0.760266
1402,   0.8384, 0.761021
1403,   0.8384, 0.761338
1404,   0.8384, 0.760249
1405,   0.8384, 0.760732
1406,   0.8384, 0.761117
1407,   0.8384, 0.764959
1408,   0.8384, 0.767157
1409,   0.8384, 0.764297
1410,   0.8384,  0.75435
1411,   0.8384, 0.757742
1412,   0.8384, 0.764651
1413,   0.8384, 0.760521
1414,   0.8384, 0.757096
1415,   0.8384, 0.762983
1416,   0.8384, 0.764312
1417,   0.8384, 0.764265
1418,   0.8384, 0.764156
1419,   0.8384, 0.759621
1420,   0.8384, 0.762402
1421,   0.8384, 0.758745
1422,   0.8384, 0.757889
1423,   0.8384, 0.756874
1424,   0.8384, 0.762806
1425,   0.8384, 0.760727
1426,   0.8384, 0.765885
1427,   0.8384,  0.76005
1428,   0.8384, 0.759329
1429,   0.8384, 0.757907
1430,   0.8384,  0.76504
1431,   0.8384, 0.755752
1432,   0.8384,  0.75806
1433,   0.8384, 0.758764
1434,   0.8384,  0.75976
1435,   0.8384, 0.762857
1436,   0.8384, 0.760715
1437,   0.8384, 0.766608
1438,   0.8384, 0.764929
1439,   0.8384, 0.762246
1440,   0.8384, 0.758926
1441,   0.8384, 0.765013
1442,   0.8384, 0.760561
1443,   0.8384, 0.766234
1444,   0.8384, 0.765157
1445,   0.8384, 0.761865
1446,   0.8384, 0.766952
1447,   0.8384,  0.76293
1448,   0.8384, 0.767372
1449,   0.8384, 0.766752
1450,   0.8384, 0.762555
1451,   0.8384, 0.760746
1452,   0.8384, 0.757331
1453,   0.8384, 0.763341
1454,   0.8384, 0.765175
1455,   0.8384, 0.760614
1456,   0.8384,   0.7592
1457,   0.8384,   0.7634
1458,   0.8384, 0.758331
1459,   0.8384, 0.757164
1460,   0.8384, 0.760118
1461,   0.8384, 0.760943
1462,   0.8384, 0.762859
1463,   0.8384, 0.757867
1464,   0.8384, 0.759794
1465,   0.8384, 0.756841
1466,   0.8384,  0.75784
1467,   0.8384,  0.76413
1468,   0.8384,  0.76523
1469,   0.8384, 0.760521
1470,   0.8384, 0.762439
1471,   0.8384, 0.764904
1472,   0.8384, 0.761645
1473,   0.8384, 0.763604
1474,   0.8384, 0.765296
1475,   0.8384, 0.759849
1476,   0.8384, 0.765348
1477,   0.8384, 0.759111
1478,   0.8384, 0.763179
1479,   0.8384, 0.759682
1480,   0.8384, 0.762879
1481,   0.8384, 0.761635
1482,   0.8384, 0.763925
1483,   0.8384,  0.76386
1484,   0.8384, 0.763075
1485,   0.8384, 0.761497
1486,   0.8384, 0.765763
1487,   0.8384, 0.757284
1488,   0.8384, 0.765334
1489,   0.8384, 0.765667
1490,   0.8384, 0.764246
1491,   0.8384, 0.761287
1492,   0.8384, 0.756033
1493,   0.8384, 0.763229
1494,   0.8384, 0.758144
1495,   0.8384,  0.75907
1496,   0.8384,  0.75914
1497,   0.8384, 0.763304
1498,   0.8384, 0.760556
1499,   0.8384, 0.756477
1500,   0.8383, 0.763197
1501,   0.8383, 0.759784
1502,   0.8383, 0.764178
1503,   0.8383, 0.769449
1504,   0.8383, 0.763581
1505,   0.8383, 0.758853
1506,   0.8383, 0.762954
1507,   0.8383, 0.762435
1508,   0.8383, 0.760628
1509,   0.8383, 0.761016
1510,   0.8383, 0.765589
1511,   0.8383, 0.764267
1512,   0.8383, 0.759221
1513,   0.8383, 0.764808
1514,   0.8383, 0.761118
1515,   0.8383, 0.764111
1516,   0.8383, 0.765714
1517,   0.8383, 0.762941
1518,   0.8383, 0.765007
1519,   0.8383, 0.767657
1520,   0.8383, 0.762987
1521,   0.8383, 0.761482
1522,   0.8383, 0.764726
1523,   0.8383, 0.761507
1524,   0.8383, 0.761351
1525,   0.8383, 0.767956
1526,   0.8383, 0.766631
1527,   0.8383, 0.758012
1528,    0.839, 0.765065
1529,    0.839, 0.763144
1530,   0.8383, 0.760793
1531,   0.8383, 0.762395
1532,   0.8383, 0.765401
1533,   0.8383,  0.76594
1534,   0.8383, 0.767385
1535,   0.8383, 0.766165
1536,   0.8383, 0.765471
1537,   0.8383,   0.7662
1538,   0.8383, 0.763324
1539,   0.8383, 0.763657
1540,   0.8383, 0.763381
1541,   0.8383, 0.765851
1542,   0.8383, 0.760129
1543,   0.8383, 0.763101
1544,   0.8383, 0.766453
1545,   0.8383, 0.762886
1546,   0.8383, 0.763974
1547,   0.8383, 0.764632
1548,   0.8383, 0.759185
1549,   0.8383, 0.767574
1550,   0.8383, 0.765978
1551,   0.8383, 0.764706
1552,   0.8383, 0.763244
1553,   0.8383, 0.767979
1554,   0.8383, 0.760846
1555,   0.8383, 0.765184
1556,   0.8383, 0.764935
1557,   0.8383, 0.761509
1558,   0.8383, 0.767548
1559,   0.8383, 0.764561
1560,   0.8383, 0.767304
1561,   0.8383, 0.766717
1562,   0.8383,  0.76716
1563,   0.8383, 0.762245
1564,   0.8383, 0.766761
1565,   0.8383, 0.765832
1566,   0.8383, 0.762826
1567,   0.8383, 0.765868
1568,   0.8383, 0.762884
1569,   0.8383, 0.762809
1570,   0.8383, 0.763148
1571,   0.8383,  0.76456
1572,   0.8383, 0.766363
1573,   0.8383, 0.762879
1574,   0.8383,  0.75749
1575,   0.8383, 0.770146
1576,   0.8383, 0.764167
1577,   0.8383, 0.759878
1578,   0.8383, 0.765846
1579,   0.8383, 0.764741
1580,   0.8383, 0.762889
1581,   0.8383,  0.76781
1582,   0.8383, 0.767398
1583,   0.8397, 0.764313
1584,   0.8397, 0.769659
1585,   0.8397,   0.7764
1586,   0.8397, 0.762172
1587,   0.8397, 0.763058
1588,   0.8397, 0.766043
1589,   0.8397,  0.76507
1590,   0.8397, 0.760483
1591,   0.8397, 0.766273
1592,   0.8416, 0.760164
1593,   0.8416, 0.761315
1594,   0.8416, 0.762107
1595,   0.8416, 0.766149
1596,   0.8416, 0.769713
1597,   0.8416, 0.762343
1598,   0.8416, 0.761899
1599,   0.8416, 0.760844
1600,   0.8416, 0.764906
1601,   0.8416,  0.76414
1602,   0.8416, 0.764751
1603,   0.8416, 0.763933
1604,   0.8416, 0.759104
1605,   0.8416, 0.764216
1606,   0.8416, 0.767309
1607,   0.8416, 0.766967
1608,   0.8416, 0.772212
1609,   0.8416, 0.768664
1610,   0.8416, 0.767106
1611,   0.8416, 0.760288
1612,   0.8416, 0.763672
1613,   0.8416, 0.764569
1614,   0.8416, 0.757717
1615,   0.8416,  0.76759
1616,   0.8416, 0.769943
1617,   0.8416, 0.760376
1618,   0.8416, 0.768758
1619,   0.8416, 0.769674
1620,   0.8416, 0.763915
1621,   0.8416, 0.765969
1622,   0.8416,  0.76068
1623,   0.8416, 0.762068
1624,   0.8416, 0.760909
1625,   0.8416, 0.762613
1626,   0.8416, 0.762241
1627,   0.8416, 0.762539
1628,   0.8416, 0.770442
1629,   0.8416, 0.769037
1630,   0.8416, 0.768771
1631,   0.8416, 0.763267
1632,   0.8416, 0.768197
1633,   0.8416, 0.764699
1634,   0.8416, 0.762052
1635,   0.8416, 0.761155
1636,   0.8416, 0.762528
1637,   0.8416, 0.763943
1638,   0.8416,  0.76445
1639,   0.8416, 0.764651
1640,   0.8416, 0.765482
1641,   0.8416, 0.767411
1642,   0.8416, 0.763421
1643,   0.8416, 0.764314
1644,   0.8416, 0.764988
1645,   0.8416, 0.761438
1646,   0.8416, 0.762744
1647,   0.8416, 0.772566
1648,   0.8416, 0.765051
1649,   0.8416, 0.763674
1650,   0.8416, 0.766118
1651,   0.8416,  0.76532
1652,   0.8416, 0.768377
1653,   0.8416, 0.762602
1654,   0.8416, 0.764762
1655,   0.8416,  0.76027
1656,   0.8416, 0.765618
1657,   0.8416, 0.767655
1658,   0.8416, 0.767751
1659,   0.8416,  0.76462
1660,   0.8416, 0.765972
1661,   0.8416, 0.763902
1662,   0.8416, 0.755103
1663,   0.8416, 0.758636
1664,   0.8416, 0.765779
1665,   0.8416, 0.765202
1666,   0.8416, 0.766117
1667,   0.8416, 0.764422
1668,   0.8416, 0.765039
1669,   0.8416, 0.761491
1670,   0.8416, 0.753806
1671,   0.8416, 0.766062
1672,   0.8416,  0.76589
1673,   0.8416,  0.76523
1674,   0.8416, 0.763854
1675,   0.8416, 0.759982
1676,   0.8416, 0.766236
1677,   0.8416, 0.764975
1678,   0.8416, 0.768922
1679,   0.8416, 0.761079
1680,   0.8416, 0.765265
1681,   0.8416, 0.762179
1682,   0.8416, 0.764668
1683,   0.8416, 0.766123
1684,   0.8416,  0.76524
1685,   0.8416, 0.763162
1686,   0.8416, 0.769439
1687,   0.8416, 0.761178
1688,   0.8416,  0.76519
1689,   0.8416, 0.760198
1690,   0.8416, 0.767622
1691,   0.8416, 0.760023
1692,   0.8416, 0.765916
1693,   0.8416,  0.76747
1694,   0.8416, 0.767014
1695,   0.8416, 0.762627
1696,   0.8416, 0.766231
1697,   0.8416, 0.765927
1698,   0.8416, 0.763758
1699,   0.8416, 0.763749
1700,   0.8416, 0.769862
1701,   0.8416, 0.765047
1702,   0.8416, 0.767966
1703,   0.8416, 0.766422
1704,   0.8416, 0.766127
1705,   0.8416, 0.762293
1706,   0.8416, 0.766137
1707,   0.8416, 0.761267
1708,   0.8416, 0.761205
1709,   0.8416, 0.760052
1710,   0.8416, 0.763747
1711,   0.8416, 0.766048
1712,   0.8416, 0.767876
1713,   0.8416, 0.769674
1714,   0.8416, 0.766506
1715,   0.8416, 0.760464
1716,   0.8416, 0.762859
1717,   0.8416, 0.764359
1718,   0.8416, 0.765827
1719,   0.8416, 0.770249
1720,   0.8416,  0.76822
1721,   0.8416, 0.771485
1722,   0.8416, 0.768881
1723,   0.8416, 0.769291
1724,   0.8416, 0.762765
1725,   0.8416,  0.76308
1726,   0.8416, 0.760777
1727,   0.8416, 0.765731
1728,   0.8416, 0.761142
1729,   0.8416, 0.764367
1730,   0.8416, 0.764913
1731,   0.8416, 0.763031
1732,   0.8416, 0.770217
1733,   0.8416, 0.765688
1734,   0.8416, 0.767004
1735,   0.8416, 0.769744
1736,   0.8416, 0.765714
1737,   0.8416, 0.762026
1738,   0.8416,  0.76389
1739,   0.8416, 0.766001
1740,   0.8416, 0.765741
1741,   0.8416, 0.759361
1742,   0.8416, 0.763105
1743,   0.8416, 0.765303
1744,   0.8416,  0.76392
1745,   0.8416, 0.766222
1746,   0.8416, 0.768448
1747,   0.8416,  0.77119
1748,   0.8416, 0.766899
1749,   0.8416, 0.765087
1750,   0.8416, 0.771311
1751,   0.8416, 0.765235
1752,   0.8416, 0.764936
1753,   0.8416, 0.764689
1754,   0.8416, 0.765765
1755,   0.8416, 0.767459
1756,   0.8416, 0.765814
1757,   0.8416, 0.761328
1758,   0.8416, 0.763242
1759,   0.8416, 0.770887
1760,   0.8416, 0.767748
1761,   0.8416, 0.763696
1762,   0.8416, 0.762704
1763,   0.8416, 0.764765
1764,   0.8416, 0.761911
1765,   0.8416, 0.758945
1766,   0.8416, 0.766546
1767,   0.8416, 0.765227
1768,   0.8416, 0.767554
1769,   0.8416, 0.767051
1770,   0.8416, 0.771455
1771,   0.8416, 0.764708
1772,   0.8416, 0.765129
1773,   0.8416, 0.767757
1774,   0.8416, 0.763096
1775,   0.8416, 0.768256
1776,    0.842, 0.764434
1777,    0.842, 0.768327
1778,    0.842,  0.76422
1779,    0.842, 0.765893
1780,    0.842, 0.764947
1781,    0.842, 0.763914
1782,    0.842, 0.758213
1783,    0.842, 0.758736
1784,    0.842,  0.76795
1785,    0.842, 0.761892
1786,    0.842, 0.764768
1787,    0.842,  0.76466
1788,    0.842,  0.76048
1789,    0.842, 0.763449
1790,    0.842, 0.763179
1791,    0.842, 0.759578
1792,    0.842, 0.772287
1793,    0.842, 0.767911
1794,    0.842, 0.766169
1795,    0.842, 0.765642
1796,    0.842, 0.766327
1797,    0.842,  0.76235
1798,    0.842, 0.762614
1799,    0.842, 0.769324
1800,    0.842, 0.767885
1801,    0.842, 0.770239
1802,    0.842, 0.765654
1803,    0.842, 0.765548
1804,    0.842, 0.763315
1805,    0.842, 0.765444
1806,    0.842, 0.760227
1807,    0.842, 0.765218
1808,    0.842, 0.767434
1809,    0.842, 0.767053
1810,    0.842,  0.76371
1811,    0.842, 0.763541
1812,    0.842, 0.767202
1813,    0.842, 0.766114
1814,    0.842, 0.761301
1815,    0.842, 0.759192
1816,    0.842,  0.75872
1817,    0.842,  0.76646
1818,    0.842, 0.757274
1819,    0.842, 0.760299
1820,    0.842, 0.765115
1821,    0.842, 0.765376
1822,    0.842, 0.762071
1823,    0.842, 0.765461
1824,    0.842, 0.763648
1825,    0.842, 0.760956
1826,    0.842, 0.764416
1827,    0.842, 0.766959
1828,    0.842, 0.758574
1829,    0.842, 0.763849
1830,    0.842, 0.766028
1831,    0.842, 0.764595
1832,    0.842, 0.762806
1833,    0.842, 0.770554
1834,    0.842, 0.759312
1835,    0.842, 0.763597
1836,    0.842, 0.766928
1837,    0.842,   0.7592
1838,    0.842, 0.761605
1839,    0.842, 0.760666
1840,    0.842, 0.768394
1841,    0.842, 0.765911
1842,    0.842, 0.763881
1843,    0.842, 0.761331
1844,    0.842, 0.766012
1845,    0.842, 0.761907
1846,    0.842, 0.765965
1847,    0.842, 0.767036
1848,    0.842, 0.763501
1849,    0.842, 0.762285
1850,    0.842, 0.759749
1851,    0.842, 0.759342
1852,    0.842, 0.762121
1853,    0.842, 0.764737
1854,    0.842, 0.762156
1855,    0.842, 0.765241
1856,    0.842, 0.767428
1857,    0.842, 0.766177
1858,    0.842, 0.763868
1859,    0.842, 0.762789
1860,    0.842, 0.766647
1861,    0.842, 0.771699
1862,    0.842, 0.766509
1863,    0.842,  0.76864
1864,    0.842, 0.770701
1865,    0.842, 0.768642
1866,    0.842, 0.764964
1867,    0.842, 0.766037
1868,    0.842, 0.765363
1869,    0.842, 0.770779
1870,    0.842,  0.76493
1871,    0.842, 0.769372
