gen, tournament_scalar1_twopoint_best, tournament_scalar1_twopoint_ave
2515,   0.7941, 0.702929
2516,   0.7941, 0.703502
2517,   0.7941, 0.700176
2518,   0.7941, 0.704559
2519,   0.7941, 0.701119
2520,   0.7941, 0.696854
2521,   0.7941,   0.7025
2522,   0.7941, 0.703926
2523,   0.7941, 0.702441
2524,   0.7941, 0.706422
2525,   0.7941, 0.703538
2526,   0.7941, 0.695583
2527,   0.7941, 0.700187
2528,   0.7941, 0.699381
2529,   0.7941, 0.700239
2530,   0.7941, 0.697492
2531,   0.7941, 0.697816
2532,   0.7941, 0.697595
2533,   0.7941, 0.704099
2534,   0.7941, 0.701002
2535,   0.7941, 0.701854
2536,   0.7941, 0.703949
2537,   0.7941, 0.704506
2538,   0.7941, 0.699305
2539,   0.7941, 0.698847
2540,   0.7941, 0.699359
2541,   0.7941, 0.697077
2542,   0.7941, 0.701156
2543,   0.7941, 0.699193
2544,   0.7941, 0.696523
2545,   0.7941, 0.696554
2546,   0.7941, 0.695673
2547,   0.7941, 0.697818
2548,   0.7941, 0.703311
2549,   0.7941, 0.700515
2550,   0.7941, 0.704615
2551,   0.7941, 0.704877
2552,   0.7941, 0.701835
2553,   0.7941, 0.701602
2554,   0.7941, 0.701186
2555,   0.7941, 0.700178
2556,   0.7941,  0.70482
2557,   0.7941,  0.70123
2558,   0.7941, 0.697831
2559,   0.7941, 0.699865
2560,   0.7941, 0.696706
2561,   0.7941, 0.702937
2562,   0.7941, 0.697392
2563,   0.7941, 0.700324
2564,   0.7941, 0.700162
2565,   0.7941, 0.699871
2566,   0.7941, 0.700205
2567,   0.7941, 0.693886
2568,   0.7941, 0.701377
2569,   0.7941, 0.698196
2570,   0.7945, 0.700459
2571,   0.7945, 0.698939
2572,   0.7945, 0.705325
2573,   0.7945, 0.704503
2574,   0.7945, 0.708043
2575,   0.7945,  0.70603
2576,   0.7945, 0.709035
2577,   0.7945, 0.711069
2578,   0.7945, 0.701498
2579,   0.7945, 0.702757
2580,   0.7945, 0.705576
2581,   0.7945, 0.699525
2582,   0.7945, 0.699614
2583,   0.7945, 0.701255
2584,   0.7945, 0.700795
2585,   0.7978, 0.707208
2586,   0.7978, 0.707724
2587,   0.7978,  0.70536
2588,   0.7978,  0.70674
2589,   0.7981, 0.705877
2590,   0.7981, 0.700921
2591,   0.7981, 0.706932
2592,   0.7981, 0.709033
2593,   0.7981, 0.701274
2594,   0.7981, 0.704926
2595,   0.7981, 0.709127
2596,   0.7981, 0.703323
2597,   0.7981, 0.700453
2598,   0.7981, 0.699572
2599,   0.7981,  0.70553
2600,   0.7981, 0.706073
2601,   0.7981, 0.702953
2602,   0.7981, 0.704216
2603,   0.7981, 0.704734
2604,   0.7981, 0.701179
2605,   0.7981, 0.703904
2606,   0.7981, 0.702193
2607,   0.7981, 0.699215
2608,   0.7981, 0.702446
2609,   0.7981, 0.703335
2610,   0.7981, 0.703177
2611,   0.7981, 0.696093
2612,   0.7955, 0.700491
2613,   0.7955, 0.707117
2614,   0.7955, 0.699647
2615,   0.7955, 0.704992
2616,   0.7955, 0.707207
2617,   0.7955, 0.701701
2618,   0.7955, 0.703891
2619,   0.7955, 0.706256
2620,   0.7955, 0.700923
2621,   0.7955, 0.701863
2622,   0.7955, 0.703262
2623,   0.7955, 0.700881
2624,   0.7955, 0.698672
2625,   0.7955, 0.701604
2626,   0.7955, 0.702667
2627,   0.7955, 0.710431
2628,   0.7955, 0.702338
2629,   0.7955, 0.706653
2630,   0.7955, 0.708779
2631,   0.7955,  0.70481
2632,   0.7955, 0.709609
2633,   0.7955, 0.703346
2634,   0.7955, 0.704355
2635,   0.7955, 0.702887
2636,   0.7955, 0.695631
2637,   0.7955, 0.699508
2638,   0.7955, 0.704149
2639,   0.7955, 0.707621
2640,   0.7955, 0.700853
2641,   0.7955, 0.703242
2642,   0.7955, 0.700467
2643,   0.7955, 0.701851
2644,   0.7955, 0.707088
2645,   0.7955, 0.702995
2646,   0.7955, 0.702516
2647,   0.7955, 0.702582
2648,   0.7955, 0.702818
2649,   0.7955, 0.707902
2650,   0.7955, 0.705556
2651,   0.7955, 0.706107
2652,   0.7955, 0.702777
2653,   0.7955,  0.70277
2654,   0.7955, 0.706261
2655,   0.7955, 0.708494
2656,   0.7955,  0.70641
2657,   0.7955, 0.705889
2658,   0.7968,  0.70704
2659,   0.7968, 0.706323
2660,   0.7968, 0.702007
2661,   0.7968, 0.706428
2662,   0.7968,  0.70592
2663,   0.7968, 0.706028
2664,   0.7968, 0.705917
2665,   0.7968, 0.708287
2666,   0.7968, 0.704718
2667,   0.7968, 0.709767
2668,   0.7968, 0.708668
2669,   0.7968, 0.705941
2670,   0.7968, 0.703697
2671,   0.7968, 0.703072
2672,   0.7968, 0.704121
2673,   0.7968, 0.700802
2674,   0.7968, 0.703796
2675,   0.7968, 0.703139
2676,   0.7968, 0.705968
2677,   0.7968, 0.701864
2678,   0.7968,  0.70177
2679,   0.7968, 0.704053
2680,   0.7968, 0.701341
2681,   0.7968, 0.702787
2682,   0.7968, 0.703402
2683,   0.7968, 0.702044
2684,   0.7968, 0.701272
2685,   0.7968, 0.702656
2686,   0.7968, 0.698511
2687,   0.7968, 0.704208
2688,   0.7968, 0.698193
2689,   0.7968, 0.701876
2690,   0.7968, 0.700881
2691,   0.7968, 0.700352
2692,   0.7968,  0.70756
2693,   0.7968, 0.708379
2694,   0.7968,  0.70579
2695,   0.7968, 0.703911
2696,   0.7968, 0.706585
2697,   0.7968, 0.702427
2698,   0.7968, 0.701067
2699,   0.7968, 0.704159
2700,   0.7968, 0.705159
2701,   0.7968,  0.70819
2702,   0.7968,  0.70181
2703,   0.7968, 0.704287
2704,   0.7968, 0.703975
2705,   0.7968, 0.707688
2706,   0.7968, 0.701372
2707,   0.7968, 0.701587
2708,   0.7968, 0.704294
2709,   0.7968, 0.704731
2710,   0.7968, 0.702816
2711,   0.7968, 0.709287
2712,   0.7968, 0.705673
2713,   0.7968, 0.703971
2714,   0.7968, 0.702945
2715,   0.7968, 0.707879
2716,   0.7968, 0.704862
2717,   0.7968, 0.699403
2718,   0.7968, 0.706773
2719,   0.7968,  0.70215
2720,   0.7968,  0.69803
2721,   0.7968,  0.70337
2722,   0.7968, 0.709709
2723,   0.7968, 0.702334
2724,   0.7968, 0.704164
2725,   0.7968, 0.700999
2726,   0.7968,  0.70291
2727,   0.7968, 0.703682
2728,   0.7968, 0.706245
2729,   0.7968, 0.711272
2730,   0.7968, 0.705592
2731,   0.7968, 0.700939
2732,   0.7968, 0.708228
2733,   0.7968, 0.707378
2734,   0.7968, 0.698035
2735,   0.7968, 0.702048
2736,   0.7968, 0.707378
2737,   0.7968, 0.702928
2738,   0.7968, 0.701614
2739,   0.7968, 0.703443
2740,   0.7968, 0.704807
2741,   0.7968, 0.703596
2742,   0.7968, 0.704861
2743,   0.7968, 0.700562
2744,   0.7968, 0.702365
2745,   0.7968, 0.699485
2746,   0.7968, 0.703439
2747,   0.7968, 0.704221
2748,   0.7968, 0.703659
2749,   0.7968, 0.698707
2750,   0.7968, 0.701369
2751,   0.7968, 0.697327
2752,   0.7968, 0.701295
2753,   0.7968, 0.704032
2754,   0.7968, 0.707101
2755,   0.7968, 0.703604
2756,   0.7968, 0.702362
2757,   0.7968, 0.699796
2758,   0.7968, 0.698129
2759,   0.7968, 0.704766
2760,   0.7968, 0.702578
2761,   0.7968, 0.703213
2762,   0.7968, 0.704064
2763,   0.7968, 0.704225
2764,   0.7968, 0.703751
2765,   0.7968, 0.703322
2766,   0.7968, 0.700643
2767,   0.7968, 0.699702
2768,   0.7968, 0.698302
2769,   0.7968, 0.704171
2770,   0.7968, 0.703961
2771,   0.7968, 0.702464
2772,   0.7968, 0.706078
2773,   0.7968, 0.706553
2774,   0.7968,  0.70413
2775,   0.7968, 0.705469
2776,   0.7968, 0.704942
2777,   0.7968, 0.703978
2778,   0.7968, 0.703529
2779,   0.7968, 0.702909
2780,   0.7968, 0.701739
2781,   0.7968, 0.700137
2782,   0.7968, 0.707517
2783,   0.7968, 0.699962
2784,   0.7968, 0.706714
2785,   0.7968, 0.703699
2786,   0.7968, 0.699445
2787,   0.7968, 0.701618
2788,   0.7968,  0.70546
2789,   0.7968, 0.698195
2790,   0.7968, 0.704874
2791,   0.7968, 0.702303
2792,   0.7968, 0.705513
2793,   0.7968, 0.708066
2794,   0.7968, 0.708792
2795,   0.7968, 0.706817
2796,   0.7968, 0.703541
2797,   0.7968, 0.699624
2798,   0.7968, 0.698802
2799,   0.7968, 0.701303
2800,   0.7968, 0.701543
2801,   0.7968, 0.707482
2802,   0.7968, 0.707099
2803,   0.7968, 0.699797
2804,   0.7968, 0.703574
2805,   0.7968, 0.706074
2806,   0.7968, 0.704484
2807,   0.7968, 0.703205
2808,   0.7968, 0.700867
2809,   0.7968, 0.701808
2810,   0.7968, 0.704642
2811,   0.7968,  0.71239
2812,   0.7968, 0.705026
2813,   0.7968, 0.704232
2814,   0.7968, 0.700632
2815,   0.7991, 0.701655
2816,   0.7991,  0.70305
2817,   0.7991, 0.702743
2818,   0.7991, 0.705648
2819,   0.7991, 0.702795
2820,   0.7991, 0.705722
2821,   0.7991, 0.708982
2822,   0.7991, 0.705301
2823,   0.7991, 0.706173
2824,   0.7991, 0.713598
2825,   0.7991, 0.706555
2826,   0.7991, 0.709721
2827,   0.7991, 0.701281
2828,   0.7991, 0.708452
2829,   0.7991, 0.701181
2830,   0.7991, 0.703602
2831,   0.7991,  0.70134
2832,   0.7991, 0.703501
2833,   0.7991, 0.707146
2834,   0.7991, 0.703982
2835,   0.7991, 0.704793
2836,   0.7991, 0.702776
2837,   0.7991, 0.710155
2838,   0.7991, 0.710365
2839,   0.7991, 0.702388
2840,   0.7991, 0.701631
2841,   0.7991, 0.706649
2842,   0.7991, 0.700113
2843,   0.7991, 0.699204
2844,   0.7991, 0.696718
2845,   0.7991, 0.702939
2846,   0.7991, 0.698214
2847,   0.7991, 0.697983
2848,   0.7991, 0.702769
2849,   0.7991, 0.703665
2850,   0.7991, 0.707039
2851,   0.7991, 0.708557
2852,   0.7991, 0.706923
2853,   0.7991, 0.707384
2854,   0.7991,  0.70647
2855,   0.7991, 0.704467
2856,   0.7991, 0.704813
2857,   0.7991, 0.703001
2858,   0.7991, 0.708114
2859,   0.7991,  0.70474
2860,   0.7991, 0.701994
2861,   0.7991, 0.703404
2862,   0.7991, 0.703652
2863,   0.7991, 0.704088
2864,   0.7991, 0.700913
2865,   0.7991, 0.700467
2866,   0.7991, 0.705312
2867,   0.7991, 0.708133
2868,   0.7991, 0.698812
2869,   0.7991, 0.701769
2870,   0.7991, 0.713226
2871,   0.7991, 0.706007
2872,   0.7991, 0.707263
2873,   0.7991, 0.701298
2874,   0.7991, 0.701932
2875,   0.7991, 0.702987
2876,   0.7991, 0.708322
2877,   0.7991, 0.705764
2878,   0.7991, 0.705486
2879,   0.7991, 0.708543
2880,   0.7991, 0.701874
2881,   0.7991,  0.69961
2882,   0.7991, 0.703919
2883,   0.7991,  0.70151
2884,   0.7991,  0.70796
2885,   0.7991, 0.704471
2886,   0.7991, 0.703917
2887,   0.7991, 0.704408
2888,   0.7991, 0.707201
2889,   0.7991, 0.702736
2890,   0.7991, 0.703915
2891,   0.7991, 0.707263
2892,   0.7991,  0.70902
2893,   0.7991, 0.700806
2894,   0.7991, 0.703829
2895,   0.7991, 0.705948
2896,   0.7991, 0.709268
2897,   0.7991, 0.705551
2898,   0.7991, 0.703852
2899,   0.7991, 0.707805
2900,   0.7991, 0.709286
2901,   0.7991, 0.710226
2902,   0.7991, 0.708519
2903,   0.7991,  0.70505
2904,   0.7991, 0.703939
2905,   0.7991, 0.706232
2906,   0.7991, 0.705386
2907,   0.7991, 0.702554
2908,   0.7991,  0.69951
2909,   0.7991, 0.704032
2910,   0.7991, 0.700754
2911,   0.7991,  0.70546
2912,   0.7991, 0.711436
2913,   0.7991, 0.703249
2914,   0.7991, 0.701252
2915,   0.7991, 0.698125
2916,   0.7991,  0.70388
2917,   0.7991, 0.706272
2918,   0.7991, 0.705263
2919,   0.7991, 0.697156
2920,   0.7991, 0.702304
2921,   0.7991, 0.704586
2922,   0.7991, 0.707345
2923,   0.7991,  0.70309
2924,   0.7991,  0.69771
2925,   0.7991, 0.704519
2926,   0.7991, 0.698115
2927,   0.7991, 0.700105
2928,   0.7991, 0.702552
2929,   0.7991,  0.71124
2930,   0.7991, 0.708925
2931,   0.7991, 0.711415
2932,   0.7991, 0.704018
2933,   0.7991, 0.703854
2934,   0.7991, 0.704309
2935,   0.7991, 0.701059
2936,   0.7991, 0.700877
2937,   0.7991, 0.703604
2938,   0.7991, 0.704526
2939,   0.7991, 0.702841
2940,   0.7991, 0.703523
2941,   0.7991, 0.699887
2942,   0.7991, 0.702254
2943,   0.7991, 0.704208
2944,   0.7991, 0.696939
2945,   0.7991, 0.702287
2946,   0.7991, 0.704789
2947,   0.7991,  0.70504
2948,   0.7991,  0.70586
2949,   0.7991, 0.701215
2950,   0.7991, 0.704614
2951,   0.7991, 0.706899
2952,   0.7991, 0.700123
2953,   0.7991, 0.706583
2954,   0.7991, 0.704485
2955,   0.7991, 0.705837
2956,   0.7991, 0.707308
2957,   0.7991, 0.707236
2958,   0.7991, 0.706733
2959,   0.7991, 0.702789
2960,   0.7991, 0.705328
2961,   0.7991, 0.700333
2962,   0.7991, 0.703771
2963,   0.7991, 0.701577
2964,   0.7991, 0.706673
2965,   0.7991, 0.708726
2966,   0.7991, 0.703017
2967,   0.7991, 0.709541
2968,   0.7991, 0.703837
2969,   0.7991, 0.708434
2970,   0.7991, 0.705502
2971,   0.7991, 0.711217
2972,   0.7991,  0.70117
2973,   0.7991, 0.696856
2974,   0.7991, 0.701048
2975,   0.7991, 0.700298
2976,   0.7991, 0.701077
2977,   0.7991, 0.704804
2978,   0.7991, 0.702388
2979,   0.7991, 0.704928
2980,   0.7991, 0.703262
2981,   0.7991, 0.701649
2982,   0.7991, 0.700753
2983,   0.7991, 0.697943
2984,   0.7991, 0.693901
2985,   0.7991, 0.701152
2986,   0.7991, 0.698511
2987,   0.7991, 0.702686
2988,   0.7991, 0.699273
2989,   0.7991, 0.704061
2990,   0.7991, 0.707495
2991,   0.7991, 0.708536
2992,   0.7991, 0.706811
2993,   0.7991, 0.709027
2994,   0.7991, 0.705756
2995,   0.7991, 0.702527
2996,   0.7991, 0.703283
2997,   0.7991, 0.705105
2998,   0.7991, 0.707918
2999,   0.7991, 0.705934
3000,   0.7991, 0.707261
3001,   0.7991, 0.705639
3002,   0.7991, 0.698663
3003,   0.7991,   0.7045
3004,   0.7991, 0.704074
3005,   0.7991, 0.705007
3006,   0.7991, 0.704072
3007,   0.7991, 0.704085
3008,   0.7991, 0.703063
3009,   0.7991,  0.70431
3010,   0.7991, 0.705453
3011,   0.7991, 0.700109
3012,   0.7991, 0.699323
3013,   0.7991, 0.704282
3014,   0.7991, 0.701197
3015,   0.7991, 0.704298
3016,   0.7991,  0.70069
3017,   0.7991, 0.700985
3018,   0.7991, 0.697564
3019,   0.7991, 0.704374
3020,   0.7991, 0.703099
3021,   0.7991, 0.704236
3022,   0.7991, 0.699118
3023,   0.7991, 0.703984
3024,   0.7991, 0.703263
3025,   0.7991, 0.703586
3026,   0.7991, 0.700445
3027,   0.7991, 0.703482
3028,   0.7991, 0.700715
3029,   0.7991, 0.704136
3030,   0.7991, 0.701316
3031,   0.7991, 0.705272
3032,   0.7991, 0.704484
3033,   0.7991, 0.708658
3034,   0.7991, 0.708771
3035,   0.7991, 0.705261
3036,   0.7991, 0.703492
3037,   0.7991, 0.702941
3038,   0.7991, 0.703459
3039,   0.7991, 0.706356
3040,   0.7991, 0.707044
3041,   0.7991, 0.702242
3042,   0.7991, 0.706063
3043,   0.7991, 0.703756
3044,   0.7991, 0.710962
3045,   0.7991, 0.706398
3046,   0.7991, 0.707152
3047,   0.7991, 0.702504
3048,   0.7991, 0.708341
3049,   0.7991, 0.705935
3050,   0.7991,  0.70598
3051,   0.7991, 0.705851
3052,   0.7991, 0.701125
3053,   0.7991,  0.70363
3054,   0.7991,  0.70389
3055,   0.7991, 0.706399
3056,   0.7991,  0.70505
3057,   0.7991, 0.702119
3058,   0.7991, 0.704038
3059,   0.7991, 0.705517
3060,   0.7991, 0.703945
3061,   0.7991, 0.704607
3062,   0.7991, 0.703678
3063,   0.7991,  0.70374
3064,   0.7991, 0.701341
3065,   0.7991, 0.703382
3066,   0.7991, 0.706185
3067,   0.7991, 0.707915
3068,   0.7991, 0.706245
3069,   0.7991, 0.698385
3070,   0.7991,  0.70102
3071,   0.7991, 0.698601
3072,   0.7991, 0.703445
3073,   0.7991,  0.69477
3074,   0.7991, 0.699615
3075,   0.7991, 0.700589
3076,   0.7991, 0.702945
3077,   0.7991,  0.70664
3078,   0.7991, 0.703782
3079,   0.7991, 0.704252
3080,   0.7991, 0.706426
3081,   0.7991, 0.699951
3082,   0.7991, 0.702679
3083,   0.7991, 0.698163
3084,   0.7991, 0.697135
3085,   0.7991, 0.696676
3086,   0.7991, 0.701282
3087,   0.7991, 0.703522
3088,   0.7991, 0.700674
3089,   0.7991, 0.702179
3090,   0.7991,  0.70499
3091,   0.7991, 0.699696
3092,   0.7991, 0.698977
3093,   0.7991, 0.697948
3094,   0.7991, 0.700112
3095,   0.7991, 0.693872
3096,   0.7991, 0.698406
3097,   0.7991, 0.699892
3098,   0.7991, 0.706675
3099,   0.7991, 0.706248
3100,   0.7991,  0.70721
3101,   0.7991, 0.706309
3102,   0.7991, 0.706826
3103,   0.7991, 0.701302
3104,   0.7991, 0.701469
3105,   0.7991, 0.712905
3106,   0.7991, 0.706434
3107,   0.7991, 0.701499
3108,   0.7991, 0.701328
3109,   0.7991, 0.701502
3110,   0.7991, 0.703246
3111,   0.7991, 0.700405
3112,   0.7991, 0.704656
3113,   0.7991, 0.706032
3114,   0.7991, 0.704907
3115,   0.7991, 0.706581
3116,   0.7991, 0.705628
3117,   0.7991, 0.704553
3118,   0.7991, 0.706708
3119,   0.7991, 0.705195
3120,   0.7991, 0.705015
3121,   0.7991, 0.701409
3122,   0.7991, 0.707773
3123,   0.7991, 0.699202
3124,   0.7991, 0.702737
3125,   0.7991, 0.705532
3126,   0.7991, 0.706305
3127,   0.7991, 0.705814
3128,   0.7991, 0.703889
3129,   0.7991,   0.6996
3130,   0.7991,  0.70108
3131,   0.7991, 0.704625
3132,   0.7991, 0.712135
3133,   0.7991, 0.701733
3134,   0.7991, 0.705155
3135,   0.7991,   0.7063
3136,   0.7991, 0.704223
3137,   0.7991, 0.702685
3138,   0.7991, 0.704831
3139,   0.7991, 0.711585
3140,   0.7991, 0.704553
3141,   0.7991, 0.700607
3142,   0.7991, 0.703684
3143,   0.7991, 0.701896
3144,   0.7991, 0.705486
3145,   0.7991,  0.71067
3146,   0.7991, 0.703328
3147,   0.7991, 0.695615
3148,   0.7991, 0.696545
3149,   0.7991,  0.70099
3150,   0.7991, 0.707901
3151,   0.7991, 0.700734
3152,   0.7991, 0.706331
3153,   0.7991, 0.702032
3154,   0.7991, 0.699953
3155,   0.7991, 0.700018
3156,   0.7991, 0.694207
3157,   0.7991, 0.700187
3158,   0.7991, 0.708027
3159,   0.7991, 0.704974
3160,   0.7991, 0.705963
3161,   0.7991, 0.704003
3162,   0.7991, 0.703939
3163,   0.7991, 0.704055
3164,   0.7991, 0.703619
3165,   0.7991, 0.700707
3166,   0.7991, 0.705334
3167,   0.7991, 0.702169
3168,   0.7991, 0.701067
3169,   0.7991, 0.699924
3170,   0.7991, 0.703165
3171,   0.7991, 0.703511
3172,   0.7991, 0.702014
3173,   0.7991,  0.70523
3174,   0.7991, 0.702197
3175,   0.7991, 0.703803
3176,   0.7991, 0.707222
3177,   0.7991, 0.702198
3178,   0.7991, 0.703342
3179,   0.7991, 0.702386
3180,   0.7991, 0.703389
3181,   0.7991, 0.699741
3182,   0.7991, 0.699279
3183,   0.7991, 0.698359
3184,   0.7991, 0.694659
3185,   0.7991, 0.693864
3186,   0.7968, 0.702204
3187,   0.7968, 0.700623
3188,   0.7968, 0.703797
3189,   0.7968, 0.700925
3190,   0.7933, 0.702156
3191,   0.7933, 0.703657
3192,   0.7933, 0.702671
3193,   0.7933,   0.7051
3194,   0.7933, 0.702637
3195,   0.7933, 0.698587
3196,   0.7933,  0.69888
3197,   0.7933, 0.700626
3198,   0.7933, 0.704909
3199,   0.7933, 0.703185
3200,   0.7933, 0.705853
3201,   0.7933,  0.70895
3202,   0.7933, 0.702016
3203,   0.7933, 0.701183
3204,   0.7933, 0.703794
3205,   0.7933, 0.700996
3206,   0.7933, 0.707215
3207,   0.7933, 0.704124
3208,   0.7933, 0.699828
3209,   0.7933, 0.704546
3210,   0.7933, 0.705538
3211,   0.7933, 0.706898
3212,   0.7933, 0.699021
3213,   0.7933, 0.697438
3214,   0.7933, 0.706366
3215,   0.7933, 0.704862
3216,   0.7933, 0.707264
3217,   0.7933,  0.70187
3218,   0.7933, 0.705935
3219,   0.7933, 0.703044
3220,   0.7933, 0.704835
3221,   0.7933, 0.702606
3222,   0.7933, 0.697663
3223,   0.7933, 0.700182
3224,   0.7933, 0.703232
3225,   0.7933, 0.699766
3226,   0.7933, 0.692657
3227,   0.7933, 0.697196
3228,   0.7933,   0.6944
3229,   0.7933, 0.697049
3230,   0.7933, 0.701585
3231,   0.7933, 0.705245
3232,   0.7933, 0.703653
3233,   0.7933, 0.698791
3234,   0.7933, 0.698636
3235,   0.7933, 0.705785
3236,   0.7933,  0.70242
3237,   0.7933, 0.704043
3238,   0.7933, 0.706456
3239,   0.7933, 0.704304
3240,   0.7933, 0.699143
3241,   0.7933, 0.696529
3242,   0.7933, 0.698589
3243,   0.7933, 0.704117
3244,   0.7933, 0.706787
3245,   0.7933, 0.706248
3246,   0.7933, 0.697949
3247,   0.7933, 0.701921
3248,   0.7933, 0.704003
3249,   0.7933, 0.703628
3250,   0.7933, 0.701227
3251,   0.7933, 0.703931
3252,   0.7933, 0.701646
3253,   0.7933,  0.69726
3254,   0.7933, 0.700522
3255,   0.7933, 0.701177
3256,   0.7933, 0.702616
3257,   0.7933, 0.699194
3258,   0.7933, 0.701342
3259,   0.7933,  0.69942
3260,   0.7933, 0.694935
3261,   0.7933, 0.695726
3262,   0.7933, 0.699489
3263,   0.7933, 0.697079
3264,   0.7933, 0.699459
3265,   0.7933, 0.699469
3266,   0.7933, 0.704213
3267,   0.7933, 0.706631
3268,   0.7933, 0.700802
3269,   0.7933, 0.702461
3270,   0.7933, 0.702223
3271,   0.7933, 0.706079
3272,   0.7933,  0.70257
3273,   0.7933, 0.702434
3274,   0.7933, 0.698342
3275,   0.7933, 0.696768
3276,   0.7933, 0.704331
3277,   0.7933, 0.704538
3278,   0.7933, 0.707691
3279,   0.7933, 0.707708
3280,   0.7933, 0.703891
3281,   0.7933,  0.70501
3282,   0.7886, 0.702392
3283,   0.7886,  0.70062
3284,   0.7886, 0.702306
3285,   0.7886, 0.700608
3286,   0.7886, 0.704013
3287,   0.7886, 0.701555
3288,   0.7886, 0.704099
3289,   0.7886, 0.707376
3290,   0.7886, 0.700458
3291,   0.7886, 0.706155
3292,   0.7886, 0.695885
3293,   0.7886, 0.707075
3294,   0.7886, 0.699255
3295,   0.7886, 0.701496
3296,   0.7937, 0.708081
3297,   0.7937,  0.70096
3298,   0.7937, 0.696556
3299,   0.7937, 0.696498
3300,   0.7937, 0.699198
3301,   0.7937,  0.70297
3302,   0.7937, 0.697793
3303,   0.7937, 0.698037
3304,   0.7937, 0.703417
3305,   0.7937, 0.698465
3306,   0.7937, 0.700254
3307,   0.7937, 0.697114
3308,   0.7937, 0.689875
3309,   0.7937, 0.695349
3310,   0.7937,  0.70263
3311,   0.7937, 0.700099
3312,   0.7937, 0.701344
3313,   0.7937, 0.702748
3314,   0.7937, 0.696234
3315,   0.7937,  0.69455
3316,   0.7937, 0.704742
3317,   0.7937, 0.703124
3318,   0.7937, 0.700436
3319,   0.7937, 0.700191
3320,   0.7937, 0.699737
3321,   0.7937, 0.700233
3322,    0.798, 0.702769
3323,    0.798,  0.69983
3324,    0.798, 0.705293
3325,    0.798, 0.705538
3326,    0.798, 0.706009
3327,    0.798, 0.706537
3328,    0.798, 0.704234
3329,    0.798, 0.701116
3330,    0.798,  0.70383
3331,    0.798, 0.705033
3332,    0.798, 0.709638
3333,    0.798, 0.705926
3334,    0.798, 0.704005
3335,    0.798, 0.705374
3336,    0.798, 0.708812
3337,    0.798, 0.708974
3338,    0.798, 0.709317
3339,    0.798, 0.704951
3340,    0.798, 0.709066
3341,    0.798, 0.708685
3342,    0.798, 0.706694
3343,    0.798, 0.710837
3344,    0.798, 0.701162
3345,    0.798, 0.701562
3346,    0.798, 0.705988
3347,    0.798, 0.707388
3348,    0.798, 0.710312
3349,    0.798, 0.713166
3350,    0.798, 0.707387
3351,    0.798, 0.707905
3352,    0.798, 0.702497
3353,    0.798, 0.704709
3354,    0.798, 0.704147
3355,    0.798, 0.702301
3356,    0.798, 0.710201
3357,    0.798, 0.707561
3358,    0.798,  0.70476
3359,    0.798, 0.704902
3360,    0.798, 0.707419
3361,    0.798, 0.709813
3362,    0.798, 0.704039
3363,    0.798, 0.704259
3364,    0.798, 0.704573
3365,    0.798, 0.706705
3366,    0.798, 0.710232
3367,    0.798,  0.71001
3368,    0.798, 0.706191
3369,    0.798, 0.706621
3370,    0.798, 0.707957
3371,    0.798, 0.705653
3372,    0.798, 0.699354
3373,    0.798, 0.703667
3374,    0.798,  0.70461
3375,    0.798, 0.706576
3376,    0.798, 0.707101
3377,    0.798, 0.708771
3378,    0.798, 0.708897
3379,    0.798, 0.703929
3380,    0.798,  0.70226
3381,    0.798, 0.703874
3382,    0.798, 0.701301
3383,    0.798, 0.709787
3384,    0.798, 0.714406
3385,    0.798, 0.712257
3386,    0.798, 0.710643
3387,    0.798, 0.707999
3388,    0.798, 0.709684
3389,   0.7985, 0.707557
3390,   0.7985,  0.70763
3391,   0.7985, 0.708608
3392,   0.7985, 0.709974
3393,   0.7985, 0.713039
3394,   0.7985, 0.709124
3395,   0.7985,  0.71203
3396,   0.7985, 0.709276
3397,   0.7985, 0.711592
3398,   0.7985, 0.708988
3399,   0.7985, 0.711923
3400,   0.7985, 0.711159
3401,   0.7985, 0.708377
3402,   0.7985, 0.712742
3403,   0.7985, 0.710534
3404,   0.7985, 0.708248
3405,   0.7985, 0.713819
3406,    0.792, 0.711074
3407,    0.792, 0.702337
3408,    0.792, 0.704612
3409,    0.792, 0.701454
3410,    0.792, 0.701652
3411,    0.792, 0.702323
3412,    0.792, 0.704804
3413,    0.792, 0.705891
3414,    0.792, 0.702051
3415,    0.792,  0.70644
3416,    0.792, 0.705433
3417,    0.792,  0.70731
3418,    0.792, 0.709639
3419,    0.792, 0.712349
3420,    0.792, 0.710786
3421,   0.7927, 0.707678
3422,   0.7927, 0.701695
3423,   0.7927, 0.700033
3424,   0.7927, 0.701551
3425,   0.7927, 0.703188
3426,   0.7927, 0.706972
3427,   0.7927, 0.709175
3428,   0.7927, 0.703537
3429,   0.7927, 0.704817
3430,   0.7927, 0.701494
3431,   0.7927, 0.706293
3432,   0.7927, 0.702298
3433,   0.7927, 0.714351
3434,   0.7927, 0.705999
3435,   0.7927, 0.702807
3436,   0.7927, 0.708665
3437,   0.7927, 0.705076
3438,   0.7927, 0.700173
3439,   0.7927, 0.703827
3440,   0.7927, 0.705751
3441,   0.7927, 0.706253
3442,   0.7927, 0.705224
3443,   0.7927, 0.703441
3444,   0.7927, 0.703087
3445,   0.7927, 0.706933
3446,   0.7927, 0.700525
3447,   0.7927, 0.702934
3448,   0.7927, 0.700578
3449,   0.7927, 0.706676
3450,   0.7927, 0.707031
