gen, tournament_scalar1_twopoint_best, tournament_scalar1_twopoint_ave
3451,   0.7927, 0.712605
3452,   0.7927, 0.707257
3453,   0.7927, 0.711559
3454,   0.7927, 0.710145
3455,   0.7927, 0.708575
3456,   0.7927,  0.70405
3457,   0.7927, 0.703551
3458,   0.7927, 0.705229
3459,   0.7927, 0.704183
3460,   0.7927, 0.704479
3461,   0.7927, 0.701906
3462,   0.7927, 0.704876
3463,   0.7927, 0.703789
3464,   0.7927, 0.702738
3465,   0.7927, 0.703937
3466,   0.7927, 0.701857
3467,   0.7929, 0.694157
3468,   0.7929, 0.701289
3469,   0.7929, 0.708822
3470,   0.7929,  0.70439
3471,   0.7929, 0.702305
3472,   0.7929, 0.708265
3473,   0.7929, 0.705676
3474,   0.7929, 0.701842
3475,   0.7929, 0.703928
3476,   0.7929,  0.70222
3477,   0.7929, 0.701944
3478,   0.7929, 0.713002
3479,   0.7929, 0.702775
3480,   0.7929, 0.708521
3481,   0.7929, 0.707359
3482,   0.7929, 0.702757
3483,   0.7929, 0.706674
3484,   0.7929, 0.705801
3485,   0.7929, 0.708886
3486,   0.7929, 0.700589
3487,   0.7929, 0.707678
3488,   0.7929, 0.702363
3489,   0.7929,  0.70173
3490,   0.7929, 0.703715
3491,   0.7929, 0.708583
3492,   0.7929, 0.707744
3493,   0.7929, 0.706427
3494,   0.7929, 0.706357
3495,   0.7929, 0.706845
3496,   0.7929,  0.70071
3497,   0.7929, 0.699539
3498,   0.7929, 0.705524
3499,   0.7929, 0.707942
3500,   0.7929, 0.708617
3501,   0.7929, 0.707479
3502,   0.7929, 0.704995
3503,   0.7929, 0.704614
3504,   0.7929,  0.70642
3505,   0.7929, 0.705517
3506,   0.7929, 0.704514
3507,   0.7929, 0.710295
3508,   0.7929, 0.706184
3509,   0.7929, 0.706974
3510,   0.7929, 0.702381
3511,   0.7929, 0.700339
3512,   0.7929, 0.708211
3513,   0.7929, 0.708631
3514,   0.7929,  0.70344
3515,   0.7918, 0.706762
3516,   0.7918, 0.707936
3517,   0.7918, 0.707964
3518,   0.7918, 0.711632
3519,   0.7918, 0.704622
3520,   0.7918,  0.70032
3521,   0.7918, 0.704316
3522,   0.7918, 0.701056
3523,   0.7918, 0.704423
3524,   0.7918, 0.710269
3525,   0.7918, 0.710333
3526,   0.7918, 0.703489
3527,   0.7918, 0.700403
3528,   0.7918, 0.708612
3529,   0.7918, 0.705429
3530,   0.7918, 0.708094
3531,   0.7918, 0.705324
3532,   0.7918, 0.708521
3533,   0.7918, 0.707213
3534,   0.7918, 0.702479
3535,   0.7918, 0.710923
3536,   0.7918, 0.705265
3537,   0.7918, 0.705269
3538,   0.7918,  0.71344
3539,   0.7918, 0.708095
3540,   0.7918, 0.709709
3541,   0.7918, 0.699749
3542,   0.7918, 0.702036
3543,   0.7918, 0.702031
3544,   0.7918, 0.706372
3545,   0.7918, 0.703548
3546,   0.7918, 0.702097
3547,   0.7918, 0.707036
3548,   0.7918, 0.708331
3549,   0.7918, 0.708425
3550,   0.7918,   0.7019
3551,   0.7918, 0.705121
3552,   0.7918, 0.704273
3553,   0.7918, 0.702906
3554,   0.7918, 0.704374
3555,   0.7918,   0.7066
3556,   0.7918,  0.71081
3557,   0.7918, 0.708034
3558,   0.7918,   0.7043
3559,   0.7918, 0.705095
3560,    0.788, 0.709343
3561,    0.788,  0.70892
3562,    0.788, 0.705882
3563,    0.788, 0.707235
3564,    0.788, 0.703461
3565,    0.788, 0.705536
3566,    0.788, 0.702649
3567,    0.788, 0.696448
3568,    0.788,  0.70751
3569,    0.788, 0.706447
3570,    0.788, 0.698587
3571,    0.788, 0.703878
3572,    0.788, 0.704213
3573,    0.788, 0.700524
3574,    0.788,  0.70614
3575,    0.788, 0.705926
3576,    0.788, 0.702228
3577,    0.788, 0.706956
3578,    0.788, 0.710945
3579,    0.788, 0.707959
3580,    0.788, 0.707039
3581,    0.788, 0.702586
3582,    0.788, 0.701521
3583,    0.788, 0.704501
3584,    0.788,  0.70876
3585,    0.788, 0.701068
3586,    0.788, 0.700688
3587,    0.788, 0.705202
3588,    0.788, 0.707029
3589,    0.788, 0.703501
3590,    0.788, 0.702904
3591,    0.788,  0.70372
3592,    0.788, 0.709284
3593,    0.788, 0.704496
3594,    0.788, 0.702387
3595,    0.788, 0.698106
3596,    0.788,  0.70722
3597,    0.788, 0.709651
3598,    0.788, 0.705949
3599,    0.788, 0.702397
3600,    0.788, 0.699697
3601,    0.788, 0.704481
3602,    0.788, 0.707916
3603,    0.792, 0.708023
3604,    0.792, 0.711389
3605,    0.792, 0.708945
3606,    0.792, 0.705948
3607,    0.792, 0.701803
3608,    0.792, 0.704669
3609,   0.7945, 0.702649
3610,   0.7945, 0.705921
3611,   0.7945, 0.711036
3612,   0.7945, 0.709178
3613,   0.7945, 0.708031
3614,   0.7945, 0.710244
3615,   0.7945, 0.710055
3616,   0.7945, 0.705834
3617,   0.7945, 0.709814
3618,   0.7945, 0.707654
3619,   0.7945, 0.710914
3620,   0.7945, 0.706795
3621,   0.7945, 0.709956
3622,   0.7945, 0.703267
3623,   0.7945, 0.704029
3624,   0.7945, 0.704997
3625,   0.7945, 0.706344
3626,   0.7945, 0.706864
3627,   0.7945, 0.707238
3628,   0.7945, 0.707822
3629,   0.7945, 0.707058
3630,   0.7945,  0.70966
3631,   0.7872, 0.705121
3632,   0.7872, 0.705388
3633,   0.7924, 0.703277
3634,   0.7924, 0.703764
3635,   0.7924, 0.699129
3636,   0.7924, 0.706935
3637,   0.7924,  0.70305
3638,   0.7924, 0.704894
3639,   0.7924, 0.704741
3640,   0.7924, 0.707273
3641,   0.7924, 0.703185
3642,   0.7924,  0.70231
3643,   0.7924, 0.696029
3644,   0.7924,  0.70652
3645,   0.7924, 0.704614
3646,   0.7924, 0.709339
3647,   0.7924, 0.707331
3648,   0.7924, 0.713278
3649,   0.7924, 0.715384
3650,   0.7924, 0.713139
3651,   0.7924, 0.708126
3652,   0.7924, 0.708174
3653,   0.7924, 0.703701
3654,   0.7924,   0.7019
3655,   0.7924, 0.703653
3656,   0.7924, 0.705644
3657,   0.7924,   0.7105
3658,   0.7924, 0.706691
3659,   0.7924,  0.70615
3660,   0.7924, 0.711683
3661,   0.7924, 0.703292
3662,   0.7924, 0.709041
3663,   0.7924, 0.705823
3664,   0.7924, 0.701327
3665,   0.7924, 0.702483
3666,   0.7924, 0.708508
3667,   0.7924, 0.704072
3668,   0.7924, 0.703528
3669,    0.793, 0.712209
3670,    0.793, 0.713309
3671,    0.793, 0.709412
3672,    0.793, 0.708269
3673,    0.793, 0.708495
3674,    0.793, 0.710605
3675,    0.793, 0.701968
3676,    0.793, 0.706916
3677,    0.793, 0.706207
3678,    0.793, 0.701595
3679,    0.793, 0.705311
3680,    0.793, 0.707564
3681,   0.7945, 0.708744
3682,   0.7945, 0.704338
3683,   0.7945, 0.702074
3684,   0.7945, 0.698385
3685,   0.7945, 0.703159
3686,   0.7945, 0.708338
3687,   0.7945, 0.706379
3688,   0.7945, 0.708125
3689,   0.7945, 0.708687
3690,   0.7945, 0.707851
3691,   0.7945, 0.708865
3692,   0.7945, 0.707202
3693,   0.7945, 0.707856
3694,   0.7961, 0.708013
3695,   0.7961,  0.70743
3696,   0.7961, 0.705698
3697,   0.7961, 0.706002
3698,   0.7961, 0.706287
3699,   0.7961, 0.710424
3700,   0.7961, 0.706928
3701,   0.7961, 0.710501
3702,   0.7961, 0.709276
3703,   0.7961, 0.706024
3704,   0.7961, 0.713134
3705,   0.7961, 0.709978
3706,   0.7961, 0.712368
3707,   0.7961, 0.705011
3708,   0.7961, 0.703551
3709,   0.7961, 0.703635
3710,   0.7961, 0.710201
3711,   0.7961, 0.711197
3712,   0.7961, 0.706175
3713,   0.7961, 0.707851
3714,   0.7961, 0.706015
3715,   0.7961, 0.710803
3716,   0.7961, 0.707166
3717,   0.7961, 0.709785
3718,   0.7961, 0.718656
3719,   0.7961, 0.717134
3720,   0.7961, 0.710503
3721,   0.7961, 0.710312
3722,   0.7961, 0.716598
3723,   0.7961, 0.708437
3724,   0.7961,  0.70868
3725,   0.7961, 0.714489
3726,   0.7961, 0.711494
3727,   0.7961, 0.711379
3728,   0.7961,  0.71429
3729,   0.7961, 0.704984
3730,   0.7961,  0.70879
3731,   0.7961, 0.711095
3732,   0.7961, 0.710322
3733,   0.7961, 0.709061
3734,   0.7961,  0.70668
3735,   0.7961, 0.708981
3736,   0.7961, 0.709244
3737,   0.7961, 0.708704
3738,   0.7961, 0.710945
3739,   0.7961, 0.708824
3740,   0.7961, 0.705748
3741,   0.7961, 0.705848
3742,   0.7961, 0.708904
3743,   0.7961, 0.708901
3744,   0.7961, 0.715614
3745,   0.7961, 0.708906
3746,   0.7961, 0.707437
3747,   0.7961,  0.71235
3748,   0.7961, 0.708783
3749,   0.7961, 0.711355
3750,   0.7961, 0.705217
3751,    0.804,   0.7085
3752,    0.804, 0.707241
3753,    0.804, 0.713354
3754,    0.804, 0.710773
3755,    0.804, 0.710748
3756,    0.804, 0.713488
3757,    0.804, 0.712359
3758,    0.804, 0.706798
3759,    0.804, 0.710661
3760,   0.8031, 0.708991
3761,   0.8031, 0.711738
3762,   0.8031, 0.715133
3763,   0.8031, 0.710992
3764,   0.8031, 0.717326
3765,   0.8031, 0.719739
3766,   0.8031,  0.71326
3767,   0.8031, 0.720232
3768,   0.8031, 0.712268
3769,   0.8031, 0.708627
3770,   0.8031, 0.709956
3771,   0.8031, 0.709219
3772,   0.8031, 0.708449
3773,   0.8031, 0.714049
3774,   0.8031, 0.712741
3775,   0.8031, 0.709206
3776,   0.8031,  0.71087
3777,   0.8031, 0.712962
3778,   0.8014, 0.713414
3779,   0.8014, 0.711507
3780,   0.8014,  0.71684
3781,   0.8014, 0.710466
3782,   0.8014, 0.710288
3783,   0.8014, 0.707983
3784,   0.8014,  0.70779
3785,   0.8014, 0.712013
3786,   0.8014, 0.708712
3787,   0.8014, 0.709521
3788,   0.8014, 0.709436
3789,   0.8014, 0.710234
3790,   0.8014, 0.711939
3791,   0.8014, 0.711561
3792,   0.8014, 0.711767
3793,   0.8014, 0.712437
3794,   0.8014, 0.714276
3795,   0.8014, 0.713051
3796,   0.8014, 0.715399
3797,   0.8014, 0.716574
3798,   0.8014, 0.713805
3799,   0.8014, 0.712116
3800,   0.8014, 0.709989
3801,   0.8014, 0.710117
3802,   0.8014, 0.710765
3803,   0.8014, 0.703514
3804,   0.8014, 0.706706
3805,   0.8014, 0.709743
3806,   0.8014, 0.708337
3807,   0.8014, 0.714047
3808,   0.8014, 0.713125
3809,   0.8014, 0.712148
3810,   0.8014, 0.715731
3811,   0.8014, 0.714578
3812,   0.8014, 0.708394
3813,   0.8014,  0.71301
3814,   0.8014,  0.71444
3815,   0.8014, 0.713628
3816,   0.8014, 0.710604
3817,   0.8014, 0.706549
3818,   0.8014, 0.713891
3819,   0.8014, 0.714057
3820,   0.8014, 0.713209
3821,   0.8014, 0.708853
3822,   0.8014, 0.712611
3823,   0.8014, 0.713356
3824,   0.8014, 0.711861
3825,   0.8014, 0.707267
3826,   0.8014, 0.714861
3827,   0.8014, 0.709351
3828,   0.8014,  0.71111
3829,   0.8014, 0.715751
3830,   0.8014, 0.709488
3831,   0.8014, 0.707618
3832,   0.8014, 0.711117
3833,   0.8014, 0.709026
3834,   0.8014, 0.707426
3835,   0.8014, 0.709768
3836,   0.8014, 0.714197
3837,   0.8014, 0.714561
3838,   0.8014, 0.714081
3839,   0.8014, 0.716685
3840,   0.8014, 0.715948
3841,   0.8014, 0.710061
3842,   0.8014, 0.715334
3843,   0.8014, 0.711798
3844,   0.8014, 0.716461
3845,   0.8014, 0.717021
3846,   0.8014, 0.713182
3847,   0.8014, 0.714891
3848,   0.8014, 0.709005
3849,   0.8014, 0.708943
3850,   0.8014, 0.711456
3851,   0.8014,   0.7112
3852,   0.8014, 0.709722
3853,   0.8014, 0.720804
3854,   0.8014, 0.711394
3855,   0.8014, 0.714532
3856,   0.8014,  0.70818
3857,   0.8014, 0.709962
3858,   0.8014, 0.714411
3859,   0.8014,  0.72018
3860,   0.8014, 0.714545
3861,   0.8014, 0.721098
3862,   0.8014, 0.717659
3863,   0.8014, 0.711248
3864,   0.8014, 0.713094
3865,   0.8014, 0.712051
3866,   0.8014, 0.719096
3867,   0.8014, 0.717622
3868,   0.8014, 0.717479
3869,   0.8014, 0.715586
3870,   0.8014, 0.713287
3871,   0.8014, 0.720736
3872,   0.8014, 0.718275
3873,   0.8014, 0.718732
3874,   0.8014, 0.717555
3875,   0.8014, 0.714896
3876,   0.8014, 0.717811
3877,   0.8014, 0.715833
3878,   0.8014, 0.711954
3879,   0.8014, 0.715326
3880,   0.8014, 0.715742
3881,   0.8014, 0.722552
3882,   0.8014, 0.713691
3883,   0.8014, 0.716236
3884,   0.8014, 0.708151
3885,   0.8014, 0.710238
3886,   0.8014, 0.712088
3887,   0.8014, 0.713659
3888,   0.8014, 0.715408
3889,   0.8014, 0.710765
3890,   0.8014, 0.717018
3891,   0.8014, 0.712229
3892,   0.8014, 0.709777
3893,   0.8014,   0.7167
3894,   0.8014, 0.716054
3895,   0.8014,  0.71238
3896,   0.8014, 0.715711
3897,   0.8014, 0.710189
3898,   0.8014,  0.71513
3899,   0.8014,  0.71131
3900,   0.8014, 0.707925
3901,   0.8014, 0.712057
3902,   0.8014, 0.715583
3903,   0.8014, 0.711383
3904,   0.8014, 0.707778
3905,   0.8014, 0.715546
3906,   0.8014, 0.710673
3907,   0.8014, 0.709475
3908,   0.8014,  0.70622
3909,   0.8014,  0.71359
3910,   0.8014, 0.715782
3911,   0.8014, 0.717895
3912,   0.8014, 0.716888
3913,   0.8014,  0.71476
3914,   0.8014, 0.709949
3915,   0.8014, 0.716006
3916,   0.8014,  0.71801
3917,   0.8014, 0.720173
3918,   0.8014, 0.715211
3919,   0.8014, 0.716775
3920,   0.8014, 0.717045
3921,   0.8014, 0.719421
3922,   0.8014, 0.714997
3923,   0.8014, 0.711184
3924,   0.8014, 0.713814
3925,   0.8014,  0.71158
3926,   0.8014, 0.712823
3927,   0.8014, 0.718218
3928,   0.8014, 0.718372
3929,   0.8014, 0.717805
3930,   0.8014, 0.715493
3931,   0.8014, 0.714769
3932,   0.8014,  0.71287
3933,   0.8014, 0.716096
3934,   0.8014, 0.715541
3935,   0.8014, 0.715677
3936,   0.8014, 0.716614
3937,   0.8014, 0.715069
3938,   0.8014, 0.720388
3939,   0.8014, 0.711569
3940,   0.8014, 0.715946
3941,   0.8014, 0.711878
3942,   0.8014, 0.711709
3943,   0.8014, 0.719825
3944,   0.8014, 0.722893
3945,   0.8014, 0.718552
3946,   0.8014, 0.712656
3947,   0.8014, 0.712922
3948,   0.8014,  0.70747
3949,   0.8014, 0.713328
3950,   0.8014, 0.717252
3951,   0.8014, 0.715244
3952,   0.8014, 0.714591
3953,   0.8014, 0.714581
3954,   0.8014, 0.712203
3955,   0.8014,  0.71335
3956,   0.8014, 0.713093
3957,   0.8014, 0.719652
3958,   0.8014, 0.715069
3959,   0.8014, 0.713512
3960,   0.8014, 0.713606
3961,   0.8014, 0.717005
3962,   0.8014, 0.717421
3963,   0.8014, 0.719418
3964,   0.8014, 0.713582
3965,   0.8014, 0.713703
3966,   0.8014, 0.713085
3967,   0.8014, 0.711306
3968,   0.8014, 0.714641
3969,   0.8014, 0.710655
3970,   0.8014, 0.714334
3971,   0.8014, 0.715387
3972,   0.8014, 0.717205
3973,   0.8014, 0.710575
3974,   0.8014, 0.712899
3975,   0.8014, 0.710424
3976,   0.8014, 0.713267
3977,   0.8014, 0.712212
3978,   0.8014, 0.710589
3979,    0.798, 0.706983
3980,    0.798, 0.709991
3981,    0.798, 0.708587
3982,    0.798, 0.708908
3983,    0.798, 0.708585
3984,    0.798, 0.711448
3985,    0.798, 0.711546
3986,    0.798, 0.714145
3987,    0.798, 0.711532
3988,    0.798,  0.71432
3989,    0.798, 0.717457
3990,    0.798, 0.710885
3991,    0.798,  0.71235
3992,    0.798, 0.710538
3993,    0.798, 0.714706
3994,    0.798, 0.708532
3995,    0.798, 0.710334
3996,    0.798, 0.709973
3997,    0.798, 0.715684
3998,    0.798, 0.710986
3999,    0.798, 0.713035
4000,    0.798, 0.708498
