gen, tournament_scalar1_uniform_best, tournament_scalar1_uniform_ave
 932,   0.7645, 0.684728
 933,   0.7655, 0.684078
 934,   0.7655, 0.684197
 935,   0.7655, 0.681949
 936,   0.7655, 0.685768
 937,   0.7655, 0.680281
 938,   0.7655, 0.683288
 939,   0.7655, 0.684424
 940,   0.7655, 0.684239
 941,   0.7655, 0.682018
 942,   0.7655,  0.68715
 943,   0.7655, 0.679141
 944,   0.7655, 0.685447
 945,   0.7655, 0.683254
 946,   0.7655, 0.689842
 947,   0.7655, 0.680107
 948,   0.7655, 0.680165
 949,   0.7655, 0.681898
 950,   0.7655, 0.681693
 951,   0.7655, 0.684223
 952,   0.7655, 0.685635
 953,   0.7655, 0.682757
 954,   0.7655, 0.686693
 955,   0.7655, 0.679397
 956,   0.7655, 0.686524
 957,   0.7655, 0.680074
 958,   0.7655, 0.683426
 959,   0.7655, 0.679954
 960,   0.7655, 0.685097
 961,   0.7655, 0.684116
 962,   0.7655, 0.683588
 963,   0.7655, 0.686274
 964,   0.7655, 0.683149
 965,   0.7655, 0.684618
 966,   0.7655, 0.687056
 967,   0.7655, 0.683807
 968,   0.7655, 0.679882
 969,   0.7655, 0.685145
 970,   0.7655, 0.679662
 971,   0.7669, 0.685627
 972,   0.7669, 0.682375
 973,   0.7669, 0.685643
 974,   0.7669, 0.683905
 975,   0.7669,  0.68777
 976,   0.7669, 0.687415
 977,   0.7669, 0.691806
 978,   0.7669, 0.683085
 979,   0.7669, 0.683032
 980,   0.7669,  0.69124
 981,   0.7669, 0.687984
 982,   0.7669, 0.688187
 983,   0.7669, 0.689271
 984,   0.7669, 0.688409
 985,   0.7669,  0.68352
 986,   0.7669, 0.681691
 987,   0.7669, 0.679599
 988,   0.7669, 0.692294
 989,   0.7669, 0.684428
 990,   0.7669, 0.687616
 991,   0.7669, 0.688745
 992,   0.7669, 0.685699
 993,   0.7669, 0.686464
 994,   0.7669, 0.687223
 995,   0.7669, 0.681581
 996,   0.7669, 0.683177
 997,   0.7669, 0.687644
 998,   0.7669, 0.684964
 999,   0.7669, 0.688676
1000,   0.7669,  0.68808
1001,   0.7669, 0.694346
1002,   0.7669, 0.688377
1003,   0.7669, 0.688761
1004,   0.7669, 0.688431
1005,   0.7669, 0.685962
1006,   0.7669, 0.682793
1007,   0.7669, 0.681272
1008,   0.7669, 0.687451
1009,   0.7669,   0.6836
1010,   0.7669, 0.684937
1011,   0.7669, 0.683196
1012,   0.7669, 0.685804
1013,   0.7669, 0.685888
1014,   0.7669, 0.685475
1015,   0.7669, 0.685508
1016,   0.7669,  0.69282
1017,   0.7669, 0.687881
1018,   0.7669,   0.6839
1019,   0.7669,  0.68535
1020,   0.7669, 0.683722
1021,   0.7601, 0.685928
1022,   0.7601, 0.678792
1023,   0.7601, 0.680028
1024,   0.7601, 0.681004
1025,   0.7655, 0.683865
1026,   0.7655, 0.682119
1027,   0.7655, 0.678491
1028,   0.7655, 0.685605
1029,   0.7655, 0.683942
1030,   0.7655,  0.67823
1031,   0.7655, 0.683947
1032,   0.7655,  0.68004
1033,   0.7655, 0.677861
1034,   0.7655, 0.676984
1035,   0.7659,  0.68623
1036,   0.7659, 0.683432
1037,   0.7659, 0.680567
1038,   0.7659, 0.681898
1039,   0.7659, 0.686548
1040,   0.7659, 0.686055
1041,   0.7659, 0.684147
1042,   0.7659, 0.683232
1043,   0.7659, 0.689359
1044,   0.7659, 0.679175
1045,   0.7659, 0.678661
1046,   0.7659, 0.687849
1047,   0.7595, 0.684615
1048,   0.7595, 0.686979
1049,   0.7595, 0.685912
1050,   0.7595, 0.683104
1051,   0.7702, 0.683201
1052,   0.7702, 0.680526
1053,   0.7702, 0.681185
1054,   0.7702, 0.680168
1055,   0.7702, 0.684526
1056,   0.7702, 0.689292
1057,   0.7702, 0.683774
1058,   0.7702,  0.68371
1059,   0.7702, 0.683732
1060,   0.7702, 0.684111
1061,   0.7744, 0.685266
1062,   0.7744, 0.691416
1063,   0.7744, 0.689375
1064,   0.7744, 0.691305
1065,   0.7744,  0.69238
1066,   0.7744, 0.697637
1067,   0.7744, 0.690511
1068,   0.7744,  0.69158
1069,   0.7744, 0.691544
1070,   0.7744, 0.692405
1071,   0.7744, 0.697826
1072,   0.7744, 0.694184
1073,   0.7744, 0.693097
1074,   0.7744, 0.697608
1075,   0.7744, 0.692878
1076,   0.7744, 0.692841
1077,   0.7744, 0.693315
1078,   0.7744, 0.690605
1079,   0.7744, 0.693808
1080,   0.7744, 0.695022
1081,   0.7744, 0.692431
1082,   0.7744, 0.691784
1083,   0.7744, 0.691611
1084,   0.7744,  0.69099
1085,   0.7744,   0.6921
1086,   0.7744, 0.694088
1087,   0.7744, 0.699886
1088,   0.7744, 0.699505
1089,   0.7744, 0.689299
1090,   0.7744, 0.689711
1091,   0.7744, 0.691393
1092,   0.7744, 0.693173
1093,   0.7744, 0.690948
1094,   0.7744, 0.695714
1095,   0.7744, 0.702712
1096,   0.7744, 0.694929
1097,   0.7744, 0.697969
1098,   0.7744, 0.693816
1099,   0.7744, 0.693703
1100,   0.7744, 0.691175
1101,   0.7744, 0.692475
1102,   0.7744, 0.689761
1103,   0.7744, 0.692766
1104,   0.7744,  0.69171
1105,   0.7744, 0.694315
1106,   0.7744, 0.691463
1107,   0.7744, 0.690353
1108,   0.7744,  0.68886
1109,   0.7744, 0.700498
1110,   0.7744, 0.698079
1111,   0.7744, 0.698681
1112,   0.7744, 0.690603
1113,   0.7744, 0.694611
1114,   0.7744, 0.691561
1115,   0.7744, 0.691544
1116,   0.7744, 0.694459
1117,   0.7744, 0.695323
1118,   0.7753, 0.688429
1119,   0.7753, 0.696369
1120,   0.7753, 0.698577
1121,   0.7753, 0.696943
1122,   0.7753, 0.693051
1123,   0.7753, 0.697687
1124,   0.7753, 0.692908
1125,   0.7753, 0.695924
1126,   0.7753, 0.697535
1127,   0.7774, 0.692744
1128,   0.7774, 0.687419
1129,   0.7774, 0.693929
1130,   0.7774, 0.692451
1131,   0.7774, 0.696569
1132,   0.7774, 0.694242
1133,   0.7774, 0.696099
1134,   0.7774, 0.698992
1135,   0.7795,   0.6991
1136,   0.7795,  0.69636
1137,   0.7795, 0.695198
1138,   0.7795, 0.694273
1139,   0.7795, 0.694673
1140,   0.7795, 0.689288
1141,   0.7795, 0.693057
1142,   0.7795, 0.689024
1143,   0.7795, 0.693015
1144,   0.7795, 0.699454
1145,   0.7795, 0.698395
1146,    0.776, 0.697586
1147,    0.776, 0.691827
1148,    0.776, 0.696468
1149,    0.776, 0.700623
1150,    0.776, 0.695738
1151,    0.776, 0.690146
1152,    0.776, 0.691594
1153,    0.776, 0.686848
1154,    0.776, 0.689413
1155,    0.776, 0.691433
1156,    0.776, 0.694607
1157,    0.776, 0.696948
1158,    0.776, 0.698771
1159,    0.776, 0.698158
1160,    0.776, 0.696121
1161,    0.776, 0.697403
1162,    0.776, 0.699623
1163,    0.776, 0.701746
1164,    0.776, 0.692456
1165,    0.776, 0.695131
1166,    0.776, 0.693953
1167,    0.776, 0.693428
1168,    0.776, 0.692734
1169,    0.776, 0.702284
1170,    0.776, 0.696391
1171,   0.7681, 0.691855
1172,   0.7681, 0.698223
1173,   0.7681, 0.685002
1174,   0.7681, 0.692369
1175,   0.7681, 0.686073
1176,   0.7681, 0.685388
1177,   0.7681, 0.687591
1178,   0.7681, 0.691055
1179,   0.7681, 0.687634
1180,   0.7681,  0.69124
1181,   0.7681, 0.687726
1182,   0.7681, 0.688109
1183,   0.7681, 0.687138
1184,   0.7681, 0.688146
1185,   0.7681, 0.687743
1186,   0.7681, 0.689209
1187,    0.776, 0.694381
1188,    0.776, 0.686931
1189,    0.776, 0.689339
1190,    0.776,   0.6919
1191,    0.776, 0.685197
1192,    0.776,  0.68345
1193,    0.776, 0.687946
1194,    0.776, 0.693753
1195,    0.776, 0.690126
1196,    0.776, 0.690445
1197,    0.776, 0.691676
1198,    0.776, 0.689043
1199,    0.776, 0.690678
1200,    0.776, 0.693178
1201,    0.776, 0.689125
1202,    0.776, 0.693449
1203,    0.776, 0.686366
1204,    0.776,   0.6868
1205,    0.776, 0.691455
1206,    0.776, 0.689838
1207,    0.776, 0.690837
1208,    0.776, 0.687288
1209,    0.776, 0.690067
1210,   0.7789, 0.690081
1211,   0.7789, 0.690626
1212,   0.7789, 0.692443
1213,   0.7789, 0.697095
1214,   0.7789, 0.694618
1215,   0.7789, 0.697044
1216,   0.7789, 0.700474
1217,   0.7789,  0.69735
1218,   0.7789, 0.693521
1219,   0.7789, 0.693081
1220,   0.7789,  0.69069
1221,   0.7789, 0.695726
1222,   0.7789,  0.68802
1223,   0.7789, 0.694382
1224,   0.7789,  0.69591
1225,   0.7789, 0.695623
1226,   0.7789,  0.70026
1227,   0.7789, 0.702186
1228,   0.7789, 0.698473
1229,   0.7789, 0.691661
1230,   0.7789, 0.693816
1231,   0.7789,  0.69597
1232,   0.7789, 0.693699
1233,   0.7789, 0.692146
1234,   0.7763, 0.698602
1235,   0.7763, 0.689711
1236,   0.7763, 0.692578
1237,   0.7763, 0.697547
1238,   0.7763, 0.687715
1239,   0.7787, 0.690484
1240,   0.7787, 0.692961
1241,   0.7787, 0.687094
1242,   0.7787, 0.689809
1243,   0.7787,  0.69757
1244,   0.7787, 0.693559
1245,   0.7787, 0.695854
1246,   0.7787, 0.683914
1247,   0.7787, 0.690594
1248,   0.7787, 0.688461
1249,   0.7787, 0.692885
1250,   0.7809, 0.687809
1251,   0.7809, 0.691987
1252,   0.7809, 0.686172
1253,   0.7809, 0.701189
1254,   0.7809, 0.695492
1255,   0.7809, 0.703358
1256,   0.7837, 0.695528
1257,   0.7837, 0.697205
1258,   0.7837, 0.696395
1259,   0.7837, 0.698314
1260,   0.7837, 0.703467
1261,   0.7837, 0.700083
1262,   0.7837, 0.698536
1263,   0.7837, 0.698879
1264,   0.7837, 0.695073
1265,   0.7837, 0.696033
1266,   0.7837,  0.69771
1267,   0.7837, 0.701555
1268,   0.7837, 0.700559
1269,   0.7837, 0.700422
1270,   0.7837,  0.69762
1271,   0.7837, 0.699384
1272,   0.7837, 0.699446
1273,   0.7837, 0.700733
1274,   0.7837,  0.70182
1275,   0.7837, 0.701994
1276,   0.7837,  0.70009
1277,   0.7837, 0.702487
1278,   0.7837, 0.700088
1279,   0.7837, 0.698606
1280,   0.7837, 0.697146
1281,   0.7837,   0.6967
1282,   0.7837, 0.699288
1283,   0.7837, 0.703313
1284,   0.7837, 0.701791
1285,   0.7837, 0.706093
1286,   0.7837, 0.700888
1287,   0.7837, 0.695199
1288,   0.7837, 0.700482
1289,   0.7837, 0.695984
1290,   0.7837,  0.70019
1291,   0.7837, 0.706507
1292,   0.7837, 0.704476
1293,   0.7837, 0.702006
1294,   0.7837, 0.697284
1295,   0.7837, 0.704905
1296,   0.7795, 0.698982
1297,   0.7795,  0.69983
1298,   0.7795, 0.699054
1299,   0.7795, 0.695721
1300,   0.7795, 0.691542
1301,   0.7795, 0.696182
1302,   0.7795, 0.693999
1303,   0.7795, 0.693208
1304,   0.7795, 0.694291
1305,   0.7795, 0.694134
1306,   0.7795, 0.696443
1307,   0.7795, 0.692932
1308,   0.7795, 0.696168
1309,   0.7795, 0.688184
1310,   0.7795, 0.694802
1311,   0.7795, 0.695897
1312,   0.7795, 0.697472
1313,   0.7795, 0.697203
1314,   0.7735, 0.700565
1315,   0.7735, 0.700666
1316,   0.7735, 0.689866
1317,   0.7735, 0.689524
1318,   0.7735, 0.696625
1319,   0.7735,  0.69117
1320,   0.7735, 0.695495
1321,   0.7735, 0.692307
1322,   0.7735, 0.694634
1323,   0.7735, 0.693126
1324,   0.7735, 0.695369
1325,   0.7735, 0.697064
1326,   0.7735, 0.692931
1327,   0.7735, 0.697343
1328,   0.7735, 0.698612
1329,   0.7735, 0.693236
1330,   0.7735, 0.692737
1331,   0.7735, 0.686999
1332,   0.7735, 0.688066
1333,   0.7735, 0.685964
1334,   0.7811, 0.689773
1335,   0.7811, 0.698684
1336,    0.777, 0.696497
1337,    0.777, 0.699735
1338,    0.777, 0.694157
1339,    0.777, 0.695573
1340,    0.777,  0.69435
1341,    0.777, 0.694982
1342,    0.777, 0.691135
1343,    0.777, 0.693525
1344,    0.777, 0.695635
1345,    0.777,  0.69387
1346,    0.777, 0.697528
1347,    0.777, 0.693284
1348,    0.777, 0.702129
1349,    0.777, 0.693594
1350,    0.777, 0.692485
1351,    0.777, 0.693521
1352,    0.777, 0.693381
1353,    0.777, 0.694436
1354,    0.777, 0.691398
1355,    0.777,  0.69607
1356,    0.777, 0.695229
1357,    0.777, 0.692884
1358,    0.777, 0.692614
1359,    0.777, 0.694139
1360,    0.777, 0.693748
1361,    0.777,  0.69091
1362,    0.777, 0.690971
1363,    0.777, 0.692849
1364,    0.777, 0.689438
1365,    0.777, 0.694203
1366,    0.777, 0.690512
1367,    0.777, 0.691304
1368,    0.777, 0.693908
1369,   0.7778, 0.700872
1370,   0.7778, 0.691444
1371,   0.7778, 0.693353
1372,   0.7778, 0.694038
1373,   0.7778, 0.688783
1374,   0.7778, 0.693219
1375,   0.7778, 0.691721
1376,   0.7778, 0.695319
1377,   0.7778,  0.69509
1378,   0.7778, 0.692255
1379,   0.7778, 0.698162
1380,   0.7778, 0.696114
1381,   0.7778, 0.689096
1382,   0.7778,  0.69426
1383,   0.7778, 0.689803
1384,   0.7778, 0.698371
1385,   0.7778, 0.698713
1386,   0.7778, 0.690693
1387,   0.7778, 0.694753
1388,   0.7778, 0.696136
1389,   0.7778, 0.695418
1390,   0.7778, 0.698416
1391,   0.7778, 0.693674
1392,   0.7778, 0.688917
1393,   0.7778, 0.690831
1394,   0.7778, 0.693622
1395,   0.7778, 0.696307
1396,   0.7778, 0.696571
1397,   0.7778, 0.693059
1398,   0.7778, 0.696901
1399,     0.78, 0.698786
1400,     0.78, 0.694291
1401,     0.78, 0.698801
1402,     0.78, 0.697506
1403,     0.78, 0.698624
1404,     0.78, 0.697579
1405,     0.78, 0.700472
1406,     0.78, 0.693767
1407,     0.78, 0.701468
1408,     0.78, 0.695392
1409,     0.78, 0.697419
1410,     0.78, 0.692591
1411,     0.78, 0.695344
1412,     0.78, 0.699026
1413,     0.78, 0.698342
1414,     0.78, 0.691447
1415,     0.78, 0.696674
1416,     0.78, 0.697814
1417,     0.78,  0.69404
1418,     0.78, 0.698851
1419,     0.78, 0.696657
1420,     0.78, 0.692515
1421,     0.78, 0.688956
1422,     0.78, 0.692584
1423,     0.78, 0.696625
1424,     0.78, 0.694953
1425,     0.78, 0.692413
1426,     0.78, 0.695096
1427,     0.78, 0.698003
1428,     0.78, 0.689116
1429,     0.78, 0.692855
1430,     0.78, 0.697796
1431,     0.78, 0.698359
1432,     0.78, 0.700574
1433,     0.78, 0.693817
1434,     0.78, 0.696271
1435,     0.78,  0.69826
1436,     0.78, 0.690503
1437,     0.78,      0.7
1438,     0.78,  0.69888
1439,     0.78, 0.698108
1440,     0.78, 0.696574
1441,     0.78, 0.693824
1442,     0.78, 0.696432
1443,     0.78, 0.696047
1444,     0.78, 0.697175
1445,     0.78, 0.689313
1446,     0.78, 0.699077
1447,     0.78,  0.69957
1448,     0.78, 0.699443
1449,     0.78, 0.700502
1450,     0.78,  0.69471
1451,     0.78, 0.699149
1452,     0.78, 0.693707
1453,     0.78, 0.695512
1454,     0.78, 0.698749
1455,     0.78, 0.698771
1456,     0.78, 0.692614
1457,     0.78, 0.694566
1458,     0.78, 0.689242
1459,     0.78, 0.693209
1460,     0.78, 0.694748
1461,     0.78, 0.696303
1462,     0.78, 0.695094
1463,     0.78, 0.700751
1464,     0.78, 0.697951
1465,     0.78, 0.701054
1466,     0.78, 0.701532
1467,     0.78, 0.700131
1468,     0.78, 0.692665
1469,     0.78, 0.693153
1470,     0.78, 0.692768
1471,     0.78, 0.694439
1472,     0.78,  0.69774
1473,   0.7792, 0.695864
1474,   0.7792, 0.696569
1475,   0.7792, 0.697065
1476,   0.7792, 0.696836
1477,   0.7792, 0.699151
1478,   0.7792, 0.701319
1479,   0.7792, 0.696446
1480,   0.7792, 0.692118
1481,   0.7792, 0.701165
1482,   0.7792, 0.700132
1483,   0.7792, 0.695683
1484,   0.7792, 0.699571
1485,   0.7792, 0.701025
1486,   0.7792, 0.686905
1487,   0.7792,  0.69122
1488,   0.7792,  0.69543
1489,   0.7792, 0.696676
1490,   0.7774, 0.696953
1491,   0.7774, 0.697799
1492,   0.7774, 0.690803
1493,   0.7774, 0.704153
1494,   0.7774, 0.699579
1495,   0.7821, 0.699099
1496,   0.7821, 0.695696
1497,   0.7821, 0.694372
1498,   0.7821, 0.697272
1499,   0.7821, 0.700176
1500,   0.7821, 0.694938
1501,   0.7821, 0.699333
1502,   0.7821, 0.701345
1503,   0.7821, 0.704163
1504,   0.7821, 0.705165
1505,   0.7821, 0.698597
1506,   0.7821, 0.700338
1507,   0.7821, 0.703488
1508,   0.7821, 0.704672
1509,   0.7821, 0.698037
1510,   0.7821, 0.704459
1511,   0.7809, 0.702397
1512,   0.7809, 0.699206
1513,   0.7809, 0.701111
1514,   0.7809,  0.69918
1515,   0.7809, 0.697502
1516,   0.7814, 0.695912
1517,   0.7814,  0.69165
1518,   0.7814,  0.69539
1519,   0.7814, 0.698507
1520,   0.7814, 0.700851
1521,   0.7814, 0.700218
1522,   0.7814, 0.697814
1523,   0.7814, 0.696753
1524,   0.7835, 0.695631
1525,   0.7835, 0.700244
1526,   0.7835, 0.690754
1527,   0.7835, 0.695271
1528,   0.7835, 0.691441
1529,   0.7835, 0.699015
1530,   0.7835, 0.694544
1531,   0.7835, 0.697903
1532,   0.7835, 0.696589
1533,   0.7835, 0.695565
1534,   0.7835, 0.699302
1535,   0.7835, 0.694736
1536,   0.7835,  0.69747
1537,   0.7835, 0.696099
1538,   0.7835, 0.693107
1539,   0.7835, 0.696105
1540,   0.7835, 0.697732
1541,   0.7835, 0.695052
1542,   0.7835, 0.689651
1543,   0.7835, 0.694089
1544,   0.7835, 0.695265
1545,   0.7835,   0.6948
1546,   0.7835,   0.6933
1547,   0.7835,  0.69566
1548,   0.7835, 0.687945
1549,   0.7835, 0.694592
1550,   0.7817, 0.692421
1551,   0.7817, 0.691075
1552,   0.7817, 0.695633
1553,   0.7817, 0.702284
1554,   0.7817, 0.697318
1555,   0.7817, 0.699942
1556,   0.7817, 0.698244
1557,   0.7817, 0.695134
1558,   0.7817, 0.694871
1559,   0.7817,  0.69424
1560,   0.7817, 0.693207
1561,   0.7817, 0.697538
1562,   0.7817, 0.696187
1563,   0.7817, 0.692906
1564,   0.7817, 0.696456
1565,   0.7817, 0.697568
1566,   0.7775, 0.700796
1567,   0.7775,  0.69738
1568,   0.7775, 0.695634
1569,   0.7775, 0.689914
1570,   0.7775, 0.693021
1571,   0.7775, 0.696643
1572,   0.7775, 0.695135
1573,   0.7775, 0.697517
1574,   0.7775,  0.69171
1575,   0.7775, 0.697431
1576,   0.7775, 0.690368
1577,   0.7775, 0.695492
1578,   0.7775, 0.697276
1579,   0.7775, 0.698205
1580,   0.7775, 0.695485
1581,   0.7775, 0.699747
1582,   0.7775, 0.696805
1583,   0.7775, 0.693856
1584,   0.7775, 0.697441
1585,   0.7775,  0.69791
1586,   0.7751, 0.691424
1587,   0.7751, 0.690308
1588,   0.7751, 0.688515
1589,   0.7751,  0.69411
1590,   0.7751, 0.693723
1591,   0.7751, 0.694592
1592,   0.7751, 0.694385
1593,   0.7751, 0.690823
1594,   0.7751, 0.690462
1595,   0.7751, 0.693998
1596,   0.7753, 0.693241
1597,   0.7753, 0.695115
1598,   0.7753, 0.692063
1599,   0.7753, 0.687945
1600,   0.7753, 0.692662
1601,   0.7753, 0.693469
1602,   0.7753, 0.693227
1603,   0.7753, 0.689314
1604,   0.7753, 0.694066
1605,   0.7753, 0.692761
1606,   0.7753, 0.687977
1607,   0.7753, 0.686485
1608,   0.7753, 0.689639
1609,   0.7753, 0.689218
1610,    0.781, 0.687216
1611,    0.781, 0.687036
1612,    0.781, 0.690749
1613,    0.781, 0.693253
1614,    0.781, 0.695611
1615,    0.781, 0.697548
1616,    0.781, 0.699869
1617,    0.781, 0.690487
1618,    0.781, 0.699031
1619,    0.781, 0.699164
1620,    0.781, 0.698204
1621,    0.781, 0.697239
1622,    0.781, 0.692321
1623,    0.781, 0.699349
1624,    0.781, 0.697368
1625,    0.781, 0.694633
1626,    0.781, 0.696186
1627,    0.781,  0.69574
1628,    0.781, 0.690331
1629,    0.781, 0.695415
1630,    0.781, 0.696836
1631,    0.781, 0.700715
1632,    0.781, 0.695835
1633,    0.781, 0.698627
1634,    0.781, 0.695292
1635,    0.781, 0.692734
1636,    0.781, 0.693823
1637,   0.7833, 0.692653
1638,   0.7833, 0.699946
1639,   0.7833,  0.69958
1640,   0.7833, 0.701235
1641,   0.7833, 0.695984
1642,   0.7833, 0.700769
1643,   0.7833, 0.696527
1644,   0.7833, 0.694838
1645,   0.7833, 0.703817
1646,   0.7833, 0.699209
1647,   0.7833,  0.70293
1648,   0.7833, 0.703584
1649,   0.7833, 0.698248
1650,   0.7833, 0.703842
1651,   0.7887, 0.698495
1652,   0.7887, 0.698357
1653,   0.7887, 0.695489
1654,   0.7862, 0.702734
1655,   0.7862, 0.700907
1656,   0.7862, 0.701946
1657,   0.7862, 0.701969
1658,   0.7862, 0.705721
1659,   0.7862, 0.703045
1660,   0.7828, 0.707034
1661,   0.7828, 0.701876
1662,   0.7828, 0.701277
1663,   0.7718, 0.699931
1664,   0.7718, 0.701754
1665,   0.7718, 0.689273
1666,   0.7718, 0.685213
1667,   0.7718, 0.688121
1668,   0.7718,  0.68766
1669,   0.7718, 0.701524
1670,   0.7718, 0.688315
1671,   0.7718, 0.689252
1672,   0.7718, 0.687019
1673,   0.7718, 0.688537
1674,   0.7718,  0.68995
1675,   0.7718, 0.688279
1676,   0.7718, 0.688401
1677,   0.7718, 0.690865
1678,   0.7718, 0.692278
1679,   0.7718, 0.689529
1680,   0.7718, 0.693903
1681,   0.7718, 0.688866
1682,   0.7718, 0.686054
1683,   0.7718, 0.690102
1684,   0.7718, 0.691891
1685,   0.7718,  0.68966
1686,   0.7718, 0.694064
1687,    0.784, 0.684108
1688,    0.784, 0.691756
1689,    0.784, 0.694262
1690,    0.784, 0.695043
1691,    0.784, 0.694593
1692,    0.784,  0.69712
1693,    0.784, 0.694466
1694,    0.784, 0.702414
1695,   0.7819, 0.700637
1696,   0.7841, 0.704095
1697,   0.7841, 0.703119
1698,   0.7841, 0.693822
1699,   0.7841, 0.697679
1700,   0.7841, 0.701728
1701,   0.7841, 0.703655
1702,   0.7841, 0.702856
1703,   0.7841, 0.696661
1704,   0.7841, 0.702791
1705,   0.7841, 0.698091
1706,   0.7841, 0.698796
1707,   0.7841,  0.69998
1708,   0.7841, 0.699075
1709,   0.7841, 0.703675
1710,   0.7841,   0.7019
1711,   0.7841, 0.704501
1712,   0.7841, 0.704558
1713,   0.7841,  0.70384
1714,   0.7841,  0.70627
1715,   0.7841,  0.70273
1716,   0.7841, 0.701621
1717,   0.7841, 0.697747
1718,   0.7841,  0.70497
1719,   0.7841,  0.70407
1720,   0.7841, 0.707783
1721,   0.7841,  0.70317
1722,   0.7841, 0.707117
1723,   0.7841, 0.702213
1724,   0.7841, 0.706349
1725,   0.7841, 0.701734
1726,   0.7841, 0.697389
1727,   0.7841, 0.700435
1728,   0.7841, 0.698581
1729,   0.7841, 0.703221
1730,   0.7841,   0.7047
1731,   0.7841, 0.701961
1732,   0.7841, 0.702954
1733,   0.7841,  0.69783
1734,   0.7841, 0.706563
1735,   0.7841, 0.705141
1736,   0.7841, 0.700324
1737,   0.7841, 0.702266
1738,   0.7841, 0.702779
1739,   0.7841, 0.702753
1740,   0.7841, 0.693815
1741,   0.7841, 0.700177
1742,   0.7841, 0.701996
1743,   0.7841,  0.70138
1744,   0.7841, 0.700926
1745,   0.7841, 0.702622
1746,   0.7841, 0.704986
1747,   0.7841,  0.70428
1748,   0.7841, 0.702842
1749,   0.7841, 0.704679
1750,   0.7841, 0.698086
1751,   0.7841, 0.698788
1752,   0.7841, 0.698705
1753,   0.7841, 0.699743
1754,   0.7841, 0.699687
1755,   0.7841, 0.704487
1756,   0.7841, 0.704755
1757,   0.7841, 0.697778
1758,   0.7841,  0.70261
1759,   0.7841, 0.705422
1760,   0.7841, 0.702567
1761,   0.7841, 0.698043
1762,   0.7841, 0.703335
1763,   0.7841, 0.699429
1764,   0.7841, 0.703174
1765,   0.7841, 0.697492
1766,   0.7841, 0.703237
1767,   0.7841, 0.702903
1768,   0.7841, 0.704682
1769,   0.7841, 0.706734
1770,   0.7841, 0.703799
1771,   0.7841, 0.698152
1772,   0.7841, 0.698579
1773,   0.7841, 0.703449
1774,   0.7841, 0.704976
1775,   0.7841, 0.704208
1776,   0.7841, 0.705953
1777,   0.7841, 0.705149
1778,   0.7841, 0.704636
1779,   0.7841, 0.701814
1780,   0.7841, 0.706679
1781,   0.7841, 0.704875
1782,    0.781, 0.699871
1783,    0.781, 0.699494
1784,    0.781, 0.702145
1785,    0.781, 0.699902
1786,    0.781, 0.705241
1787,    0.781, 0.700293
1788,    0.781, 0.695601
1789,    0.781, 0.698677
1790,    0.781, 0.705647
1791,    0.781, 0.698504
1792,    0.781, 0.700357
1793,    0.781, 0.703342
1794,    0.781, 0.698531
1795,    0.781, 0.701387
1796,    0.781, 0.698775
1797,    0.781, 0.701616
1798,    0.781, 0.703676
1799,    0.781, 0.702881
1800,    0.781, 0.704718
1801,    0.781, 0.703004
1802,    0.781, 0.697416
1803,   0.7767, 0.698492
1804,   0.7767, 0.702979
1805,   0.7767, 0.704268
1806,   0.7767, 0.697967
1807,   0.7767, 0.692578
1808,   0.7767, 0.698281
1809,   0.7767, 0.697449
1810,   0.7767, 0.695005
1811,   0.7767, 0.693802
1812,   0.7767, 0.691226
1813,   0.7767, 0.700182
1814,   0.7767, 0.694141
1815,   0.7767, 0.692518
1816,   0.7767,  0.69464
1817,   0.7767, 0.702133
1818,   0.7767, 0.689981
1819,   0.7767, 0.693811
1820,   0.7767, 0.693789
1821,   0.7767, 0.699787
1822,   0.7767, 0.695726
1823,   0.7767, 0.696147
1824,   0.7767, 0.699075
1825,   0.7767, 0.693447
1826,   0.7767, 0.689648
1827,   0.7767, 0.691965
1828,   0.7767, 0.695009
1829,   0.7767,  0.69318
1830,   0.7767, 0.696837
1831,   0.7767, 0.696662
1832,   0.7767, 0.691748
1833,   0.7767, 0.698383
1834,   0.7767, 0.691144
1835,   0.7767, 0.697903
1836,   0.7767, 0.696086
1837,   0.7767, 0.682137
1838,   0.7767, 0.692976
1839,   0.7767, 0.693573
1840,   0.7767, 0.693269
1841,   0.7767, 0.694056
1842,   0.7767, 0.690259
1843,   0.7767, 0.696936
1844,   0.7767, 0.695662
1845,   0.7767, 0.699569
1846,   0.7767, 0.691566
1847,   0.7767, 0.693747
1848,   0.7767, 0.700786
1849,   0.7767, 0.693249
1850,   0.7767, 0.691305
1851,   0.7767, 0.691486
1852,   0.7767, 0.694354
1853,   0.7767, 0.696606
1854,   0.7767, 0.692649
1855,   0.7767, 0.693518
1856,   0.7767, 0.693755
1857,   0.7767, 0.691589
1858,   0.7767, 0.697403
1859,   0.7767, 0.694604
1860,   0.7767, 0.698668
1861,   0.7814, 0.696023
1862,   0.7814, 0.692091
1863,   0.7814, 0.692707
1864,   0.7814, 0.699943
1865,   0.7814, 0.698898
1866,   0.7709, 0.694328
1867,   0.7709, 0.698049
1868,   0.7709, 0.695115
1869,   0.7709, 0.685259
1870,   0.7709, 0.683572
1871,   0.7709, 0.686057
1872,   0.7709, 0.683341
1873,   0.7709, 0.686916
1874,   0.7709, 0.691827
1875,   0.7709, 0.691191
1876,   0.7709,  0.69112
